4. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ЭКОНОМИЧЕСКОЙ АКТИВНОСТИ И УРОВНЮ ОБРАЗОВАНИЯ  ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ											
											
	Всего	Имеющие образование								Не имеющие начального общего образования	Не указавшие уровень образования
безработные	59158.0	65.0	6706.0	2847.0	17852.0	10138.0	13157.0	7411.0	913.0	25.0	44.0
из них:											
учащиеся	9481.0	-	191.0	1800.0	1221.0	517.0	4353.0	1308.0	91.0	-	-
Экономически неактивные	243835.0	287.0	21860.0	12894.0	52276.0	24363.0	61185.0	59458.0	10484.0	721.0	307.0
Сельское население	187475.0	191.0	19166.0	3114.0	50473.0	34006.0	32522.0	39584.0	7649.0	389.0	381.0
Экономически активные	124327.0	159.0	16916.0	2181.0	39852.0	24664.0	20768.0	17154.0	2309.0	39.0	285.0
в том числе:											
занятые в экономике	104965.0	148.0	16161.0	1927.0	35415.0	20162.0	16890.0	12402.0	1565.0	25.0	270.0
из них:											
учащиеся	3419.0	3.0	254.0	437.0	1163.0	346.0	1046.0	163.0	6.0	-	1.0
безработные	19362.0	11.0	755.0	254.0	4437.0	4502.0	3878.0	4752.0	744.0	14.0	15.0
из них:											
учащиеся	684.0	-	7.0	71.0	87.0	37.0	263.0	203.0	16.0	-	-
Экономически неактивные	61097.0	27.0	2144.0	921.0	10312.0	9186.0	11466.0	21514.0	5112.0	345.0	70.0
Амурская область											
Городское и сельское  население	631101.0	908.0	90253.0	16282.0	196512.0	94524.0	110606.0	95816.0	23518.0	1452.0	1230.0
Экономически активные	420876.0	792.0	78482.0	10350.0	156264.0	69379.0	63493.0	35551.0	6194.0	110.0	261.0
в том числе:											
занятые в экономике	363927.0	757.0	74525.0	8823.0	139901.0	57842.0	51729.0	25739.0	4331.0	59.0	221.0
из них:											
учащиеся	16900.0	42.0	1042.0	3588.0	5941.0	1359.0	4441.0	466.0	21.0	-	-
безработные	56949.0	35.0	3957.0	1527.0	16363.0	11537.0	11764.0	9812.0	1863.0	51.0	40.0
из них:											
учащиеся	4531.0	-	79.0	866.0	670.0	222.0	2086.0	574.0	33.0	1.0	-
Экономически неактивные	205672.0	112.0	11577.0	5856.0	39678.0	24855.0	46478.0	58757.0	16845.0	1318.0	196.0
Городское население	424237.0	826.0	73560.0	13926.0	145283.0	54247.0	76172.0	50403.0	8217.0	498.0	1105.0
Экономически активные	292269.0	716.0	64218.0	8600.0	117242.0	41290.0	41032.0	16689.0	2224.0	38.0	220.0
в том числе:											
занятые в экономике	259736.0	704.0	61118.0	7347.0	106402.0	35565.0	33940.0	12793.0	1656.0	18.0	193.0
из них:											
учащиеся	14029.0	41.0	889.0	3178.0	4868.0	1050.0	3619.0	372.0	12.0	-	-
безработные	32533.0	12.0	3100.0	1253.0	10840.0	5725.0	7092.0	3896.0	568.0	20.0	27.0
из них:											
учащиеся	3848.0	-	75.0	790.0	546.0	178.0	1849.0	404.0	5.0	1.0	-
Экономически неактивные	128736.0	106.0	9189.0	5254.0	27611.0	12792.0	34618.0	32789.0	5792.0	455.0	130.0
Сельское население	206864.0	82.0	16693.0	2356.0	51229.0	40277.0	34434.0	45413.0	15301.0	954.0	125.0
Экономически активные	128607.0	76.0	14264.0	1750.0	39022.0	28089.0	22461.0	18862.0	3970.0	72.0	41.0
в том числе:											
занятые в экономике	104191.0	53.0	13407.0	1476.0	33499.0	22277.0	17789.0	12946.0	2675.0	41.0	28.0
из них:											
учащиеся	2871.0	1.0	153.0	410.0	1073.0	309.0	822.0	94.0	9.0	-	-
безработные	24416.0	23.0	857.0	274.0	5523.0	5812.0	4672.0	5916.0	1295.0	31.0	13.0
из них:											
учащиеся	683.0	-	4.0	76.0	124.0	44.0	237.0	170.0	28.0	-	-
Экономически неактивные	76936.0	6.0	2388.0	602.0	12067.0	12063.0	11860.0	25968.0	11053.0	863.0	66.0
Камчатская область											
Городское и сельское  население	265963.0	509.0	45557.0	8430.0	90011.0	30664.0	44850.0	29856.0	5024.0	309.0	10753.0
Экономически активные	181832.0	462.0	40017.0	5576.0	71892.0	23662.0	27612.0	11024.0	1449.0	41.0	97.0
в том числе:											
занятые в экономике	158126.0	437.0	37969.0	4832.0	64118.0	19615.0	22351.0	7704.0	976.0	32.0	92.0
из них:											
учащиеся	10211.0	29.0	931.0	2283.0	3450.0	813.0	2405.0	286.0	14.0	-	-
безработные	23706.0	25.0	2048.0	744.0	7774.0	4047.0	5261.0	3320.0	473.0	9.0	5.0
из них:											
учащиеся	2274.0	4.0	60.0	390.0	412.0	136.0	909.0	321.0	42.0	-	-
Экономически неактивные	71960.0	45.0	5441.0	2750.0	17671.0	6946.0	16852.0	18449.0	3480.0	259.0	67.0
Городское население	215751.0	444.0	40429.0	7489.0	73663.0	23750.0	34653.0	21263.0	3144.0	181.0	10735.0
Экономически активные	146621.0	406.0	35545.0	4894.0	58771.0	18346.0	20522.0	7104.0	913.0	30.0	90.0
в том числе:											
занятые в экономике	130873.0	387.0	33789.0	4255.0	53182.0	15762.0	17253.0	5445.0	689.0	25.0	86.0
из них:											
учащиеся	9181.0	29.0	876.0	2077.0	3079.0	738.0	2126.0	247.0	9.0	-	-
безработные	15748.0	19.0	1756.0	639.0	5589.0	2584.0	3269.0	1659.0	224.0	5.0	4.0
из них:											
учащиеся	1953.0	3.0	53.0	361.0	358.0	113.0	804.0	242.0	19.0	-	-
Экономически неактивные	57139.0	36.0	4791.0	2491.0	14466.0	5356.0	13764.0	13865.0	2164.0	147.0	59.0
Сельское население	50212.0	65.0	5128.0	941.0	16348.0	6914.0	10197.0	8593.0	1880.0	128.0	18.0
Экономически активные	35211.0	56.0	4472.0	682.0	13121.0	5316.0	7090.0	3920.0	536.0	11.0	7.0
в том числе:											
занятые в экономике	27253.0	50.0	4180.0	577.0	10936.0	3853.0	5098.0	2259.0	287.0	7.0	6.0
из них:											
учащиеся	1030.0	-	55.0	206.0	371.0	75.0	279.0	39.0	5.0	-	-
безработные	7958.0	6.0	292.0	105.0	2185.0	1463.0	1992.0	1661.0	249.0	4.0	1.0
из них:											
учащиеся	321.0	1.0	7.0	29.0	54.0	23.0	105.0	79.0	23.0	-	-
Экономически неактивные	14821.0	9.0	650.0	259.0	3205.0	1590.0	3088.0	4584.0	1316.0	112.0	8.0
Корякский автономный округ											
Городское и сельское  население	18329.0	22.0	1850.0	324.0	6096.0	1577.0	4106.0	3437.0	681.0	50.0	186.0
Экономически активные	13883.0	21.0	1716.0	289.0	5307.0	1339.0	3272.0	1713.0	217.0	8.0	1.0
в том числе:											
занятые в экономике	10930.0	17.0	1643.0	265.0	4595.0	977.0	2345.0	966.0	117.0	5.0	-
из них:											
учащиеся	376.0	1.0	37.0	99.0	131.0	12.0	72.0	21.0	3.0	-	-
безработные	2953.0	4.0	73.0	24.0	712.0	362.0	927.0	747.0	100.0	3.0	1.0
из них:											
учащиеся	52.0	-	2.0	4.0	3.0	1.0	7.0	22.0	13.0	-	-
Экономически неактивные	4177.0	1.0	132.0	34.0	778.0	236.0	825.0	1670.0	456.0	42.0	3.0
Городское население	4803.0	16.0	737.0	126.0	1714.0	331.0	846.0	710.0	127.0	11.0	185.0
Экономически активные	3559.0	15.0	695.0	117.0	1523.0	273.0	648.0	251.0	32.0	4.0	1.0
в том числе:											
занятые в экономике	2991.0	11.0	672.0	109.0	1337.0	209.0	490.0	147.0	14.0	2.0	-
из них:											
учащиеся	218.0	1.0	27.0	50.0	80.0	10.0	39.0	11.0	-	-	-
безработные	568.0	4.0	23.0	8.0	186.0	64.0	158.0	104.0	18.0	2.0	1.0
из них:											
учащиеся	23.0	-	1.0	3.0	2.0	1.0	4.0	8.0	4.0	-	-
Экономически неактивные	1029.0	1.0	42.0	8.0	184.0	57.0	193.0	445.0	90.0	7.0	2.0
Сельское население	13526.0	6.0	1113.0	198.0	4382.0	1246.0	3260.0	2727.0	554.0	39.0	1.0
Экономически активные	10324.0	6.0	1021.0	172.0	3784.0	1066.0	2624.0	1462.0	185.0	4.0	-
в том числе:											
занятые в экономике	7939.0	6.0	971.0	156.0	3258.0	768.0	1855.0	819.0	103.0	3.0	-
из них:											
учащиеся	158.0	-	10.0	49.0	51.0	2.0	33.0	10.0	3.0	-	-
безработные	2385.0	-	50.0	16.0	526.0	298.0	769.0	643.0	82.0	1.0	-
из них:											
учащиеся	29.0	-	1.0	1.0	1.0	-	3.0	14.0	9.0	-	-
Экономически неактивные	3148.0	-	90.0	26.0	594.0	179.0	632.0	1225.0	366.0	35.0	1.0
Магаданская область											
Городское и сельское  население	140069.0	318.0	22039.0	5189.0	42276.0	17649.0	31598.0	16676.0	2481.0	151.0	1692.0
Экономически активные	103229.0	284.0	19624.0	3769.0	34824.0	14086.0	22441.0	7364.0	714.0	25.0	98.0
в том числе:											
занятые в экономике	89720.0	275.0	18619.0	3307.0	31249.0	11972.0	18547.0	5177.0	467.0	18.0	89.0
из них:											
учащиеся	7133.0	33.0	691.0	1747.0	1995.0	559.0	1830.0	263.0	15.0	-	-
безработные	13509.0	9.0	1005.0	462.0	3575.0	2114.0	3894.0	2187.0	247.0	7.0	9.0
из них:											
учащиеся	1582.0	1.0	47.0	289.0	217.0	108.0	584.0	297.0	38.0	-	1.0
Экономически неактивные	33945.0	30.0	2312.0	1348.0	6804.0	3522.0	8848.0	9199.0	1726.0	125.0	31.0
Городское население	129248.0	313.0	21400.0	5048.0	39586.0	16029.0	28666.0	14372.0	2032.0	119.0	1683.0
Экономически активные	95497.0	282.0	19083.0	3663.0	32665.0	12812.0	20129.0	6166.0	581.0	19.0	97.0
в том числе:											
занятые в экономике	83555.0	273.0	18117.0	3215.0	29379.0	10953.0	16706.0	4423.0	386.0	15.0	88.0
из них:											
учащиеся	6958.0	33.0	687.0	1718.0	1959.0	547.0	1749.0	251.0	14.0	-	-
безработные	11942.0	9.0	966.0	448.0	3286.0	1859.0	3423.0	1743.0	195.0	4.0	9.0
из них:											
учащиеся	1556.0	1.0	45.0	288.0	213.0	105.0	576.0	291.0	36.0	-	1.0
Экономически неактивные	30876.0	27.0	2215.0	1313.0	6276.0	3178.0	8230.0	8096.0	1413.0	99.0	29.0
Сельское население	10821.0	5.0	639.0	141.0	2690.0	1620.0	2932.0	2304.0	449.0	32.0	9.0
Экономически активные	7732.0	2.0	541.0	106.0	2159.0	1274.0	2312.0	1198.0	133.0	6.0	1.0
в том числе:											
занятые в экономике	6165.0	2.0	502.0	92.0	1870.0	1019.0	1841.0	754.0	81.0	3.0	1.0
из них:											
учащиеся	175.0	-	4.0	29.0	36.0	12.0	81.0	12.0	1.0	-	-
безработные	1567.0	-	39.0	14.0	289.0	255.0	471.0	444.0	52.0	3.0	-
из них:											
учащиеся	26.0	-	2.0	1.0	4.0	3.0	8.0	6.0	2.0	-	-
Экономически неактивные	3069.0	3.0	97.0	35.0	528.0	344.0	618.0	1103.0	313.0	26.0	2.0
Сахалинская область											
Городское и сельское  население	399302.0	730.0	56472.0	9978.0	126931.0	60618.0	80737.0	52694.0	8045.0	504.0	2593.0
Экономически активные	276140.0	644.0	49454.0	6925.0	101903.0	45615.0	49956.0	19267.0	2099.0	66.0	211.0
в том числе:											
занятые в экономике	239851.0	632.0	47149.0	6111.0	91681.0	38090.0	40578.0	13818.0	1555.0	53.0	184.0
из них:											
учащиеся	11067.0	22.0	813.0	2124.0	3183.0	1193.0	3305.0	422.0	5.0	-	-
безработные	36289.0	12.0	2305.0	814.0	10222.0	7525.0	9378.0	5449.0	544.0	13.0	27.0
из них:											
учащиеся	2349.0	-	56.0	317.0	310.0	181.0	1110.0	356.0	19.0	-	-
Экономически неактивные	119863.0	86.0	6946.0	3022.0	24836.0	14915.0	30517.0	32968.0	5839.0	438.0	296.0
Городское население	347803.0	643.0	52145.0	9373.0	114049.0	49287.0	70573.0	43150.0	5753.0	357.0	2473.0
Экономически активные	241876.0	566.0	45650.0	6496.0	91728.0	37347.0	43166.0	15237.0	1431.0	52.0	203.0
в том числе:											
занятые в экономике	211874.0	554.0	43557.0	5713.0	82856.0	31523.0	35291.0	11064.0	1093.0	46.0	177.0
из них:											
учащиеся	10439.0	20.0	775.0	2029.0	3013.0	1121.0	3095.0	381.0	5.0	-	-
безработные	30002.0	12.0	2093.0	783.0	8872.0	5824.0	7875.0	4173.0	338.0	6.0	26.0
из них:											
учащиеся	2200.0	-	56.0	316.0	290.0	168.0	1028.0	324.0	18.0	-	-
Экономически неактивные	102828.0	77.0	6428.0	2846.0	22135.0	11868.0	27154.0	27491.0	4234.0	305.0	290.0
Сельское население	51499.0	87.0	4327.0	605.0	12882.0	11331.0	10164.0	9544.0	2292.0	147.0	120.0
Экономически активные	34264.0	78.0	3804.0	429.0	10175.0	8268.0	6790.0	4030.0	668.0	14.0	8.0
в том числе:											
занятые в экономике	27977.0	78.0	3592.0	398.0	8825.0	6567.0	5287.0	2754.0	462.0	7.0	7.0
из них:											
учащиеся	628.0	2.0	38.0	95.0	170.0	72.0	210.0	41.0	-	-	-
безработные	6287.0	-	212.0	31.0	1350.0	1701.0	1503.0	1276.0	206.0	7.0	1.0
из них:											
учащиеся	149.0	-	-	1.0	20.0	13.0	82.0	32.0	1.0	-	-
Экономически неактивные	17035.0	9.0	518.0	176.0	2701.0	3047.0	3363.0	5477.0	1605.0	133.0	6.0
Еврейская автономная область											
Городское и сельское  население	130951.0	153.0	13907.0	2161.0	38108.0	18764.0	24218.0	26706.0	6166.0	404.0	364.0
Экономически активные	83150.0	134.0	12163.0	1455.0	29568.0	13417.0	13893.0	10488.0	1947.0	39.0	46.0
в том числе:											
занятые в экономике	72245.0	129.0	11640.0	1296.0	26913.0	11210.0	11731.0	7926.0	1326.0	30.0	44.0
из них:											
учащиеся	4264.0	4.0	353.0	510.0	1686.0	380.0	1186.0	139.0	6.0	-	-
безработные	10905.0	5.0	523.0	159.0	2655.0	2207.0	2162.0	2562.0	621.0	9.0	2.0
из них:											
учащиеся	737.0	1.0	13.0	71.0	144.0	46.0	329.0	122.0	11.0	-	-
Экономически неактивные	46793.0	18.0	1709.0	692.0	8418.0	5279.0	10171.0	15978.0	4128.0	358.0	42.0
Городское население	90089.0	139.0	11290.0	1829.0	28431.0	10978.0	18164.0	15810.0	2922.0	174.0	352.0
Экономически активные	59196.0	122.0	9881.0	1218.0	22353.0	8138.0	10338.0	6136.0	947.0	19.0	44.0
в том числе:											
занятые в экономике	53008.0	118.0	9463.0	1084.0	20609.0	7091.0	8928.0	4956.0	700.0	17.0	42.0
из них:											
учащиеся	3422.0	3.0	315.0	425.0	1338.0	269.0	961.0	106.0	5.0	-	-
безработные	6188.0	4.0	418.0	134.0	1744.0	1047.0	1410.0	1180.0	247.0	2.0	2.0
из них:											
учащиеся	593.0	1.0	13.0	64.0	111.0	31.0	277.0	88.0	8.0	-	-
Экономически неактивные	29998.0	16.0	1376.0	598.0	5968.0	2785.0	7689.0	9475.0	1905.0	149.0	37.0
Сельское население	40862.0	14.0	2617.0	332.0	9677.0	7786.0	6054.0	10896.0	3244.0	230.0	12.0
Экономически активные	23954.0	12.0	2282.0	237.0	7215.0	5279.0	3555.0	4352.0	1000.0	20.0	2.0
в том числе:											
занятые в экономике	19237.0	11.0	2177.0	212.0	6304.0	4119.0	2803.0	2970.0	626.0	13.0	2.0
из них:											
учащиеся	842.0	1.0	38.0	85.0	348.0	111.0	225.0	33.0	1.0	-	-
безработные	4717.0	1.0	105.0	25.0	911.0	1160.0	752.0	1382.0	374.0	7.0	-
из них:											
учащиеся	144.0	-	-	7.0	33.0	15.0	52.0	34.0	3.0	-	-
Экономически неактивные	16795.0	2.0	333.0	94.0	2450.0	2494.0	2482.0	6503.0	2223.0	209.0	5.0
Чукотский автономный округ											
Городское и сельское  население	40555.0	54.0	6029.0	862.0	11841.0	5257.0	8399.0	5867.0	1064.0	132.0	1050.0
Экономически активные	31721.0	53.0	5652.0	764.0	10649.0	4486.0	6752.0	2867.0	372.0	51.0	75.0
в том числе:											
занятые в экономике	29097.0	52.0	5509.0	715.0	10094.0	4064.0	5959.0	2285.0	307.0	46.0	66.0
из них:											
учащиеся	1690.0	3.0	129.0	243.0	677.0	126.0	404.0	99.0	7.0	-	2.0
безработные	2624.0	1.0	143.0	49.0	555.0	422.0	793.0	582.0	65.0	5.0	9.0
из них:											
учащиеся	243.0	-	6.0	14.0	26.0	21.0	99.0	68.0	8.0	-	1.0
Экономически неактивные	6817.0	-	339.0	88.0	1055.0	718.0	1448.0	2500.0	562.0	70.0	37.0
Городское население	28260.0	47.0	5313.0	734.0	9463.0	3365.0	5531.0	2507.0	274.0	20.0	1006.0
Экономически активные	22850.0	46.0	4992.0	663.0	8582.0	2930.0	4491.0	993.0	84.0	10.0	59.0
в том числе:											
занятые в экономике	21515.0	45.0	4878.0	627.0	8207.0	2724.0	4096.0	808.0	68.0	10.0	52.0
из них:											
учащиеся	1551.0	3.0	127.0	227.0	643.0	112.0	348.0	84.0	5.0	-	2.0
безработные	1335.0	1.0	114.0	36.0	375.0	206.0	395.0	185.0	16.0	-	7.0
из них:											
учащиеся	210.0	-	5.0	12.0	22.0	18.0	92.0	57.0	3.0	-	1.0
Экономически неактивные	3821.0	-	286.0	64.0	772.0	404.0	908.0	1224.0	126.0	7.0	30.0
Сельское население	12295.0	7.0	716.0	128.0	2378.0	1892.0	2868.0	3360.0	790.0	112.0	44.0
