													
4. НАСЕЛЕНИЕ, УКАЗАВШЕЕ ОДИН ИСТОЧНИК СРЕДСТВ К СУЩЕСТВОВАНИЮ, ПО ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
													
	Население, указавшее один источник средств к существованию	в том числе указали источником средств к существованию											
15 – 19	21257.0	2501.0	84.0	950.0	193.0	139.0	485.0	139.0	186.0	2.0	1.0	16344.0	233.0
20 – 29	57158.0	34900.0	1105.0	353.0	154.0	669.0	1187.0	915.0	172.0	39.0	12.0	16170.0	1482.0
30 – 49	108416.0	79674.0	3714.0	7.0	1180.0	2893.0	718.0	1990.0	230.0	81.0	29.0	14568.0	3332.0
50 – 54	24253.0	14382.0	912.0	-	3735.0	1739.0	74.0	417.0	33.0	12.0	10.0	2287.0	652.0
55 – 59	10534.0	1360.0	38.0	-	8314.0	671.0	8.0	-	13.0	1.0	-	86.0	43.0
60 – 64	17303.0	240.0	6.0	-	16427.0	570.0	5.0	-	19.0	-	1.0	20.0	15.0
65 и более	43372.0	74.0	12.0	-	41615.0	1486.0	20.0	-	108.0	-	2.0	45.0	10.0
возраст не указан	21.0	13.0	-	-	-	-	-	-	1.0	-	-	5.0	2.0
Городское население	437326.0	228822.0	1929.0	2161.0	73835.0	12311.0	3980.0	2673.0	4531.0	316.0	85.0	97507.0	9176.0
из него в возрасте, лет:													
до 15	41344.0	3.0	-	12.0	105.0	80.0	2016.0	-	1143.0	-	6.0	37898.0	81.0
15 – 19	37798.0	9364.0	20.0	1595.0	185.0	199.0	447.0	88.0	915.0	2.0	3.0	24677.0	303.0
20 – 29	90142.0	65599.0	289.0	544.0	145.0	1072.0	850.0	687.0	1454.0	86.0	13.0	17338.0	2065.0
30 – 49	154944.0	123961.0	1165.0	10.0	2464.0	4370.0	568.0	1530.0	729.0	187.0	44.0	14690.0	5226.0
50 – 54	34182.0	23646.0	362.0	-	3702.0	2408.0	65.0	335.0	60.0	31.0	14.0	2447.0	1112.0
55 – 59	15197.0	5398.0	82.0	-	7742.0	1233.0	15.0	33.0	26.0	7.0	3.0	368.0	290.0
60 – 64	19689.0	688.0	6.0	-	17939.0	911.0	3.0	-	46.0	3.0	1.0	35.0	57.0
65 и более	43976.0	146.0	5.0	-	41551.0	2038.0	16.0	-	154.0	-	1.0	46.0	19.0
возраст не указан	54.0	17.0	-	-	2.0	-	-	-	4.0	-	-	8.0	23.0
Мужчины	209449.0	122360.0	1001.0	976.0	23972.0	6552.0	1379.0	743.0	3590.0	200.0	40.0	42954.0	5682.0
из них в возрасте, лет:													
до 15	21263.0	1.0	-	7.0	48.0	45.0	1030.0	-	664.0	-	3.0	19423.0	42.0
15 – 19	21270.0	7413.0	14.0	740.0	89.0	131.0	196.0	22.0	802.0	-	2.0	11680.0	181.0
20 – 29	47213.0	37445.0	158.0	226.0	44.0	656.0	38.0	174.0	1353.0	53.0	4.0	5860.0	1202.0
30 – 49	74907.0	60990.0	572.0	3.0	1667.0	2448.0	89.0	421.0	589.0	116.0	21.0	4789.0	3202.0
50 – 54	16016.0	11742.0	179.0	-	1163.0	1181.0	12.0	93.0	45.0	21.0	7.0	857.0	716.0
55 – 59	7659.0	4218.0	74.0	-	1969.0	755.0	9.0	33.0	20.0	7.0	3.0	310.0	261.0
60 – 64	7586.0	464.0	3.0	-	6522.0	497.0	2.0	-	35.0	3.0	-	17.0	43.0
65 и более	13500.0	81.0	1.0	-	12468.0	839.0	3.0	-	79.0	-	-	15.0	14.0
возраст не указан	35.0	6.0	-	-	2.0	-	-	-	3.0	-	-	3.0	21.0
Женщины	227877.0	106462.0	928.0	1185.0	49863.0	5759.0	2601.0	1930.0	941.0	116.0	45.0	54553.0	3494.0
из них в возрасте, лет:													
до 15	20081.0	2.0	-	5.0	57.0	35.0	986.0	-	479.0	-	3.0	18475.0	39.0
15 – 19	16528.0	1951.0	6.0	855.0	96.0	68.0	251.0	66.0	113.0	2.0	1.0	12997.0	122.0
20 – 29	42929.0	28154.0	131.0	318.0	101.0	416.0	812.0	513.0	101.0	33.0	9.0	11478.0	863.0
30 – 49	80037.0	62971.0	593.0	7.0	797.0	1922.0	479.0	1109.0	140.0	71.0	23.0	9901.0	2024.0
50 – 54	18166.0	11904.0	183.0	-	2539.0	1227.0	53.0	242.0	15.0	10.0	7.0	1590.0	396.0
55 – 59	7538.0	1180.0	8.0	-	5773.0	478.0	6.0	-	6.0	-	-	58.0	29.0
60 – 64	12103.0	224.0	3.0	-	11417.0	414.0	1.0	-	11.0	-	1.0	18.0	14.0
65 и более	30476.0	65.0	4.0	-	29083.0	1199.0	13.0	-	75.0	-	1.0	31.0	5.0
возраст не указан	19.0	11.0	-	-	-	-	-	-	1.0	-	-	5.0	2.0
Сельское население	166688.0	67420.0	9914.0	261.0	32590.0	6161.0	3002.0	2280.0	3752.0	65.0	26.0	34465.0	6752.0
из него в возрасте, лет:													
до 15	13453.0	3.0	2.0	-	107.0	59.0	1848.0	-	674.0	1.0	4.0	10726.0	29.0
15 – 19	12575.0	3458.0	138.0	197.0	197.0	238.0	434.0	109.0	314.0	2.0	-	7214.0	274.0
20 – 29	34106.0	19468.0	1784.0	64.0	72.0	801.0	393.0	575.0	1410.0	15.0	5.0	7837.0	1682.0
30 – 49	59602.0	36560.0	6093.0	-	719.0	2466.0	279.0	1255.0	1140.0	36.0	13.0	7290.0	3751.0
50 – 54	12614.0	6272.0	1484.0	-	1513.0	1026.0	29.0	272.0	95.0	5.0	3.0	1138.0	777.0
55 – 59	6186.0	1512.0	380.0	-	3133.0	603.0	4.0	69.0	31.0	6.0	-	231.0	217.0
60 – 64	8873.0	106.0	19.0	-	8298.0	393.0	6.0	-	30.0	-	-	11.0	10.0
65 и более	19270.0	35.0	14.0	-	18551.0	574.0	9.0	-	58.0	-	1.0	17.0	11.0
возраст не указан	9.0	6.0	-	-	-	1.0	-	-	-	-	-	1.0	1.0
Мужчины	85736.0	40735.0	4971.0	131.0	10732.0	3701.0	1231.0	749.0	3160.0	46.0	11.0	15844.0	4425.0
из них в возрасте, лет:													
до 15	7019.0	2.0	2.0	-	61.0	42.0	959.0	-	382.0	1.0	2.0	5552.0	16.0
15 – 19	7846.0	2908.0	60.0	102.0	100.0	167.0	200.0	36.0	241.0	2.0	-	3867.0	163.0
20 – 29	19877.0	12722.0	810.0	29.0	19.0	548.0	18.0	173.0	1339.0	9.0	2.0	3145.0	1063.0
30 – 49	31223.0	19857.0	2972.0	-	336.0	1495.0	40.0	374.0	1050.0	26.0	7.0	2623.0	2443.0
50 – 54	6527.0	3794.0	755.0	-	317.0	514.0	8.0	97.0	77.0	3.0	-	441.0	521.0
55 – 59	3190.0	1332.0	350.0	-	592.0	410.0	2.0	69.0	24.0	5.0	-	203.0	203.0
60 – 64	3673.0	90.0	16.0	-	3288.0	237.0	2.0	-	22.0	-	-	9.0	9.0
65 и более	6374.0	26.0	6.0	-	6019.0	287.0	2.0	-	25.0	-	-	3.0	6.0
возраст не указан	7.0	4.0	-	-	-	1.0	-	-	-	-	-	1.0	1.0
Женщины	80952.0	26685.0	4943.0	130.0	21858.0	2460.0	1771.0	1531.0	592.0	19.0	15.0	18621.0	2327.0
из них в возрасте, лет:													
до 15	6434.0	1.0	-	-	46.0	17.0	889.0	-	292.0	-	2.0	5174.0	13.0
15 – 19	4729.0	550.0	78.0	95.0	97.0	71.0	234.0	73.0	73.0	-	-	3347.0	111.0
20 – 29	14229.0	6746.0	974.0	35.0	53.0	253.0	375.0	402.0	71.0	6.0	3.0	4692.0	619.0
30 – 49	28379.0	16703.0	3121.0	-	383.0	971.0	239.0	881.0	90.0	10.0	6.0	4667.0	1308.0
50 – 54	6087.0	2478.0	729.0	-	1196.0	512.0	21.0	175.0	18.0	2.0	3.0	697.0	256.0
55 – 59	2996.0	180.0	30.0	-	2541.0	193.0	2.0	-	7.0	1.0	-	28.0	14.0
60 – 64	5200.0	16.0	3.0	-	5010.0	156.0	4.0	-	8.0	-	-	2.0	1.0
65 и более	12896.0	9.0	8.0	-	12532.0	287.0	7.0	-	33.0	-	1.0	14.0	5.0
возраст не указан	2.0	2.0	-	-	-	-	-	-	-	-	-	-	-
Камчатская область													
Городское и сельское население	267451.0	134284.0	1417.0	461.0	36208.0	3383.0	2330.0	5396.0	3527.0	959.0	172.0	71698.0	7616.0
из него в возрасте, лет:													
до 15	37310.0	2.0	-	2.0	63.0	28.0	1134.0	-	492.0	2.0	14.0	35528.0	45.0
15 – 19	25939.0	6959.0	27.0	327.0	82.0	94.0	274.0	290.0	244.0	17.0	4.0	17364.0	257.0
20 – 29	55723.0	38591.0	237.0	121.0	62.0	395.0	441.0	1530.0	1381.0	287.0	25.0	10595.0	2058.0
30 – 49	100679.0	78111.0	994.0	10.0	2300.0	1445.0	433.0	3244.0	1236.0	590.0	89.0	7648.0	4579.0
50 – 54	16831.0	8711.0	140.0	-	5904.0	539.0	30.0	322.0	81.0	55.0	22.0	466.0	561.0
55 – 59	8042.0	1393.0	11.0	-	6207.0	243.0	8.0	10.0	39.0	7.0	11.0	46.0	67.0
60 – 64	9459.0	415.0	5.0	-	8720.0	246.0	5.0	-	25.0	1.0	4.0	15.0	23.0
65 и более	13442.0	90.0	3.0	-	12869.0	393.0	5.0	-	29.0	-	3.0	31.0	19.0
возраст не указан	26.0	12.0	-	1.0	1.0	-	-	-	-	-	-	5.0	7.0
Мужчины	140769.0	78687.0	898.0	237.0	12779.0	1889.0	870.0	2725.0	2843.0	714.0	93.0	33610.0	5424.0
из них в возрасте, лет:													
до 15	18987.0	2.0	-	2.0	32.0	10.0	587.0	-	265.0	2.0	7.0	18055.0	25.0
15 – 19	15275.0	5818.0	19.0	181.0	42.0	57.0	124.0	134.0	171.0	11.0	2.0	8559.0	157.0
20 – 29	32109.0	23638.0	162.0	49.0	19.0	261.0	36.0	705.0	1248.0	212.0	13.0	4350.0	1416.0
30 – 49	53228.0	41564.0	585.0	5.0	1476.0	837.0	94.0	1592.0	1045.0	438.0	47.0	2297.0	3248.0
50 – 54	9605.0	6411.0	120.0	-	1520.0	333.0	22.0	284.0	60.0	47.0	16.0	295.0	497.0
55 – 59	3734.0	928.0	10.0	-	2541.0	127.0	4.0	10.0	26.0	3.0	3.0	32.0	50.0
60 – 64	3874.0	259.0	2.0	-	3451.0	120.0	1.0	-	14.0	1.0	3.0	7.0	16.0
65 и более	3943.0	61.0	-	-	3697.0	144.0	2.0	-	14.0	-	2.0	13.0	10.0
возраст не указан	14.0	6.0	-	-	1.0	-	-	-	-	-	-	2.0	5.0
Женщины	126682.0	55597.0	519.0	224.0	23429.0	1494.0	1460.0	2671.0	684.0	245.0	79.0	38088.0	2192.0
из них в возрасте, лет:													
до 15	18323.0	-	-	-	31.0	18.0	547.0	-	227.0	-	7.0	17473.0	20.0
15 – 19	10664.0	1141.0	8.0	146.0	40.0	37.0	150.0	156.0	73.0	6.0	2.0	8805.0	100.0
20 – 29	23614.0	14953.0	75.0	72.0	43.0	134.0	405.0	825.0	133.0	75.0	12.0	6245.0	642.0
30 – 49	47451.0	36547.0	409.0	5.0	824.0	608.0	339.0	1652.0	191.0	152.0	42.0	5351.0	1331.0
50 – 54	7226.0	2300.0	20.0	-	4384.0	206.0	8.0	38.0	21.0	8.0	6.0	171.0	64.0
55 – 59	4308.0	465.0	1.0	-	3666.0	116.0	4.0	-	13.0	4.0	8.0	14.0	17.0
60 – 64	5585.0	156.0	3.0	-	5269.0	126.0	4.0	-	11.0	-	1.0	8.0	7.0
65 и более	9499.0	29.0	3.0	-	9172.0	249.0	3.0	-	15.0	-	1.0	18.0	9.0
возраст не указан	12.0	6.0	-	1.0	-	-	-	-	-	-	-	3.0	2.0
Городское население	220024.0	113776.0	530.0	379.0	28541.0	2566.0	1241.0	2261.0	3215.0	901.0	166.0	61310.0	5138.0
из него в возрасте, лет:													
до 15	31352.0	1.0	-	1.0	36.0	14.0	410.0	-	365.0	1.0	12.0	30470.0	42.0
15 – 19	22028.0	6337.0	6.0	265.0	43.0	64.0	103.0	110.0	164.0	17.0	3.0	14758.0	158.0
20 – 29	46923.0	33406.0	63.0	103.0	45.0	275.0	348.0	671.0	1322.0	268.0	23.0	9044.0	1355.0
30 – 49	82052.0	65363.0	391.0	9.0	1986.0	1049.0	341.0	1360.0	1193.0	557.0	88.0	6591.0	3124.0
50 – 54	13258.0	7044.0	59.0	-	4714.0	416.0	23.0	116.0	79.0	50.0	22.0	366.0	369.0
55 – 59	6347.0	1181.0	4.0	-	4821.0	189.0	8.0	4.0	38.0	7.0	11.0	37.0	47.0
60 – 64	7380.0	354.0	4.0	-	6756.0	202.0	4.0	-	25.0	1.0	4.0	11.0	19.0
65 и более	10660.0	79.0	3.0	-	10139.0	357.0	4.0	-	29.0	-	3.0	29.0	17.0
возраст не указан	24.0	11.0	-	1.0	1.0	-	-	-	-	-	-	4.0	7.0
Мужчины	115572.0	67057.0	299.0	190.0	9897.0	1392.0	350.0	1028.0	2690.0	668.0	88.0	28355.0	3558.0
из них в возрасте, лет:													
до 15	15938.0	1.0	-	1.0	20.0	6.0	197.0	-	195.0	1.0	6.0	15487.0	24.0
15 – 19	13075.0	5379.0	3.0	142.0	20.0	34.0	38.0	47.0	112.0	11.0	1.0	7196.0	92.0
20 – 29	27139.0	20630.0	42.0	43.0	16.0	183.0	24.0	282.0	1232.0	199.0	11.0	3582.0	895.0
30 – 49	43154.0	34880.0	202.0	4.0	1318.0	598.0	68.0	590.0	1038.0	410.0	46.0	1835.0	2165.0
50 – 54	7427.0	5118.0	48.0	-	1235.0	251.0	16.0	105.0	59.0	43.0	16.0	212.0	324.0
55 – 59	2855.0	767.0	3.0	-	1896.0	93.0	4.0	4.0	26.0	3.0	3.0	24.0	32.0
60 – 64	2917.0	223.0	1.0	-	2558.0	99.0	1.0	-	14.0	1.0	3.0	5.0	12.0
65 и более	3053.0	53.0	-	-	2833.0	128.0	2.0	-	14.0	-	2.0	12.0	9.0
возраст не указан	14.0	6.0	-	-	1.0	-	-	-	-	-	-	2.0	5.0
Женщины	104452.0	46719.0	231.0	189.0	18644.0	1174.0	891.0	1233.0	525.0	233.0	78.0	32955.0	1580.0
из них в возрасте, лет:													
до 15	15414.0	-	-	-	16.0	8.0	213.0	-	170.0	-	6.0	14983.0	18.0
15 – 19	8953.0	958.0	3.0	123.0	23.0	30.0	65.0	63.0	52.0	6.0	2.0	7562.0	66.0
20 – 29	19784.0	12776.0	21.0	60.0	29.0	92.0	324.0	389.0	90.0	69.0	12.0	5462.0	460.0
30 – 49	38898.0	30483.0	189.0	5.0	668.0	451.0	273.0	770.0	155.0	147.0	42.0	4756.0	959.0
50 – 54	5831.0	1926.0	11.0	-	3479.0	165.0	7.0	11.0	20.0	7.0	6.0	154.0	45.0
55 – 59	3492.0	414.0	1.0	-	2925.0	96.0	4.0	-	12.0	4.0	8.0	13.0	15.0
60 – 64	4463.0	131.0	3.0	-	4198.0	103.0	3.0	-	11.0	-	1.0	6.0	7.0
65 и более	7607.0	26.0	3.0	-	7306.0	229.0	2.0	-	15.0	-	1.0	17.0	8.0
возраст не указан	10.0	5.0	-	1.0	-	-	-	-	-	-	-	2.0	2.0
Сельское население	47427.0	20508.0	887.0	82.0	7667.0	817.0	1089.0	3135.0	312.0	58.0	6.0	10388.0	2478.0
из него в возрасте, лет:													
до 15	5958.0	1.0	-	1.0	27.0	14.0	724.0	-	127.0	1.0	2.0	5058.0	3.0
15 – 19	3911.0	622.0	21.0	62.0	39.0	30.0	171.0	180.0	80.0	-	1.0	2606.0	99.0
20 – 29	8800.0	5185.0	174.0	18.0	17.0	120.0	93.0	859.0	59.0	19.0	2.0	1551.0	703.0
30 – 49	18627.0	12748.0	603.0	1.0	314.0	396.0	92.0	1884.0	43.0	33.0	1.0	1057.0	1455.0
50 – 54	3573.0	1667.0	81.0	-	1190.0	123.0	7.0	206.0	2.0	5.0	-	100.0	192.0
55 – 59	1695.0	212.0	7.0	-	1386.0	54.0	-	6.0	1.0	-	-	9.0	20.0
60 – 64	2079.0	61.0	1.0	-	1964.0	44.0	1.0	-	-	-	-	4.0	4.0
65 и более	2782.0	11.0	-	-	2730.0	36.0	1.0	-	-	-	-	2.0	2.0
возраст не указан	2.0	1.0	-	-	-	-	-	-	-	-	-	1.0	-
Мужчины	25197.0	11630.0	599.0	47.0	2882.0	497.0	520.0	1697.0	153.0	46.0	5.0	5255.0	1866.0
из них в возрасте, лет:													
до 15	3049.0	1.0	-	1.0	12.0	4.0	390.0	-	70.0	1.0	1.0	2568.0	1.0
15 – 19	2200.0	439.0	16.0	39.0	22.0	23.0	86.0	87.0	59.0	-	1.0	1363.0	65.0
20 – 29	4970.0	3008.0	120.0	6.0	3.0	78.0	12.0	423.0	16.0	13.0	2.0	768.0	521.0
30 – 49	10074.0	6684.0	383.0	1.0	158.0	239.0	26.0	1002.0	7.0	28.0	1.0	462.0	1083.0
50 – 54	2178.0	1293.0	72.0	-	285.0	82.0	6.0	179.0	1.0	4.0	-	83.0	173.0
55 – 59	879.0	161.0	7.0	-	645.0	34.0	-	6.0	-	-	-	8.0	18.0
60 – 64	957.0	36.0	1.0	-	893.0	21.0	-	-	-	-	-	2.0	4.0
65 и более	890.0	8.0	-	-	864.0	16.0	-	-	-	-	-	1.0	1.0
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-
Женщины	22230.0	8878.0	288.0	35.0	4785.0	320.0	569.0	1438.0	159.0	12.0	1.0	5133.0	612.0
из них в возрасте, лет:													
до 15	2909.0	-	-	-	15.0	10.0	334.0	-	57.0	-	1.0	2490.0	2.0
15 – 19	1711.0	183.0	5.0	23.0	17.0	7.0	85.0	93.0	21.0	-	-	1243.0	34.0
20 – 29	3830.0	2177.0	54.0	12.0	14.0	42.0	81.0	436.0	43.0	6.0	-	783.0	182.0
30 – 49	8553.0	6064.0	220.0	-	156.0	157.0	66.0	882.0	36.0	5.0	-	595.0	372.0
50 – 54	1395.0	374.0	9.0	-	905.0	41.0	1.0	27.0	1.0	1.0	-	17.0	19.0
55 – 59	816.0	51.0	-	-	741.0	20.0	-	-	1.0	-	-	1.0	2.0
60 – 64	1122.0	25.0	-	-	1071.0	23.0	1.0	-	-	-	-	2.0	-
65 и более	1892.0	3.0	-	-	1866.0	20.0	1.0	-	-	-	-	1.0	1.0
возраст не указан	2.0	1.0	-	-	-	-	-	-	-	-	-	1.0	-
Корякский автономный округ													
Городское и сельское население	15864.0	7259.0	189.0	52.0	1976.0	287.0	802.0	1485.0	151.0	18.0	1.0	3074.0	570.0
из него в возрасте, лет:													
до 15	2506.0	1.0	-	1.0	17.0	7.0	622.0	-	105.0	-	-	1747.0	6.0
15 – 19	1209.0	206.0	9.0	40.0	19.0	15.0	117.0	84.0	28.0	-	1.0	650.0	40.0
20 – 29	2818.0	1794.0	42.0	11.0	6.0	45.0	27.0	377.0	10.0	5.0	-	350.0	151.0
30 – 49	6500.0	4554.0	120.0	-	58.0	140.0	32.0	948.0	8.0	11.0	-	295.0	334.0
50 – 54	1099.0	591.0	17.0	-	317.0	36.0	4.0	73.0	-	2.0	-	25.0	34.0
55 – 59	489.0	80.0	1.0	-	380.0	17.0	-	3.0	-	-	-	3.0	5.0
60 – 64	501.0	23.0	-	-	467.0	11.0	-	-	-	-	-	-	-
65 и более	738.0	7.0	-	-	712.0	16.0	-	-	-	-	-	3.0	-
возраст не указан	4.0	3.0	-	-	-	-	-	-	-	-	-	1.0	-
Мужчины	8457.0	3961.0	116.0	29.0	797.0	181.0	412.0	876.0	87.0	14.0	1.0	1558.0	425.0
из них в возрасте, лет:													
до 15	1268.0	1.0	-	1.0	7.0	4.0	324.0	-	62.0	-	-	865.0	4.0
15 – 19	676.0	130.0	6.0	22.0	9.0	9.0	64.0	48.0	16.0	-	1.0	348.0	23.0
20 – 29	1521.0	956.0	22.0	6.0	1.0	30.0	7.0	209.0	6.0	4.0	-	168.0	112.0
30 – 49	3503.0	2339.0	72.0	-	25.0	87.0	14.0	549.0	3.0	8.0	-	154.0	252.0
50 – 54	721.0	458.0	15.0	-	99.0	28.0	3.0	67.0	-	2.0	-	19.0	30.0
55 – 59	264.0	59.0	1.0	-	181.0	13.0	-	3.0	-	-	-	3.0	4.0
60 – 64	243.0	12.0	-	-	226.0	5.0	-	-	-	-	-	-	-
65 и более	261.0	6.0	-	-	249.0	5.0	-	-	-	-	-	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-
Женщины	7407.0	3298.0	73.0	23.0	1179.0	106.0	390.0	609.0	64.0	4.0	-	1516.0	145.0
из них в возрасте, лет:													
до 15	1238.0	-	-	-	10.0	3.0	298.0	-	43.0	-	-	882.0	2.0
15 – 19	533.0	76.0	3.0	18.0	10.0	6.0	53.0	36.0	12.0	-	-	302.0	17.0
20 – 29	1297.0	838.0	20.0	5.0	5.0	15.0	20.0	168.0	4.0	1.0	-	182.0	39.0
30 – 49	2997.0	2215.0	48.0	-	33.0	53.0	18.0	399.0	5.0	3.0	-	141.0	82.0
50 – 54	378.0	133.0	2.0	-	218.0	8.0	1.0	6.0	-	-	-	6.0	4.0
55 – 59	225.0	21.0	-	-	199.0	4.0	-	-	-	-	-	-	1.0
60 – 64	258.0	11.0	-	-	241.0	6.0	-	-	-	-	-	-	-
65 и более	477.0	1.0	-	-	463.0	11.0	-	-	-	-	-	2.0	-
возраст не указан	4.0	3.0	-	-	-	-	-	-	-	-	-	1.0	-
Городское население	4516.0	2275.0	27.0	47.0	533.0	63.0	159.0	294.0	41.0	5.0	-	928.0	144.0
из него в возрасте, лет:													
до 15	707.0	-	-	1.0	3.0	3.0	110.0	-	20.0	-	-	565.0	5.0
15 – 19	352.0	56.0	1.0	37.0	2.0	1.0	23.0	16.0	10.0	-	-	197.0	9.0
20 – 29	824.0	578.0	2.0	9.0	1.0	6.0	12.0	76.0	8.0	1.0	-	90.0	41.0
30 – 49	1816.0	1410.0	20.0	-	16.0	24.0	12.0	184.0	3.0	4.0	-	64.0	79.0
50 – 54	329.0	194.0	4.0	-	86.0	11.0	2.0	17.0	-	-	-	7.0	8.0
55 – 59	135.0	30.0	-	-	95.0	5.0	-	1.0	-	-	-	2.0	2.0
60 – 64	140.0	3.0	-	-	133.0	4.0	-	-	-	-	-	-	-
65 и более	211.0	2.0	-	-	197.0	9.0	-	-	-	-	-	3.0	-
возраст не указан	2.0	2.0	-	-	-	-	-	-	-	-	-	-	-
Мужчины	2280.0	1154.0	13.0	25.0	206.0	36.0	79.0	175.0	23.0	2.0	-	464.0	103.0
из них в возрасте, лет:													
до 15	348.0	-	-	1.0	1.0	2.0	56.0	-	8.0	-	-	276.0	4.0
15 – 19	195.0	38.0	-	19.0	2.0	1.0	11.0	9.0	7.0	-	-	103.0	5.0
20 – 29	413.0	278.0	1.0	5.0	-	3.0	4.0	46.0	6.0	-	-	45.0	25.0
30 – 49	889.0	653.0	10.0	-	9.0	12.0	7.0	102.0	2.0	2.0	-	32.0	60.0
50 – 54	227.0	158.0	2.0	-	26.0	10.0	1.0	17.0	-	-	-	5.0	8.0
55 – 59	69.0	24.0	-	-	39.0	2.0	-	1.0	-	-	-	2.0	1.0
60 – 64	66.0	1.0	-	-	63.0	2.0	-	-	-	-	-	-	-
65 и более	73.0	2.0	-	-	66.0	4.0	-	-	-	-	-	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-
Женщины	2236.0	1121.0	14.0	22.0	327.0	27.0	80.0	119.0	18.0	3.0	-	464.0	41.0
из них в возрасте, лет:													
до 15	359.0	-	-	-	2.0	1.0	54.0	-	12.0	-	-	289.0	1.0
15 – 19	157.0	18.0	1.0	18.0	-	-	12.0	7.0	3.0	-	-	94.0	4.0
20 – 29	411.0	300.0	1.0	4.0	1.0	3.0	8.0	30.0	2.0	1.0	-	45.0	16.0
30 – 49	927.0	757.0	10.0	-	7.0	12.0	5.0	82.0	1.0	2.0	-	32.0	19.0
50 – 54	102.0	36.0	2.0	-	60.0	1.0	1.0	-	-	-	-	2.0	-
55 – 59	66.0	6.0	-	-	56.0	3.0	-	-	-	-	-	-	1.0
60 – 64	74.0	2.0	-	-	70.0	2.0	-	-	-	-	-	-	-
65 и более	138.0	-	-	-	131.0	5.0	-	-	-	-	-	2.0	-
возраст не указан	2.0	2.0	-	-	-	-	-	-	-	-	-	-	-
Сельское население	11348.0	4984.0	162.0	5.0	1443.0	224.0	643.0	1191.0	110.0	13.0	1.0	2146.0	426.0
из него в возрасте, лет:													
до 15	1799.0	1.0	-	-	14.0	4.0	512.0	-	85.0	-	-	1182.0	1.0
15 – 19	857.0	150.0	8.0	3.0	17.0	14.0	94.0	68.0	18.0	-	1.0	453.0	31.0
20 – 29	1994.0	1216.0	40.0	2.0	5.0	39.0	15.0	301.0	2.0	4.0	-	260.0	110.0
30 – 49	4684.0	3144.0	100.0	-	42.0	116.0	20.0	764.0	5.0	7.0	-	231.0	255.0
50 – 54	770.0	397.0	13.0	-	231.0	25.0	2.0	56.0	-	2.0	-	18.0	26.0
55 – 59	354.0	50.0	1.0	-	285.0	12.0	-	2.0	-	-	-	1.0	3.0
60 – 64	361.0	20.0	-	-	334.0	7.0	-	-	-	-	-	-	-
65 и более	527.0	5.0	-	-	515.0	7.0	-	-	-	-	-	-	-
возраст не указан	2.0	1.0	-	-	-	-	-	-	-	-	-	1.0	-
Мужчины	6177.0	2807.0	103.0	4.0	591.0	145.0	333.0	701.0	64.0	12.0	1.0	1094.0	322.0
из них в возрасте, лет:													
до 15	920.0	1.0	-	-	6.0	2.0	268.0	-	54.0	-	-	589.0	-
15 – 19	481.0	92.0	6.0	3.0	7.0	8.0	53.0	39.0	9.0	-	1.0	245.0	18.0
20 – 29	1108.0	678.0	21.0	1.0	1.0	27.0	3.0	163.0	-	4.0	-	123.0	87.0
30 – 49	2614.0	1686.0	62.0	-	16.0	75.0	7.0	447.0	1.0	6.0	-	122.0	192.0
50 – 54	494.0	300.0	13.0	-	73.0	18.0	2.0	50.0	-	2.0	-	14.0	22.0
55 – 59	195.0	35.0	1.0	-	142.0	11.0	-	2.0	-	-	-	1.0	3.0
60 – 64	177.0	11.0	-	-	163.0	3.0	-	-	-	-	-	-	-
65 и более	188.0	4.0	-	-	183.0	1.0	-	-	-	-	-	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-
Женщины	5171.0	2177.0	59.0	1.0	852.0	79.0	310.0	490.0	46.0	1.0	-	1052.0	104.0
из них в возрасте, лет:													
до 15	879.0	-	-	-	8.0	2.0	244.0	-	31.0	-	-	593.0	1.0
15 – 19	376.0	58.0	2.0	-	10.0	6.0	41.0	29.0	9.0	-	-	208.0	13.0
20 – 29	886.0	538.0	19.0	1.0	4.0	12.0	12.0	138.0	2.0	-	-	137.0	23.0
30 – 49	2070.0	1458.0	38.0	-	26.0	41.0	13.0	317.0	4.0	1.0	-	109.0	63.0
50 – 54	276.0	97.0	-	-	158.0	7.0	-	6.0	-	-	-	4.0	4.0
55 – 59	159.0	15.0	-	-	143.0	1.0	-	-	-	-	-	-	-
60 – 64	184.0	9.0	-	-	171.0	4.0	-	-	-	-	-	-	-
65 и более	339.0	1.0	-	-	332.0	6.0	-	-	-	-	-	-	-
возраст не указан	2.0	1.0	-	-	-	-	-	-	-	-	-	1.0	-
Магаданская область													
Городское и сельское население	132609.0	70542.0	791.0	354.0	17305.0	1882.0	1319.0	3212.0	1267.0	804.0	23.0	33320.0	1790.0
из него в возрасте, лет:													
до 15	17769.0	-	-	-	36.0	23.0	653.0	-	274.0	-	3.0	16736.0	44.0
15 – 19	9478.0	1341.0	14.0	223.0	60.0	41.0	130.0	164.0	123.0	9.0	1.0	7337.0	35.0
