																			
2. НАСЕЛЕНИЕ ПО ПОЛУ, ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																			
																			
																			
	Все население	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения указали			
Женщины	845153.0	1031098.0	357679.0	51113.0	21453.0	205050.0	22081.0	80267.0	11211.0	6695.0	1752.0	660.0	264375.0	8762.0	12486.0	644144.0	178853.0	9448.0	222.0
из них в возрасте:																			
моложе трудоспособного	134541.0	197222.0	90.0	429.0	676.0	2335.0	1159.0	60468.0	-	2347.0	15.0	72.0	129265.0	366.0	1299.0	71289.0	59951.0	1980.0	22.0
трудоспособном	509236.0	584246.0	324131.0	31290.0	20773.0	18065.0	13130.0	19443.0	11209.0	3362.0	1473.0	447.0	132892.0	8031.0	8590.0	422120.0	73618.0	4751.0	157.0
старше трудоспособного	200836.0	249544.0	33426.0	19392.0	-	184642.0	7789.0	353.0	-	984.0	264.0	140.0	2193.0	361.0	2133.0	150667.0	45278.0	2715.0	43.0
Сельское население	449233.0	657153.0	165069.0	107506.0	5472.0	91664.0	18485.0	84381.0	15958.0	11937.0	522.0	233.0	144582.0	11344.0	267.0	252171.0	185618.0	10966.0	211.0
из него в возрасте:																			
моложе трудоспособного	95203.0	172406.0	57.0	1239.0	471.0	3481.0	1561.0	72880.0	-	2594.0	38.0	62.0	89805.0	218.0	94.0	21650.0	69709.0	3663.0	87.0
трудоспособном	274822.0	369855.0	159028.0	77537.0	5001.0	13257.0	13719.0	11437.0	15958.0	8286.0	428.0	147.0	54124.0	10933.0	120.0	185060.0	84237.0	5300.0	105.0
старше трудоспособного	79112.0	114832.0	5962.0	28724.0	-	74924.0	3202.0	62.0	-	1049.0	56.0	24.0	639.0	190.0	8.0	45419.0	31663.0	2003.0	19.0
Мужчины	225899.0	325043.0	95064.0	51059.0	2671.0	33642.0	11310.0	40071.0	5945.0	8401.0	321.0	114.0	68760.0	7685.0	135.0	131240.0	89859.0	4577.0	88.0
из них в возрасте:																			
моложе трудоспособного	48698.0	88093.0	31.0	659.0	273.0	1721.0	927.0	37139.0	-	1332.0	21.0	33.0	45853.0	104.0	50.0	11151.0	35591.0	1864.0	42.0
трудоспособном	150739.0	197868.0	93030.0	40299.0	2398.0	7312.0	8808.0	2914.0	5945.0	6527.0	273.0	73.0	22797.0	7492.0	65.0	105543.0	43103.0	1993.0	35.0
старше трудоспособного	26411.0	39046.0	1990.0	10098.0	-	24608.0	1574.0	18.0	-	534.0	27.0	8.0	103.0	86.0	-	14520.0	11160.0	720.0	11.0
Женщины	223334.0	332110.0	70005.0	56447.0	2801.0	58022.0	7175.0	44310.0	10013.0	3536.0	201.0	119.0	75822.0	3659.0	132.0	120931.0	95759.0	6389.0	123.0
из них в возрасте:																			
моложе трудоспособного	46505.0	84313.0	26.0	580.0	198.0	1760.0	634.0	35741.0	-	1262.0	17.0	29.0	43952.0	114.0	44.0	10499.0	34118.0	1799.0	45.0
трудоспособном	124083.0	171987.0	65998.0	37238.0	2603.0	5945.0	4911.0	8523.0	10013.0	1759.0	155.0	74.0	31327.0	3441.0	55.0	79517.0	41134.0	3307.0	70.0
старше трудоспособного	52701.0	75786.0	3972.0	18626.0	-	50316.0	1628.0	44.0	-	515.0	29.0	16.0	536.0	104.0	8.0	30899.0	20503.0	1283.0	8.0
Хабаровский край																			
Городское и сельское население	1436570.0	1840991.0	677552.0	114170.0	33893.0	302160.0	39168.0	167123.0	13840.0	28875.0	3597.0	1255.0	425517.0	33841.0	4554.0	1048301.0	359007.0	24175.0	533.0
из него в возрасте:																			
моложе трудоспособного	260162.0	406029.0	219.0	1516.0	1647.0	6187.0	2858.0	140326.0	-	7460.0	52.0	231.0	244029.0	1504.0	723.0	118761.0	134849.0	5746.0	83.0
трудоспособном	934557.0	1113909.0	632382.0	80024.0	32243.0	69098.0	26166.0	26308.0	13840.0	18855.0	2926.0	819.0	179647.0	31601.0	3082.0	761321.0	158217.0	11608.0	329.0
старше трудоспособного	241576.0	320980.0	44915.0	32626.0	-	226867.0	10143.0	486.0	-	2560.0	619.0	205.0	1827.0	732.0	540.0	168160.0	65934.0	6821.0	121.0
Мужчины	694210.0	881007.0	360678.0	52612.0	16708.0	106697.0	22202.0	77007.0	5319.0	19418.0	1847.0	528.0	197692.0	20299.0	2262.0	514005.0	167055.0	10672.0	216.0
из них в возрасте:																			
моложе трудоспособного	132812.0	207089.0	131.0	794.0	1099.0	3111.0	1688.0	71002.0	-	4140.0	24.0	113.0	124199.0	788.0	386.0	60851.0	68538.0	2986.0	51.0
трудоспособном	486742.0	571079.0	344706.0	40351.0	15608.0	34501.0	16198.0	5890.0	5319.0	14121.0	1612.0	372.0	73174.0	19227.0	1596.0	404465.0	75562.0	4997.0	122.0
старше трудоспособного	74523.0	102807.0	15824.0	11465.0	-	69082.0	4316.0	114.0	-	1157.0	211.0	43.0	314.0	281.0	178.0	48659.0	22954.0	2689.0	43.0
Женщины	742360.0	959984.0	316874.0	61558.0	17185.0	195463.0	16966.0	90116.0	8521.0	9457.0	1750.0	727.0	227825.0	13542.0	2292.0	534296.0	191952.0	13503.0	317.0
из них в возрасте:																			
моложе трудоспособного	127350.0	198940.0	88.0	722.0	548.0	3076.0	1170.0	69324.0	-	3320.0	28.0	118.0	119830.0	716.0	337.0	57910.0	66311.0	2760.0	32.0
трудоспособном	447815.0	542830.0	287676.0	39673.0	16635.0	34597.0	9968.0	20418.0	8521.0	4734.0	1314.0	447.0	106473.0	12374.0	1486.0	356856.0	82655.0	6611.0	207.0
старше трудоспособного	167053.0	218173.0	29091.0	21161.0	-	157785.0	5827.0	372.0	-	1403.0	408.0	162.0	1513.0	451.0	362.0	119501.0	42980.0	4132.0	78.0
Городское население	1157326.0	1459000.0	557210.0	74567.0	31245.0	252576.0	31483.0	115091.0	9082.0	22983.0	3225.0	1045.0	337460.0	23033.0	4319.0	866226.0	268019.0	18330.0	432.0
из него в возрасте:																			
моложе трудоспособного	199320.0	298179.0	177.0	671.0	1419.0	3983.0	2096.0	94896.0	-	5516.0	45.0	119.0	187972.0	1285.0	654.0	102547.0	92768.0	3308.0	43.0
трудоспособном	753872.0	890716.0	516706.0	49843.0	29825.0	57526.0	20385.0	19757.0	9082.0	15264.0	2620.0	729.0	147843.0	21136.0	2955.0	620895.0	120535.0	9210.0	277.0
старше трудоспособного	203892.0	270049.0	40296.0	24050.0	-	191060.0	9001.0	438.0	-	2203.0	560.0	197.0	1636.0	608.0	520.0	142736.0	54712.0	5812.0	112.0
Мужчины	549151.0	687144.0	289490.0	33530.0	15366.0	88120.0	17610.0	52265.0	3389.0	16451.0	1644.0	435.0	155722.0	13122.0	2144.0	415377.0	123305.0	8154.0	171.0
из них в возрасте:																			
моложе трудоспособного	101764.0	152173.0	96.0	359.0	945.0	2006.0	1235.0	48011.0	-	3076.0	22.0	63.0	95692.0	668.0	346.0	52454.0	47198.0	1741.0	25.0
трудоспособном	385290.0	449341.0	275109.0	24757.0	14421.0	28847.0	12595.0	4149.0	3389.0	12328.0	1432.0	331.0	59754.0	12229.0	1541.0	322434.0	57155.0	4053.0	107.0
старше трудоспособного	61985.0	85606.0	14271.0	8413.0	-	57264.0	3780.0	105.0	-	1047.0	190.0	41.0	273.0	222.0	169.0	40465.0	18952.0	2360.0	39.0
Женщины	608175.0	771856.0	267720.0	41037.0	15879.0	164456.0	13873.0	62826.0	5693.0	6532.0	1581.0	610.0	181738.0	9911.0	2175.0	450849.0	144714.0	10176.0	261.0
из них в возрасте:																			
моложе трудоспособного	97556.0	146006.0	81.0	312.0	474.0	1977.0	861.0	46885.0	-	2440.0	23.0	56.0	92280.0	617.0	308.0	50093.0	45570.0	1567.0	18.0
трудоспособном	368582.0	441375.0	241597.0	25086.0	15404.0	28679.0	7790.0	15608.0	5693.0	2936.0	1188.0	398.0	88089.0	8907.0	1414.0	298461.0	63380.0	5157.0	170.0
старше трудоспособного	141907.0	184443.0	26025.0	15637.0	-	133796.0	5221.0	333.0	-	1156.0	370.0	156.0	1363.0	386.0	351.0	102271.0	35760.0	3452.0	73.0
Сельское население	279244.0	381991.0	120342.0	39603.0	2648.0	49584.0	7685.0	52032.0	4758.0	5892.0	372.0	210.0	88057.0	10808.0	235.0	182075.0	90988.0	5845.0	101.0
из него в возрасте:																			
моложе трудоспособного	60842.0	107850.0	42.0	845.0	228.0	2204.0	762.0	45430.0	-	1944.0	7.0	112.0	56057.0	219.0	69.0	16214.0	42081.0	2438.0	40.0
трудоспособном	180685.0	223193.0	115676.0	30181.0	2418.0	11572.0	5781.0	6551.0	4758.0	3591.0	306.0	90.0	31804.0	10465.0	127.0	140426.0	37682.0	2398.0	52.0
старше трудоспособного	37684.0	50931.0	4619.0	8576.0	-	35807.0	1142.0	48.0	-	357.0	59.0	8.0	191.0	124.0	20.0	25424.0	11222.0	1009.0	9.0
Мужчины	145059.0	193863.0	71188.0	19082.0	1342.0	18577.0	4592.0	24742.0	1930.0	2967.0	203.0	93.0	41970.0	7177.0	118.0	98628.0	43750.0	2518.0	45.0
из них в возрасте:																			
моложе трудоспособного	31048.0	54916.0	35.0	435.0	154.0	1105.0	453.0	22991.0	-	1064.0	2.0	50.0	28507.0	120.0	40.0	8397.0	21340.0	1245.0	26.0
трудоспособном	101452.0	121738.0	69597.0	15594.0	1187.0	5654.0	3603.0	1741.0	1930.0	1793.0	180.0	41.0	13420.0	6998.0	55.0	82031.0	18407.0	944.0	15.0
старше трудоспособного	12538.0	17201.0	1553.0	3052.0	-	11818.0	536.0	9.0	-	110.0	21.0	2.0	41.0	59.0	9.0	8194.0	4002.0	329.0	4.0
Женщины	134185.0	188128.0	49154.0	20521.0	1306.0	31007.0	3093.0	27290.0	2828.0	2925.0	169.0	117.0	46087.0	3631.0	117.0	83447.0	47238.0	3327.0	56.0
из них в возрасте:																			
моложе трудоспособного	29794.0	52934.0	7.0	410.0	74.0	1099.0	309.0	22439.0	-	880.0	5.0	62.0	27550.0	99.0	29.0	7817.0	20741.0	1193.0	14.0
трудоспособном	79233.0	101455.0	46079.0	14587.0	1231.0	5918.0	2178.0	4810.0	2828.0	1798.0	126.0	49.0	18384.0	3467.0	72.0	58395.0	19275.0	1454.0	37.0
старше трудоспособного	25146.0	33730.0	3066.0	5524.0	-	23989.0	606.0	39.0	-	247.0	38.0	6.0	150.0	65.0	11.0	17230.0	7220.0	680.0	5.0
Амурская область																			
Городское и сельское население	902844.0	1216288.0	383226.0	119967.0	22902.0	169555.0	31124.0	139508.0	8802.0	16279.0	1300.0	638.0	298725.0	24262.0	1457.0	604014.0	280295.0	16635.0	443.0
из него в возрасте:																			
моложе трудоспособного	182067.0	309136.0	101.0	2161.0	1795.0	6026.0	2264.0	118978.0	-	4339.0	58.0	98.0	172513.0	803.0	238.0	61077.0	114360.0	6230.0	162.0
трудоспособном	574424.0	714941.0	367024.0	87909.0	21106.0	26958.0	22227.0	20359.0	8802.0	10800.0	956.0	413.0	125374.0	23013.0	862.0	440532.0	124938.0	7841.0	251.0
старше трудоспособного	146021.0	192133.0	16075.0	29895.0	-	136567.0	6632.0	169.0	-	1135.0	286.0	127.0	826.0	421.0	95.0	102342.0	40991.0	2563.0	30.0
Мужчины	435483.0	581996.0	206695.0	56589.0	9683.0	59998.0	17711.0	64521.0	2554.0	11856.0	687.0	262.0	136457.0	14983.0	715.0	295185.0	132125.0	7272.0	186.0
из них в возрасте:																			
моложе трудоспособного	93187.0	157902.0	73.0	1135.0	1046.0	3031.0	1315.0	60412.0	-	2360.0	28.0	43.0	88041.0	418.0	131.0	31593.0	58165.0	3214.0	84.0
трудоспособном	295288.0	360562.0	201103.0	44660.0	8637.0	13727.0	13517.0	4068.0	2554.0	8919.0	554.0	192.0	48268.0	14363.0	417.0	232417.0	59309.0	3053.0	92.0
старше трудоспособного	46829.0	63486.0	5508.0	10794.0	-	43238.0	2878.0	40.0	-	573.0	105.0	27.0	143.0	180.0	32.0	31133.0	14649.0	1005.0	10.0
Женщины	467361.0	634292.0	176531.0	63378.0	13219.0	109557.0	13413.0	74987.0	6248.0	4423.0	613.0	376.0	162268.0	9279.0	742.0	308829.0	148170.0	9363.0	257.0
из них в возрасте:																			
моложе трудоспособного	88880.0	151234.0	28.0	1026.0	749.0	2995.0	949.0	58566.0	-	1979.0	30.0	55.0	84472.0	385.0	107.0	29484.0	56195.0	3016.0	78.0
трудоспособном	279136.0	354379.0	165921.0	43249.0	12469.0	13231.0	8710.0	16291.0	6248.0	1881.0	402.0	221.0	77106.0	8650.0	445.0	208115.0	65629.0	4788.0	159.0
старше трудоспособного	99192.0	128647.0	10567.0	19101.0	-	93329.0	3754.0	129.0	-	562.0	181.0	100.0	683.0	241.0	63.0	71209.0	26342.0	1558.0	20.0
Городское население	594386.0	757472.0	273317.0	37234.0	20818.0	107772.0	18760.0	77270.0	4057.0	9656.0	919.0	457.0	193813.0	13399.0	1365.0	437326.0	147194.0	8251.0	250.0
из него в возрасте:																			
моложе трудоспособного	112922.0	182324.0	64.0	637.0	1546.0	3026.0	1365.0	64649.0	-	2849.0	19.0	49.0	107560.0	560.0	205.0	46122.0	63639.0	2901.0	55.0
трудоспособном	388395.0	459730.0	260575.0	26365.0	19271.0	18740.0	12803.0	12518.0	4057.0	6073.0	758.0	322.0	85734.0	12514.0	816.0	319947.0	63298.0	4153.0	181.0
старше трудоспособного	92759.0	115356.0	12659.0	10232.0	-	86003.0	4592.0	102.0	-	729.0	142.0	86.0	509.0	302.0	92.0	71203.0	20253.0	1197.0	14.0
Мужчины	281230.0	355620.0	143224.0	17318.0	8571.0	38134.0	10224.0	34866.0	1058.0	6693.0	494.0	181.0	86905.0	7952.0	668.0	209449.0	67276.0	3730.0	107.0
из них в возрасте:																			
моложе трудоспособного	57601.0	92795.0	44.0	332.0	897.0	1515.0	775.0	32660.0	-	1558.0	7.0	20.0	54703.0	284.0	111.0	23732.0	32243.0	1484.0	31.0
трудоспособном	194726.0	225967.0	138878.0	13328.0	7674.0	10321.0	7543.0	2183.0	1058.0	4767.0	439.0	149.0	32110.0	7517.0	397.0	164596.0	27901.0	1759.0	73.0
старше трудоспособного	28738.0	36819.0	4295.0	3658.0	-	26296.0	1906.0	22.0	-	364.0	48.0	12.0	88.0	130.0	32.0	21086.0	7130.0	487.0	3.0
Женщины	313156.0	401852.0	130093.0	19916.0	12247.0	69638.0	8536.0	42404.0	2999.0	2963.0	425.0	276.0	106908.0	5447.0	697.0	227877.0	79918.0	4521.0	143.0
из них в возрасте:																			
моложе трудоспособного	55321.0	89529.0	20.0	305.0	649.0	1511.0	590.0	31989.0	-	1291.0	12.0	29.0	52857.0	276.0	94.0	22390.0	31396.0	1417.0	24.0
трудоспособном	193669.0	233763.0	121697.0	13037.0	11597.0	8419.0	5260.0	10335.0	2999.0	1306.0	319.0	173.0	53624.0	4997.0	419.0	155351.0	35397.0	2394.0	108.0
старше трудоспособного	64021.0	78537.0	8364.0	6574.0	-	59707.0	2686.0	80.0	-	365.0	94.0	74.0	421.0	172.0	60.0	50117.0	13123.0	710.0	11.0
Сельское население	308458.0	458816.0	109909.0	82733.0	2084.0	61783.0	12364.0	62238.0	4745.0	6623.0	381.0	181.0	104912.0	10863.0	92.0	166688.0	133101.0	8384.0	193.0
из него в возрасте:																			
моложе трудоспособного	69145.0	126812.0	37.0	1524.0	249.0	3000.0	899.0	54329.0	-	1490.0	39.0	49.0	64953.0	243.0	33.0	14955.0	50721.0	3329.0	107.0
трудоспособном	186029.0	255211.0	106449.0	61544.0	1835.0	8218.0	9424.0	7841.0	4745.0	4727.0	198.0	91.0	39640.0	10499.0	46.0	120585.0	61640.0	3688.0	70.0
старше трудоспособного	53262.0	76777.0	3416.0	19663.0	-	50564.0	2040.0	67.0	-	406.0	144.0	41.0	317.0	119.0	3.0	31139.0	20738.0	1366.0	16.0
Мужчины	154253.0	226376.0	63471.0	39271.0	1112.0	21864.0	7487.0	29655.0	1496.0	5163.0	193.0	81.0	49552.0	7031.0	47.0	85736.0	64849.0	3542.0	79.0
из них в возрасте:																			
моложе трудоспособного	35586.0	65107.0	29.0	803.0	149.0	1516.0	540.0	27752.0	-	802.0	21.0	23.0	33338.0	134.0	20.0	7861.0	25922.0	1730.0	53.0
трудоспособном	100562.0	134595.0	62225.0	31332.0	963.0	3406.0	5974.0	1885.0	1496.0	4152.0	115.0	43.0	16158.0	6846.0	20.0	67821.0	31408.0	1294.0	19.0
старше трудоспособного	18091.0	26667.0	1213.0	7136.0	-	16942.0	972.0	18.0	-	209.0	57.0	15.0	55.0	50.0	-	10047.0	7519.0	518.0	7.0
Женщины	154205.0	232440.0	46438.0	43462.0	972.0	39919.0	4877.0	32583.0	3249.0	1460.0	188.0	100.0	55360.0	3832.0	45.0	80952.0	68252.0	4842.0	114.0
из них в возрасте:																			
моложе трудоспособного	33559.0	61705.0	8.0	721.0	100.0	1484.0	359.0	26577.0	-	688.0	18.0	26.0	31615.0	109.0	13.0	7094.0	24799.0	1599.0	54.0
трудоспособном	85467.0	120616.0	44224.0	30212.0	872.0	4812.0	3450.0	5956.0	3249.0	575.0	83.0	48.0	23482.0	3653.0	26.0	52764.0	30232.0	2394.0	51.0
старше трудоспособного	35171.0	50110.0	2203.0	12527.0	-	33622.0	1068.0	49.0	-	197.0	87.0	26.0	262.0	69.0	3.0	21092.0	13219.0	848.0	9.0
Камчатская область																			
Городское и сельское население	358801.0	432797.0	169706.0	19805.0	3897.0	68827.0	5734.0	29983.0	7585.0	9067.0	1677.0	348.0	105420.0	10748.0	12003.0	267451.0	73033.0	5999.0	315.0
из него в возрасте:																			
моложе трудоспособного	67453.0	91809.0	55.0	68.0	315.0	1347.0	598.0	23864.0	-	1689.0	19.0	36.0	63513.0	305.0	1336.0	41408.0	23766.0	904.0	39.0
трудоспособном	247072.0	280980.0	159105.0	15069.0	3581.0	27182.0	3994.0	5832.0	7584.0	5279.0	1558.0	275.0	41378.0	10143.0	8967.0	198808.0	35912.0	3211.0	174.0
старше трудоспособного	43968.0	59973.0	10533.0	4666.0	-	40296.0	1142.0	286.0	-	2099.0	100.0	37.0	521.0	293.0	1422.0	27209.0	13352.0	1883.0	102.0
Мужчины	182755.0	214923.0	94100.0	9431.0	1902.0	25932.0	3251.0	13248.0	3668.0	5408.0	1142.0	176.0	49432.0	7233.0	6280.0	140769.0	33122.0	2443.0	141.0
из них в возрасте:																			
моложе трудоспособного	34305.0	46728.0	32.0	29.0	176.0	689.0	336.0	12113.0	-	906.0	10.0	19.0	32258.0	160.0	657.0	21050.0	12137.0	440.0	21.0
трудоспособном	135095.0	149871.0	90654.0	7848.0	1726.0	13330.0	2466.0	1057.0	3668.0	3831.0	1096.0	148.0	17090.0	6957.0	4995.0	111888.0	16757.0	1366.0	89.0
старше трудоспособного	13184.0	18310.0	3408.0	1554.0	-	11912.0	449.0	78.0	-	671.0	36.0	9.0	82.0	111.0	471.0	7817.0	4228.0	637.0	31.0
Женщины	176046.0	217874.0	75606.0	10374.0	1995.0	42895.0	2483.0	16735.0	3917.0	3659.0	535.0	172.0	55988.0	3515.0	5723.0	126682.0	39911.0	3556.0	174.0
из них в возрасте:																			
моложе трудоспособного	33148.0	45081.0	23.0	39.0	139.0	658.0	262.0	11751.0	-	783.0	9.0	17.0	31255.0	145.0	679.0	20358.0	11629.0	464.0	18.0
трудоспособном	111977.0	131109.0	68451.0	7221.0	1855.0	13852.0	1528.0	4775.0	3916.0	1448.0	462.0	127.0	24288.0	3186.0	3972.0	86920.0	19155.0	1845.0	85.0
старше трудоспособного	30784.0	41663.0	7125.0	3112.0	-	28384.0	693.0	208.0	-	1428.0	64.0	28.0	439.0	182.0	951.0	19392.0	9124.0	1246.0	71.0
Городское население	290811.0	342844.0	141477.0	12219.0	3331.0	54995.0	4321.0	20282.0	3350.0	8211.0	1573.0	322.0	85387.0	7376.0	11981.0	220024.0	53923.0	4581.0	302.0
из него в возрасте:																			
моложе трудоспособного	52861.0	68942.0	44.0	56.0	258.0	877.0	477.0	15510.0	-	1383.0	17.0	24.0	50052.0	244.0	1322.0	34774.0	16164.0	565.0	36.0
трудоспособном	202100.0	225428.0	132631.0	8783.0	3072.0	21909.0	2899.0	4496.0	3349.0	4854.0	1460.0	262.0	34848.0	6865.0	8959.0	163694.0	26790.0	2493.0	164.0
старше трудоспособного	35545.0	48443.0	8790.0	3378.0	-	32207.0	945.0	276.0	-	1974.0	96.0	36.0	481.0	260.0	1422.0	21532.0	10967.0	1522.0	102.0
Мужчины	147927.0	169912.0	79194.0	5619.0	1598.0	20719.0	2378.0	8630.0	1397.0	4941.0	1067.0	157.0	39422.0	4790.0	6272.0	115572.0	24059.0	1891.0	133.0
из них в возрасте:																			
моложе трудоспособного	26870.0	35100.0	25.0	25.0	139.0	460.0	272.0	7856.0	-	739.0	9.0	11.0	25431.0	133.0	653.0	17644.0	8282.0	272.0	19.0
трудоспособном	110444.0	120237.0	76280.0	4473.0	1459.0	10947.0	1753.0	700.0	1397.0	3596.0	1023.0	138.0	13915.0	4556.0	4991.0	91944.0	12332.0	1094.0	83.0
старше трудоспособного	10442.0	14561.0	2883.0	1121.0	-	9311.0	353.0	74.0	-	606.0	35.0	8.0	74.0	96.0	471.0	5970.0	3445.0	525.0	31.0
