							
2. НАСЕЛЕНИЕ ПО ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ							
							
							
	Мужчины и женщины	Мужчины	Женщины	В процентах к итогу			Женщин на 1000 мужчин
50 – 54	177827.0	81012.0	96815.0	6.9	6.7	7.1	1195.0
55 – 59	86747.0	37314.0	49433.0	3.4	3.1	3.6	1325.0
60 – 64	128402.0	51573.0	76829.0	5.0	4.3	5.6	1490.0
65 – 69	96744.0	36588.0	60156.0	3.7	3.0	4.4	1644.0
70 – 74	80816.0	27184.0	53632.0	3.1	2.29999995232	3.9	1973.0
75 – 79	49946.0	13751.0	36195.0	1.9	1.1	2.6	2632.0
80 – 84	19996.0	4404.0	15592.0	0.8	0.4	1.1	3540.0
85 и более	12041.0	2298.0	9743.0	0.5	0.2	0.7	4240.0
возраст не указан	2820.0	1441.0	1379.0	0.1	0.1	0.1	957.0
Медианный возраст	33.7	31.1	36.4				
Из общей численности - население в возрасте:							
моложе трудоспособного	544519.0	278035.0	266484.0	21.1	23.0	19.4	958.0
трудоспособном	1596988.0	793921.0	803067.0	61.9	65.7	58.5	1012.0
старше трудоспособного	437378.0	135798.0	301580.0	16.9	11.2	22.0	2221.0
0 – 13 лет	441338.0	225630.0	215708.0	17.1	18.7	15.7	956.0
0 – 17 лет	641500.0	327432.0	314068.0	24.8	27.1	22.9	959.0
16 – 29 лет	613016.0	304790.0	308226.0	23.7	25.2	22.5	1011.0
Городское население	2047614.0	948285.0	1099329.0	100.0	100.0	100.0	1159.0
в том числе в возрасте, лет:							
0 – 4	100871.0	51701.0	49170.0	4.9	5.5	4.5	951.0
5 – 9	106193.0	54490.0	51703.0	5.2	5.7	4.7	949.0
10 – 14	159861.0	81266.0	78595.0	7.8	8.6	7.1	967.0
15 – 19	194734.0	96307.0	98427.0	9.5	10.2	9.0	1022.0
20 – 24	181591.0	89391.0	92200.0	8.9	9.4	8.4	1031.0
25 – 29	168202.0	83389.0	84813.0	8.2	8.8	7.7	1017.0
30 – 34	143944.0	71651.0	72293.0	7.0	7.6	6.6	1009.0
35 – 39	137320.0	66690.0	70630.0	6.7	7.0	6.4	1059.0
40 – 44	169013.0	79209.0	89804.0	8.3	8.4	8.2	1134.0
45 – 49	161866.0	73603.0	88263.0	7.9	7.8	8.0	1199.0
50 – 54	144082.0	64017.0	80065.0	7.0	6.69999980927	7.3	1251.0
55 – 59	72202.0	30503.0	41699.0	3.5	3.2	3.8	1367.0
60 – 64	103605.0	40812.0	62793.0	5.1	4.3	5.7	1539.0
65 – 69	75413.0	27887.0	47526.0	3.7	2.9	4.3	1704.0
70 – 74	61363.0	19945.0	41418.0	3.0	2.1	3.8	2077.0
75 – 79	39161.0	10670.0	28491.0	1.9	1.1	2.6	2670.0
80 – 84	15928.0	3527.0	12401.0	0.8	0.4	1.1	3516.0
85 и более	9679.0	1910.0	7769.0	0.5	0.2	0.7	4068.0
возраст не указан	2586.0	1317.0	1269.0	0.1	0.1	0.1	964.0
Медианный возраст	33.8	31.1	36.7				
Из общей численности - население в возрасте:							
моложе трудоспособного	406098.0	207237.0	198861.0	19.8	21.9	18.1	960.0
трудоспособном	1292082.0	634980.0	657102.0	63.1	67.0	59.8	1035.0
старше трудоспособного	346848.0	104751.0	242097.0	17.0	11.0	22.0	2311.0
0 – 13 лет	329112.0	168356.0	160756.0	16.1	17.8	14.6	955.0
0 – 17 лет	482729.0	245679.0	237050.0	23.6	25.9	21.6	965.0
16 – 29 лет	505354.0	249307.0	256047.0	24.7	26.3	23.3	1027.0
Сельское население	534091.0	260910.0	273181.0	100.0	100.0	100.0	1047.0
в том числе в возрасте, лет:							
0 – 4	33015.0	16905.0	16110.0	6.2	6.5	5.9	953.0
5 – 9	36074.0	18357.0	17717.0	6.8	7.0	6.5	965.0
10 – 14	56125.0	28623.0	27502.0	10.5	11.0	10.1	961.0
15 – 19	47860.0	24944.0	22916.0	9.0	9.6	8.4	919.0
20 – 24	38116.0	19666.0	18450.0	7.1	7.5	6.8	938.0
25 – 29	34893.0	17786.0	17107.0	6.5	6.8	6.3	962.0
30 – 34	31905.0	15902.0	16003.0	6.0	6.1	5.9	1006.0
35 – 39	35870.0	18195.0	17675.0	6.7	7.0	6.5	971.0
40 – 44	46029.0	23759.0	22270.0	8.6	9.1	8.10000038147	937.0
45 – 49	42884.0	21796.0	21088.0	8.0	8.4	7.7	968.0
50 – 54	33745.0	16995.0	16750.0	6.3	6.5	6.1	986.0
55 – 59	14545.0	6811.0	7734.0	2.7	2.6	2.8	1136.0
60 – 64	24797.0	10761.0	14036.0	4.69999980927	4.1	5.1	1304.0
65 – 69	21331.0	8701.0	12630.0	4.0	3.3	4.6	1452.0
70 – 74	19453.0	7239.0	12214.0	3.6	2.8	4.5	1687.0
75 – 79	10785.0	3081.0	7704.0	2.0	1.2	2.8	2500.0
80 – 84	4068.0	877.0	3191.0	0.8	0.3	1.2	3639.0
85 и более	2362.0	388.0	1974.0	0.4	0.20000000298	0.7	5088.0
возраст не указан	234.0	124.0	110.0	0.10000000149	0.0	0.0	887.0
Медианный возраст	33.3	31.3	35.3				
Из общей численности - население в возрасте:							
моложе трудоспособного	138421.0	70798.0	67623.0	25.9	27.1	24.8	955.0
трудоспособном	304906.0	158941.0	145965.0	57.1	61.0	53.4	918.0
старше трудоспособного	90530.0	31047.0	59483.0	16.9	11.9	21.8	1916.0
0 – 13 лет	112226.0	57274.0	54952.0	21.0	22.0	20.1	959.0
0 – 17 лет	158771.0	81753.0	77018.0	29.7	31.3	28.2	942.0
16 – 29 лет	107662.0	55483.0	52179.0	20.2	21.3	19.1	940.0
Усть-Ордынский Бурятский автономный округ							
Сельское население	135327.0	65007.0	70320.0	100.0	100.0	100.0	1082.0
в том числе в возрасте, лет:							
0 – 4	9593.0	4895.0	4698.0	7.1	7.5	6.7	960.0
5 – 9	10923.0	5537.0	5386.0	8.1	8.5	7.7	973.0
10 – 14	16434.0	8301.0	8133.0	12.1	12.8	11.6	980.0
15 – 19	12228.0	6251.0	5977.0	9.0	9.6	8.5	956.0
20 – 24	9163.0	4456.0	4707.0	6.8	6.9	6.7	1056.0
25 – 29	8931.0	4315.0	4616.0	6.6	6.6	6.6	1070.0
30 – 34	8602.0	4101.0	4501.0	6.4	6.3	6.4	1098.0
35 – 39	9560.0	4766.0	4794.0	7.1	7.3	6.8	1006.0
40 – 44	11527.0	5755.0	5772.0	8.5	8.9	8.2	1003.0
45 – 49	10140.0	5071.0	5069.0	7.5	7.8	7.2	1000.0
50 – 54	7429.0	3639.0	3790.0	5.5	5.6	5.4	1041.0
55 – 59	3025.0	1400.0	1625.0	2.2	2.2	2.3	1161.0
60 – 64	5156.0	2203.0	2953.0	3.8	3.4	4.2	1340.0
65 – 69	4562.0	1780.0	2782.0	3.4	2.7	3.90000009537	1563.0
70 – 74	4374.0	1622.0	2752.0	3.2	2.5	3.9	1697.0
75 – 79	2198.0	621.0	1577.0	1.6	1.0	2.2	2539.0
80 – 84	883.0	181.0	702.0	0.7	0.3	1.0	3878.0
85 и более	561.0	94.0	467.0	0.4	0.1	0.7	4968.0
возраст не указан	38.0	19.0	19.0	0.0	0.0	0.0	1000.0
Медианный возраст	30.2	28.5	31.9				
Из общей численности - население в возрасте:							
моложе трудоспособного	40658.0	20637.0	20021.0	30.1	31.8	28.5	970.0
трудоспособном	75272.0	37850.0	37422.0	55.6	58.2	53.2	989.0
старше трудоспособного	19359.0	6501.0	12858.0	14.3	10.0	18.3	1978.0
0 – 13 лет	33243.0	16865.0	16378.0	24.6	25.9	23.3	971.0
0 – 17 лет	46033.0	23490.0	22543.0	34.0	36.1	32.1	960.0
16 – 29 лет	26614.0	13118.0	13496.0	19.7	20.2	19.2	1029.0
Кемеровская область							
Все население	2899142.0	1347905.0	1551237.0	100.0	100.0	100.0	1151.0
в том числе в возрасте, лет:							
0 – 4	131186.0	67272.0	63914.0	4.5	5.0	4.1	950.0
5 – 9	136005.0	69547.0	66458.0	4.7	5.2	4.3	956.0
10 – 14	208278.0	105958.0	102320.0	7.2	7.9	6.6	966.0
15 – 19	256551.0	126882.0	129669.0	8.8	9.4	8.4	1022.0
20 – 24	237744.0	117066.0	120678.0	8.2	8.7	7.8	1031.0
25 – 29	219588.0	109767.0	109821.0	7.6	8.1	7.1	1000.0
30 – 34	188043.0	93491.0	94552.0	6.5	6.9	6.1	1011.0
35 – 39	185582.0	90902.0	94680.0	6.4	6.7	6.1	1042.0
40 – 44	257135.0	123954.0	133181.0	8.9	9.2	8.6	1074.0
45 – 49	247200.0	116891.0	130309.0	8.5	8.7	8.4	1115.0
50 – 54	213993.0	98761.0	115232.0	7.4	7.3	7.4	1167.0
55 – 59	105817.0	46516.0	59301.0	3.6	3.5	3.8	1275.0
60 – 64	149580.0	61199.0	88381.0	5.2	4.5	5.7	1444.0
65 – 69	125682.0	48539.0	77143.0	4.3	3.6	5.0	1589.0
70 – 74	116746.0	41482.0	75264.0	4.0	3.1	4.80000019073	1814.0
75 – 79	74655.0	20196.0	54459.0	2.6	1.5	3.5	2697.0
80 – 84	28128.0	6290.0	21838.0	1.0	0.5	1.4	3472.0
85 и более	16986.0	3065.0	13921.0	0.6	0.2	0.9	4542.0
возраст не указан	243.0	127.0	116.0	0.0	0.0	0.0	913.0
Медианный возраст	37.1	34.0	39.7				
Из общей численности - население в возрасте:							
моложе трудоспособного	529064.0	269930.0	259134.0	18.3	20.0	16.7	960.0
трудоспособном	1798757.0	897077.0	901680.0	62.0	66.6	58.1	1005.0
старше трудоспособного	571078.0	180771.0	390307.0	19.7	13.4	25.2	2159.0
0 – 13 лет	425694.0	217516.0	208178.0	14.7	16.1	13.4	957.0
0 – 17 лет	631413.0	321830.0	309583.0	21.8	23.9	20.0	962.0
16 – 29 лет	660288.0	326562.0	333726.0	22.8	24.2	21.5	1022.0
Городское население	2512948.0	1161297.0	1351651.0	100.0	100.0	100.0	1164.0
в том числе в возрасте, лет:							
0 – 4	111343.0	57071.0	54272.0	4.4	4.9	4.0	951.0
5 – 9	115142.0	58836.0	56306.0	4.6	5.1	4.2	957.0
10 – 14	175631.0	89412.0	86219.0	7.0	7.7	6.4	964.0
15 – 19	221793.0	109288.0	112505.0	8.8	9.4	8.3	1029.0
20 – 24	209307.0	102388.0	106919.0	8.3	8.8	7.9	1044.0
25 – 29	194689.0	96793.0	97896.0	7.7	8.3	7.2	1011.0
30 – 34	166453.0	82572.0	83881.0	6.6	7.1	6.2	1016.0
35 – 39	161341.0	78495.0	82846.0	6.4	6.8	6.1	1055.0
40 – 44	222495.0	106130.0	116365.0	8.9	9.1	8.6	1096.0
45 – 49	214419.0	100098.0	114321.0	8.5	8.6	8.5	1142.0
50 – 54	187478.0	85501.0	101977.0	7.5	7.4	7.5	1193.0
55 – 59	92940.0	40476.0	52464.0	3.7	3.5	3.9	1296.0
60 – 64	129670.0	52426.0	77244.0	5.2	4.5	5.7	1473.0
65 – 69	108126.0	41155.0	66971.0	4.3	3.59999990463	5.0	1627.0
70 – 74	99455.0	35072.0	64383.0	4.0	3.0	4.8	1836.0
75 – 79	64074.0	17407.0	46667.0	2.6	1.5	3.40000009537	2681.0
80 – 84	23933.0	5399.0	18534.0	0.899999976158	0.5	1.4	3433.0
85 и более	14429.0	2658.0	11771.0	0.6	0.2	0.9	4429.0
возраст не указан	230.0	120.0	110.0	0.0	0.0	0.0	917.0
Медианный возраст	37.1	33.9	39.7				
Из общей численности - население в возрасте:							
моложе трудоспособного	447398.0	228253.0	219145.0	17.8	19.6	16.2	960.0
трудоспособном	1573169.0	778807.0	794362.0	62.6	67.1	58.8	1020.0
старше трудоспособного	492151.0	154117.0	338034.0	19.6	13.3	25.0	2193.0
0 – 13 лет	360278.0	184116.0	176162.0	14.3	15.9	13.0	957.0
0 – 17 лет	535306.0	272562.0	262744.0	21.3	23.5	19.4	964.0
16 – 29 лет	580507.0	285535.0	294972.0	23.1	24.6	21.8	1033.0
Сельское население	386194.0	186608.0	199586.0	100.0	100.0	100.0	1070.0
в том числе в возрасте, лет:							
0 – 4	19843.0	10201.0	9642.0	5.1	5.5	4.8	945.0
5 – 9	20863.0	10711.0	10152.0	5.4	5.7	5.1	948.0
10 – 14	32647.0	16546.0	16101.0	8.39999961853	8.9	8.1	973.0
15 – 19	34758.0	17594.0	17164.0	9.0	9.4	8.6	976.0
20 – 24	28437.0	14678.0	13759.0	7.4	7.9	6.9	937.0
25 – 29	24899.0	12974.0	11925.0	6.4	7.0	6.0	919.0
30 – 34	21590.0	10919.0	10671.0	5.6	5.80000019073	5.3	977.0
35 – 39	24241.0	12407.0	11834.0	6.3	6.6	5.9	954.0
40 – 44	34640.0	17824.0	16816.0	9.0	9.6	8.4	943.0
45 – 49	32781.0	16793.0	15988.0	8.5	9.0	8.0	952.0
50 – 54	26515.0	13260.0	13255.0	6.9	7.1	6.6	1000.0
55 – 59	12877.0	6040.0	6837.0	3.3	3.2	3.4	1132.0
60 – 64	19910.0	8773.0	11137.0	5.2	4.7	5.6	1269.0
65 – 69	17556.0	7384.0	10172.0	4.5	4.0	5.1	1378.0
70 – 74	17291.0	6410.0	10881.0	4.5	3.4	5.5	1698.0
75 – 79	10581.0	2789.0	7792.0	2.7	1.5	3.9	2794.0
80 – 84	4195.0	891.0	3304.0	1.1	0.5	1.7	3708.0
85 и более	2557.0	407.0	2150.0	0.7	0.2	1.1	5283.0
возраст не указан	13.0	7.0	6.0	0.0	0.0	0.0	857.0
Медианный возраст	37.3	34.9	39.5				
Из общей численности - население в возрасте:							
моложе трудоспособного	81666.0	41677.0	39989.0	21.2	22.3	20.0	959.0
трудоспособном	225588.0	118270.0	107318.0	58.4	63.4	53.8	907.0
старше трудоспособного	78927.0	26654.0	52273.0	20.4	14.3	26.2	1961.0
0 – 13 лет	65416.0	33400.0	32016.0	16.9	17.9	16.0	959.0
0 – 17 лет	96107.0	49268.0	46839.0	24.9	26.4	23.5	951.0
16 – 29 лет	79781.0	41027.0	38754.0	20.7	22.0	19.4	945.0
Новосибирская область							
Все население	2692251.0	1249149.0	1443102.0	100.0	100.0	100.0	1155.0
в том числе в возрасте, лет:							
0 – 4	112432.0	57525.0	54907.0	4.2	4.6	3.8	954.0
5 – 9	118095.0	60478.0	57617.0	4.4	4.90000009537	4.0	953.0
10 – 14	185501.0	94985.0	90516.0	6.9	7.6	6.3	953.0
15 – 19	246448.0	123157.0	123291.0	9.10000038147	9.9	8.5	1001.0
20 – 24	227231.0	114066.0	113165.0	8.4	9.1	7.8	992.0
25 – 29	202671.0	100589.0	102082.0	7.5	8.1	7.1	1015.0
30 – 34	175948.0	87580.0	88368.0	6.5	7.0	6.1	1009.0
35 – 39	179159.0	87693.0	91466.0	6.7	7.0	6.3	1043.0
40 – 44	233089.0	111645.0	121444.0	8.7	8.9	8.4	1088.0
45 – 49	225666.0	106448.0	119218.0	8.4	8.5	8.3	1120.0
50 – 54	191385.0	88061.0	103324.0	7.1	7.0	7.2	1173.0
55 – 59	100731.0	44452.0	56279.0	3.7	3.6	3.9	1266.0
60 – 64	144643.0	59116.0	85527.0	5.4	4.7	5.9	1447.0
65 – 69	120366.0	47117.0	73249.0	4.5	3.8	5.1	1555.0
70 – 74	108011.0	37768.0	70243.0	4.0	3.0	4.9	1860.0
75 – 79	71617.0	18835.0	52782.0	2.7	1.5	3.7	2802.0
80 – 84	29795.0	6270.0	23525.0	1.1	0.5	1.6	3752.0
85 и более	19448.0	3356.0	16092.0	0.7	0.3	1.1	4795.0
возраст не указан	15.0	8.0	7.0	0.0	0.0	0.0	875.0
Медианный возраст	37.3	34.1	40.0				
Из общей численности - население в возрасте:							
моложе трудоспособного	462180.0	236570.0	225610.0	17.2	18.9	15.6	954.0
трудоспособном	1679897.0	840109.0	839788.0	62.4	67.3	58.2	1000.0
старше трудоспособного	550159.0	172462.0	377697.0	20.4	13.8	26.2	2190.0
0 – 13 лет	372230.0	190500.0	181730.0	13.8	15.2	12.6	954.0
0 – 17 лет	558531.0	284970.0	273561.0	20.7	22.8	19.0	960.0
16 – 29 лет	630198.0	314230.0	315968.0	23.4	25.2	21.9	1006.0
Городское население	2021597.0	927879.0	1093718.0	100.0	100.0	100.0	1179.0
в том числе в возрасте, лет:							
0 – 4	78215.0	40007.0	38208.0	3.9	4.3	3.5	955.0
5 – 9	80891.0	41424.0	39467.0	4.0	4.5	3.6	953.0
10 – 14	128941.0	65957.0	62984.0	6.4	7.1	5.8	955.0
15 – 19	193470.0	95904.0	97566.0	9.6	10.3	8.9	1017.0
20 – 24	181751.0	90684.0	91067.0	9.0	9.8	8.3	1004.0
25 – 29	160247.0	79069.0	81178.0	7.9	8.5	7.4	1027.0
30 – 34	137081.0	67912.0	69169.0	6.8	7.3	6.3	1019.0
35 – 39	134682.0	65131.0	69551.0	6.7	7.0	6.4	1068.0
40 – 44	170937.0	79984.0	90953.0	8.5	8.6	8.3	1137.0
45 – 49	168451.0	77394.0	91057.0	8.3	8.39999961853	8.3	1177.0
50 – 54	146836.0	65989.0	80847.0	7.3	7.1	7.4	1225.0
55 – 59	79499.0	34576.0	44923.0	3.9	3.7	4.1	1299.0
60 – 64	108140.0	43415.0	64725.0	5.3	4.7	5.9	1491.0
65 – 69	87174.0	33054.0	54120.0	4.3	3.6	5.0	1637.0
70 – 74	75779.0	25818.0	49961.0	3.7	2.8	4.6	1935.0
75 – 79	52834.0	14068.0	38766.0	2.6	1.5	3.5	2756.0
80 – 84	22390.0	4850.0	17540.0	1.1	0.5	1.6	3616.0
85 и более	14264.0	2635.0	11629.0	0.7	0.3	1.1	4413.0
возраст не указан	15.0	8.0	7.0	0.0	0.0	0.0	875.0
Медианный возраст	37.0	33.6	39.9				
Из общей численности - население в возрасте:							
моложе трудоспособного	320641.0	164043.0	156598.0	15.9	17.7	14.3	955.0
трудоспособном	1295437.0	639988.0	655449.0	64.1	69.0	59.9	1024.0
старше трудоспособного	405504.0	123840.0	281664.0	20.0	13.3	25.8	2274.0
0 – 13 лет	257344.0	131587.0	125757.0	12.7	14.2	11.5	956.0
0 – 17 лет	394234.0	200332.0	193902.0	19.5	21.6	17.7	968.0
16 – 29 лет	502874.0	249002.0	253872.0	24.9	26.8	23.2	1020.0
Сельское население	670654.0	321270.0	349384.0	100.0	100.0	100.0	1088.0
в том числе в возрасте, лет:							
0 – 4	34217.0	17518.0	16699.0	5.1	5.5	4.8	953.0
5 – 9	37204.0	19054.0	18150.0	5.59999990463	5.9	5.2	953.0
10 – 14	56560.0	29028.0	27532.0	8.4	9.0	7.9	948.0
15 – 19	52978.0	27253.0	25725.0	7.9	8.5	7.4	944.0
20 – 24	45480.0	23382.0	22098.0	6.8	7.3	6.3	945.0
25 – 29	42424.0	21520.0	20904.0	6.3	6.7	6.0	971.0
30 – 34	38867.0	19668.0	19199.0	5.8	6.1	5.5	976.0
35 – 39	44477.0	22562.0	21915.0	6.6	7.0	6.3	971.0
40 – 44	62152.0	31661.0	30491.0	9.3	9.9	8.7	963.0
45 – 49	57215.0	29054.0	28161.0	8.5	9.0	8.1	969.0
50 – 54	44549.0	22072.0	22477.0	6.6	6.9	6.4	1018.0
55 – 59	21232.0	9876.0	11356.0	3.2	3.1	3.2	1150.0
60 – 64	36503.0	15701.0	20802.0	5.4	4.9	5.90000009537	1325.0
65 – 69	33192.0	14063.0	19129.0	5.0	4.4	5.5	1360.0
70 – 74	32232.0	11950.0	20282.0	4.8	3.7	5.8	1697.0
75 – 79	18783.0	4767.0	14016.0	2.8	1.5	4.0	2940.0
80 – 84	7405.0	1420.0	5985.0	1.1	0.4	1.7	4215.0
85 и более	5184.0	721.0	4463.0	0.8	0.2	1.3	6190.0
возраст не указан	-	-	-	-	-	-	-
Медианный возраст	38.3	35.8	40.4				
Из общей численности - население в возрасте:							
моложе трудоспособного	141539.0	72527.0	69012.0	21.1	22.6	19.7	952.0
трудоспособном	384460.0	200121.0	184339.0	57.3	62.3	52.8	921.0
старше трудоспособного	144655.0	48622.0	96033.0	21.6	15.1	27.5	1975.0
0 – 13 лет	114886.0	58913.0	55973.0	17.1	18.3	16.0	950.0
0 – 17 лет	164297.0	84638.0	79659.0	24.5	26.3	22.8	941.0
16 – 29 лет	127324.0	65228.0	62096.0	19.0	20.3	17.8	952.0
Омская область							
Все население	2079220.0	965879.0	1113341.0	100.0	100.0	100.0	1153.0
в том числе в возрасте, лет:							
0 – 4	89641.0	45835.0	43806.0	4.3	4.80000019073	4.0	956.0
5 – 9	105512.0	54319.0	51193.0	5.1	5.6	4.6	942.0
10 – 14	158642.0	81084.0	77558.0	7.6	8.4	7.0	957.0
15 – 19	199415.0	99643.0	99772.0	9.6	10.3	9.0	1001.0
20 – 24	173201.0	84894.0	88307.0	8.3	8.8	7.9	1040.0
25 – 29	154510.0	76366.0	78144.0	7.4	7.9	7.0	1023.0
30 – 34	135112.0	66322.0	68790.0	6.5	6.9	6.2	1037.0
35 – 39	147389.0	71413.0	75976.0	7.1	7.4	6.8	1064.0
40 – 44	186264.0	89295.0	96969.0	9.0	9.2	8.7	1086.0
45 – 49	165197.0	78466.0	86731.0	7.9	8.1	7.8	1105.0
50 – 54	137605.0	63015.0	74590.0	6.6	6.5	6.7	1184.0
55 – 59	69720.0	30459.0	39261.0	3.4	3.2	3.5	1289.0
60 – 64	103687.0	42687.0	61000.0	5.0	4.4	5.5	1429.0
65 – 69	89319.0	34551.0	54768.0	4.3	3.6	4.9	1585.0
70 – 74	79165.0	27678.0	51487.0	3.8	2.9	4.6	1860.0
75 – 79	50663.0	13050.0	37613.0	2.4	1.4	3.4	2882.0
80 – 84	20202.0	4256.0	15946.0	1.0	0.4	1.4	3747.0
85 и более	13438.0	2282.0	11156.0	0.699999988079	0.2	1.0	4889.0
возраст не указан	538.0	264.0	274.0	0.0	0.0	0.0	1038.0
Медианный возраст	35.9	33.0	38.4				
Из общей численности - население в возрасте:							
моложе трудоспособного	393333.0	201575.0	191758.0	19.0	20.9	17.2	951.0
трудоспособном	1289614.0	639536.0	650078.0	62.0	66.2	58.4	1016.0
старше трудоспособного	395735.0	124504.0	271231.0	19.0	12.9	24.4	2178.0
0 – 13 лет	316483.0	162146.0	154337.0	15.2	16.8	13.9	952.0
0 – 17 лет	473906.0	242493.0	231413.0	22.8	25.1	20.8	954.0
16 – 29 лет	487588.0	240566.0	247022.0	23.5	24.9	22.2	1027.0
Городское население	1428480.0	654532.0	773948.0	100.0	100.0	100.0	1182.0
в том числе в возрасте, лет:							
0 – 4	55169.0	28212.0	26957.0	3.9	4.3	3.5	956.0
5 – 9	63778.0	32928.0	30850.0	4.5	5.0	4.0	937.0
10 – 14	98668.0	50384.0	48284.0	6.9	7.7	6.2	958.0
15 – 19	143150.0	70822.0	72328.0	10.0	10.8	9.39999961853	1021.0
20 – 24	127032.0	61971.0	65061.0	8.9	9.5	8.4	1050.0
25 – 29	111894.0	55227.0	56667.0	7.8	8.4	7.3	1026.0
30 – 34	95915.0	46549.0	49366.0	6.7	7.1	6.4	1061.0
35 – 39	101159.0	48168.0	52991.0	7.1	7.4	6.90000009537	1100.0
40 – 44	126999.0	59283.0	67716.0	8.9	9.0	8.7	1142.0
45 – 49	114344.0	52908.0	61436.0	8.0	8.1	7.9	1161.0
50 – 54	98641.0	43830.0	54811.0	6.9	6.7	7.1	1251.0
55 – 59	51081.0	21996.0	29085.0	3.6	3.4	3.8	1322.0
60 – 64	71073.0	28564.0	42509.0	5.0	4.4	5.5	1488.0
65 – 69	59330.0	22029.0	37301.0	4.2	3.4	4.8	1693.0
70 – 74	51751.0	17569.0	34182.0	3.6	2.7	4.4	1946.0
75 – 79	34903.0	9109.0	25794.0	2.4	1.4	3.3	2832.0
80 – 84	14020.0	3056.0	10964.0	1.0	0.5	1.4	3588.0
85 и более	9056.0	1674.0	7382.0	0.6	0.20000000298	1.0	4410.0
возраст не указан	517.0	253.0	264.0	0.0	0.0	0.0	1043.0
Медианный возраст	36.0	32.9	38.7				
Из общей численности - население в возрасте:							
моложе трудоспособного	242736.0	124382.0	118354.0	17.0	19.0	15.3	952.0
трудоспособном	916009.0	447896.0	468113.0	64.1	68.4	60.5	1045.0
старше трудоспособного	269218.0	82001.0	187217.0	18.9	12.6	24.2	2283.0
0 – 13 лет	194144.0	99559.0	94585.0	13.6	15.2	12.2	950.0
0 – 17 лет	298747.0	152302.0	146445.0	20.9	23.3	18.9	962.0
16 – 29 лет	356955.0	175162.0	181793.0	25.0	26.8	23.5	1038.0
Сельское население	650740.0	311347.0	339393.0	100.0	100.0	100.0	1090.0
в том числе в возрасте, лет:							
0 – 4	34472.0	17623.0	16849.0	5.3	5.7	5.0	956.0
5 – 9	41734.0	21391.0	20343.0	6.4	6.9	6.0	951.0
10 – 14	59974.0	30700.0	29274.0	9.2	9.9	8.6	954.0
15 – 19	56265.0	28821.0	27444.0	8.69999980927	9.19999980927	8.1	952.0
20 – 24	46169.0	22923.0	23246.0	7.1	7.4	6.8	1014.0
25 – 29	42616.0	21139.0	21477.0	6.5	6.8	6.3	1016.0
30 – 34	39197.0	19773.0	19424.0	6.0	6.30000019073	5.7	982.0
35 – 39	46230.0	23245.0	22985.0	7.1	7.5	6.8	989.0
40 – 44	59265.0	30012.0	29253.0	9.1	9.6	8.6	975.0
45 – 49	50853.0	25558.0	25295.0	7.8	8.2	7.5	990.0
50 – 54	38964.0	19185.0	19779.0	6.0	6.2	5.8	1031.0
55 – 59	18639.0	8463.0	10176.0	2.9	2.7	3.0	1202.0
60 – 64	32614.0	14123.0	18491.0	5.0	4.5	5.5	1309.0
65 – 69	29989.0	12522.0	17467.0	4.6	4.0	5.1	1395.0
70 – 74	27414.0	10109.0	17305.0	4.2	3.2	5.1	1712.0
75 – 79	15760.0	3941.0	11819.0	2.4	1.3	3.5	2999.0
80 – 84	6182.0	1200.0	4982.0	1.0	0.4	1.5	4152.0
