5. ОБЕСПЕЧЕННОСТЬ РАЗЛИЧНЫМИ ВИДАМИ БЛАГОУСТРОЙСТВА ЖИЛОГО ПОМЕЩЕНИЯ НАСЕЛЕНИЯ ЧАСТНЫХ ДОМОХОЗЯЙСТВ,
ПРОЖИВАЮЩИХ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ1) ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																
																
	Всего домохозяйств	число домохозяйств, проживающих в помещениях, оборудованных														Число домохозяйств, не указавших виды благоустройства
в коммунальных квартирах	234.0	232.0	67.0	-	91.0	109.0	3.0	115.0	127.0	71.0	42.0	34.0	2.0	34.0	-	-
Читинская область																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	360102.0	355590.0	131237.0	30014.0	92370.0	156474.0	12091.0	189151.0	165850.0	156382.0	151707.0	123953.0	4989.0	115212.0	64.0	1520.0
в том числе:																
в индивидуальных домах	123544.0	121145.0	17386.0	225.0	51317.0	2170.0	5158.0	116504.0	6457.0	1842.0	1569.0	991.0	216.0	865.0	32.0	581.0
в отдельных квартирах	235381.0	233288.0	113546.0	29727.0	40852.0	153632.0	6903.0	72194.0	158708.0	153890.0	149604.0	122451.0	4739.0	114071.0	32.0	926.0
в коммунальных квартирах	1177.0	1157.0	305.0	62.0	201.0	672.0	30.0	453.0	685.0	650.0	534.0	511.0	34.0	276.0	-	13.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	232245.0	230230.0	112369.0	29683.0	40594.0	145055.0	5654.0	78828.0	150513.0	145344.0	141334.0	118581.0	4031.0	111968.0	53.0	945.0
в том числе:																
в индивидуальных домах	48579.0	47807.0	9169.0	178.0	19876.0	1654.0	2070.0	44891.0	3851.0	1437.0	1251.0	899.0	152.0	761.0	30.0	269.0
в отдельных квартирах	182696.0	181471.0	102954.0	29443.0	20568.0	142815.0	3568.0	33594.0	146063.0	143339.0	139629.0	117210.0	3858.0	110974.0	23.0	665.0
в коммунальных квартирах	970.0	952.0	246.0	62.0	150.0	586.0	16.0	343.0	599.0	568.0	454.0	472.0	21.0	233.0	-	11.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	127857.0	125360.0	18868.0	331.0	51776.0	11419.0	6437.0	110323.0	15337.0	11038.0	10373.0	5372.0	958.0	3244.0	11.0	575.0
в том числе:																
в индивидуальных домах	74965.0	73338.0	8217.0	47.0	31441.0	516.0	3088.0	71613.0	2606.0	405.0	318.0	92.0	64.0	104.0	2.0	312.0
в отдельных квартирах	52685.0	51817.0	10592.0	284.0	20284.0	10817.0	3335.0	38600.0	12645.0	10551.0	9975.0	5241.0	881.0	3097.0	9.0	261.0
в коммунальных квартирах	207.0	205.0	59.0	-	51.0	86.0	14.0	110.0	86.0	82.0	80.0	39.0	13.0	43.0	-	2.0
Агинский Бурятский автономный округ																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	19324.0	19091.0	3582.0	9.0	9451.0	1927.0	299.0	17176.0	1962.0	1615.0	1585.0	1201.0	12.0	807.0	1.0	31.0
в том числе:																
в индивидуальных домах	12748.0	12575.0	1882.0	3.0	6294.0	102.0	195.0	12516.0	190.0	33.0	25.0	12.0	8.0	13.0	1.0	9.0
в отдельных квартирах	6551.0	6491.0	1700.0	6.0	3155.0	1813.0	104.0	4647.0	1760.0	1570.0	1548.0	1189.0	4.0	794.0	-	22.0
в коммунальных квартирах	25.0	25.0	-	-	2.0	12.0	-	13.0	12.0	12.0	12.0	-	-	-	-	-
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	6793.0	6741.0	2083.0	6.0	3864.0	1469.0	185.0	5206.0	1539.0	1223.0	1195.0	1029.0	10.0	736.0	-	9.0
в том числе:																
в индивидуальных домах	3537.0	3508.0	803.0	2.0	2340.0	60.0	112.0	3416.0	163.0	29.0	22.0	12.0	7.0	12.0	-	2.0
в отдельных квартирах	3256.0	3233.0	1280.0	4.0	1524.0	1409.0	73.0	1790.0	1376.0	1194.0	1173.0	1017.0	3.0	724.0	-	7.0
в коммунальных квартирах	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	12531.0	12350.0	1499.0	3.0	5587.0	458.0	114.0	11970.0	423.0	392.0	390.0	172.0	2.0	71.0	1.0	22.0
в том числе:																
в индивидуальных домах	9211.0	9067.0	1079.0	1.0	3954.0	42.0	83.0	9100.0	27.0	4.0	3.0	-	1.0	1.0	1.0	7.0
в отдельных квартирах	3295.0	3258.0	420.0	2.0	1631.0	404.0	31.0	2857.0	384.0	376.0	375.0	172.0	1.0	70.0	-	15.0
в коммунальных квартирах	25.0	25.0	-	-	2.0	12.0	-	13.0	12.0	12.0	12.0	-	-	-	-	-
Дальневосточный федеральный округ																
Республика Саха (Якутия)																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	274280.0	272161.0	112038.0	51723.0	18236.0	183765.0	22919.0	64770.0	160818.0	150693.0	145763.0	124867.0	2187.0	114212.0	37.0	1343.0
в том числе:																
в индивидуальных домах	77063.0	76328.0	13868.0	7722.0	7480.0	8138.0	18818.0	49724.0	4550.0	3240.0	2765.0	1829.0	272.0	1373.0	22.0	359.0
в отдельных квартирах	195035.0	193711.0	97420.0	43737.0	10586.0	174738.0	3713.0	14192.0	155512.0	146759.0	142352.0	122414.0	1913.0	112341.0	15.0	936.0
в коммунальных квартирах	2182.0	2122.0	750.0	264.0	170.0	889.0	388.0	854.0	756.0	694.0	646.0	624.0	2.0	498.0	-	48.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	187659.0	186379.0	97506.0	45422.0	9226.0	164436.0	5613.0	15036.0	153236.0	144165.0	139877.0	119975.0	1989.0	111346.0	31.0	882.0
в том числе:																
в индивидуальных домах	19237.0	19031.0	5980.0	3272.0	1395.0	4889.0	4173.0	9656.0	3829.0	2671.0	2287.0	1476.0	216.0	1149.0	16.0	87.0
в отдельных квартирах	167551.0	166522.0	90972.0	42062.0	7814.0	158822.0	1416.0	5321.0	148715.0	140849.0	136986.0	117926.0	1771.0	109726.0	15.0	750.0
в коммунальных квартирах	871.0	826.0	554.0	88.0	17.0	725.0	24.0	59.0	692.0	645.0	604.0	573.0	2.0	471.0	-	45.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	86621.0	85782.0	14532.0	6301.0	9010.0	19329.0	17306.0	49734.0	7582.0	6528.0	5886.0	4892.0	198.0	2866.0	6.0	461.0
в том числе:																
в индивидуальных домах	57826.0	57297.0	7888.0	4450.0	6085.0	3249.0	14645.0	40068.0	721.0	569.0	478.0	353.0	56.0	224.0	6.0	272.0
в отдельных квартирах	27484.0	27189.0	6448.0	1675.0	2772.0	15916.0	2297.0	8871.0	6797.0	5910.0	5366.0	4488.0	142.0	2615.0	-	186.0
в коммунальных квартирах	1311.0	1296.0	196.0	176.0	153.0	164.0	364.0	795.0	64.0	49.0	42.0	51.0	-	27.0	-	3.0
Приморский край																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	718988.0	713934.0	423409.0	12177.0	124458.0	505056.0	12308.0	194273.0	523543.0	514628.0	496408.0	354654.0	26012.0	326781.0	101.0	2653.0
в том числе:																
в индивидуальных домах	119553.0	118062.0	16734.0	198.0	59876.0	2891.0	5372.0	112106.0	9509.0	6191.0	5124.0	1205.0	1173.0	1789.0	29.0	382.0
в отдельных квартирах	596345.0	592851.0	405222.0	11956.0	64350.0	499674.0	6890.0	81737.0	511494.0	506017.0	489447.0	352176.0	24660.0	324060.0	69.0	2225.0
в коммунальных квартирах	3090.0	3021.0	1453.0	23.0	232.0	2491.0	46.0	430.0	2540.0	2420.0	1837.0	1273.0	179.0	932.0	3.0	46.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	568453.0	565309.0	395417.0	7521.0	50401.0	462705.0	6909.0	91806.0	476892.0	469862.0	454409.0	347040.0	21464.0	316656.0	81.0	2108.0
в том числе:																
в индивидуальных домах	62586.0	61955.0	11734.0	147.0	26362.0	2096.0	3203.0	57856.0	7248.0	4346.0	3602.0	1119.0	1005.0	1580.0	24.0	201.0
в отдельных квартирах	502999.0	500552.0	382307.0	7360.0	23869.0	458229.0	3668.0	33622.0	467222.0	463203.0	449067.0	344683.0	20282.0	314175.0	54.0	1864.0
в коммунальных квартирах	2868.0	2802.0	1376.0	14.0	170.0	2380.0	38.0	328.0	2422.0	2313.0	1740.0	1238.0	177.0	901.0	3.0	43.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	150535.0	148625.0	27992.0	4656.0	74057.0	42351.0	5399.0	102467.0	46651.0	44766.0	41999.0	7614.0	4548.0	10125.0	20.0	545.0
в том числе:																
в индивидуальных домах	56967.0	56107.0	5000.0	51.0	33514.0	795.0	2169.0	54250.0	2261.0	1845.0	1522.0	86.0	168.0	209.0	5.0	181.0
в отдельных квартирах	93346.0	92299.0	22915.0	4596.0	40481.0	41445.0	3222.0	48115.0	44272.0	42814.0	40380.0	7493.0	4378.0	9885.0	15.0	361.0
в коммунальных квартирах	222.0	219.0	77.0	9.0	62.0	111.0	8.0	102.0	118.0	107.0	97.0	35.0	2.0	31.0	-	3.0
Хабаровский край																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	478693.0	476316.0	89522.0	81562.0	266957.0	380647.0	4811.0	89344.0	380775.0	377876.0	370830.0	337961.0	9536.0	334806.0	70.0	1053.0
в том числе:																
в индивидуальных домах	48164.0	47634.0	3681.0	107.0	31661.0	3191.0	1744.0	43272.0	3002.0	2076.0	1793.0	1486.0	446.0	1317.0	38.0	138.0
в отдельных квартирах	426360.0	424635.0	85021.0	80889.0	232958.0	373868.0	3046.0	45692.0	374501.0	372608.0	366189.0	333607.0	9030.0	330987.0	31.0	820.0
в коммунальных квартирах	4169.0	4047.0	820.0	566.0	2338.0	3588.0	21.0	380.0	3272.0	3192.0	2848.0	2868.0	60.0	2502.0	1.0	95.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	390627.0	388889.0	77785.0	80206.0	218170.0	346639.0	2744.0	37784.0	346623.0	344487.0	338821.0	321307.0	5868.0	316348.0	56.0	798.0
в том числе:																
в индивидуальных домах	29055.0	28761.0	2506.0	96.0	21041.0	2664.0	1246.0	25208.0	2378.0	1603.0	1375.0	1258.0	398.0	1077.0	28.0	80.0
в отдельных квартирах	357552.0	356225.0	74471.0	79564.0	194879.0	340487.0	1477.0	12242.0	341075.0	339794.0	334684.0	317235.0	5415.0	312821.0	27.0	626.0
в коммунальных квартирах	4020.0	3903.0	808.0	546.0	2250.0	3488.0	21.0	334.0	3170.0	3090.0	2762.0	2814.0	55.0	2450.0	1.0	92.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	88066.0	87427.0	11737.0	1356.0	48787.0	34008.0	2067.0	51560.0	34152.0	33389.0	32009.0	16654.0	3668.0	18458.0	14.0	255.0
в том числе:																
в индивидуальных домах	19109.0	18873.0	1175.0	11.0	10620.0	527.0	498.0	18064.0	624.0	473.0	418.0	228.0	48.0	240.0	10.0	58.0
в отдельных квартирах	68808.0	68410.0	10550.0	1325.0	38079.0	33381.0	1569.0	33450.0	33426.0	32814.0	31505.0	16372.0	3615.0	18166.0	4.0	194.0
в коммунальных квартирах	149.0	144.0	12.0	20.0	88.0	100.0	-	46.0	102.0	102.0	86.0	54.0	5.0	52.0	-	3.0
Амурская область																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	303493.0	301678.0	111847.0	1871.0	103461.0	171272.0	4866.0	125636.0	172960.0	169383.0	164834.0	118659.0	9352.0	114779.0	34.0	605.0
в том числе:																
в индивидуальных домах	77925.0	77081.0	7468.0	86.0	33916.0	2526.0	1903.0	73607.0	3100.0	2531.0	2226.0	811.0	415.0	954.0	19.0	176.0
в отдельных квартирах	224176.0	223218.0	103664.0	1771.0	69247.0	167665.0	2944.0	51764.0	168777.0	165778.0	161654.0	117113.0	8879.0	113149.0	15.0	417.0
в коммунальных квартирах	1392.0	1379.0	715.0	14.0	298.0	1081.0	19.0	265.0	1083.0	1074.0	954.0	735.0	58.0	676.0	-	12.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	197082.0	196330.0	94565.0	1593.0	58075.0	143630.0	2392.0	49776.0	144238.0	142603.0	139224.0	108140.0	7593.0	104794.0	23.0	298.0
в том числе:																
в индивидуальных домах	35808.0	35507.0	4263.0	53.0	14870.0	1553.0	1115.0	33306.0	1784.0	1569.0	1367.0	545.0	298.0	682.0	13.0	61.0
в отдельных квартирах	160026.0	159588.0	89631.0	1529.0	42959.0	141089.0	1265.0	16246.0	141468.0	140055.0	136983.0	106880.0	7237.0	103454.0	10.0	225.0
в коммунальных квартирах	1248.0	1235.0	671.0	11.0	246.0	988.0	12.0	224.0	986.0	979.0	874.0	715.0	58.0	658.0	-	12.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	106411.0	105348.0	17282.0	278.0	45386.0	27642.0	2474.0	75860.0	28722.0	26780.0	25610.0	10519.0	1759.0	9985.0	11.0	307.0
в том числе:																
в индивидуальных домах	42117.0	41574.0	3205.0	33.0	19046.0	973.0	788.0	40301.0	1316.0	962.0	859.0	266.0	117.0	272.0	6.0	115.0
в отдельных квартирах	64150.0	63630.0	14033.0	242.0	26288.0	26576.0	1679.0	35518.0	27309.0	25723.0	24671.0	10233.0	1642.0	9695.0	5.0	192.0
в коммунальных квартирах	144.0	144.0	44.0	3.0	52.0	93.0	7.0	41.0	97.0	95.0	80.0	20.0	-	18.0	-	-
Камчатская область																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	128825.0	128173.0	99380.0	95.0	63.0	111396.0	2340.0	12598.0	121285.0	116983.0	112992.0	72913.0	6726.0	71291.0	30.0	339.0
в том числе:																
в индивидуальных домах	7235.0	7090.0	2649.0	4.0	12.0	607.0	924.0	5727.0	5131.0	2954.0	2073.0	227.0	432.0	447.0	12.0	18.0
