9. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ПОЛУ И СОСТОЯНИЮ В БРАКЕ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																
																
																
	Мужчины в возрасте 16 лет и более, включая мужчин до 16 лет, указавших состояние в браке	в том числе							Женщины в возрасте 16 лет и более, включая женщин до 16 лет, указавших состояние в браке	в том числе						
Белорусы	5451.0	4234.0	3772.0	462.0	568.0	257.0	376.0	16.0	5566.0	3266.0	2898.0	368.0	385.0	1250.0	654.0	11.0
Мордва	1888.0	1360.0	1161.0	199.0	241.0	141.0	143.0	3.0	2340.0	1149.0	983.0	166.0	95.0	868.0	224.0	4.0
Удэгейцы	327.0	167.0	123.0	44.0	119.0	12.0	27.0	2.0	322.0	189.0	142.0	47.0	78.0	27.0	27.0	1.0
Нанайцы	150.0	83.0	73.0	10.0	50.0	7.0	9.0	1.0	179.0	106.0	80.0	26.0	35.0	21.0	16.0	1.0
Тазы	98.0	67.0	61.0	6.0	25.0	2.0	4.0	-	105.0	62.0	45.0	17.0	15.0	19.0	9.0	-
Городское население	635194.0	373192.0	320926.0	52266.0	180225.0	20880.0	50310.0	10587.0	710647.0	375764.0	323706.0	52058.0	123320.0	108654.0	92017.0	10892.0
Русские	563511.0	328183.0	281847.0	46336.0	167025.0	18074.0	45897.0	4332.0	641670.0	340406.0	292665.0	47741.0	117076.0	95194.0	84466.0	4528.0
Украинцы	26721.0	20487.0	18253.0	2234.0	2667.0	1541.0	1971.0	55.0	32134.0	17498.0	15463.0	2035.0	1993.0	8444.0	4118.0	81.0
Корейцы	5536.0	3527.0	3083.0	444.0	1533.0	142.0	263.0	71.0	5827.0	3286.0	2900.0	386.0	1177.0	695.0	615.0	54.0
Татары	5645.0	3556.0	3042.0	514.0	1389.0	227.0	463.0	10.0	5458.0	3001.0	2635.0	366.0	537.0	1145.0	755.0	20.0
Белорусы	4097.0	3185.0	2866.0	319.0	427.0	189.0	282.0	14.0	4154.0	2412.0	2164.0	248.0	310.0	874.0	547.0	11.0
Мордва	1338.0	960.0	825.0	135.0	171.0	96.0	108.0	3.0	1619.0	763.0	664.0	99.0	75.0	591.0	187.0	3.0
Удэгейцы	53.0	30.0	25.0	5.0	20.0	-	3.0	-	90.0	45.0	37.0	8.0	33.0	5.0	7.0	-
Нанайцы	55.0	33.0	28.0	5.0	15.0	3.0	3.0	1.0	68.0	34.0	28.0	6.0	19.0	6.0	8.0	1.0
Тазы	38.0	24.0	22.0	2.0	11.0	1.0	2.0	-	40.0	17.0	14.0	3.0	9.0	6.0	8.0	-
Сельское население	177203.0	107368.0	87611.0	19757.0	51775.0	5783.0	11944.0	333.0	176842.0	107558.0	87907.0	19651.0	24220.0	30253.0	14594.0	217.0
Русские	152406.0	90551.0	73566.0	16985.0	46452.0	4655.0	10479.0	269.0	150439.0	91786.0	74865.0	16921.0	22385.0	23475.0	12618.0	175.0
Украинцы	13543.0	10176.0	8631.0	1545.0	1710.0	783.0	863.0	11.0	17991.0	10437.0	8590.0	1847.0	977.0	5183.0	1383.0	11.0
Корейцы	1589.0	1072.0	897.0	175.0	379.0	45.0	91.0	2.0	1544.0	973.0	849.0	124.0	243.0	214.0	112.0	2.0
Татары	1463.0	795.0	631.0	164.0	540.0	36.0	91.0	1.0	1026.0	657.0	547.0	110.0	83.0	190.0	96.0	-
Белорусы	1354.0	1049.0	906.0	143.0	141.0	68.0	94.0	2.0	1412.0	854.0	734.0	120.0	75.0	376.0	107.0	-
Мордва	550.0	400.0	336.0	64.0	70.0	45.0	35.0	-	721.0	386.0	319.0	67.0	20.0	277.0	37.0	1.0
Удэгейцы	274.0	137.0	98.0	39.0	99.0	12.0	24.0	2.0	232.0	144.0	105.0	39.0	45.0	22.0	20.0	1.0
Нанайцы	95.0	50.0	45.0	5.0	35.0	4.0	6.0	-	111.0	72.0	52.0	20.0	16.0	15.0	8.0	-
Тазы	60.0	43.0	39.0	4.0	14.0	1.0	2.0	-	65.0	45.0	31.0	14.0	6.0	13.0	1.0	-
Хабаровский край																
Все население	561406.0	323009.0	274715.0	48294.0	172383.0	17266.0	46630.0	2118.0	615045.0	324754.0	277152.0	47602.0	116201.0	93737.0	78520.0	1833.0
Русские	493995.0	281124.0	239102.0	42022.0	155219.0	14757.0	41915.0	980.0	553551.0	290802.0	248218.0	42584.0	107568.0	82332.0	71915.0	934.0
Украинцы	22285.0	17060.0	14988.0	2072.0	2420.0	1021.0	1776.0	8.0	23826.0	13543.0	12000.0	1543.0	1908.0	5462.0	2900.0	13.0
Нанайцы	3611.0	1797.0	1357.0	440.0	1466.0	126.0	216.0	6.0	4358.0	2298.0	1660.0	638.0	1213.0	491.0	350.0	6.0
Татары	5374.0	3010.0	2542.0	468.0	1700.0	208.0	453.0	3.0	4897.0	2636.0	2316.0	320.0	536.0	1059.0	664.0	2.0
Корейцы	4358.0	2261.0	1988.0	273.0	1321.0	157.0	428.0	191.0	3768.0	1987.0	1783.0	204.0	943.0	439.0	399.0	-
Белорусы	4103.0	3098.0	2744.0	354.0	469.0	195.0	339.0	2.0	4331.0	2485.0	2201.0	284.0	340.0	973.0	532.0	1.0
Эвенки	1281.0	482.0	313.0	169.0	672.0	58.0	68.0	1.0	1790.0	876.0	561.0	315.0	566.0	230.0	118.0	-
Китайцы	2463.0	1432.0	1363.0	69.0	838.0	52.0	101.0	40.0	1266.0	809.0	766.0	43.0	338.0	51.0	62.0	6.0
Ульчи	849.0	382.0	284.0	98.0	374.0	24.0	69.0	-	1055.0	559.0	408.0	151.0	290.0	125.0	81.0	-
Нивхи	767.0	349.0	219.0	130.0	347.0	32.0	37.0	2.0	955.0	460.0	268.0	192.0	302.0	113.0	80.0	-
Эвены	410.0	151.0	105.0	46.0	218.0	21.0	20.0	-	474.0	254.0	175.0	79.0	130.0	59.0	29.0	2.0
Удэгейцы	180.0	95.0	73.0	22.0	66.0	6.0	13.0	-	264.0	158.0	106.0	52.0	65.0	29.0	11.0	1.0
Негидальцы	151.0	71.0	47.0	24.0	68.0	5.0	6.0	1.0	209.0	104.0	77.0	27.0	50.0	39.0	16.0	-
Орочи	134.0	37.0	26.0	11.0	84.0	6.0	6.0	1.0	167.0	79.0	51.0	28.0	56.0	18.0	14.0	-
Городское население	447392.0	259632.0	223769.0	35863.0	133722.0	14064.0	38244.0	1730.0	510643.0	261909.0	226424.0	35485.0	99807.0	78544.0	68674.0	1709.0
Русские	399963.0	228923.0	197051.0	31872.0	123074.0	12236.0	34884.0	846.0	466160.0	238136.0	205469.0	32667.0	93668.0	70081.0	63445.0	830.0
Украинцы	16474.0	12637.0	11247.0	1390.0	1700.0	789.0	1343.0	5.0	18087.0	9902.0	8905.0	997.0	1531.0	4267.0	2381.0	6.0
Нанайцы	989.0	436.0	357.0	79.0	447.0	30.0	74.0	2.0	1388.0	602.0	464.0	138.0	494.0	133.0	157.0	2.0
Татары	4086.0	2404.0	2061.0	343.0	1120.0	173.0	388.0	1.0	4068.0	2118.0	1872.0	246.0	478.0	879.0	591.0	2.0
Корейцы	3283.0	1934.0	1732.0	202.0	1002.0	114.0	231.0	2.0	3328.0	1740.0	1572.0	168.0	859.0	374.0	355.0	-
Белорусы	3103.0	2347.0	2105.0	242.0	355.0	155.0	244.0	2.0	3433.0	1923.0	1718.0	205.0	284.0	785.0	440.0	1.0
Эвенки	168.0	51.0	34.0	17.0	104.0	3.0	10.0	-	390.0	134.0	92.0	42.0	185.0	34.0	37.0	-
Китайцы	2339.0	1370.0	1314.0	56.0	817.0	47.0	93.0	12.0	1223.0	788.0	745.0	43.0	330.0	43.0	56.0	6.0
Ульчи	127.0	54.0	46.0	8.0	51.0	4.0	18.0	-	217.0	96.0	78.0	18.0	89.0	15.0	17.0	-
Нивхи	288.0	114.0	77.0	37.0	151.0	12.0	11.0	-	430.0	180.0	114.0	66.0	169.0	39.0	42.0	-
Эвены	95.0	31.0	21.0	10.0	54.0	3.0	7.0	-	107.0	47.0	32.0	15.0	42.0	6.0	12.0	-
Удэгейцы	43.0	18.0	15.0	3.0	17.0	2.0	6.0	-	86.0	45.0	31.0	14.0	30.0	6.0	5.0	-
Негидальцы	31.0	16.0	7.0	9.0	11.0	3.0	1.0	-	60.0	23.0	19.0	4.0	20.0	11.0	6.0	-
Орочи	39.0	10.0	9.0	1.0	25.0	1.0	3.0	-	63.0	27.0	21.0	6.0	22.0	7.0	7.0	-
Сельское население	114014.0	63377.0	50946.0	12431.0	38661.0	3202.0	8386.0	388.0	104402.0	62845.0	50728.0	12117.0	16394.0	15193.0	9846.0	124.0
Русские	94032.0	52201.0	42051.0	10150.0	32145.0	2521.0	7031.0	134.0	87391.0	52666.0	42749.0	9917.0	13900.0	12251.0	8470.0	104.0
Украинцы	5811.0	4423.0	3741.0	682.0	720.0	232.0	433.0	3.0	5739.0	3641.0	3095.0	546.0	377.0	1195.0	519.0	7.0
Нанайцы	2622.0	1361.0	1000.0	361.0	1019.0	96.0	142.0	4.0	2970.0	1696.0	1196.0	500.0	719.0	358.0	193.0	4.0
Татары	1288.0	606.0	481.0	125.0	580.0	35.0	65.0	2.0	829.0	518.0	444.0	74.0	58.0	180.0	73.0	-
Корейцы	1075.0	327.0	256.0	71.0	319.0	43.0	197.0	189.0	440.0	247.0	211.0	36.0	84.0	65.0	44.0	-
Белорусы	1000.0	751.0	639.0	112.0	114.0	40.0	95.0	-	898.0	562.0	483.0	79.0	56.0	188.0	92.0	-
Эвенки	1113.0	431.0	279.0	152.0	568.0	55.0	58.0	1.0	1400.0	742.0	469.0	273.0	381.0	196.0	81.0	-
Китайцы	124.0	62.0	49.0	13.0	21.0	5.0	8.0	28.0	43.0	21.0	21.0	-	8.0	8.0	6.0	-
Ульчи	722.0	328.0	238.0	90.0	323.0	20.0	51.0	-	838.0	463.0	330.0	133.0	201.0	110.0	64.0	-
Нивхи	479.0	235.0	142.0	93.0	196.0	20.0	26.0	2.0	525.0	280.0	154.0	126.0	133.0	74.0	38.0	-
Эвены	315.0	120.0	84.0	36.0	164.0	18.0	13.0	-	367.0	207.0	143.0	64.0	88.0	53.0	17.0	2.0
Удэгейцы	137.0	77.0	58.0	19.0	49.0	4.0	7.0	-	178.0	113.0	75.0	38.0	35.0	23.0	6.0	1.0
Негидальцы	120.0	55.0	40.0	15.0	57.0	2.0	5.0	1.0	149.0	81.0	58.0	23.0	30.0	28.0	10.0	-
Орочи	95.0	27.0	17.0	10.0	59.0	5.0	3.0	1.0	104.0	52.0	30.0	22.0	34.0	11.0	7.0	-
Амурская область																
Все население	342305.0	215831.0	180306.0	35525.0	91970.0	10590.0	23209.0	705.0	378503.0	217428.0	182049.0	35379.0	64340.0	58017.0	38040.0	678.0
Русские	308677.0	192733.0	161207.0	31526.0	84901.0	9420.0	21245.0	378.0	347344.0	198323.0	166078.0	32245.0	61338.0	52225.0	35135.0	323.0
Украинцы	13892.0	10804.0	9116.0	1688.0	1493.0	628.0	959.0	8.0	15877.0	9673.0	8137.0	1536.0	1082.0	3496.0	1613.0	13.0
Белорусы	3520.0	2678.0	2196.0	482.0	429.0	169.0	241.0	3.0	3958.0	2493.0	2017.0	476.0	293.0	809.0	360.0	3.0
Татары	2383.0	1452.0	1208.0	244.0	686.0	85.0	158.0	2.0	2153.0	1299.0	1095.0	204.0	223.0	361.0	266.0	4.0
Эвенки	477.0	175.0	109.0	66.0	267.0	20.0	13.0	2.0	575.0	289.0	173.0	116.0	188.0	75.0	23.0	-
Китайцы	496.0	338.0	317.0	21.0	141.0	5.0	12.0	-	323.0	238.0	230.0	8.0	61.0	16.0	8.0	-
Городское население	223633.0	139566.0	118630.0	20936.0	61078.0	6657.0	15761.0	571.0	257847.0	141256.0	120288.0	20968.0	48883.0	38050.0	29070.0	588.0
Русские	203835.0	126067.0	107176.0	18891.0	56946.0	6009.0	14547.0	266.0	240270.0	130893.0	111358.0	19535.0	46973.0	34997.0	27159.0	248.0
Украинцы	7876.0	6177.0	5368.0	809.0	753.0	339.0	604.0	3.0	8624.0	5097.0	4431.0	666.0	656.0	1838.0	1027.0	6.0
Белорусы	1731.0	1349.0	1162.0	187.0	168.0	98.0	114.0	2.0	1889.0	1109.0	948.0	161.0	169.0	395.0	215.0	1.0
Татары	1479.0	911.0	773.0	138.0	410.0	54.0	103.0	1.0	1390.0	808.0	698.0	110.0	161.0	224.0	195.0	2.0
Эвенки	69.0	16.0	14.0	2.0	47.0	3.0	3.0	-	85.0	43.0	33.0	10.0	30.0	5.0	7.0	-
Китайцы	451.0	309.0	293.0	16.0	131.0	3.0	8.0	-	301.0	222.0	218.0	4.0	61.0	11.0	7.0	-
Сельское население	118672.0	76265.0	61676.0	14589.0	30892.0	3933.0	7448.0	134.0	120656.0	76172.0	61761.0	14411.0	15457.0	19967.0	8970.0	90.0
Русские	104842.0	66666.0	54031.0	12635.0	27955.0	3411.0	6698.0	112.0	107074.0	67430.0	54720.0	12710.0	14365.0	17228.0	7976.0	75.0
Украинцы	6016.0	4627.0	3748.0	879.0	740.0	289.0	355.0	5.0	7253.0	4576.0	3706.0	870.0	426.0	1658.0	586.0	7.0
Белорусы	1789.0	1329.0	1034.0	295.0	261.0	71.0	127.0	1.0	2069.0	1384.0	1069.0	315.0	124.0	414.0	145.0	2.0
Татары	904.0	541.0	435.0	106.0	276.0	31.0	55.0	1.0	763.0	491.0	397.0	94.0	62.0	137.0	71.0	2.0
Эвенки	408.0	159.0	95.0	64.0	220.0	17.0	10.0	2.0	490.0	246.0	140.0	106.0	158.0	70.0	16.0	-
Китайцы	45.0	29.0	24.0	5.0	10.0	2.0	4.0	-	22.0	16.0	12.0	4.0	-	5.0	1.0	-
Камчатская область																
Все население	148452.0	81696.0	69113.0	12583.0	45214.0	3540.0	13504.0	4498.0	142903.0	80420.0	68047.0	12373.0	23724.0	16390.0	18713.0	3656.0
Русские	117201.0	64217.0	54192.0	10025.0	38322.0	2787.0	11177.0	698.0	115471.0	65328.0	55260.0	10068.0	20400.0	13391.0	15894.0	458.0
Украинцы	10206.0	7522.0	6715.0	807.0	1428.0	266.0	957.0	33.0	9143.0	5976.0	5335.0	641.0	792.0	1081.0	1283.0	11.0
Коряки	2341.0	853.0	584.0	269.0	1224.0	122.0	138.0	4.0	2599.0	1319.0	873.0	446.0	783.0	309.0	181.0	7.0
Ительмены	781.0	368.0	277.0	91.0	330.0	22.0	61.0	-	930.0	501.0	387.0	114.0	200.0	133.0	94.0	2.0
Камчадалы	654.0	341.0	268.0	73.0	206.0	24.0	83.0	-	746.0	404.0	325.0	79.0	144.0	112.0	85.0	1.0
Эвены	529.0	199.0	133.0	66.0	287.0	20.0	22.0	1.0	654.0	332.0	217.0	115.0	176.0	96.0	49.0	1.0
Алеуты	162.0	62.0	49.0	13.0	71.0	8.0	21.0	-	176.0	89.0	67.0	22.0	47.0	17.0	22.0	1.0
Городское население	121059.0	66085.0	56573.0	9512.0	37287.0	2607.0	10611.0	4469.0	116897.0	65083.0	55782.0	9301.0	19495.0	12971.0	15710.0	3638.0
Русские	96951.0	52543.0	44740.0	7803.0	32701.0	2140.0	8893.0	674.0	96252.0	53878.0	45912.0	7966.0	17407.0	10965.0	13554.0	448.0
Украинцы	8442.0	6195.0	5565.0	630.0	1206.0	222.0	787.0	32.0	7668.0	5013.0	4502.0	511.0	675.0	873.0	1097.0	10.0
Коряки	557.0	191.0	139.0	52.0	304.0	15.0	44.0	3.0	789.0	343.0	240.0	103.0	289.0	84.0	68.0	5.0
Ительмены	200.0	98.0	76.0	22.0	85.0	2.0	15.0	-	280.0	137.0	110.0	27.0	80.0	33.0	30.0	-
Камчадалы	357.0	191.0	152.0	39.0	116.0	10.0	40.0	-	414.0	233.0	182.0	51.0	76.0	60.0	44.0	1.0
Эвены	82.0	19.0	15.0	4.0	57.0	4.0	1.0	1.0	133.0	58.0	43.0	15.0	43.0	19.0	12.0	1.0
Алеуты	33.0	11.0	7.0	4.0	17.0	3.0	2.0	-	46.0	29.0	24.0	5.0	10.0	3.0	4.0	-
Сельское население	27393.0	15611.0	12540.0	3071.0	7927.0	933.0	2893.0	29.0	26006.0	15337.0	12265.0	3072.0	4229.0	3419.0	3003.0	18.0
Русские	20250.0	11674.0	9452.0	2222.0	5621.0	647.0	2284.0	24.0	19219.0	11450.0	9348.0	2102.0	2993.0	2426.0	2340.0	10.0
Украинцы	1764.0	1327.0	1150.0	177.0	222.0	44.0	170.0	1.0	1475.0	963.0	833.0	130.0	117.0	208.0	186.0	1.0
Коряки	1784.0	662.0	445.0	217.0	920.0	107.0	94.0	1.0	1810.0	976.0	633.0	343.0	494.0	225.0	113.0	2.0
Ительмены	581.0	270.0	201.0	69.0	245.0	20.0	46.0	-	650.0	364.0	277.0	87.0	120.0	100.0	64.0	2.0
Камчадалы	297.0	150.0	116.0	34.0	90.0	14.0	43.0	-	332.0	171.0	143.0	28.0	68.0	52.0	41.0	-
Эвены	447.0	180.0	118.0	62.0	230.0	16.0	21.0	-	521.0	274.0	174.0	100.0	133.0	77.0	37.0	-
Алеуты	129.0	51.0	42.0	9.0	54.0	5.0	19.0	-	130.0	60.0	43.0	17.0	37.0	14.0	18.0	1.0
Корякский автономный округ																
Все население	9724.0	5503.0	4292.0	1211.0	2918.0	345.0	873.0	85.0	9274.0	5387.0	4169.0	1218.0	1651.0	1210.0	941.0	85.0
Коряки	2110.0	799.0	546.0	253.0	1077.0	114.0	118.0	2.0	2339.0	1199.0	792.0	407.0	690.0	284.0	159.0	7.0
Русские	5398.0	3452.0	2812.0	640.0	1175.0	157.0	590.0	24.0	4758.0	2978.0	2508.0	470.0	575.0	602.0	583.0	20.0
Чукчи	424.0	161.0	91.0	70.0	228.0	16.0	19.0	-	546.0	261.0	151.0	110.0	160.0	83.0	41.0	1.0
Ительмены	382.0	178.0	130.0	48.0	173.0	10.0	21.0	-	435.0	245.0	175.0	70.0	86.0	70.0	34.0	-
Украинцы	537.0	420.0	349.0	71.0	58.0	12.0	47.0	-	406.0	269.0	230.0	39.0	28.0	56.0	53.0	-
Эвены	224.0	88.0	54.0	34.0	112.0	12.0	11.0	1.0	281.0	144.0	80.0	64.0	66.0	52.0	19.0	-
Камчадалы	45.0	28.0	22.0	6.0	7.0	-	10.0	-	58.0	33.0	30.0	3.0	5.0	11.0	9.0	-
Городское население	2358.0	1421.0	1185.0	236.0	595.0	59.0	199.0	84.0	2609.0	1417.0	1173.0	244.0	500.0	283.0	329.0	80.0
Коряки	403.0	158.0	117.0	41.0	201.0	13.0	29.0	2.0	621.0	271.0	195.0	76.0	222.0	70.0	53.0	5.0
Русские	1508.0	1000.0	850.0	150.0	317.0	32.0	136.0	23.0	1477.0	885.0	762.0	123.0	196.0	154.0	223.0	19.0
Чукчи	13.0	4.0	3.0	1.0	9.0	-	-	-	35.0	12.0	9.0	3.0	19.0	1.0	3.0	-
Ительмены	46.0	23.0	21.0	2.0	21.0	-	2.0	-	63.0	29.0	23.0	6.0	20.0	9.0	5.0	-
Украинцы	121.0	94.0	78.0	16.0	11.0	4.0	12.0	-	119.0	77.0	68.0	9.0	8.0	13.0	21.0	-
Эвены	20.0	8.0	8.0	-	7.0	3.0	1.0	1.0	60.0	26.0	17.0	9.0	16.0	13.0	5.0	-
Камчадалы	26.0	16.0	13.0	3.0	3.0	-	7.0	-	35.0	22.0	19.0	3.0	3.0	7.0	3.0	-
Сельское население	7366.0	4082.0	3107.0	975.0	2323.0	286.0	674.0	1.0	6665.0	3970.0	2996.0	974.0	1151.0	927.0	612.0	5.0
Коряки	1707.0	641.0	429.0	212.0	876.0	101.0	89.0	-	1718.0	928.0	597.0	331.0	468.0	214.0	106.0	2.0
Русские	3890.0	2452.0	1962.0	490.0	858.0	125.0	454.0	1.0	3281.0	2093.0	1746.0	347.0	379.0	448.0	360.0	1.0
Чукчи	411.0	157.0	88.0	69.0	219.0	16.0	19.0	-	511.0	249.0	142.0	107.0	141.0	82.0	38.0	1.0
Ительмены	336.0	155.0	109.0	46.0	152.0	10.0	19.0	-	372.0	216.0	152.0	64.0	66.0	61.0	29.0	-
Украинцы	416.0	326.0	271.0	55.0	47.0	8.0	35.0	-	287.0	192.0	162.0	30.0	20.0	43.0	32.0	-
Эвены	204.0	80.0	46.0	34.0	105.0	9.0	10.0	-	221.0	118.0	63.0	55.0	50.0	39.0	14.0	-
Камчадалы	19.0	12.0	9.0	3.0	4.0	-	3.0	-	23.0	11.0	11.0	-	2.0	4.0	6.0	-
Магаданская область																
Все население	71907.0	42776.0	33981.0	8795.0	18352.0	1760.0	8115.0	904.0	76052.0	41951.0	33237.0	8714.0	12997.0	8602.0	11697.0	805.0
Русские	55953.0	32516.0	25644.0	6872.0	15175.0	1304.0	6353.0	605.0	60161.0	32698.0	25726.0	6972.0	10986.0	6547.0	9373.0	557.0
Украинцы	8185.0	5815.0	4877.0	938.0	1153.0	215.0	951.0	51.0	8602.0	5288.0	4440.0	848.0	795.0	1094.0	1375.0	50.0
Эвены	721.0	293.0	201.0	92.0	336.0	29.0	61.0	2.0	1007.0	515.0	331.0	184.0	275.0	132.0	81.0	4.0
Белорусы	1050.0	704.0	567.0	137.0	154.0	37.0	150.0	5.0	1012.0	578.0	489.0	89.0	87.0	178.0	161.0	8.0
Татары	934.0	540.0	423.0	117.0	215.0	35.0	132.0	12.0	873.0	489.0	388.0	101.0	106.0	140.0	136.0	2.0
Коряки	273.0	109.0	59.0	50.0	139.0	12.0	12.0	1.0	315.0	169.0	94.0	75.0	96.0	31.0	19.0	-
Ительмены	197.0	96.0	60.0	36.0	84.0	3.0	13.0	1.0	253.0	134.0	89.0	45.0	58.0	26.0	35.0	-
Чукчи	110.0	24.0	16.0	8.0	67.0	1.0	12.0	6.0	83.0	35.0	25.0	10.0	25.0	8.0	14.0	1.0
Юкагиры	23.0	13.0	11.0	2.0	8.0	-	2.0	-	27.0	14.0	9.0	5.0	8.0	3.0	2.0	-
Чуванцы	13.0	7.0	4.0	3.0	6.0	-	-	-	19.0	6.0	5.0	1.0	8.0	1.0	4.0	-
Городское население	65802.0	39038.0	31138.0	7900.0	16851.0	1572.0	7443.0	898.0	70852.0	38572.0	30712.0	7860.0	12326.0	7943.0	11207.0	804.0
Русские	51778.0	29954.0	23690.0	6264.0	14172.0	1188.0	5864.0	600.0	56668.0	30390.0	23977.0	6413.0	10549.0	6134.0	9039.0	556.0
Украинцы	7436.0	5250.0	4410.0	840.0	1058.0	195.0	882.0	51.0	7994.0	4851.0	4081.0	770.0	758.0	1026.0	1309.0	50.0
Эвены	355.0	133.0	87.0	46.0	185.0	11.0	24.0	2.0	605.0	290.0	191.0	99.0	187.0	70.0	54.0	4.0
Белорусы	965.0	642.0	515.0	127.0	144.0	33.0	141.0	5.0	951.0	533.0	453.0	80.0	86.0	164.0	160.0	8.0
Татары	870.0	495.0	394.0	101.0	205.0	34.0	124.0	12.0	821.0	460.0	369.0	91.0	102.0	131.0	126.0	2.0
Коряки	94.0	32.0	19.0	13.0	57.0	1.0	3.0	1.0	130.0	64.0	36.0	28.0	44.0	11.0	11.0	-
Ительмены	117.0	63.0	42.0	21.0	44.0	1.0	8.0	1.0	180.0	94.0	61.0	33.0	48.0	11.0	27.0	-
Чукчи	102.0	19.0	13.0	6.0	64.0	1.0	12.0	6.0	77.0	32.0	23.0	9.0	23.0	8.0	13.0	1.0
Юкагиры	20.0	12.0	11.0	1.0	7.0	-	1.0	-	23.0	11.0	7.0	4.0	7.0	3.0	2.0	-
Чуванцы	12.0	6.0	4.0	2.0	6.0	-	-	-	17.0	6.0	5.0	1.0	7.0	1.0	3.0	-
Сельское население	6105.0	3738.0	2843.0	895.0	1501.0	188.0	672.0	6.0	5200.0	3379.0	2525.0	854.0	671.0	659.0	490.0	1.0
Русские	4175.0	2562.0	1954.0	608.0	1003.0	116.0	489.0	5.0	3493.0	2308.0	1749.0	559.0	437.0	413.0	334.0	1.0
Украинцы	749.0	565.0	467.0	98.0	95.0	20.0	69.0	-	608.0	437.0	359.0	78.0	37.0	68.0	66.0	-
Эвены	366.0	160.0	114.0	46.0	151.0	18.0	37.0	-	402.0	225.0	140.0	85.0	88.0	62.0	27.0	-
Белорусы	85.0	62.0	52.0	10.0	10.0	4.0	9.0	-	61.0	45.0	36.0	9.0	1.0	14.0	1.0	-
Татары	64.0	45.0	29.0	16.0	10.0	1.0	8.0	-	52.0	29.0	19.0	10.0	4.0	9.0	10.0	-
Коряки	179.0	77.0	40.0	37.0	82.0	11.0	9.0	-	185.0	105.0	58.0	47.0	52.0	20.0	8.0	-
Ительмены	80.0	33.0	18.0	15.0	40.0	2.0	5.0	-	73.0	40.0	28.0	12.0	10.0	15.0	8.0	-
Чукчи	8.0	5.0	3.0	2.0	3.0	-	-	-	6.0	3.0	2.0	1.0	2.0	-	1.0	-
Юкагиры	3.0	1.0	-	1.0	1.0	-	1.0	-	4.0	3.0	2.0	1.0	1.0	-	-	-
Чуванцы	1.0	1.0	-	1.0	-	-	-	-	2.0	-	-	-	1.0	-	1.0	-
Сахалинская область																
Все население	212900.0	128889.0	105569.0	23320.0	57550.0	6294.0	18435.0	1732.0	232295.0	129327.0	105999.0	23328.0	38503.0	34110.0	28778.0	1577.0
Русские	174837.0	103863.0	84366.0	19497.0	49724.0	4991.0	15694.0	565.0	194517.0	108293.0	87970.0	20323.0	33503.0	27606.0	24656.0	459.0
Корейцы	11811.0	7611.0	6686.0	925.0	3183.0	270.0	711.0	36.0	12638.0	7128.0	6358.0	770.0	2662.0	1575.0	1239.0	34.0
Украинцы	10212.0	7825.0	6729.0	1096.0	1076.0	462.0	833.0	16.0	10404.0	6170.0	5297.0	873.0	723.0	2158.0	1345.0	8.0
Татары	3082.0	1901.0	1538.0	363.0	744.0	119.0	313.0	5.0	3239.0	1843.0	1520.0	323.0	325.0	672.0	394.0	5.0
Белорусы	2545.0	1904.0	1618.0	286.0	278.0	134.0	225.0	4.0	2701.0	1494.0	1286.0	208.0	183.0	686.0	338.0	-
Нивхи	733.0	307.0	201.0	106.0	345.0	26.0	54.0	1.0	951.0	443.0	266.0	177.0	315.0	114.0	76.0	3.0
Ульта (ороки)	105.0	29.0	15.0	14.0	70.0	3.0	3.0	-	109.0	55.0	29.0	26.0	36.0	13.0	5.0	-
Эвенки	68.0	20.0	15.0	5.0	38.0	2.0	8.0	-	109.0	60.0	33.0	27.0	30.0	10.0	9.0	-
Нанайцы	47.0	27.0	19.0	8.0	17.0	1.0	2.0	-	71.0	35.0	24.0	11.0	19.0	11.0	6.0	-
Орочи	9.0	5.0	4.0	1.0	1.0	1.0	2.0	-	15.0	8.0	2.0	6.0	4.0	1.0	2.0	-
Городское население	182649.0	111133.0	91466.0	19667.0	48421.0	5405.0	16121.0	1569.0	203894.0	111804.0	92129.0	19675.0	34368.0	29869.0	26397.0	1456.0
Русские	149753.0	89312.0	72879.0	16433.0	41953.0	4300.0	13734.0	454.0	170718.0	93513.0	76329.0	17184.0	29890.0	24274.0	22638.0	403.0
Корейцы	11373.0	7333.0	6458.0	875.0	3062.0	256.0	689.0	33.0	12246.0	6904.0	6166.0	738.0	2594.0	1503.0	1218.0	27.0
Украинцы	8645.0	6641.0	5709.0	932.0	902.0	385.0	702.0	15.0	8863.0	5193.0	4467.0	726.0	625.0	1851.0	1187.0	7.0
Татары	2540.0	1611.0	1314.0	297.0	560.0	100.0	264.0	5.0	2777.0	1558.0	1293.0	265.0	274.0	576.0	364.0	5.0
Белорусы	2167.0	1609.0	1381.0	228.0	239.0	118.0	197.0	4.0	2326.0	1263.0	1089.0	174.0	161.0	602.0	300.0	-
Нивхи	416.0	156.0	107.0	49.0	210.0	13.0	37.0	-	543.0	239.0	139.0	100.0	178.0	68.0	56.0	2.0
