2. ЧАСТНЫЕ ДОМОХОЗЯЙСТВА, ПРОЖИВАЮЩИЕ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ, ПО ТИПАМ ЖИЛЫХ ПОМЕЩЕНИЙ, ЧИСЛУ ЗАНИМАЕМЫХ КОМНАТ И РАЗМЕРУ ДОМОХОЗЯЙСТВ								
								
	Всего частных домохозяйств	в том числе домохозяйства, состоящие из						Средний размер домохозяйства, человек
1 комнату	953.0	141.0	205.0	241.0	210.0	156.0	877.0	3.1
2 комнаты	870.0	72.0	185.0	183.0	233.0	197.0	1127.0	3.5
3 комнаты	1366.0	54.0	204.0	323.0	380.0	405.0	2324.0	3.9
4 и более комнат	347.0	4.0	41.0	66.0	101.0	135.0	806.0	4.3
не указавшие число комнат	1.0	-	-	-	1.0	-	-	4.0
в отдельных квартирах	3256.0	445.0	739.0	785.0	699.0	588.0	3391.0	3.2
в них занимают:								
часть комнаты	-	-	-	-	-	-	-	-
1 комнату	439.0	135.0	117.0	94.0	59.0	34.0	190.0	2.5
2 комнаты	1196.0	185.0	316.0	296.0	246.0	153.0	871.0	3.0
3 комнаты	1436.0	113.0	278.0	351.0	349.0	345.0	1989.0	3.6
4 и более комнат 	181.0	11.0	26.0	44.0	45.0	55.0	336.0	3.9
не указавшие число комнат	4.0	1.0	2.0	-	-	1.0	5.0	2.5
в коммунальных квартирах	-	-	-	-	-	-	-	-
в них занимают:								
часть комнаты	-	-	-	-	-	-	-	-
1 комнату	-	-	-	-	-	-	-	-
2 комнаты	-	-	-	-	-	-	-	-
3 комнаты	-	-	-	-	-	-	-	-
4 и более комнат 	-	-	-	-	-	-	-	-
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	533.0	72.0	108.0	137.0	126.0	90.0	503.0	3.2
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	12531.0	1359.0	2393.0	2648.0	2685.0	3446.0	20112.0	3.6
в том числе проживают:								
в индивидуальных домах	9211.0	1003.0	1653.0	1859.0	1968.0	2728.0	15961.0	3.7
в них занимают:								
1 комнату	3148.0	530.0	654.0	592.0	603.0	769.0	4534.0	3.4
2 комнаты	2806.0	299.0	547.0	571.0	557.0	832.0	4858.0	3.6
3 комнаты	2612.0	151.0	374.0	566.0	645.0	876.0	5098.0	3.9
4 и более комнат	643.0	23.0	77.0	130.0	163.0	250.0	1466.0	4.2
не указавшие число комнат	2.0	-	1.0	-	-	1.0	5.0	3.5
в отдельных квартирах	3295.0	342.0	736.0	785.0	714.0	718.0	4151.0	3.4
в них занимают:								
часть комнаты	4.0	2.0	-	1.0	-	1.0	5.0	2.5
1 комнату	316.0	57.0	84.0	67.0	52.0	56.0	328.0	3.0
2 комнаты	868.0	113.0	193.0	207.0	187.0	168.0	968.0	3.3
3 комнаты	1885.0	159.0	420.0	461.0	418.0	427.0	2472.0	3.5
4 и более комнат 	221.0	11.0	39.0	48.0	57.0	66.0	378.0	3.8
не указавшие число комнат	1.0	-	-	1.0	-	-	-	3.0
в коммунальных квартирах	25.0	14.0	4.0	4.0	3.0	-	-	1.8
в них занимают:								
часть комнаты	8.0	8.0	-	-	-	-	-	1.0
1 комнату	12.0	6.0	2.0	2.0	2.0	-	-	2.0
2 комнаты	3.0	-	1.0	1.0	1.0	-	-	3.0
3 комнаты	2.0	-	1.0	1.0	-	-	-	2.5
4 и более комнат 	-	-	-	-	-	-	-	-
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	366.0	44.0	59.0	96.0	71.0	96.0	544.0	3.5
Дальневосточный федеральный округ								
Республика Саха (Якутия)								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	274280.0	45050.0	62243.0	66052.0	53916.0	47019.0	271333.0	3.1
в том числе проживают:								
в индивидуальных домах	77063.0	8370.0	12839.0	14317.0	16874.0	24663.0	145760.0	3.8
в них занимают:								
1 комнату	7471.0	2442.0	1873.0	1265.0	1020.0	871.0	5009.0	2.6
2 комнаты	22881.0	3344.0	4913.0	4469.0	4594.0	5561.0	32382.0	3.4
3 комнаты	28320.0	1899.0	4200.0	5633.0	6958.0	9630.0	56259.0	3.9
4 и более комнат	18303.0	670.0	1836.0	2927.0	4290.0	8580.0	51971.0	4.5
не указавшие число комнат	88.0	15.0	17.0	23.0	12.0	21.0	139.0	3.5
в отдельных квартирах	195035.0	36103.0	48868.0	51261.0	36684.0	22119.0	124254.0	2.9
в них занимают:								
часть комнаты	401.0	249.0	87.0	41.0	11.0	13.0	69.0	1.6
1 комнату	47750.0	17922.0	13673.0	9917.0	4443.0	1795.0	9782.0	2.1
2 комнаты	81294.0	13236.0	22666.0	23244.0	15124.0	7024.0	38678.0	2.8
3 комнаты	53279.0	4007.0	10739.0	15293.0	13761.0	9479.0	53389.0	3.4
4 и более комнат 	11932.0	549.0	1605.0	2693.0	3298.0	3787.0	22217.0	4.0
не указавшие число комнат	379.0	140.0	98.0	73.0	47.0	21.0	119.0	2.3
в коммунальных квартирах	2182.0	577.0	536.0	474.0	358.0	237.0	1319.0	2.7
в них занимают:								
часть комнаты	122.0	75.0	20.0	15.0	6.0	6.0	35.0	1.8
1 комнату	1236.0	432.0	367.0	254.0	126.0	57.0	311.0	2.2
2 комнаты	565.0	48.0	116.0	154.0	148.0	99.0	541.0	3.3
3 комнаты	159.0	4.0	14.0	35.0	63.0	43.0	249.0	4.0
4 и более комнат 	41.0	-	3.0	6.0	8.0	24.0	140.0	4.8
не указавшие число комнат	59.0	18.0	16.0	10.0	7.0	8.0	43.0	2.6
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	12778.0	2230.0	3101.0	3375.0	2332.0	1740.0	9863.0	3.0
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	187659.0	34429.0	47661.0	49784.0	35606.0	20179.0	113232.0	2.8
в том числе проживают:								
в индивидуальных домах	19237.0	2950.0	4381.0	4168.0	4073.0	3665.0	21396.0	3.2
в них занимают:								
1 комнату	2742.0	993.0	792.0	454.0	311.0	192.0	1101.0	2.3
2 комнаты	6112.0	1138.0	1698.0	1335.0	1129.0	812.0	4664.0	2.9
3 комнаты	6820.0	625.0	1384.0	1660.0	1688.0	1463.0	8366.0	3.4
4 и более комнат	3528.0	189.0	497.0	709.0	939.0	1194.0	7224.0	4.1
не указавшие число комнат	35.0	5.0	10.0	10.0	6.0	4.0	41.0	3.4
в отдельных квартирах	167551.0	31250.0	43068.0	45413.0	31380.0	16440.0	91422.0	2.8
в них занимают:								
часть комнаты	238.0	156.0	44.0	26.0	6.0	6.0	34.0	1.6
1 комнату	41268.0	15570.0	11944.0	8758.0	3703.0	1293.0	7011.0	2.1
2 комнаты	69803.0	11506.0	20149.0	20563.0	12675.0	4910.0	26732.0	2.7
3 комнаты	45519.0	3401.0	9414.0	13585.0	11998.0	7121.0	39600.0	3.3
4 и более комнат 	10368.0	484.0	1424.0	2414.0	2953.0	3093.0	17952.0	3.9
не указавшие число комнат	355.0	133.0	93.0	67.0	45.0	17.0	93.0	2.2
в коммунальных квартирах	871.0	229.0	212.0	203.0	153.0	74.0	414.0	2.6
в них занимают:								
часть комнаты	55.0	44.0	6.0	4.0	-	1.0	6.0	1.3
1 комнату	533.0	166.0	162.0	125.0	59.0	21.0	112.0	2.3
2 комнаты	211.0	15.0	38.0	62.0	66.0	30.0	165.0	3.3
3 комнаты	54.0	1.0	3.0	11.0	24.0	15.0	84.0	4.1
4 и более комнат 	8.0	-	-	-	1.0	7.0	47.0	6.4
не указавшие число комнат	10.0	3.0	3.0	1.0	3.0	-	-	2.4
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	8902.0	1626.0	2342.0	2529.0	1522.0	883.0	5005.0	2.8
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	86621.0	10621.0	14582.0	16268.0	18310.0	26840.0	158101.0	3.7
в том числе проживают:								
в индивидуальных домах	57826.0	5420.0	8458.0	10149.0	12801.0	20998.0	124364.0	3.9
в них занимают:								
1 комнату	4729.0	1449.0	1081.0	811.0	709.0	679.0	3908.0	2.7
2 комнаты	16769.0	2206.0	3215.0	3134.0	3465.0	4749.0	27718.0	3.6
3 комнаты	21500.0	1274.0	2816.0	3973.0	5270.0	8167.0	47893.0	4.1
4 и более комнат	14775.0	481.0	1339.0	2218.0	3351.0	7386.0	44747.0	4.6
не указавшие число комнат	53.0	10.0	7.0	13.0	6.0	17.0	98.0	3.5
в отдельных квартирах	27484.0	4853.0	5800.0	5848.0	5304.0	5679.0	32832.0	3.2
в них занимают:								
часть комнаты	163.0	93.0	43.0	15.0	5.0	7.0	35.0	1.7
1 комнату	6482.0	2352.0	1729.0	1159.0	740.0	502.0	2771.0	2.3
2 комнаты	11491.0	1730.0	2517.0	2681.0	2449.0	2114.0	11946.0	3.2
3 комнаты	7760.0	606.0	1325.0	1708.0	1763.0	2358.0	13789.0	3.8
4 и более комнат 	1564.0	65.0	181.0	279.0	345.0	694.0	4265.0	4.4
не указавшие число комнат	24.0	7.0	5.0	6.0	2.0	4.0	26.0	2.9
в коммунальных квартирах	1311.0	348.0	324.0	271.0	205.0	163.0	905.0	2.7
в них занимают:								
часть комнаты	67.0	31.0	14.0	11.0	6.0	5.0	29.0	2.2
1 комнату	703.0	266.0	205.0	129.0	67.0	36.0	199.0	2.2
2 комнаты	354.0	33.0	78.0	92.0	82.0	69.0	376.0	3.3
3 комнаты	105.0	3.0	11.0	24.0	39.0	28.0	165.0	4.0
4 и более комнат 	33.0	-	3.0	6.0	7.0	17.0	93.0	4.4
не указавшие число комнат	49.0	15.0	13.0	9.0	4.0	8.0	43.0	2.6
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	3876.0	604.0	759.0	846.0	810.0	857.0	4858.0	3.3
Приморский край								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	718988.0	157419.0	212790.0	184640.0	114942.0	49197.0	270972.0	2.6
в том числе проживают:								
в индивидуальных домах	119553.0	28689.0	37776.0	24251.0	17751.0	11086.0	62595.0	2.6
в них занимают:								
1 комнату	19590.0	7078.0	6660.0	3136.0	1830.0	886.0	4923.0	2.1
2 комнаты	45056.0	12119.0	15219.0	8647.0	5723.0	3348.0	18625.0	2.4
3 комнаты	42932.0	7875.0	12921.0	9796.0	7573.0	4767.0	26763.0	2.8
4 и более комнат	11872.0	1579.0	2947.0	2661.0	2615.0	2070.0	12199.0	3.2
не указавшие число комнат	103.0	38.0	29.0	11.0	10.0	15.0	85.0	2.5
в отдельных квартирах	596345.0	127624.0	174140.0	159755.0	96845.0	37981.0	207628.0	2.6
в них занимают:								
часть комнаты	210.0	132.0	44.0	27.0	7.0	-	-	1.6
1 комнату	146291.0	63023.0	44281.0	27682.0	9195.0	2110.0	11351.0	1.9
2 комнаты	268474.0	48545.0	86978.0	78216.0	42146.0	12589.0	67730.0	2.6
3 комнаты	157617.0	13409.0	37988.0	47751.0	39434.0	19035.0	104461.0	3.1
4 и более комнат 	20916.0	1436.0	4030.0	5539.0	5782.0	4129.0	23368.0	3.5
не указавшие число комнат	2837.0	1079.0	819.0	540.0	281.0	118.0	718.0	2.2
в коммунальных квартирах	3090.0	1106.0	874.0	634.0	346.0	130.0	749.0	2.2
в них занимают:								
часть комнаты	69.0	49.0	12.0	6.0	1.0	1.0	5.0	1.4
1 комнату	2193.0	914.0	654.0	404.0	171.0	50.0	279.0	2.0
2 комнаты	652.0	119.0	173.0	174.0	129.0	57.0	330.0	2.8
3 комнаты	109.0	9.0	16.0	36.0	34.0	14.0	80.0	3.3
4 и более комнат 	16.0	2.0	3.0	3.0	4.0	4.0	30.0	3.9
не указавшие число комнат	51.0	13.0	16.0	11.0	7.0	4.0	25.0	2.6
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	24286.0	5948.0	7221.0	6645.0	3206.0	1266.0	7081.0	2.5
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	568453.0	127363.0	169164.0	148417.0	88916.0	34593.0	188484.0	2.6
в том числе проживают:								
в индивидуальных домах	62586.0	15000.0	19404.0	13042.0	9551.0	5589.0	31274.0	2.6
в них занимают:								
1 комнату	6985.0	2573.0	2320.0	1202.0	646.0	244.0	1331.0	2.1
2 комнаты	21456.0	5975.0	7162.0	4152.0	2759.0	1408.0	7719.0	2.4
3 комнаты	26236.0	5289.0	7946.0	5928.0	4433.0	2640.0	14683.0	2.7
4 и более комнат	7838.0	1132.0	1958.0	1753.0	1708.0	1287.0	7487.0	3.1
не указавшие число комнат	71.0	31.0	18.0	7.0	5.0	10.0	54.0	2.3
в отдельных квартирах	502999.0	111358.0	148935.0	134781.0	79038.0	28887.0	156535.0	2.6
в них занимают:								
часть комнаты	185.0	114.0	41.0	24.0	6.0	-	-	1.6
1 комнату	134756.0	58059.0	41057.0	25443.0	8365.0	1832.0	9795.0	1.9
2 комнаты	226954.0	41114.0	75090.0	66370.0	34701.0	9679.0	51578.0	2.6
3 комнаты	121150.0	9890.0	28771.0	37846.0	30849.0	13794.0	74899.0	3.1
4 и более комнат 	17239.0	1135.0	3196.0	4585.0	4854.0	3469.0	19573.0	3.5
не указавшие число комнат	2715.0	1046.0	780.0	513.0	263.0	113.0	690.0	2.2
в коммунальных квартирах	2868.0	1005.0	825.0	594.0	327.0	117.0	675.0	2.2
в них занимают:								
часть комнаты	46.0	32.0	10.0	3.0	-	1.0	5.0	1.4
1 комнату	2041.0	838.0	620.0	376.0	162.0	45.0	250.0	2.0
2 комнаты	616.0	114.0	161.0	166.0	123.0	52.0	303.0	2.8
3 комнаты	103.0	8.0	15.0	35.0	32.0	13.0	75.0	3.4
4 и более комнат 	14.0	2.0	3.0	3.0	3.0	3.0	24.0	3.8
не указавшие число комнат	48.0	11.0	16.0	11.0	7.0	3.0	18.0	2.5
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	20803.0	5242.0	6244.0	5676.0	2646.0	995.0	5560.0	2.4
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	150535.0	30056.0	43626.0	36223.0	26026.0	14604.0	82488.0	2.7
в том числе проживают:								
в индивидуальных домах	56967.0	13689.0	18372.0	11209.0	8200.0	5497.0	31321.0	2.6
в них занимают:								
1 комнату	12605.0	4505.0	4340.0	1934.0	1184.0	642.0	3592.0	2.2
2 комнаты	23600.0	6144.0	8057.0	4495.0	2964.0	1940.0	10906.0	2.5
3 комнаты	16696.0	2586.0	4975.0	3868.0	3140.0	2127.0	12080.0	2.9
4 и более комнат	4034.0	447.0	989.0	908.0	907.0	783.0	4712.0	3.3
не указавшие число комнат	32.0	7.0	11.0	4.0	5.0	5.0	31.0	2.9
в отдельных квартирах	93346.0	16266.0	25205.0	24974.0	17807.0	9094.0	51093.0	2.8
в них занимают:								
часть комнаты	25.0	18.0	3.0	3.0	1.0	-	-	1.5
1 комнату	11535.0	4964.0	3224.0	2239.0	830.0	278.0	1556.0	2.0
2 комнаты	41520.0	7431.0	11888.0	11846.0	7445.0	2910.0	16152.0	2.7
3 комнаты	36467.0	3519.0	9217.0	9905.0	8585.0	5241.0	29562.0	3.2
4 и более комнат 	3677.0	301.0	834.0	954.0	928.0	660.0	3795.0	3.4
не указавшие число комнат	122.0	33.0	39.0	27.0	18.0	5.0	28.0	2.4
в коммунальных квартирах	222.0	101.0	49.0	40.0	19.0	13.0	74.0	2.1
в них занимают:								
часть комнаты	23.0	17.0	2.0	3.0	1.0	-	-	1.5
1 комнату	152.0	76.0	34.0	28.0	9.0	5.0	29.0	1.9
2 комнаты	36.0	5.0	12.0	8.0	6.0	5.0	27.0	2.9
3 комнаты	6.0	1.0	1.0	1.0	2.0	1.0	5.0	3.2
4 и более комнат 	2.0	-	-	-	1.0	1.0	6.0	5.0
не указавшие число комнат	3.0	2.0	-	-	-	1.0	7.0	3.0
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	3483.0	706.0	977.0	969.0	560.0	271.0	1521.0	2.7
Хабаровский край								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	478693.0	98223.0	139569.0	126443.0	79005.0	35453.0	195563.0	2.6
в том числе проживают:								
в индивидуальных домах	48164.0	11160.0	14467.0	10059.0	7387.0	5091.0	29035.0	2.7
в них занимают:								
1 комнату	7433.0	2740.0	2362.0	1236.0	663.0	432.0	2443.0	2.2
2 комнаты	18757.0	4845.0	6087.0	3852.0	2463.0	1510.0	8436.0	2.5
3 комнаты	16410.0	2843.0	4656.0	3755.0	3077.0	2079.0	11710.0	2.9
