3. НАСЕЛЕНИЕ ПО НАЦИОНАЛЬНОСТИ И ВЛАДЕНИЮ РУССКИМ ЯЗЫКОМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ		
		
		
	Численность лиц соответствующей национальности	из них владеют русским языком
Телеуты 	1.0	1.0
Тувинцы 	105.0	103.0
Турки 	94.0	88.0
Турки-месхетинцы	1.0	1.0
Туркмены 	142.0	141.0
Удины 	1.0	1.0
Удмурты 	1004.0	1001.0
Удэгейцы 	5.0	5.0
Узбеки 	1244.0	1225.0
Уйгуры	55.0	55.0
Украинцы 	77884.0	77807.0
Ульчи 	2.0	2.0
Финны 	343.0	343.0
Финны-ингерманландцы 	1.0	1.0
Французы	8.0	8.0
Хакасы 	82.0	82.0
Ханты 	59.0	59.0
Хемшилы 	8.0	8.0
Цахуры 	8.0	8.0
Цыгане 	2272.0	2176.0
Черкесы 	29.0	29.0
Чехи 	192.0	192.0
Чеченцы 	1091.0	1062.0
Чуванцы 	1.0	1.0
Чуваши 	4191.0	4188.0
Чукчи 	48.0	48.0
Шорцы 	13.0	13.0
Эвенки 	12.0	12.0
Эвены 	6.0	6.0
Эскимосы 	10.0	10.0
Эстонцы 	3025.0	3020.0
Юкагиры 	3.0	3.0
Якуты 	78.0	78.0
Японцы 	7.0	7.0
Лица других национальностей (не перечисленных выше)	231.0	229.0
Лица, не указавшие национальность в переписном листе 	3356.0	3071.0
Томская область	1046039.0	1044890.0
Абазины 	6.0	6.0
Абхазы 	9.0	9.0
Аварцы 	330.0	323.0
Агулы 	2.0	2.0
Адыгейцы 	21.0	21.0
Азербайджанцы 	4354.0	4177.0
Алеуты 	4.0	4.0
Алтайцы 	160.0	157.0
Американцы	23.0	16.0
Англичане	18.0	12.0
Арабы 	15.0	14.0
Арабы среднеазиатские 	5.0	5.0
Армяне 	2336.0	2306.0
Ассирийцы 	32.0	32.0
Балкарцы 	22.0	22.0
Башкиры 	1953.0	1953.0
Белорусы 	5294.0	5292.0
Болгары	163.0	163.0
Буряты 	603.0	593.0
Венгры 	18.0	18.0
Вепсы 	3.0	3.0
Вьетнамцы 	47.0	39.0
Гагаузы	51.0	51.0
Греки 	224.0	224.0
Грузины 	645.0	641.0
Аджарцы 	8.0	8.0
Лазы 	5.0	5.0
Даргинцы 	82.0	81.0
Долганы 	3.0	3.0
Дунгане 	10.0	10.0
Евреи 	814.0	814.0
Езиды 	106.0	98.0
Ингуши 	298.0	294.0
Индийцы хиндиязычные 	1.0	-
Итальянцы	5.0	5.0
Ительмены 	1.0	1.0
Кабардинцы 	35.0	35.0
Казахи 	1215.0	1211.0
Калмыки 	92.0	92.0
Камчадалы 	1.0	1.0
Каракалпаки 	8.0	8.0
Карачаевцы 	19.0	19.0
Карелы 	39.0	39.0
Кеты 	93.0	93.0
Юги 	2.0	2.0
Киргизы 	492.0	481.0
Китайцы 	283.0	193.0
Коми 	142.0	142.0
Коми-ижемцы 	1.0	1.0
Коми-пермяки	96.0	96.0
Корейцы 	1149.0	1147.0
Коряки 	5.0	5.0
Кубинцы	2.0	2.0
Кумандинцы 	7.0	7.0
Кумыки 	53.0	53.0
Курды 	33.0	32.0
Лакцы 	38.0	37.0
Латыши 	726.0	726.0
Латгальцы 	157.0	157.0
Лезгины 	363.0	359.0
Литовцы 	507.0	506.0
Манси 	23.0	23.0
Марийцы 	829.0	827.0
Горные марийцы 	1.0	1.0
Лугово-восточные марийцы 	28.0	28.0
Молдаване 	1357.0	1356.0
Монголы 	17.0	16.0
Мордва 	1808.0	1808.0
Мордва-мокша 	7.0	7.0
Мордва-эрзя	6.0	6.0
Нагайбаки 	4.0	4.0
Нанайцы 	4.0	4.0
Немцы 	13444.0	13431.0
Ненцы 	5.0	5.0
Ногайцы	8.0	8.0
Орочи 	2.0	2.0
Осетины 	173.0	172.0
Осетины-иронцы 	1.0	1.0
Персы 	16.0	16.0
Поляки 	1307.0	1305.0
Румыны 	53.0	53.0
Русские 	950222.0	949634.0
Казаки 	4.0	4.0
Рутульцы 	6.0	6.0
Саамы 	3.0	3.0
Селькупы 	1787.0	1786.0
Сербы	2.0	2.0
Словаки	3.0	3.0
Табасараны 	86.0	85.0
Таджики 	498.0	488.0
Талыши 	19.0	17.0
Татары 	20145.0	20088.0
Кряшены 	1.0	1.0
Татары сибирские 	1.0	1.0
Татары крымские 	9.0	9.0
Таты 	1.0	1.0
Телеуты 	7.0	7.0
Тофалары 	13.0	13.0
Тубалары 	1.0	1.0
Тувинцы 	197.0	196.0
Турки 	107.0	102.0
Турки-месхетинцы	8.0	8.0
Туркмены 	89.0	89.0
Удины 	4.0	4.0
Удмурты 	1485.0	1481.0
Узбеки 	1626.0	1602.0
Уйгуры	47.0	47.0
Украинцы 	16726.0	16712.0
Ульчи 	2.0	2.0
Финны 	51.0	51.0
Французы	7.0	6.0
Хакасы 	402.0	401.0
Ханты 	873.0	872.0
Цахуры 	12.0	12.0
Цыгане 	505.0	498.0
Цыгане среднеазиатские 	1.0	1.0
Черкесы 	18.0	18.0
Чехи 	18.0	18.0
Чеченцы 	711.0	689.0
Чуваши 	5881.0	5877.0
Чукчи 	6.0	6.0
Чулымцы 	484.0	484.0
Шорцы 	41.0	41.0
Эвенки 	103.0	103.0
Эвены 	6.0	6.0
Эскимосы 	3.0	3.0
Эстонцы 	751.0	750.0
Якуты 	128.0	128.0
Японцы 	3.0	3.0
Лица других национальностей (не перечисленных выше)	121.0	121.0
Лица, не указавшие национальность в переписном листе 	715.0	713.0
Читинская область	1155346.0	1146203.0
Абазины 	3.0	3.0
Абхазы 	19.0	18.0
Аварцы 	249.0	247.0
Агулы 	10.0	10.0
Адыгейцы 	8.0	8.0
Азербайджанцы 	2129.0	2062.0
Алеуты 	1.0	1.0
Алтайцы 	129.0	128.0
Американцы	4.0	4.0
Арабы 	1.0	1.0
Арабы среднеазиатские 	4.0	4.0
Армяне 	3594.0	3537.0
Ассирийцы 	30.0	30.0
Балкарцы 	8.0	8.0
Башкиры 	1228.0	1223.0
Белорусы 	2973.0	2970.0
Бесермяне 	1.0	1.0
Болгары	101.0	101.0
Буряты 	70457.0	66517.0
Венгры 	9.0	9.0
Вепсы 	3.0	3.0
Вьетнамцы 	13.0	13.0
Гагаузы	65.0	65.0
Греки 	77.0	77.0
Грузины 	366.0	365.0
Даргинцы 	589.0	572.0
Долганы 	3.0	3.0
Дунгане 	27.0	26.0
Евреи 	334.0	332.0
Евреи горские 	23.0	23.0
Езиды 	2.0	2.0
Ингуши 	131.0	130.0
Индийцы хиндиязычные 	2.0	1.0
Испанцы	3.0	3.0
Кабардинцы 	69.0	68.0
Казахи 	535.0	533.0
Калмыки 	46.0	46.0
Камчадалы 	1.0	1.0
Каракалпаки 	16.0	16.0
Карачаевцы 	22.0	22.0
Карелы 	20.0	20.0
Кеты 	2.0	2.0
Киргизы 	532.0	515.0
Китайцы 	295.0	260.0
Коми 	40.0	40.0
Коми-пермяки	56.0	56.0
Корейцы 	365.0	353.0
Коряки 	2.0	2.0
Кумандинцы 	6.0	6.0
Кумыки 	127.0	125.0
Курды 	4.0	4.0
Лакцы 	34.0	34.0
Латыши 	94.0	94.0
Латгальцы 	7.0	7.0
Лезгины 	296.0	291.0
Литовцы 	190.0	190.0
Манси 	4.0	4.0
Марийцы 	496.0	495.0
Горные марийцы 	6.0	6.0
Лугово-восточные марийцы 	12.0	12.0
Молдаване 	827.0	824.0
Монголы 	58.0	49.0
Мордва 	749.0	749.0
Мордва-мокша 	16.0	16.0
Мордва-эрзя	20.0	20.0
Нанайцы 	10.0	10.0
Немцы 	1294.0	1290.0
Ненцы 	2.0	2.0
Нивхи	5.0	5.0
Ногайцы	23.0	23.0
Осетины 	196.0	196.0
Осетины-иронцы 	1.0	1.0
Персы 	3.0	3.0
Поляки 	307.0	307.0
Пуштуны	2.0	2.0
Румыны 	10.0	10.0
Русские 	1037502.0	1033964.0
Казаки 	32.0	32.0
Поморы 	1.0	1.0
Рутульцы 	16.0	16.0
Саамы 	1.0	1.0
Селькупы 	4.0	4.0
Сербы	3.0	3.0
Сойоты 	3.0	3.0
Табасараны 	46.0	46.0
Таджики 	375.0	366.0
Талыши 	9.0	9.0
Татары 	8159.0	8141.0
Кряшены 	2.0	2.0
Татары сибирские 	4.0	4.0
Татары крымские 	4.0	4.0
Телеуты 	2.0	2.0
Тофалары 	4.0	4.0
Тувинцы 	274.0	265.0
Турки 	12.0	12.0
Туркмены 	57.0	57.0
Удины 	1.0	1.0
Удмурты 	498.0	498.0
Удэгейцы 	1.0	1.0
Узбеки 	655.0	645.0
Уйгуры	14.0	14.0
Украинцы 	11843.0	11822.0
Ульчи 	2.0	2.0
Финны 	13.0	13.0
Французы	1.0	1.0
Хакасы 	92.0	90.0
Ханты 	7.0	7.0
Цахуры 	2.0	2.0
Цыгане 	313.0	310.0
Черкесы 	17.0	17.0
Чехи 	13.0	13.0
Чеченцы 	226.0	223.0
Чеченцы-аккинцы 	2.0	2.0
Чуваши 	1271.0	1270.0
Чукчи 	3.0	3.0
Шорцы 	10.0	10.0
Эвенки 	1492.0	1486.0
Эвены 	35.0	35.0
Эстонцы 	55.0	52.0
Якуты 	206.0	206.0
Лица других национальностей (не перечисленных выше)	78.0	70.0
Лица, не указавшие национальность в переписном листе 	2693.0	1371.0
Агинский Бурятский автономный округ	72213.0	68546.0
Аварцы 	7.0	7.0
Азербайджанцы 	55.0	50.0
Алтайцы 	2.0	1.0
Американцы	1.0	1.0
Арабы среднеазиатские 	1.0	1.0
Армяне 	161.0	157.0
Балкарцы 	1.0	1.0
Башкиры 	126.0	125.0
Белорусы 	67.0	67.0
Буряты 	45149.0	41577.0
Венгры 	1.0	1.0
Грузины 	1.0	1.0
Даргинцы 	1.0	1.0
Евреи 	2.0	2.0
Казахи 	32.0	31.0
Калмыки 	22.0	22.0
Карелы 	1.0	1.0
Киргизы 	30.0	30.0
Китайцы 	12.0	10.0
Коми 	1.0	1.0
Коми-пермяки	1.0	1.0
Корейцы 	25.0	24.0
Кумыки 	1.0	1.0
Латыши 	2.0	2.0
Литовцы 	35.0	35.0
Марийцы 	43.0	43.0
Молдаване 	49.0	49.0
Монголы 	13.0	9.0
Мордва 	31.0	31.0
Нанайцы 	4.0	4.0
Немцы 	23.0	23.0
Ногайцы	1.0	1.0
Осетины 	4.0	4.0
Поляки 	3.0	3.0
Русские 	25366.0	25300.0
Казаки 	1.0	1.0
Сербы	2.0	2.0
Табасараны 	2.0	2.0
Таджики 	8.0	8.0
Татары 	390.0	388.0
Тувинцы 	29.0	28.0
Туркмены 	1.0	1.0
Удмурты 	23.0	23.0
Узбеки 	32.0	31.0
Уйгуры	1.0	1.0
Украинцы 	190.0	190.0
Хакасы 	4.0	3.0
Ханты 	2.0	2.0
Цыгане 	3.0	3.0
Черкесы 	1.0	1.0
Чеченцы 	2.0	2.0
Чуваши 	63.0	63.0
Эвенки 	164.0	162.0
Эстонцы 	1.0	1.0
Якуты 	10.0	10.0
Лица других национальностей (не перечисленных выше)	9.0	6.0
Лица, не указавшие национальность в переписном листе 	2.0	2.0
Дальневосточный федеральный округ		
Республика Саха (Якутия)	949280.0	885504.0
Абазины 	20.0	20.0
Абхазы 	16.0	16.0
Аварцы 	305.0	297.0
Андийцы 	2.0	2.0
Бежтинцы 	2.0	2.0
Агулы 	3.0	3.0
Адыгейцы 	52.0	52.0
Азербайджанцы 	2293.0	2206.0
Алеуты 	1.0	1.0
Алтайцы 	86.0	86.0
Американцы	13.0	12.0
Англичане	4.0	3.0
Арабы 	6.0	5.0
Арабы среднеазиатские 	5.0	5.0
Армяне 	2764.0	2692.0
Ассирийцы 	13.0	13.0
Балкарцы 	15.0	15.0
Башкиры 	2335.0	2320.0
Белорусы 	4236.0	4228.0
Болгары	343.0	343.0
Буряты 	7266.0	7196.0
Венгры 	21.0	21.0
Вепсы 	7.0	7.0
Вьетнамцы 	12.0	9.0
Гагаузы	297.0	293.0
Греки 	351.0	349.0
Грузины 	490.0	480.0
Мегрелы 	28.0	22.0
Сваны	1.0	1.0
Даргинцы 	63.0	63.0
Долганы 	1272.0	1024.0
Евреи 	351.0	349.0
Евреи горские 	14.0	13.0
Евреи среднеазиатские 	1.0	1.0
Езиды 	43.0	39.0
Ингуши 	1000.0	957.0
Испанцы	7.0	7.0
Итальянцы	6.0	6.0
Ительмены 	4.0	4.0
Кабардинцы 	81.0	79.0
Казахи 	1525.0	1507.0
Калмыки 	114.0	114.0
Караимы 	2.0	2.0
Каракалпаки 	17.0	17.0
Карачаевцы 	66.0	65.0
Карелы 	29.0	29.0
Кеты 	6.0	6.0
Киргизы 	1454.0	1382.0
Китайцы 	891.0	325.0
Коми 	71.0	70.0
Коми-пермяки	131.0	131.0
Корейцы 	1815.0	1551.0
Коряки 	10.0	10.0
Кубинцы	4.0	4.0
Кумандинцы 	9.0	9.0
Кумыки 	199.0	191.0
Курды 	10.0	10.0
Лакцы 	82.0	81.0
Латыши 	137.0	135.0
Латгальцы 	5.0	5.0
Лезгины 	369.0	360.0
Литовцы 	336.0	335.0
Манси 	6.0	6.0
Марийцы 	634.0	632.0
Горные марийцы 	6.0	6.0
Лугово-восточные марийцы 	31.0	31.0
Молдаване 	2255.0	2245.0
Монголы 	46.0	44.0
Мордва 	2092.0	2078.0
Мордва-мокша 	14.0	13.0
Мордва-эрзя	6.0	6.0
Нагайбаки 	36.0	36.0
Нанайцы 	63.0	62.0
Нганасаны 	3.0	3.0
Немцы 	2283.0	2280.0
Ненцы 	27.0	27.0
Нивхи	9.0	9.0
Ногайцы	358.0	351.0
Орочи 	2.0	2.0
Осетины 	733.0	723.0
Осетины-иронцы 	4.0	4.0
Персы 	5.0	5.0
Поляки 	535.0	534.0
Пуштуны	5.0	5.0
Румыны 	81.0	81.0
Русины 	6.0	5.0
Русские 	390671.0	389557.0
Казаки 	53.0	53.0
Поморы 	1.0	1.0
Рутульцы 	22.0	22.0
Саамы 	3.0	3.0
Селькупы 	1.0	1.0
Сербы	7.0	7.0
Словаки	13.0	13.0
Сойоты 	7.0	7.0
Табасараны 	20.0	20.0
Таджики 	1105.0	1048.0
Талыши 	12.0	12.0
Татары 	10768.0	10702.0
Кряшены 	10.0	9.0
Татары сибирские 	3.0	3.0
Татары крымские 	3.0	3.0
Таты 	3.0	3.0
Телеуты 	20.0	20.0
Тофалары 	4.0	4.0
Тувинцы 	136.0	134.0
Турки 	47.0	44.0
Туркмены 	64.0	59.0
Удины 	12.0	12.0
Удмурты 	459.0	459.0
Удэгейцы 	3.0	3.0
Узбеки 	1207.0	1154.0
Уйгуры	56.0	55.0
Украинцы 	34633.0	34537.0
Ульта (ороки)	1.0	1.0
Ульчи 	6.0	6.0
Финны 	207.0	207.0
Финны-ингерманландцы 	1.0	1.0
Французы	1.0	1.0
Хакасы 	186.0	184.0
Ханты 	8.0	7.0
Цахуры 	5.0	5.0
Цыгане 	227.0	218.0
Цыгане среднеазиатские 	3.0	3.0
Черкесы 	64.0	64.0
Чехи 	11.0	11.0
Чеченцы 	520.0	497.0
Чеченцы-аккинцы 	4.0	4.0
Чуванцы 	2.0	2.0
Чуваши 	1700.0	1695.0
Чукчи 	602.0	592.0
Чулымцы 	1.0	1.0
Шорцы 	69.0	69.0
Эвенки 	18232.0	16241.0
Эвены 	11657.0	10430.0
Энцы 	2.0	2.0
Эскимосы 	6.0	6.0
Эстонцы 	94.0	94.0
Юкагиры 	1097.0	1046.0
Якуты 	432290.0	376439.0
Японцы 	9.0	8.0
Лица других национальностей (не перечисленных выше)	122.0	121.0
Лица, не указавшие национальность в переписном листе 	2630.0	999.0
Приморский край	2071210.0	2061774.0
Абазины 	14.0	14.0
Абхазы 	49.0	46.0
Аварцы 	579.0	575.0
Багулалы 	2.0	2.0
Дидойцы 	1.0	1.0
Агулы 	14.0	14.0
Адыгейцы 	56.0	56.0
Азербайджанцы 	4411.0	4282.0
Алеуты 	7.0	7.0
Алтайцы 	126.0	126.0
Американцы	25.0	22.0
Англичане	4.0	4.0
Арабы 	9.0	9.0
Арабы среднеазиатские 	5.0	5.0
Армяне 	5641.0	5552.0
Ассирийцы 	10.0	10.0
Балкарцы 	41.0	41.0
Башкиры 	2101.0	2097.0
Белорусы 	11627.0	11613.0
Болгары	348.0	348.0
Буряты 	880.0	878.0
Венгры 	100.0	98.0
Вепсы 	6.0	6.0
Водь 	1.0	1.0
Вьетнамцы 	213.0	122.0
Гагаузы	116.0	116.0
Греки 	223.0	223.0
Греки-урумы 	1.0	1.0
Грузины 	870.0	865.0
Даргинцы 	420.0	418.0
Долганы 	4.0	4.0
Дунгане 	3.0	3.0
Евреи 	1059.0	1059.0
Евреи горские 	43.0	43.0
Евреи грузинские 	1.0	1.0
Езиды 	73.0	72.0
Ижорцы 	1.0	1.0
Ингуши 	177.0	176.0
Индийцы хиндиязычные 	6.0	6.0
Испанцы	6.0	6.0
Итальянцы	3.0	3.0
Ительмены 	29.0	29.0
Кабардинцы 	237.0	236.0
Казахи 	1296.0	1292.0
Калмыки 	103.0	102.0
Камчадалы 	13.0	13.0
Караимы 	4.0	4.0
Каракалпаки 	8.0	8.0
Карачаевцы 	50.0	49.0
Карелы 	61.0	61.0
Кеты 	3.0	3.0
Юги 	1.0	1.0
Киргизы 	453.0	450.0
Китайцы 	3840.0	912.0
Коми 	137.0	137.0
Коми-пермяки	212.0	212.0
Корейцы 	17899.0	17528.0
Коряки 	20.0	20.0
Кубинцы	1.0	1.0
Кумандинцы 	8.0	8.0
Кумыки 	338.0	338.0
Курды 	115.0	113.0
Лакцы 	110.0	108.0
Латыши 	344.0	343.0
Латгальцы 	10.0	10.0
Лезгины 	822.0	814.0
Литовцы 	452.0	451.0
Манси 	9.0	9.0
Марийцы 	1151.0	1151.0
Горные марийцы 	63.0	63.0
Лугово-восточные марийцы 	100.0	100.0
Молдаване 	2288.0	2287.0
Монголы 	19.0	16.0
Мордва 	4307.0	4303.0
Мордва-мокша 	87.0	87.0
Мордва-эрзя	10.0	10.0
Нагайбаки 	12.0	12.0
Нанайцы 	417.0	416.0
Нганасаны 	1.0	1.0
Негидальцы 	3.0	3.0
Немцы 	3578.0	3576.0
Ненцы 	12.0	12.0
Нивхи	29.0	29.0
Ногайцы	91.0	91.0
Орочи 	24.0	24.0
Осетины 	742.0	739.0
Персы 	12.0	12.0
Поляки 	1060.0	1059.0
Пуштуны	3.0	3.0
Румыны 	123.0	121.0
Русины 	4.0	4.0
Русские 	1861808.0	1858325.0
Казаки 	84.0	84.0
Поморы 	3.0	3.0
Рутульцы 	16.0	16.0
Саамы 	1.0	1.0
Селькупы 	4.0	4.0
Сербы	2.0	2.0
Словаки	6.0	6.0
Табасараны 	171.0	171.0
Таджики 	743.0	724.0
Тазы 	256.0	256.0
Талыши 	56.0	55.0
Татары 	14549.0	14532.0
Кряшены 	3.0	3.0
Татары сибирские 	8.0	8.0
Татары крымские 	12.0	12.0
Таты 	1.0	1.0
Тувинцы 	375.0	370.0
Турки 	45.0	43.0
Туркмены 	97.0	97.0
Удины 	1.0	1.0
Удмурты 	1130.0	1130.0
Удэгейцы 	918.0	916.0
Узбеки 	1634.0	1603.0
Уйгуры	54.0	54.0
Украинцы 	94058.0	93964.0
Ульта (ороки)	2.0	2.0
Ульчи 	15.0	15.0
Финны 	52.0	52.0
Французы	7.0	7.0
Хакасы 	152.0	152.0
Ханты 	20.0	20.0
Хемшилы 	1.0	1.0
Цахуры 	21.0	21.0
Цыгане 	693.0	677.0
Цыгане среднеазиатские 	2.0	2.0
Черкесы 	26.0	26.0
Чехи 	35.0	34.0
Чеченцы 	649.0	640.0
Чеченцы-аккинцы 	1.0	1.0
Чуванцы 	10.0	10.0
Чуваши 	3287.0	3281.0
Чукчи 	54.0	54.0
Шорцы 	23.0	23.0
Эвенки 	103.0	103.0
Эвены 	60.0	60.0
Эскимосы 	9.0	9.0
Эстонцы 	412.0	412.0
Эстонцы-сету 	1.0	1.0
Юкагиры 	4.0	4.0
Якуты 	703.0	702.0
Японцы 	36.0	36.0
Лица других национальностей (не перечисленных выше)	146.0	144.0
Лица, не указавшие национальность в переписном листе 	19039.0	16982.0
Хабаровский край 	1436570.0	1429595.0
Абазины 	4.0	4.0
Абхазы 	30.0	29.0
Аварцы 	457.0	456.0
Андийцы 	1.0	1.0
Багулалы 	1.0	1.0
Агулы 	14.0	14.0
Адыгейцы 	34.0	34.0
Азербайджанцы 	4463.0	4257.0
Алеуты 	2.0	2.0
Алтайцы 	84.0	83.0
Американцы	17.0	15.0
Англичане	1.0	1.0
Арабы 	3.0	3.0
Арабы среднеазиатские 	1.0	1.0
Армяне 	2666.0	2633.0
Ассирийцы 	18.0	17.0
Балкарцы 	11.0	11.0
Башкиры 	1458.0	1455.0
Белорусы 	8840.0	8836.0
Бесермяне 	2.0	2.0
Болгары	241.0	241.0
Буряты 	793.0	791.0
Венгры 	37.0	37.0
Вепсы 	5.0	5.0
Вьетнамцы 	489.0	465.0
Гагаузы	215.0	215.0
Греки 	137.0	137.0
Грузины 	714.0	707.0
Мегрелы 	1.0	1.0
Даргинцы 	365.0	359.0
Долганы 	10.0	10.0
Дунгане 	17.0	17.0
Евреи 	2370.0	2368.0
Евреи горские 	23.0	23.0
Евреи среднеазиатские 	1.0	1.0
Езиды 	5.0	5.0
Ижорцы 	2.0	2.0
