4. СРЕДНЕЕ ЧИСЛО РОЖДЕННЫХ ДЕТЕЙ ЖЕНЩИНАМИ, ИМЕЮЩИМИ РАЗЛИЧНЫЙ 								
УРОВЕНЬ ОБРАЗОВАНИЯ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
(на 1000 женщин соответствующего возраста и уровня образования, указавших число рожденных детей)								
								
	Среднее число рожденных детей	У женщин, имеющих образование						Среднее число рожденных детей женщинами, не имеющими
50 – 54 -" -	1925.0	1688.0	1816.0	1897.0	2021.0	2248.0	2418.0	1425.0
55 – 59 -" -	1853.0	1636.0	1818.0	1834.0	1922.0	2096.0	2158.0	2206.0
60 – 64 -" -	1901.0	1571.0	1730.0	1823.0	1926.0	2084.0	2223.0	2351.0
65 – 69 -" -	2008.0	1615.0	1900.0	1848.0	1990.0	2155.0	2316.0	2250.0
70 лет и более	2356.0	1707.0	1914.0	2035.0	2118.0	2285.0	2635.0	3086.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2258.0	1961.0	1614.0	2097.0	2049.0	2110.0	3140.0	3137.0
15 – 17 лет	28.0	-	-	98.0	65.0	22.0	26.0	37.0
18 – 19 -" -	229.0	-	92.0	147.0	197.0	299.0	322.0	95.0
20 – 24 -" -	783.0	419.0	396.0	599.0	793.0	992.0	1198.0	199.0
25 – 29 -" -	1510.0	1045.0	1083.0	1340.0	1561.0	1774.0	1856.0	1087.0
30 – 34 -" -	2044.0	1574.0	1727.0	1901.0	2130.0	2522.0	2089.0	741.0
35 – 39 -" -	2411.0	1974.0	2045.0	2239.0	2574.0	2858.0	2504.0	529.0
40 – 44 -" -	2652.0	2141.0	2224.0	2466.0	2776.0	3165.0	3074.0	667.0
45 – 49 -" -	2821.0	2331.0	2603.0	2514.0	2878.0	3351.0	3377.0	1592.0
50 – 54 -" -	2787.0	2255.0	2527.0	2500.0	2768.0	3136.0	3876.0	1407.0
55 – 59 -" -	2760.0	2219.0	2457.0	2529.0	2577.0	2961.0	3490.0	1684.0
60 – 64 -" -	2966.0	2272.0	2551.0	2436.0	2810.0	3090.0	3297.0	3642.0
65 – 69 -" -	3198.0	2276.0	3164.0	2667.0	2962.0	3320.0	3405.0	3266.0
70 лет и более	3518.0	2382.0	3407.0	2910.0	3326.0	3410.0	3593.0	3799.0
Усть-Ордынский Бурятский автономный округ								
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2362.0	2015.0	1713.0	2210.0	2252.0	2156.0	3551.0	3363.0
15 – 17 лет	17.0	-	-	71.0	44.0	14.0	17.0	33.0
18 – 19 -" -	222.0	-	364.0	155.0	181.0	304.0	239.0	118.0
20 – 24 -" -	759.0	477.0	481.0	600.0	794.0	1019.0	1048.0	222.0
25 – 29 -" -	1506.0	962.0	1066.0	1366.0	1644.0	1851.0	1968.0	659.0
30 – 34 -" -	2089.0	1528.0	1691.0	1951.0	2310.0	2709.0	2436.0	800.0
35 – 39 -" -	2467.0	1932.0	2180.0	2314.0	2786.0	3095.0	2700.0	348.0
40 – 44 -" -	2844.0	2213.0	2398.0	2669.0	3142.0	3500.0	4296.0	1095.0
45 – 49 -" -	3047.0	2387.0	2350.0	2732.0	3214.0	3946.0	3492.0	1938.0
50 – 54 -" -	3057.0	2526.0	2698.0	2762.0	3122.0	3645.0	3848.0	2235.0
55 – 59 -" -	3135.0	2487.0	2727.0	2831.0	3226.0	3556.0	3839.0	2222.0
60 – 64 -" -	3465.0	2566.0	3786.0	2865.0	3367.0	3769.0	3948.0	3679.0
65 – 69 -" -	3690.0	2671.0	2333.0	3180.0	3410.0	3940.0	3943.0	3982.0
70 лет и более	3952.0	2881.0	3412.0	3243.0	3606.0	4022.0	4033.0	4324.0
Кемеровская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1533.0	1314.0	830.0	1540.0	1341.0	1496.0	2325.0	2733.0
15 – 17 лет	21.0	-	-	16.0	21.0	21.0	24.0	21.0
18 – 19 -" -	105.0	-	49.0	128.0	80.0	186.0	301.0	76.0
20 – 24 -" -	471.0	302.0	219.0	482.0	492.0	725.0	768.0	196.0
25 – 29 -" -	1014.0	724.0	822.0	1022.0	1121.0	1292.0	1226.0	398.0
30 – 34 -" -	1397.0	1132.0	1214.0	1419.0	1534.0	1677.0	1502.0	686.0
35 – 39 -" -	1682.0	1416.0	1521.0	1683.0	1844.0	2004.0	1828.0	910.0
40 – 44 -" -	1842.0	1564.0	1675.0	1824.0	1980.0	2207.0	2094.0	1000.0
45 – 49 -" -	1915.0	1646.0	1724.0	1870.0	2009.0	2335.0	2048.0	1408.0
50 – 54 -" -	1884.0	1637.0	1802.0	1813.0	1948.0	2190.0	2351.0	1034.0
55 – 59 -" -	1841.0	1580.0	1641.0	1748.0	1863.0	2080.0	2274.0	2336.0
60 – 64 -" -	1939.0	1553.0	1790.0	1726.0	1898.0	2089.0	2310.0	2212.0
65 – 69 -" -	2063.0	1579.0	1595.0	1821.0	1905.0	2101.0	2346.0	2696.0
70 лет и более	2426.0	1655.0	2039.0	1981.0	2120.0	2337.0	2582.0	2986.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1466.0	1290.0	800.0	1506.0	1280.0	1425.0	2203.0	2656.0
15 – 17 лет	19.0	-	-	17.0	21.0	19.0	19.0	29.0
18 – 19 -" -	95.0	-	48.0	126.0	75.0	164.0	217.0	125.0
20 – 24 -" -	444.0	296.0	214.0	477.0	470.0	674.0	629.0	186.0
25 – 29 -" -	973.0	721.0	808.0	1003.0	1079.0	1202.0	1183.0	434.0
30 – 34 -" -	1345.0	1114.0	1188.0	1382.0	1470.0	1560.0	1434.0	769.0
35 – 39 -" -	1614.0	1390.0	1481.0	1641.0	1752.0	1839.0	1598.0	941.0
40 – 44 -" -	1772.0	1540.0	1659.0	1783.0	1888.0	2035.0	1877.0	1167.0
45 – 49 -" -	1847.0	1622.0	1666.0	1832.0	1939.0	2156.0	1874.0	1463.0
50 – 54 -" -	1810.0	1615.0	1791.0	1773.0	1879.0	2031.0	2074.0	1194.0
55 – 59 -" -	1765.0	1556.0	1587.0	1714.0	1806.0	1958.0	2027.0	2716.0
60 – 64 -" -	1850.0	1529.0	1774.0	1692.0	1851.0	2011.0	2104.0	2035.0
65 – 69 -" -	1966.0	1547.0	1577.0	1796.0	1874.0	2019.0	2201.0	2445.0
70 лет и более	2319.0	1636.0	1954.0	1930.0	2084.0	2267.0	2461.0	2890.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2006.0	1714.0	1352.0	1863.0	1762.0	1833.0	2788.0	2958.0
15 – 17 лет	33.0	-	-	0.0	17.0	34.0	43.0	0.0
18 – 19 -" -	178.0	-	80.0	146.0	122.0	269.0	429.0	0.0
20 – 24 -" -	680.0	429.0	332.0	540.0	653.0	878.0	991.0	212.0
25 – 29 -" -	1345.0	799.0	1073.0	1235.0	1381.0	1575.0	1326.0	286.0
30 – 34 -" -	1811.0	1494.0	1580.0	1740.0	1887.0	2070.0	1711.0	444.0
35 – 39 -" -	2161.0	1854.0	2030.0	2027.0	2263.0	2504.0	2466.0	805.0
40 – 44 -" -	2324.0	1988.0	1890.0	2156.0	2433.0	2714.0	2564.0	579.0
45 – 49 -" -	2405.0	1982.0	2385.0	2207.0	2439.0	2868.0	2565.0	1224.0
50 – 54 -" -	2450.0	1957.0	1959.0	2220.0	2470.0	2773.0	3029.0	654.0
55 – 59 -" -	2423.0	1917.0	2118.0	2151.0	2359.0	2645.0	2834.0	1700.0
60 – 64 -" -	2559.0	1901.0	1945.0	2130.0	2377.0	2582.0	2930.0	2544.0
65 – 69 -" -	2705.0	2062.0	1765.0	2102.0	2302.0	2734.0	2898.0	3239.0
70 лет и более	3057.0	2024.0	2664.0	2563.0	2660.0	2983.0	3114.0	3288.0
Новосибирская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1480.0	1244.0	659.0	1503.0	1255.0	1517.0	2420.0	2767.0
15 – 17 лет	21.0	-	-	34.0	15.0	22.0	23.0	18.0
18 – 19 -" -	83.0	-	34.0	90.0	60.0	200.0	372.0	245.0
20 – 24 -" -	394.0	234.0	160.0	431.0	440.0	781.0	735.0	581.0
25 – 29 -" -	924.0	639.0	764.0	968.0	1089.0	1255.0	1274.0	324.0
30 – 34 -" -	1326.0	1082.0	1176.0	1341.0	1500.0	1746.0	1442.0	925.0
35 – 39 -" -	1625.0	1344.0	1418.0	1636.0	1850.0	2134.0	2057.0	1289.0
40 – 44 -" -	1811.0	1513.0	1610.0	1784.0	1994.0	2370.0	2378.0	609.0
45 – 49 -" -	1869.0	1601.0	1793.0	1813.0	1982.0	2300.0	2323.0	1256.0
50 – 54 -" -	1837.0	1537.0	1684.0	1773.0	1902.0	2238.0	2506.0	974.0
55 – 59 -" -	1789.0	1466.0	1614.0	1712.0	1754.0	2136.0	2629.0	2168.0
60 – 64 -" -	1916.0	1470.0	1669.0	1677.0	1780.0	2133.0	2594.0	2604.0
65 – 69 -" -	2027.0	1488.0	1793.0	1710.0	1769.0	2038.0	2517.0	3202.0
70 лет и более	2328.0	1583.0	1919.0	1876.0	1882.0	2184.0	2605.0	3004.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1305.0	1205.0	601.0	1421.0	1083.0	1315.0	2065.0	2507.0
15 – 17 лет	15.0	-	-	30.0	14.0	16.0	10.0	0.0
18 – 19 -" -	56.0	-	29.0	87.0	43.0	127.0	249.0	296.0
20 – 24 -" -	319.0	225.0	147.0	397.0	359.0	607.0	551.0	789.0
25 – 29 -" -	815.0	617.0	727.0	901.0	943.0	1040.0	847.0	448.0
30 – 34 -" -	1193.0	1045.0	1124.0	1248.0	1308.0	1358.0	1194.0	1400.0
35 – 39 -" -	1468.0	1304.0	1340.0	1517.0	1612.0	1748.0	1673.0	1632.0
40 – 44 -" -	1649.0	1473.0	1575.0	1680.0	1783.0	1912.0	1614.0	686.0
45 – 49 -" -	1716.0	1560.0	1700.0	1719.0	1816.0	1931.0	1734.0	1733.0
50 – 54 -" -	1682.0	1498.0	1577.0	1685.0	1762.0	1892.0	2028.0	1130.0
55 – 59 -" -	1612.0	1422.0	1556.0	1626.0	1634.0	1819.0	2013.0	2085.0
60 – 64 -" -	1675.0	1422.0	1617.0	1613.0	1684.0	1853.0	1979.0	2242.0
65 – 69 -" -	1745.0	1453.0	1702.0	1628.0	1658.0	1836.0	2051.0	2330.0
70 лет и более	2058.0	1557.0	1836.0	1797.0	1823.0	2029.0	2269.0	2751.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2060.0	1681.0	1229.0	1857.0	1801.0	1920.0	2859.0	3001.0
15 – 17 лет	38.0	-	-	58.0	28.0	40.0	35.0	35.0
18 – 19 -" -	226.0	-	142.0	99.0	189.0	320.0	458.0	182.0
20 – 24 -" -	704.0	386.0	350.0	571.0	702.0	975.0	844.0	390.0
25 – 29 -" -	1346.0	968.0	1079.0	1255.0	1425.0	1527.0	1666.0	209.0
30 – 34 -" -	1803.0	1491.0	1511.0	1705.0	1868.0	2196.0	1790.0	445.0
35 – 39 -" -	2124.0	1709.0	1890.0	2031.0	2250.0	2519.0	2400.0	1000.0
40 – 44 -" -	2295.0	1877.0	1837.0	2142.0	2363.0	2796.0	3030.0	549.0
45 – 49 -" -	2361.0	1976.0	2357.0	2198.0	2352.0	2731.0	2792.0	650.0
50 – 54 -" -	2395.0	1934.0	2378.0	2153.0	2379.0	2749.0	2883.0	733.0
55 – 59 -" -	2492.0	1963.0	1908.0	2195.0	2326.0	2696.0	3072.0	2222.0
60 – 64 -" -	2669.0	1988.0	2034.0	2093.0	2351.0	2711.0	3067.0	2832.0
65 – 69 -" -	2823.0	1941.0	2222.0	2238.0	2477.0	2669.0	3027.0	3611.0
70 лет и более	3040.0	2098.0	2295.0	2478.0	2427.0	2884.0	3123.0	3249.0
Омская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1596.0	1312.0	716.0	1550.0	1387.0	1603.0	2691.0	2962.0
15 – 17 лет	15.0	-	-	45.0	13.0	15.0	22.0	89.0
18 – 19 -" -	87.0	-	32.0	83.0	62.0	200.0	379.0	190.0
20 – 24 -" -	412.0	239.0	145.0	391.0	465.0	741.0	730.0	310.0
25 – 29 -" -	970.0	641.0	729.0	936.0	1153.0	1339.0	1264.0	439.0
30 – 34 -" -	1393.0	1075.0	1211.0	1384.0	1594.0	1821.0	1727.0	320.0
35 – 39 -" -	1728.0	1389.0	1471.0	1691.0	1967.0	2350.0	2146.0	1048.0
40 – 44 -" -	1949.0	1584.0	1668.0	1885.0	2164.0	2651.0	2333.0	1104.0
45 – 49 -" -	2055.0	1666.0	1886.0	1966.0	2197.0	2804.0	2788.0	2037.0
50 – 54 -" -	2040.0	1625.0	1751.0	1910.0	2107.0	2692.0	3255.0	2277.0
55 – 59 -" -	2055.0	1595.0	1777.0	1862.0	1993.0	2555.0	3293.0	3518.0
60 – 64 -" -	2212.0	1552.0	1746.0	1797.0	1981.0	2526.0	3121.0	3540.0
65 – 69 -" -	2310.0	1580.0	1845.0	1816.0	2008.0	2344.0	2911.0	3335.0
70 лет и более	2546.0	1679.0	2088.0	1995.0	2138.0	2367.0	2805.0	3203.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1364.0	1255.0	627.0	1440.0	1158.0	1330.0	2254.0	2619.0
15 – 17 лет	11.0	-	-	51.0	10.0	11.0	14.0	73.0
18 – 19 -" -	56.0	-	30.0	80.0	42.0	138.0	291.0	143.0
20 – 24 -" -	323.0	233.0	135.0	365.0	353.0	584.0	568.0	462.0
25 – 29 -" -	827.0	616.0	688.0	867.0	972.0	1049.0	729.0	798.0
30 – 34 -" -	1217.0	1039.0	1118.0	1264.0	1344.0	1377.0	1653.0	200.0
35 – 39 -" -	1526.0	1326.0	1335.0	1555.0	1694.0	1860.0	1707.0	1680.0
40 – 44 -" -	1737.0	1527.0	1587.0	1763.0	1882.0	2029.0	1566.0	1520.0
45 – 49 -" -	1816.0	1602.0	1683.0	1834.0	1918.0	2183.0	1971.0	3362.0
50 – 54 -" -	1782.0	1555.0	1622.0	1784.0	1877.0	2053.0	2327.0	766.0
55 – 59 -" -	1767.0	1528.0	1644.0	1728.0	1834.0	2055.0	2434.0	3194.0
60 – 64 -" -	1820.0	1495.0	1678.0	1684.0	1813.0	2079.0	2278.0	2803.0
65 – 69 -" -	1909.0	1530.0	1570.0	1716.0	1839.0	2027.0	2297.0	2449.0
70 лет и более	2211.0	1644.0	2025.0	1891.0	2008.0	2150.0	2440.0	2852.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2162.0	1747.0	1459.0	1938.0	1890.0	1991.0	3130.0	3185.0
15 – 17 лет	24.0	-	-	0.0	34.0	20.0	28.0	99.0
18 – 19 -" -	197.0	-	104.0	94.0	157.0	266.0	418.0	245.0
20 – 24 -" -	663.0	308.0	286.0	493.0	701.0	853.0	798.0	228.0
25 – 29 -" -	1348.0	913.0	1038.0	1197.0	1425.0	1555.0	1554.0	197.0
30 – 34 -" -	1839.0	1381.0	1673.0	1756.0	1925.0	2163.0	1777.0	381.0
35 – 39 -" -	2196.0	1786.0	2031.0	2068.0	2311.0	2684.0	2475.0	696.0
40 – 44 -" -	2441.0	1927.0	2130.0	2247.0	2555.0	3057.0	2757.0	815.0
45 – 49 -" -	2637.0	2048.0	2677.0	2374.0	2687.0	3262.0	3235.0	1322.0
50 – 54 -" -	2754.0	2049.0	2530.0	2384.0	2700.0	3323.0	3681.0	2980.0
55 – 59 -" -	2881.0	2099.0	2418.0	2441.0	2544.0	3192.0	3727.0	3646.0
60 – 64 -" -	3116.0	2076.0	2183.0	2341.0	2612.0	3223.0	3629.0	3952.0
65 – 69 -" -	3166.0	2093.0	2783.0	2338.0	2702.0	3084.0	3450.0	3615.0
70 лет и более	3237.0	2136.0	2348.0	2631.0	2958.0	3150.0	3284.0	3458.0
Томская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1453.0	1324.0	533.0	1597.0	1122.0	1506.0	2489.0	2808.0
15 – 17 лет	21.0	-	-	103.0	14.0	21.0	43.0	0.0
18 – 19 -" -	71.0	-	44.0	113.0	46.0	256.0	258.0	235.0
20 – 24 -" -	352.0	259.0	117.0	472.0	391.0	840.0	821.0	92.0
25 – 29 -" -	979.0	690.0	840.0	1014.0	1154.0	1435.0	1248.0	439.0
30 – 34 -" -	1378.0	1138.0	1171.0	1416.0	1577.0	1749.0	1685.0	833.0
35 – 39 -" -	1684.0	1419.0	1484.0	1719.0	1880.0	2197.0	1871.0	517.0
40 – 44 -" -	1896.0	1630.0	1730.0	1889.0	2050.0	2525.0	2416.0	1250.0
45 – 49 -" -	1988.0	1692.0	1863.0	1954.0	2083.0	2619.0	2513.0	400.0
50 – 54 -" -	1944.0	1679.0	1834.0	1901.0	2008.0	2366.0	2632.0	1139.0
55 – 59 -" -	1883.0	1634.0	1610.0	1834.0	1866.0	2277.0	2586.0	1261.0
60 – 64 -" -	2009.0	1612.0	1880.0	1799.0	1923.0	2205.0	2692.0	2390.0
65 – 69 -" -	2136.0	1678.0	1915.0	1833.0	1971.0	2174.0	2641.0	2580.0
70 лет и более	2473.0	1744.0	2208.0	2001.0	2074.0	2311.0	2735.0	3066.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1239.0	1268.0	464.0	1489.0	891.0	1258.0	2091.0	2435.0
15 – 17 лет	16.0	-	-	110.0	9.0	19.0	21.0	0.0
18 – 19 -" -	42.0	-	40.0	104.0	29.0	186.0	137.0	1000.0
20 – 24 -" -	268.0	257.0	107.0	427.0	299.0	672.0	762.0	0.0
25 – 29 -" -	860.0	663.0	772.0	946.0	1035.0	1164.0	1127.0	250.0
30 – 34 -" -	1248.0	1097.0	1118.0	1321.0	1384.0	1468.0	1313.0	1267.0
35 – 39 -" -	1506.0	1362.0	1458.0	1581.0	1627.0	1659.0	1173.0	1000.0
40 – 44 -" -	1715.0	1576.0	1684.0	1757.0	1818.0	2001.0	1878.0	975.0
45 – 49 -" -	1804.0	1628.0	1771.0	1841.0	1900.0	2136.0	1739.0	826.0
50 – 54 -" -	1760.0	1619.0	1796.0	1776.0	1842.0	1951.0	1700.0	2714.0
55 – 59 -" -	1703.0	1582.0	1548.0	1725.0	1733.0	1892.0	1925.0	1000.0
60 – 64 -" -	1763.0	1562.0	1811.0	1699.0	1814.0	1915.0	2117.0	1717.0
65 – 69 -" -	1839.0	1642.0	1657.0	1714.0	1799.0	1913.0	2162.0	1966.0
70 лет и более	2139.0	1726.0	2139.0	1891.0	1967.0	2111.0	2328.0	2660.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1941.0	1658.0	1164.0	1844.0	1684.0	1804.0	2823.0	3061.0
15 – 17 лет	32.0	-	-	82.0	48.0	24.0	61.0	0.0
18 – 19 -" -	207.0	-	85.0	130.0	175.0	313.0	313.0	0.0
20 – 24 -" -	642.0	277.0	308.0	576.0	636.0	951.0	848.0	131.0
25 – 29 -" -	1293.0	915.0	1259.0	1189.0	1329.0	1646.0	1327.0	620.0
30 – 34 -" -	1701.0	1393.0	1391.0	1643.0	1851.0	1964.0	1867.0	593.0
35 – 39 -" -	2061.0	1742.0	1580.0	2003.0	2173.0	2507.0	2223.0	200.0
40 – 44 -" -	2243.0	1897.0	1949.0	2137.0	2323.0	2816.0	2565.0	1708.0
45 – 49 -" -	2335.0	1988.0	2211.0	2173.0	2356.0	2888.0	2814.0	94.0
50 – 54 -" -	2342.0	1992.0	1990.0	2184.0	2316.0	2750.0	3049.0	759.0
55 – 59 -" -	2341.0	1935.0	2333.0	2143.0	2177.0	2749.0	2902.0	1750.0
60 – 64 -" -	2519.0	1941.0	2163.0	2118.0	2260.0	2576.0	3032.0	2726.0
65 – 69 -" -	2684.0	1906.0	2733.0	2193.0	2477.0	2660.0	3013.0	2849.0
70 лет и более	3008.0	1886.0	2402.0	2356.0	2537.0	2779.0	3143.0	3353.0
Читинская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1840.0	1528.0	933.0	1787.0	1617.0	1872.0	2942.0	3240.0
15 – 17 лет	25.0	-	-	0.0	27.0	26.0	18.0	0.0
18 – 19 -" -	167.0	-	50.0	131.0	121.0	330.0	425.0	57.0
20 – 24 -" -	639.0	385.0	281.0	587.0	674.0	967.0	926.0	286.0
25 – 29 -" -	1243.0	862.0	997.0	1181.0	1362.0	1629.0	1392.0	321.0
30 – 34 -" -	1708.0	1288.0	1456.0	1655.0	1875.0	2260.0	2135.0	805.0
35 – 39 -" -	2054.0	1627.0	1730.0	1956.0	2291.0	2830.0	2297.0	660.0
40 – 44 -" -	2258.0	1817.0	1924.0	2139.0	2472.0	3005.0	2843.0	841.0
45 – 49 -" -	2342.0	1886.0	2028.0	2203.0	2466.0	2985.0	3144.0	829.0
50 – 54 -" -	2301.0	1844.0	1946.0	2137.0	2386.0	2866.0	3224.0	1990.0
55 – 59 -" -	2307.0	1826.0	1895.0	2078.0	2232.0	2858.0	3306.0	3340.0
60 – 64 -" -	2493.0	1785.0	2012.0	2009.0	2353.0	2689.0	3228.0	3518.0
65 – 69 -" -	2643.0	1690.0	1986.0	2136.0	2362.0	2669.0	3153.0	3380.0
70 лет и более	3039.0	1767.0	2378.0	2314.0	2292.0	2862.0	3336.0	3687.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1588.0	1437.0	835.0	1655.0	1388.0	1585.0	2521.0	2938.0
15 – 17 лет	20.0	-	-	0.0	21.0	21.0	13.0	0.0
18 – 19 -" -	119.0	-	34.0	138.0	95.0	246.0	266.0	0.0
20 – 24 -" -	547.0	367.0	262.0	552.0	602.0	849.0	834.0	200.0
25 – 29 -" -	1113.0	833.0	981.0	1117.0	1243.0	1390.0	1340.0	0.0
30 – 34 -" -	1517.0	1241.0	1381.0	1544.0	1678.0	1820.0	1902.0	889.0
35 – 39 -" -	1812.0	1542.0	1623.0	1804.0	2058.0	2235.0	1573.0	579.0
40 – 44 -" -	2015.0	1730.0	1800.0	1978.0	2219.0	2532.0	2536.0	826.0
45 – 49 -" -	2081.0	1791.0	1981.0	2047.0	2201.0	2554.0	2466.0	276.0
50 – 54 -" -	2030.0	1722.0	1833.0	1981.0	2119.0	2439.0	2831.0	1818.0
55 – 59 -" -	1985.0	1718.0	1827.0	1909.0	2046.0	2399.0	2414.0	2100.0
60 – 64 -" -	2064.0	1656.0	1692.0	1882.0	2078.0	2271.0	2535.0	2550.0
65 – 69 -" -	2220.0	1604.0	1850.0	1933.0	2161.0	2349.0	2611.0	2866.0
70 лет и более	2650.0	1685.0	2267.0	2153.0	2156.0	2641.0	2913.0	3370.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2332.0	1987.0	1441.0	2117.0	2077.0	2220.0	3347.0	3433.0
15 – 17 лет	35.0	-	-	0.0	57.0	35.0	24.0	0.0
18 – 19 -" -	298.0	-	263.0	113.0	226.0	427.0	521.0	78.0
20 – 24 -" -	838.0	521.0	431.0	679.0	824.0	1071.0	971.0	345.0
25 – 29 -" -	1520.0	1076.0	1064.0	1361.0	1558.0	1813.0	1435.0	500.0
30 – 34 -" -	2094.0	1558.0	1776.0	1918.0	2157.0	2570.0	2295.0	767.0
35 – 39 -" -	2483.0	2016.0	2098.0	2259.0	2570.0	3198.0	2809.0	714.0
40 – 44 -" -	2686.0	2153.0	2221.0	2465.0	2812.0	3323.0	3000.0	850.0
45 – 49 -" -	2835.0	2271.0	2179.0	2563.0	2928.0	3304.0	3510.0	1132.0
50 – 54 -" -	2890.0	2387.0	2463.0	2565.0	2970.0	3298.0	3480.0	2079.0
55 – 59 -" -	3068.0	2374.0	2174.0	2636.0	2815.0	3387.0	3872.0	4259.0
60 – 64 -" -	3294.0	2603.0	4238.0	2454.0	3207.0	3336.0	3679.0	3872.0
65 – 69 -" -	3353.0	2192.0	2452.0	2764.0	3075.0	3262.0	3632.0	3627.0
70 лет и более	3709.0	2371.0	2691.0	2890.0	3131.0	3471.0	3860.0	3910.0
Агинский Бурятский автономный округ								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	2454.0	2187.0	1399.0	2409.0	2225.0	2200.0	4264.0	3399.0
15 – 17 лет	15.0	-	-	0.0	41.0	11.0	9.0	0.0
18 – 19 -" -	200.0	-	103.0	86.0	193.0	288.0	391.0	0.0
20 – 24 -" -	683.0	437.0	473.0	601.0	715.0	1008.0	824.0	182.0
25 – 29 -" -	1427.0	993.0	1194.0	1355.0	1630.0	1812.0	1350.0	83.0
30 – 34 -" -	2039.0	1625.0	1778.0	2051.0	2224.0	2544.0	1000.0	769.0
35 – 39 -" -	2544.0	2079.0	2391.0	2472.0	2867.0	3086.0	3000.0	778.0
40 – 44 -" -	2909.0	2484.0	2558.0	2707.0	3323.0	3530.0	3706.0	1000.0
45 – 49 -" -	3231.0	2730.0	2971.0	2959.0	3674.0	3914.0	3200.0	1500.0
50 – 54 -" -	3469.0	2754.0	3385.0	3157.0	4033.0	4075.0	4358.0	5000.0
55 – 59 -" -	3864.0	3079.0	2500.0	3401.0	3865.0	4649.0	4979.0	5200.0
60 – 64 -" -	4458.0	3645.0	6125.0	3467.0	4591.0	4706.0	5225.0	5095.0
65 – 69 -" -	4502.0	3265.0	3000.0	3590.0	4447.0	4727.0	4899.0	4807.0
70 лет и более	4466.0	3267.0	2375.0	3707.0	4000.0	4621.0	4779.0	3889.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1980.0	1884.0	1266.0	2188.0	1625.0	1681.0	3444.0	3632.0
15 – 17 лет	11.0	-	-	0.0	17.0	10.0	0.0	0.0
18 – 19 -" -	145.0	-	0.0	69.0	140.0	247.0	0.0	0.0
20 – 24 -" -	609.0	442.0	496.0	620.0	614.0	855.0	500.0	0.0
25 – 29 -" -	1294.0	973.0	1219.0	1385.0	1465.0	1446.0	2200.0	0.0
30 – 34 -" -	1846.0	1584.0	1810.0	1895.0	2052.0	2241.0	1000.0	0.0
35 – 39 -" -	2250.0	1903.0	2167.0	2357.0	2507.0	2544.0	2000.0	1500.0
40 – 44 -" -	2480.0	2216.0	2385.0	2484.0	2724.0	2925.0	3333.0	-
45 – 49 -" -	2737.0	2508.0	2765.0	2637.0	2976.0	3348.0	2917.0	0.0
50 – 54 -" -	2821.0	2232.0	2167.0	2733.0	3059.0	3509.0	3353.0	14000.0
55 – 59 -" -	2918.0	2602.0	3000.0	2615.0	3048.0	3397.0	3909.0	0.0
60 – 64 -" -	3473.0	3072.0	1333.0	2975.0	3609.0	3761.0	4301.0	2250.0
65 – 69 -" -	3540.0	2583.0	4000.0	3012.0	3813.0	3663.0	3820.0	4895.0
70 лет и более	3921.0	2708.0	2500.0	3268.0	3613.0	4097.0	4098.0	4044.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2738.0	2498.0	1544.0	2573.0	2488.0	2489.0	4563.0	3328.0
15 – 17 лет	18.0	-	-	0.0	69.0	12.0	14.0	0.0
18 – 19 -" -	250.0	-	235.0	98.0	243.0	326.0	500.0	0.0
20 – 24 -" -	730.0	430.0	448.0	588.0	766.0	1098.0	923.0	190.0
25 – 29 -" -	1519.0	1022.0	1167.0	1328.0	1693.0	1978.0	1067.0	100.0
30 – 34 -" -	2167.0	1684.0	1732.0	2167.0	2286.0	2672.0	1000.0	1000.0
35 – 39 -" -	2725.0	2300.0	2525.0	2549.0	2991.0	3323.0	3250.0	571.0
40 – 44 -" -	3149.0	2732.0	2731.0	2859.0	3501.0	3772.0	3909.0	1000.0
45 – 49 -" -	3509.0	2927.0	3167.0	3197.0	3885.0	4136.0	3348.0	1667.0
50 – 54 -" -	3827.0	3059.0	4429.0	3467.0	4376.0	4418.0	4700.0	3875.0
