7. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ И ПОЛУ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ									
									
									
	Городское и сельское			Городское население			Сельское население		
15 - 17	204.0	109.0	95.0	39.0	15.0	24.0	165.0	94.0	71.0
18 - 19	100.0	46.0	54.0	23.0	7.0	16.0	77.0	39.0	38.0
20 - 24	274.0	138.0	136.0	62.0	21.0	41.0	212.0	117.0	95.0
25 - 29	200.0	93.0	107.0	32.0	11.0	21.0	168.0	82.0	86.0
30 - 34	178.0	78.0	100.0	32.0	12.0	20.0	146.0	66.0	80.0
35 - 39	178.0	90.0	88.0	22.0	9.0	13.0	156.0	81.0	75.0
40 - 44	238.0	105.0	133.0	34.0	11.0	23.0	204.0	94.0	110.0
45 - 49	209.0	84.0	125.0	28.0	9.0	19.0	181.0	75.0	106.0
50 - 54	142.0	54.0	88.0	28.0	11.0	17.0	114.0	43.0	71.0
55 - 59	63.0	23.0	40.0	17.0	6.0	11.0	46.0	17.0	29.0
60 - 64	61.0	20.0	41.0	9.0	6.0	3.0	52.0	14.0	38.0
65 - 69	67.0	27.0	40.0	17.0	9.0	8.0	50.0	18.0	32.0
70 и более	70.0	24.0	46.0	9.0	3.0	6.0	61.0	21.0	40.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	814.0	424.0	390.0	69.0	37.0	32.0	745.0	387.0	358.0
трудоспособном	1666.0	778.0	888.0	298.0	109.0	189.0	1368.0	669.0	699.0
старше трудоспособного	238.0	71.0	167.0	46.0	18.0	28.0	192.0	53.0	139.0
Медианный возраст	   26,0	   23,4	   28,9	   28,2	   28,0	   28,4	   25,6	   23,0	   29,1
Нивхи	2452.0	1140.0	1312.0	969.0	426.0	543.0	1483.0	714.0	769.0
 в том числе в возрасте, лет:									
0 - 4	188.0	94.0	94.0	53.0	27.0	26.0	135.0	67.0	68.0
5 - 9	223.0	114.0	109.0	80.0	44.0	36.0	143.0	70.0	73.0
10 - 14	261.0	142.0	119.0	94.0	59.0	35.0	167.0	83.0	84.0
15 - 17	173.0	80.0	93.0	81.0	33.0	48.0	92.0	47.0	45.0
18 - 19	108.0	42.0	66.0	61.0	16.0	45.0	47.0	26.0	21.0
20 - 24	236.0	106.0	130.0	103.0	43.0	60.0	133.0	63.0	70.0
25 - 29	217.0	112.0	105.0	89.0	46.0	43.0	128.0	66.0	62.0
30 - 34	168.0	86.0	82.0	77.0	38.0	39.0	91.0	48.0	43.0
35 - 39	187.0	87.0	100.0	68.0	35.0	33.0	119.0	52.0	67.0
40 - 44	201.0	86.0	115.0	72.0	25.0	47.0	129.0	61.0	68.0
45 - 49	193.0	77.0	116.0	78.0	26.0	52.0	115.0	51.0	64.0
50 - 54	122.0	49.0	73.0	49.0	14.0	35.0	73.0	35.0	38.0
55 - 59	39.0	15.0	24.0	12.0	2.0	10.0	27.0	13.0	14.0
60 - 64	55.0	23.0	32.0	23.0	7.0	16.0	32.0	16.0	16.0
65 - 69	35.0	12.0	23.0	11.0	6.0	5.0	24.0	6.0	18.0
70 и более	46.0	15.0	31.0	18.0	5.0	13.0	28.0	10.0	18.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	730.0	373.0	357.0	251.0	138.0	113.0	479.0	235.0	244.0
трудоспособном	1562.0	717.0	845.0	656.0	270.0	386.0	906.0	447.0	459.0
старше трудоспособного	160.0	50.0	110.0	62.0	18.0	44.0	98.0	32.0	66.0
Медианный возраст	   25,7	   24,6	   26,9	   25,5	   23,9	   26,7	   26,0	   25,1	   27,0
Эвены	1272.0	594.0	678.0	257.0	121.0	136.0	1015.0	473.0	542.0
 в том числе в возрасте, лет:									
0 - 4	110.0	53.0	57.0	17.0	9.0	8.0	93.0	44.0	49.0
5 - 9	119.0	60.0	59.0	11.0	5.0	6.0	108.0	55.0	53.0
10 - 14	129.0	57.0	72.0	17.0	7.0	10.0	112.0	50.0	62.0
15 - 17	93.0	50.0	43.0	28.0	14.0	14.0	65.0	36.0	29.0
18 - 19	58.0	37.0	21.0	12.0	9.0	3.0	46.0	28.0	18.0
20 - 24	119.0	69.0	50.0	40.0	24.0	16.0	79.0	45.0	34.0
25 - 29	110.0	47.0	63.0	33.0	12.0	21.0	77.0	35.0	42.0
30 - 34	88.0	39.0	49.0	22.0	10.0	12.0	66.0	29.0	37.0
35 - 39	104.0	49.0	55.0	15.0	7.0	8.0	89.0	42.0	47.0
40 - 44	88.0	30.0	58.0	21.0	6.0	15.0	67.0	24.0	43.0
45 - 49	82.0	33.0	49.0	17.0	6.0	11.0	65.0	27.0	38.0
50 - 54	45.0	21.0	24.0	8.0	3.0	5.0	37.0	18.0	19.0
55 - 59	26.0	11.0	15.0	3.0	1.0	2.0	23.0	10.0	13.0
60 - 64	38.0	15.0	23.0	7.0	3.0	4.0	31.0	12.0	19.0
65 - 69	30.0	14.0	16.0	4.0	3.0	1.0	26.0	11.0	15.0
70 и более	33.0	9.0	24.0	2.0	2.0	-	31.0	7.0	24.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	388.0	184.0	204.0	55.0	26.0	29.0	333.0	158.0	175.0
трудоспособном	768.0	372.0	396.0	187.0	87.0	100.0	581.0	285.0	296.0
старше трудоспособного	116.0	38.0	78.0	15.0	8.0	7.0	101.0	30.0	71.0
Медианный возраст	   25,3	   22,7	   27,8	   25,4	   22,9	   27,0	   25,3	   22,6	   28,2
Удэгейцы	613.0	278.0	335.0	159.0	57.0	102.0	454.0	221.0	233.0
 в том числе в возрасте, лет:									
0 - 4	44.0	23.0	21.0	6.0	3.0	3.0	38.0	20.0	18.0
5 - 9	31.0	17.0	14.0	9.0	5.0	4.0	22.0	12.0	10.0
10 - 14	77.0	44.0	33.0	14.0	5.0	9.0	63.0	39.0	24.0
15 - 17	41.0	24.0	17.0	10.0	3.0	7.0	31.0	21.0	10.0
18 - 19	22.0	10.0	12.0	9.0	3.0	6.0	13.0	7.0	6.0
20 - 24	53.0	19.0	34.0	20.0	6.0	14.0	33.0	13.0	20.0
25 - 29	56.0	30.0	26.0	14.0	6.0	8.0	42.0	24.0	18.0
30 - 34	37.0	15.0	22.0	11.0	5.0	6.0	26.0	10.0	16.0
35 - 39	56.0	20.0	36.0	15.0	4.0	11.0	41.0	16.0	25.0
40 - 44	68.0	29.0	39.0	18.0	6.0	12.0	50.0	23.0	27.0
45 - 49	52.0	22.0	30.0	11.0	3.0	8.0	41.0	19.0	22.0
50 - 54	30.0	10.0	20.0	6.0	3.0	3.0	24.0	7.0	17.0
55 - 59	12.0	6.0	6.0	5.0	2.0	3.0	7.0	4.0	3.0
60 - 64	22.0	6.0	16.0	8.0	2.0	6.0	14.0	4.0	10.0
65 - 69	8.0	2.0	6.0	1.0	-	1.0	7.0	2.0	5.0
70 и более	4.0	1.0	3.0	2.0	1.0	1.0	2.0	-	2.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	169.0	98.0	71.0	30.0	14.0	16.0	139.0	84.0	55.0
трудоспособном	404.0	171.0	233.0	115.0	40.0	75.0	289.0	131.0	158.0
старше трудоспособного	40.0	9.0	31.0	14.0	3.0	11.0	26.0	6.0	20.0
Медианный возраст	   28,1	   25,3	   32,3	   28,3	   25,9	   31,0	   28,0	   23,9	   33,3
Негидальцы	505.0	222.0	283.0	115.0	45.0	70.0	390.0	177.0	213.0
 в том числе в возрасте, лет:									
0 - 4	40.0	24.0	16.0	6.0	5.0	1.0	34.0	19.0	15.0
5 - 9	48.0	23.0	25.0	9.0	6.0	3.0	39.0	17.0	22.0
10 - 14	50.0	22.0	28.0	7.0	3.0	4.0	43.0	19.0	24.0
15 - 17	24.0	10.0	14.0	10.0	3.0	7.0	14.0	7.0	7.0
18 - 19	25.0	13.0	12.0	7.0	2.0	5.0	18.0	11.0	7.0
20 - 24	40.0	23.0	17.0	6.0	2.0	4.0	34.0	21.0	13.0
25 - 29	39.0	20.0	19.0	7.0	2.0	5.0	32.0	18.0	14.0
30 - 34	37.0	17.0	20.0	12.0	4.0	8.0	25.0	13.0	12.0
35 - 39	37.0	13.0	24.0	10.0	4.0	6.0	27.0	9.0	18.0
40 - 44	43.0	19.0	24.0	9.0	3.0	6.0	34.0	16.0	18.0
45 - 49	36.0	14.0	22.0	6.0	2.0	4.0	30.0	12.0	18.0
50 - 54	29.0	10.0	19.0	9.0	3.0	6.0	20.0	7.0	13.0
55 - 59	13.0	5.0	8.0	5.0	3.0	2.0	8.0	2.0	6.0
60 - 64	11.0	3.0	8.0	3.0	1.0	2.0	8.0	2.0	6.0
65 - 69	12.0	1.0	11.0	2.0	1.0	1.0	10.0	-	10.0
70 и более	21.0	5.0	16.0	7.0	1.0	6.0	14.0	4.0	10.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	145.0	71.0	74.0	24.0	14.0	10.0	121.0	57.0	64.0
трудоспособном	308.0	142.0	166.0	77.0	28.0	49.0	231.0	114.0	117.0
старше трудоспособного	52.0	9.0	43.0	14.0	3.0	11.0	38.0	6.0	32.0
Медианный возраст	   27,9	   24,6	   31,7	   31,9	   29,5	   33,0	   26,9	   24,3	   30,9
Орочи	426.0	199.0	227.0	150.0	70.0	80.0	276.0	129.0	147.0
 в том числе в возрасте, лет:									
0 - 4	23.0	9.0	14.0	5.0	2.0	3.0	18.0	7.0	11.0
5 - 9	33.0	19.0	14.0	16.0	10.0	6.0	17.0	9.0	8.0
10 - 14	61.0	32.0	29.0	23.0	17.0	6.0	38.0	15.0	23.0
15 - 17	32.0	18.0	14.0	12.0	6.0	6.0	20.0	12.0	8.0
18 - 19	23.0	13.0	10.0	9.0	6.0	3.0	14.0	7.0	7.0
20 - 24	37.0	13.0	24.0	12.0	2.0	10.0	25.0	11.0	14.0
25 - 29	32.0	14.0	18.0	12.0	7.0	5.0	20.0	7.0	13.0
30 - 34	33.0	18.0	15.0	11.0	7.0	4.0	22.0	11.0	11.0
35 - 39	33.0	17.0	16.0	10.0	3.0	7.0	23.0	14.0	9.0
40 - 44	32.0	10.0	22.0	9.0	1.0	8.0	23.0	9.0	14.0
45 - 49	31.0	12.0	19.0	12.0	5.0	7.0	19.0	7.0	12.0
50 - 54	20.0	11.0	9.0	6.0	1.0	5.0	14.0	10.0	4.0
55 - 59	9.0	3.0	6.0	1.0	-	1.0	8.0	3.0	5.0
60 - 64	12.0	4.0	8.0	6.0	1.0	5.0	6.0	3.0	3.0
65 - 69	9.0	2.0	7.0	3.0	-	3.0	6.0	2.0	4.0
70 и более	6.0	4.0	2.0	3.0	2.0	1.0	3.0	2.0	1.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	125.0	65.0	60.0	48.0	31.0	17.0	77.0	34.0	43.0
трудоспособном	268.0	124.0	144.0	89.0	36.0	53.0	179.0	88.0	91.0
старше трудоспособного	33.0	10.0	23.0	13.0	3.0	10.0	20.0	7.0	13.0
Медианный возраст	   25,8	   22,5	   28,3	   24,6	   18,0	   31,5	   27,0	   26,8	   27,3
Амурская область									
Русские	831004.0	398183.0	432821.0	553041.0	259349.0	293692.0	277963.0	138834.0	139129.0
 в том числе в возрасте, лет:									
0 - 4	44043.0	22609.0	21434.0	27516.0	14101.0	13415.0	16527.0	8508.0	8019.0
5 - 9	45380.0	23129.0	22251.0	28371.0	14342.0	14029.0	17009.0	8787.0	8222.0
10 - 14	68975.0	35258.0	33717.0	42505.0	21717.0	20788.0	26470.0	13541.0	12929.0
15 - 17	48139.0	24199.0	23940.0	33172.0	16252.0	16920.0	14967.0	7947.0	7020.0
18 - 19	35088.0	19049.0	16039.0	27016.0	14217.0	12799.0	8072.0	4832.0	3240.0
20 - 24	74138.0	38124.0	36014.0	52156.0	25972.0	26184.0	21982.0	12152.0	9830.0
25 - 29	68122.0	34216.0	33906.0	47419.0	23124.0	24295.0	20703.0	11092.0	9611.0
30 - 34	57894.0	29011.0	28883.0	39607.0	19458.0	20149.0	18287.0	9553.0	8734.0
35 - 39	53310.0	26040.0	27270.0	35387.0	16963.0	18424.0	17923.0	9077.0	8846.0
40 - 44	65751.0	31861.0	33890.0	42583.0	19945.0	22638.0	23168.0	11916.0	11252.0
45 - 49	66070.0	31208.0	34862.0	43425.0	19913.0	23512.0	22645.0	11295.0	11350.0
50 - 54	58604.0	27432.0	31172.0	39429.0	17897.0	21532.0	19175.0	9535.0	9640.0
55 - 59	30793.0	14107.0	16686.0	20532.0	9321.0	11211.0	10261.0	4786.0	5475.0
60 - 64	39978.0	16662.0	23316.0	25580.0	10417.0	15163.0	14398.0	6245.0	8153.0
65 - 69	29079.0	11204.0	17875.0	18338.0	6769.0	11569.0	10741.0	4435.0	6306.0
70 и более	45529.0	14012.0	31517.0	29901.0	8883.0	21018.0	15628.0	5129.0	10499.0
возраст не указан	111.0	62.0	49.0	104.0	58.0	46.0	7.0	4.0	3.0
Из общей численности - население в возрасте:									
моложе трудоспособного	175013.0	89514.0	85499.0	108952.0	55518.0	53434.0	66061.0	33996.0	32065.0
трудоспособном	524608.0	266729.0	257879.0	358955.0	177704.0	181251.0	165653.0	89025.0	76628.0
старше трудоспособного	131272.0	41878.0	89394.0	85030.0	26069.0	58961.0	46242.0	15809.0	30433.0
Медианный возраст	   32,5	   30,4	   35,0	   32,1	   30,0	   34,5	   33,5	   31,2	   36,2
Украинцы	31475.0	14754.0	16721.0	17398.0	8329.0	9069.0	14077.0	6425.0	7652.0
 в том числе в возрасте, лет:									
0 - 4	272.0	145.0	127.0	158.0	90.0	68.0	114.0	55.0	59.0
5 - 9	376.0	181.0	195.0	202.0	93.0	109.0	174.0	88.0	86.0
10 - 14	806.0	410.0	396.0	407.0	211.0	196.0	399.0	199.0	200.0
15 - 17	656.0	334.0	322.0	360.0	177.0	183.0	296.0	157.0	139.0
18 - 19	387.0	208.0	179.0	250.0	116.0	134.0	137.0	92.0	45.0
20 - 24	1481.0	705.0	776.0	831.0	388.0	443.0	650.0	317.0	333.0
25 - 29	2024.0	985.0	1039.0	1164.0	575.0	589.0	860.0	410.0	450.0
30 - 34	2334.0	1183.0	1151.0	1340.0	666.0	674.0	994.0	517.0	477.0
35 - 39	2898.0	1508.0	1390.0	1712.0	914.0	798.0	1186.0	594.0	592.0
40 - 44	3560.0	1834.0	1726.0	2059.0	1088.0	971.0	1501.0	746.0	755.0
45 - 49	3540.0	1787.0	1753.0	1992.0	1041.0	951.0	1548.0	746.0	802.0
50 - 54	3404.0	1687.0	1717.0	1849.0	944.0	905.0	1555.0	743.0	812.0
55 - 59	2001.0	1031.0	970.0	1024.0	544.0	480.0	977.0	487.0	490.0
60 - 64	2406.0	1084.0	1322.0	1194.0	567.0	627.0	1212.0	517.0	695.0
65 - 69	1772.0	680.0	1092.0	871.0	343.0	528.0	901.0	337.0	564.0
70 и более	3557.0	992.0	2565.0	1985.0	572.0	1413.0	1572.0	420.0	1152.0
возраст не указан	1.0	-	1.0	-	-	-	1.0	-	1.0
Из общей численности - население в возрасте:									
моложе трудоспособного	1706.0	862.0	844.0	898.0	453.0	445.0	808.0	409.0	399.0
трудоспособном	21063.0	11136.0	9927.0	11970.0	6394.0	5576.0	9093.0	4742.0	4351.0
старше трудоспособного	8705.0	2756.0	5949.0	4530.0	1482.0	3048.0	4175.0	1274.0	2901.0
Медианный возраст	   46,4	   44,7	   48,0	   45,6	   44,3	   47,0	   47,4	   45,2	   49,3
Белорусы	7827.0	3698.0	4129.0	3768.0	1805.0	1963.0	4059.0	1893.0	2166.0
 в том числе в возрасте, лет:									
0 - 4	51.0	35.0	16.0	24.0	13.0	11.0	27.0	22.0	5.0
5 - 9	69.0	32.0	37.0	31.0	16.0	15.0	38.0	16.0	22.0
10 - 14	176.0	88.0	88.0	75.0	35.0	40.0	101.0	53.0	48.0
15 - 17	162.0	67.0	95.0	72.0	29.0	43.0	90.0	38.0	52.0
18 - 19	81.0	41.0	40.0	49.0	23.0	26.0	32.0	18.0	14.0
20 - 24	354.0	173.0	181.0	174.0	79.0	95.0	180.0	94.0	86.0
25 - 29	571.0	296.0	275.0	246.0	124.0	122.0	325.0	172.0	153.0
30 - 34	691.0	357.0	334.0	309.0	154.0	155.0	382.0	203.0	179.0
35 - 39	762.0	406.0	356.0	372.0	213.0	159.0	390.0	193.0	197.0
40 - 44	920.0	478.0	442.0	467.0	244.0	223.0	453.0	234.0	219.0
45 - 49	870.0	428.0	442.0	455.0	236.0	219.0	415.0	192.0	223.0
50 - 54	806.0	400.0	406.0	395.0	205.0	190.0	411.0	195.0	216.0
55 - 59	477.0	224.0	253.0	206.0	98.0	108.0	271.0	126.0	145.0
60 - 64	635.0	272.0	363.0	275.0	123.0	152.0	360.0	149.0	211.0
65 - 69	443.0	168.0	275.0	184.0	67.0	117.0	259.0	101.0	158.0
70 и более	759.0	233.0	526.0	434.0	146.0	288.0	325.0	87.0	238.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	349.0	178.0	171.0	148.0	74.0	74.0	201.0	104.0	97.0
трудоспособном	5388.0	2847.0	2541.0	2619.0	1395.0	1224.0	2769.0	1452.0	1317.0
старше трудоспособного	2090.0	673.0	1417.0	1001.0	336.0	665.0	1089.0	337.0	752.0
Медианный возраст	   45,4	   43,6	   47,1	   45,7	   44,4	   46,8	   45,2	   42,7	   47,5
Татары	4889.0	2567.0	2322.0	3089.0	1593.0	1496.0	1800.0	974.0	826.0
 в том числе в возрасте, лет:									
0 - 4	75.0	41.0	34.0	50.0	30.0	20.0	25.0	11.0	14.0
5 - 9	73.0	33.0	40.0	45.0	20.0	25.0	28.0	13.0	15.0
10 - 14	170.0	88.0	82.0	101.0	51.0	50.0	69.0	37.0	32.0
15 - 17	124.0	70.0	54.0	85.0	48.0	37.0	39.0	22.0	17.0
18 - 19	268.0	226.0	42.0	187.0	153.0	34.0	81.0	73.0	8.0
20 - 24	448.0	328.0	120.0	267.0	190.0	77.0	181.0	138.0	43.0
25 - 29	294.0	166.0	128.0	193.0	102.0	91.0	101.0	64.0	37.0
30 - 34	299.0	156.0	143.0	190.0	93.0	97.0	109.0	63.0	46.0
35 - 39	404.0	210.0	194.0	263.0	142.0	121.0	141.0	68.0	73.0
40 - 44	584.0	286.0	298.0	380.0	182.0	198.0	204.0	104.0	100.0
45 - 49	634.0	299.0	335.0	416.0	188.0	228.0	218.0	111.0	107.0
50 - 54	457.0	225.0	232.0	290.0	140.0	150.0	167.0	85.0	82.0
55 - 59	230.0	111.0	119.0	140.0	63.0	77.0	90.0	48.0	42.0
60 - 64	283.0	122.0	161.0	160.0	71.0	89.0	123.0	51.0	72.0
65 - 69	204.0	81.0	123.0	122.0	44.0	78.0	82.0	37.0	45.0
70 и более	342.0	125.0	217.0	200.0	76.0	124.0	142.0	49.0	93.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	353.0	184.0	169.0	220.0	114.0	106.0	133.0	70.0	63.0
трудоспособном	3588.0	2055.0	1533.0	2310.0	1288.0	1022.0	1278.0	767.0	511.0
старше трудоспособного	948.0	328.0	620.0	559.0	191.0	368.0	389.0	137.0	252.0
Медианный возраст	   42,7	   39,3	   45,4	   42,4	   39,0	   45,0	   43,4	   39,9	   46,4
Эвенки	1501.0	700.0	801.0	174.0	80.0	94.0	1327.0	620.0	707.0
 в том числе в возрасте, лет:									
0 - 4	95.0	49.0	46.0	3.0	2.0	1.0	92.0	47.0	45.0
5 - 9	117.0	59.0	58.0	5.0	4.0	1.0	112.0	55.0	57.0
10 - 14	205.0	98.0	107.0	11.0	5.0	6.0	194.0	93.0	101.0
15 - 17	114.0	59.0	55.0	22.0	9.0	13.0	92.0	50.0	42.0
18 - 19	69.0	30.0	39.0	23.0	15.0	8.0	46.0	15.0	31.0
20 - 24	161.0	88.0	73.0	28.0	15.0	13.0	133.0	73.0	60.0
25 - 29	132.0	68.0	64.0	13.0	3.0	10.0	119.0	65.0	54.0
30 - 34	114.0	46.0	68.0	12.0	3.0	9.0	102.0	43.0	59.0
35 - 39	108.0	52.0	56.0	11.0	9.0	2.0	97.0	43.0	54.0
40 - 44	106.0	42.0	64.0	13.0	4.0	9.0	93.0	38.0	55.0
45 - 49	110.0	49.0	61.0	11.0	2.0	9.0	99.0	47.0	52.0
50 - 54	49.0	18.0	31.0	6.0	1.0	5.0	43.0	17.0	26.0
55 - 59	36.0	17.0	19.0	4.0	3.0	1.0	32.0	14.0	18.0
60 - 64	39.0	14.0	25.0	6.0	2.0	4.0	33.0	12.0	21.0
65 - 69	20.0	4.0	16.0	1.0	-	1.0	19.0	4.0	15.0
70 и более	25.0	6.0	19.0	5.0	3.0	2.0	20.0	3.0	17.0
возраст не указан	1.0	1.0	-	-	-	-	1.0	1.0	-
Из общей численности - население в возрасте:									
моложе трудоспособного	450.0	224.0	226.0	20.0	11.0	9.0	430.0	213.0	217.0
трудоспособном	947.0	451.0	496.0	141.0	64.0	77.0	806.0	387.0	419.0
старше трудоспособного	103.0	24.0	79.0	13.0	5.0	8.0	90.0	19.0	71.0
Медианный возраст	   24,7	   23,2	   27,3	   23,6	   21,3	   28,0	   24,8	   23,8	   27,2
Китайцы	851.0	512.0	339.0	778.0	464.0	314.0	73.0	48.0	25.0
 в том числе в возрасте, лет:									
0 - 4	7.0	5.0	2.0	3.0	2.0	1.0	4.0	3.0	1.0
5 - 9	7.0	4.0	3.0	6.0	4.0	2.0	1.0	-	1.0
10 - 14	13.0	5.0	8.0	13.0	5.0	8.0	-	-	-
15 - 17	14.0	9.0	5.0	13.0	9.0	4.0	1.0	-	1.0
18 - 19	29.0	16.0	13.0	28.0	15.0	13.0	1.0	1.0	-
20 - 24	107.0	69.0	38.0	101.0	63.0	38.0	6.0	6.0	-
25 - 29	152.0	88.0	64.0	144.0	83.0	61.0	8.0	5.0	3.0
30 - 34	174.0	109.0	65.0	169.0	105.0	64.0	5.0	4.0	1.0
35 - 39	128.0	81.0	47.0	125.0	79.0	46.0	3.0	2.0	1.0
40 - 44	77.0	49.0	28.0	74.0	46.0	28.0	3.0	3.0	-
45 - 49	40.0	23.0	17.0	35.0	20.0	15.0	5.0	3.0	2.0
50 - 54	34.0	20.0	14.0	23.0	14.0	9.0	11.0	6.0	5.0
55 - 59	13.0	5.0	8.0	10.0	3.0	7.0	3.0	2.0	1.0
60 - 64	20.0	9.0	11.0	12.0	6.0	6.0	8.0	3.0	5.0
65 - 69	18.0	8.0	10.0	12.0	5.0	7.0	6.0	3.0	3.0
70 и более	17.0	12.0	5.0	9.0	5.0	4.0	8.0	7.0	1.0
возраст не указан	1.0	-	1.0	1.0	-	1.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	32.0	16.0	16.0	26.0	13.0	13.0	6.0	3.0	3.0
трудоспособном	755.0	467.0	288.0	711.0	435.0	276.0	44.0	32.0	12.0
старше трудоспособного	63.0	29.0	34.0	40.0	16.0	24.0	23.0	13.0	10.0
Медианный возраст	   33,0	   32,8	   33,2	   32,5	   32,5	   32,7	   49,5	   45,0	   52,8
Камчатская область									
Русские	290108.0	146344.0	143764.0	240145.0	120767.0	119378.0	49963.0	25577.0	24386.0
 в том числе в возрасте, лет:									
0 - 4	15204.0	7712.0	7492.0	12491.0	6357.0	6134.0	2713.0	1355.0	1358.0
5 - 9	14945.0	7598.0	7347.0	12181.0	6176.0	6005.0	2764.0	1422.0	1342.0
10 - 14	21984.0	11169.0	10815.0	17931.0	9113.0	8818.0	4053.0	2056.0	1997.0
15 - 17	15655.0	7996.0	7659.0	12924.0	6566.0	6358.0	2731.0	1430.0	1301.0
18 - 19	13428.0	8445.0	4983.0	11805.0	7555.0	4250.0	1623.0	890.0	733.0
20 - 24	27542.0	15757.0	11785.0	23595.0	13529.0	10066.0	3947.0	2228.0	1719.0
25 - 29	25989.0	13886.0	12103.0	22089.0	11766.0	10323.0	3900.0	2120.0	1780.0
30 - 34	23019.0	12203.0	10816.0	19402.0	10249.0	9153.0	3617.0	1954.0	1663.0
35 - 39	21107.0	11032.0	10075.0	17640.0	9157.0	8483.0	3467.0	1875.0	1592.0
40 - 44	24325.0	12562.0	11763.0	19936.0	10212.0	9724.0	4389.0	2350.0	2039.0
45 - 49	23271.0	11473.0	11798.0	18641.0	9112.0	9529.0	4630.0	2361.0	2269.0
50 - 54	22787.0	10553.0	12234.0	18229.0	8295.0	9934.0	4558.0	2258.0	2300.0
55 - 59	13003.0	5982.0	7021.0	10526.0	4723.0	5803.0	2477.0	1259.0	1218.0
60 - 64	13101.0	5483.0	7618.0	10603.0	4333.0	6270.0	2498.0	1150.0	1348.0
65 - 69	7124.0	2570.0	4554.0	5768.0	2022.0	3746.0	1356.0	548.0	808.0
70 и более	7580.0	1905.0	5675.0	6340.0	1584.0	4756.0	1240.0	321.0	919.0
возраст не указан	44.0	18.0	26.0	44.0	18.0	26.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	57440.0	29143.0	28297.0	46946.0	23816.0	23130.0	10494.0	5327.0	5167.0
трудоспособном	197798.0	107225.0	90573.0	164641.0	88994.0	75647.0	33157.0	18231.0	14926.0
старше трудоспособного	34826.0	9958.0	24868.0	28514.0	7939.0	20575.0	6312.0	2019.0	4293.0
Медианный возраст	   32,1	   30,2	   34,4	   31,7	   29,7	   34,1	   34,5	   33,2	   36,0
Украинцы	20870.0	11008.0	9862.0	17381.0	9116.0	8265.0	3489.0	1892.0	1597.0
 в том числе в возрасте, лет:									
0 - 4	278.0	152.0	126.0	238.0	128.0	110.0	40.0	24.0	16.0
5 - 9	427.0	245.0	182.0	362.0	210.0	152.0	65.0	35.0	30.0
10 - 14	643.0	318.0	325.0	528.0	265.0	263.0	115.0	53.0	62.0
15 - 17	482.0	231.0	251.0	403.0	191.0	212.0	79.0	40.0	39.0
18 - 19	337.0	189.0	148.0	279.0	153.0	126.0	58.0	36.0	22.0
20 - 24	1047.0	573.0	474.0	889.0	480.0	409.0	158.0	93.0	65.0
25 - 29	1587.0	756.0	831.0	1362.0	654.0	708.0	225.0	102.0	123.0
30 - 34	2116.0	1222.0	894.0	1842.0	1059.0	783.0	274.0	163.0	111.0
35 - 39	2416.0	1391.0	1025.0	2056.0	1172.0	884.0	360.0	219.0	141.0
40 - 44	2537.0	1353.0	1184.0	2152.0	1150.0	1002.0	385.0	203.0	182.0
45 - 49	2377.0	1266.0	1111.0	1875.0	977.0	898.0	502.0	289.0	213.0
50 - 54	2481.0	1301.0	1180.0	2022.0	1061.0	961.0	459.0	240.0	219.0
55 - 59	1343.0	711.0	632.0	1092.0	559.0	533.0	251.0	152.0	99.0
60 - 64	1390.0	728.0	662.0	1138.0	592.0	546.0	252.0	136.0	116.0
65 - 69	672.0	310.0	362.0	545.0	248.0	297.0	127.0	62.0	65.0
70 и более	736.0	262.0	474.0	597.0	217.0	380.0	139.0	45.0	94.0
возраст не указан	1.0	-	1.0	1.0	-	1.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	1521.0	802.0	719.0	1271.0	674.0	597.0	250.0	128.0	122.0
трудоспособном	15918.0	8906.0	7012.0	13296.0	7385.0	5911.0	2622.0	1521.0	1101.0
старше трудоспособного	3430.0	1300.0	2130.0	2813.0	1057.0	1756.0	617.0	243.0	374.0
Медианный возраст	   42,2	   41,5	   42,9	   41,7	   41,0	   42,5	   44,8	   44,5	   45,2
Коряки	7328.0	3535.0	3793.0	1998.0	883.0	1115.0	5330.0	2652.0	2678.0
