4. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ, ПРОЖИВАЮЩЕЕ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ, ПО ПЕРИОДУ ПОСТРОЙКИ ДОМА И МАТЕРИАЛУ НАРУЖНЫХ СТЕН 1) ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего	из них проживают в домах, где материал наружных стен 						Не указали материал наружных стен
в 1957-1970 гг.	88888.0	46393.0	12740.0	4860.0	22496.0	1321.0	288.0	790.0
в 1971-1995 гг.	267442.0	101160.0	110615.0	6341.0	35676.0	1247.0	10669.0	1734.0
после 1995 г.	10382.0	5010.0	3057.0	621.0	1258.0	302.0	74.0	60.0
не указавшие период постройки дома	2783.0	1003.0	623.0	133.0	678.0	50.0	27.0	269.0
Проживающие в коммунальных квартирах	4652.0	1767.0	230.0	141.0	2225.0	214.0	41.0	34.0
в том числе построенных:								
в 1920 г. и ранее	3.0	-	-	-	3.0	-	-	-
в 1921-1945 гг.	2077.0	389.0	-	82.0	1488.0	112.0	-	6.0
в 1946-1956 гг.	451.0	109.0	7.0	31.0	277.0	21.0	-	6.0
в 1957-1970 гг.	742.0	410.0	10.0	18.0	251.0	33.0	15.0	5.0
в 1971-1995 гг.	1262.0	831.0	182.0	10.0	158.0	48.0	26.0	7.0
после 1995 г.	64.0	10.0	27.0	-	27.0	-	-	-
не указавшие период постройки дома	53.0	18.0	4.0	-	21.0	-	-	10.0
Сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	373666.0	23166.0	9243.0	9752.0	321778.0	4807.0	1634.0	3286.0
в том числе построенных:								
в 1920 г. и ранее	20477.0	47.0	-	16.0	20253.0	12.0	-	149.0
в 1921-1945 гг.	20056.0	7.0	-	16.0	19843.0	53.0	12.0	125.0
в 1946-1956 гг.	38760.0	387.0	12.0	370.0	37354.0	298.0	52.0	287.0
в 1957-1970 гг.	103658.0	3158.0	209.0	2935.0	94330.0	1592.0	537.0	897.0
в 1971-1995 гг.	166864.0	18819.0	8859.0	6177.0	128031.0	2548.0	971.0	1459.0
после 1995 г.	22245.0	632.0	122.0	192.0	20789.0	284.0	49.0	177.0
не указавшие период постройки дома	1606.0	116.0	41.0	46.0	1178.0	20.0	13.0	192.0
Проживающие в индивидуальных домах	227822.0	1421.0	440.0	1646.0	219791.0	2154.0	537.0	1833.0
в том числе построенных:								
в 1920 г. и ранее	19381.0	18.0	-	14.0	19202.0	12.0	-	135.0
в 1921-1945 гг.	18195.0	5.0	-	14.0	18020.0	45.0	7.0	104.0
в 1946-1956 гг.	32795.0	32.0	-	104.0	32190.0	202.0	46.0	221.0
в 1957-1970 гг.	68564.0	287.0	18.0	418.0	66505.0	702.0	163.0	471.0
в 1971-1995 гг.	67617.0	837.0	398.0	973.0	63482.0	995.0	286.0	646.0
после 1995 г.	20409.0	230.0	24.0	112.0	19656.0	188.0	35.0	164.0
не указавшие период постройки дома	861.0	12.0	-	11.0	736.0	10.0	-	92.0
Проживающие в отдельных квартирах	145295.0	21686.0	8788.0	8079.0	101548.0	2647.0	1097.0	1450.0
в том числе построенных:								
в 1920 г. и ранее	1093.0	29.0	-	2.0	1048.0	-	-	14.0
в 1921-1945 гг.	1835.0	2.0	-	2.0	1797.0	8.0	5.0	21.0
в 1946-1956 гг.	5897.0	348.0	12.0	266.0	5103.0	96.0	6.0	66.0
в 1957-1970 гг.	34897.0	2871.0	191.0	2504.0	27649.0	885.0	374.0	423.0
в 1971-1995 гг.	99030.0	17933.0	8446.0	5190.0	64411.0	1552.0	685.0	813.0
после 1995 г.	1798.0	399.0	98.0	80.0	1098.0	96.0	14.0	13.0
не указавшие период постройки дома	745.0	104.0	41.0	35.0	442.0	10.0	13.0	100.0
Проживающие в коммунальных квартирах	549.0	59.0	15.0	27.0	439.0	6.0	-	3.0
в том числе построенных:								
в 1920 г. и ранее	3.0	-	-	-	3.0	-	-	-
в 1921-1945 гг.	26.0	-	-	-	26.0	-	-	-
в 1946-1956 гг.	68.0	7.0	-	-	61.0	-	-	-
в 1957-1970 гг.	197.0	-	-	13.0	176.0	5.0	-	3.0
в 1971-1995 гг.	217.0	49.0	15.0	14.0	138.0	1.0	-	-
после 1995 г.	38.0	3.0	-	-	35.0	-	-	-
не указавшие период постройки дома	-	-	-	-	-	-	-	-
Республика Тыва								
Городское и сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	267076.0	41556.0	21601.0	11048.0	180629.0	8020.0	1468.0	2754.0
в том числе построенных:								
в 1920 г. и ранее	530.0	-	-	-	518.0	6.0	-	6.0
в 1921-1945 гг.	5268.0	54.0	2.0	-	5047.0	92.0	24.0	49.0
в 1946-1956 гг.	27814.0	498.0	4.0	53.0	26195.0	570.0	95.0	399.0
в 1957-1970 гг.	74606.0	8402.0	74.0	688.0	62159.0	2150.0	396.0	737.0
в 1971-1995 гг.	143195.0	30459.0	19678.0	9884.0	76225.0	4822.0	881.0	1246.0
после 1995 г.	13471.0	1894.0	1673.0	237.0	9184.0	313.0	48.0	122.0
не указавшие период постройки дома	2192.0	249.0	170.0	186.0	1301.0	67.0	24.0	195.0
Проживающие в индивидуальных домах	92193.0	1001.0	80.0	1585.0	82421.0	5220.0	928.0	958.0
в том числе построенных:								
в 1920 г. и ранее	451.0	-	-	-	441.0	6.0	-	4.0
в 1921-1945 гг.	3574.0	-	-	-	3481.0	54.0	8.0	31.0
в 1946-1956 гг.	20584.0	32.0	-	24.0	19726.0	462.0	77.0	263.0
в 1957-1970 гг.	32020.0	149.0	11.0	223.0	29206.0	1803.0	325.0	303.0
в 1971-1995 гг.	26569.0	634.0	64.0	1265.0	21303.0	2628.0	458.0	217.0
после 1995 г.	8364.0	184.0	5.0	38.0	7780.0	233.0	46.0	78.0
не указавшие период постройки дома	631.0	2.0	-	35.0	484.0	34.0	14.0	62.0
Проживающие в отдельных квартирах	174157.0	40285.0	21405.0	9448.0	97894.0	2791.0	540.0	1794.0
в том числе построенных:								
в 1920 г. и ранее	79.0	-	-	-	77.0	-	-	2.0
в 1921-1945 гг.	1694.0	54.0	2.0	-	1566.0	38.0	16.0	18.0
в 1946-1956 гг.	7205.0	466.0	4.0	29.0	6444.0	108.0	18.0	136.0
в 1957-1970 гг.	42366.0	8239.0	60.0	465.0	32752.0	347.0	71.0	432.0
в 1971-1995 гг.	116192.0	29594.0	19512.0	8604.0	54845.0	2185.0	423.0	1029.0
после 1995 г.	5077.0	1691.0	1668.0	199.0	1393.0	80.0	2.0	44.0
не указавшие период постройки дома	1544.0	241.0	159.0	151.0	817.0	33.0	10.0	133.0
Проживающие в коммунальных квартирах	726.0	270.0	116.0	15.0	314.0	9.0	-	2.0
в том числе построенных:								
в 1920 г. и ранее	-	-	-	-	-	-	-	-
в 1921-1945 гг.	-	-	-	-	-	-	-	-
в 1946-1956 гг.	25.0	-	-	-	25.0	-	-	-
в 1957-1970 гг.	220.0	14.0	3.0	-	201.0	-	-	2.0
в 1971-1995 гг.	434.0	231.0	102.0	15.0	77.0	9.0	-	-
после 1995 г.	30.0	19.0	-	-	11.0	-	-	-
не указавшие период постройки дома	17.0	6.0	11.0	-	-	-	-	-
Городское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	131046.0	38510.0	20635.0	1689.0	62049.0	5807.0	1141.0	1215.0
в том числе построенных:								
в 1920 г. и ранее	125.0	-	-	-	119.0	6.0	-	-
в 1921-1945 гг.	2128.0	49.0	2.0	-	1954.0	77.0	24.0	22.0
в 1946-1956 гг.	11768.0	488.0	-	23.0	10506.0	494.0	94.0	163.0
в 1957-1970 гг.	32903.0	8097.0	30.0	215.0	21922.0	1947.0	344.0	348.0
в 1971-1995 гг.	74631.0	27812.0	18773.0	1370.0	22520.0	3046.0	611.0	499.0
после 1995 г.	8480.0	1842.0	1660.0	52.0	4582.0	203.0	48.0	93.0
не указавшие период постройки дома	1011.0	222.0	170.0	29.0	446.0	34.0	20.0	90.0
Проживающие в индивидуальных домах	36813.0	757.0	23.0	477.0	29707.0	4615.0	859.0	375.0
в том числе построенных:								
в 1920 г. и ранее	123.0	-	-	-	117.0	6.0	-	-
в 1921-1945 гг.	1094.0	-	-	-	1033.0	43.0	8.0	10.0
в 1946-1956 гг.	7527.0	28.0	-	19.0	6913.0	395.0	76.0	96.0
в 1957-1970 гг.	12378.0	122.0	-	140.0	10010.0	1693.0	300.0	113.0
в 1971-1995 гг.	11164.0	435.0	23.0	295.0	7649.0	2287.0	415.0	60.0
после 1995 г.	4341.0	170.0	-	20.0	3871.0	170.0	46.0	64.0
не указавшие период постройки дома	186.0	2.0	-	3.0	114.0	21.0	14.0	32.0
Проживающие в отдельных квартирах	93645.0	37483.0	20496.0	1212.0	32149.0	1183.0	282.0	840.0
в том числе построенных:								
в 1920 г. и ранее	2.0	-	-	-	2.0	-	-	-
в 1921-1945 гг.	1034.0	49.0	2.0	-	921.0	34.0	16.0	12.0
в 1946-1956 гг.	4226.0	460.0	-	4.0	3578.0	99.0	18.0	67.0
в 1957-1970 гг.	20385.0	7961.0	27.0	75.0	11789.0	254.0	44.0	235.0
в 1971-1995 гг.	63078.0	27146.0	18648.0	1075.0	14824.0	750.0	196.0	439.0
после 1995 г.	4112.0	1653.0	1660.0	32.0	703.0	33.0	2.0	29.0
не указавшие период постройки дома	808.0	214.0	159.0	26.0	332.0	13.0	6.0	58.0
Проживающие в коммунальных квартирах	588.0	270.0	116.0	-	193.0	9.0	-	-
в том числе построенных:								
в 1920 г. и ранее	-	-	-	-	-	-	-	-
в 1921-1945 гг.	-	-	-	-	-	-	-	-
в 1946-1956 гг.	15.0	-	-	-	15.0	-	-	-
в 1957-1970 гг.	140.0	14.0	3.0	-	123.0	-	-	-
в 1971-1995 гг.	389.0	231.0	102.0	-	47.0	9.0	-	-
после 1995 г.	27.0	19.0	-	-	8.0	-	-	-
не указавшие период постройки дома	17.0	6.0	11.0	-	-	-	-	-
Сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	136030.0	3046.0	966.0	9359.0	118580.0	2213.0	327.0	1539.0
в том числе построенных:								
в 1920 г. и ранее	405.0	-	-	-	399.0	-	-	6.0
в 1921-1945 гг.	3140.0	5.0	-	-	3093.0	15.0	-	27.0
в 1946-1956 гг.	16046.0	10.0	4.0	30.0	15689.0	76.0	1.0	236.0
в 1957-1970 гг.	41703.0	305.0	44.0	473.0	40237.0	203.0	52.0	389.0
в 1971-1995 гг.	68564.0	2647.0	905.0	8514.0	53705.0	1776.0	270.0	747.0
после 1995 г.	4991.0	52.0	13.0	185.0	4602.0	110.0	-	29.0
не указавшие период постройки дома	1181.0	27.0	-	157.0	855.0	33.0	4.0	105.0
Проживающие в индивидуальных домах	55380.0	244.0	57.0	1108.0	52714.0	605.0	69.0	583.0
в том числе построенных:								
в 1920 г. и ранее	328.0	-	-	-	324.0	-	-	4.0
в 1921-1945 гг.	2480.0	-	-	-	2448.0	11.0	-	21.0
в 1946-1956 гг.	13057.0	4.0	-	5.0	12813.0	67.0	1.0	167.0
в 1957-1970 гг.	19642.0	27.0	11.0	83.0	19196.0	110.0	25.0	190.0
в 1971-1995 гг.	15405.0	199.0	41.0	970.0	13654.0	341.0	43.0	157.0
после 1995 г.	4023.0	14.0	5.0	18.0	3909.0	63.0	-	14.0
не указавшие период постройки дома	445.0	-	-	32.0	370.0	13.0	-	30.0
Проживающие в отдельных квартирах	80512.0	2802.0	909.0	8236.0	65745.0	1608.0	258.0	954.0
в том числе построенных:								
в 1920 г. и ранее	77.0	-	-	-	75.0	-	-	2.0
в 1921-1945 гг.	660.0	5.0	-	-	645.0	4.0	-	6.0
в 1946-1956 гг.	2979.0	6.0	4.0	25.0	2866.0	9.0	-	69.0
в 1957-1970 гг.	21981.0	278.0	33.0	390.0	20963.0	93.0	27.0	197.0
в 1971-1995 гг.	53114.0	2448.0	864.0	7529.0	40021.0	1435.0	227.0	590.0
после 1995 г.	965.0	38.0	8.0	167.0	690.0	47.0	-	15.0
не указавшие период постройки дома	736.0	27.0	-	125.0	485.0	20.0	4.0	75.0
Проживающие в коммунальных квартирах	138.0	-	-	15.0	121.0	-	-	2.0
в том числе построенных:								
в 1920 г. и ранее	-	-	-	-	-	-	-	-
в 1921-1945 гг.	-	-	-	-	-	-	-	-
в 1946-1956 гг.	10.0	-	-	-	10.0	-	-	-
в 1957-1970 гг.	80.0	-	-	-	78.0	-	-	2.0
в 1971-1995 гг.	45.0	-	-	15.0	30.0	-	-	-
после 1995 г.	3.0	-	-	-	3.0	-	-	-
не указавшие период постройки дома	-	-	-	-	-	-	-	-
Республика Хакасия								
Городское и сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	492999.0	94934.0	164232.0	7665.0	199737.0	15883.0	5937.0	4611.0
в том числе построенных:								
в 1920 г. и ранее	4051.0	20.0	-	1.0	3932.0	43.0	9.0	46.0
в 1921-1945 гг.	20459.0	1054.0	43.0	50.0	16877.0	1621.0	619.0	195.0
в 1946-1956 гг.	55739.0	6561.0	198.0	755.0	42388.0	3489.0	1827.0	521.0
в 1957-1970 гг.	124767.0	29371.0	11316.0	1713.0	75665.0	3872.0	1652.0	1178.0
в 1971-1995 гг.	260443.0	48102.0	144104.0	4772.0	54155.0	5676.0	1487.0	2147.0
после 1995 г.	24169.0	9061.0	7623.0	313.0	5513.0	1074.0	336.0	249.0
не указавшие период постройки дома	3371.0	765.0	948.0	61.0	1207.0	108.0	7.0	275.0
Проживающие в индивидуальных домах	129324.0	12160.0	968.0	2347.0	98386.0	10208.0	3958.0	1297.0
в том числе построенных:								
в 1920 г. и ранее	3114.0	7.0	-	1.0	3035.0	23.0	8.0	40.0
в 1921-1945 гг.	11451.0	108.0	-	22.0	9790.0	1150.0	268.0	113.0
в 1946-1956 гг.	32467.0	1452.0	12.0	323.0	25981.0	2908.0	1544.0	247.0
в 1957-1970 гг.	45769.0	3502.0	83.0	1056.0	36387.0	2913.0	1337.0	491.0
в 1971-1995 гг.	25976.0	3508.0	620.0	821.0	17975.0	2298.0	521.0	233.0
после 1995 г.	9689.0	3475.0	235.0	113.0	4643.0	833.0	276.0	114.0
не указавшие период постройки дома	858.0	108.0	18.0	11.0	575.0	83.0	4.0	59.0
Проживающие в отдельных квартирах	359892.0	82361.0	160721.0	5175.0	100735.0	5648.0	1974.0	3278.0
в том числе построенных:								
в 1920 г. и ранее	937.0	13.0	-	-	897.0	20.0	1.0	6.0
в 1921-1945 гг.	8889.0	937.0	43.0	28.0	6977.0	471.0	351.0	82.0
в 1946-1956 гг.	23033.0	5091.0	186.0	432.0	16198.0	574.0	283.0	269.0
в 1957-1970 гг.	78503.0	25732.0	11067.0	638.0	39132.0	946.0	310.0	678.0
в 1971-1995 гг.	231665.0	44351.0	141148.0	3833.0	36098.0	3371.0	966.0	1898.0
после 1995 г.	14435.0	5586.0	7374.0	197.0	842.0	241.0	60.0	135.0
не указавшие период постройки дома	2430.0	651.0	903.0	47.0	591.0	25.0	3.0	210.0
Проживающие в коммунальных квартирах	3783.0	413.0	2543.0	143.0	616.0	27.0	5.0	36.0
в том числе построенных:								
в 1920 г. и ранее	-	-	-	-	-	-	-	-
в 1921-1945 гг.	119.0	9.0	-	-	110.0	-	-	-
в 1946-1956 гг.	239.0	18.0	-	-	209.0	7.0	-	5.0
в 1957-1970 гг.	495.0	137.0	166.0	19.0	146.0	13.0	5.0	9.0
в 1971-1995 гг.	2802.0	243.0	2336.0	118.0	82.0	7.0	-	16.0
после 1995 г.	45.0	-	14.0	3.0	28.0	-	-	-
не указавшие период постройки дома	83.0	6.0	27.0	3.0	41.0	-	-	6.0
Городское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	340550.0	81698.0	155663.0	4059.0	81342.0	10275.0	4490.0	3023.0
в том числе построенных:								
в 1920 г. и ранее	580.0	3.0	-	-	556.0	13.0	5.0	3.0
в 1921-1945 гг.	11571.0	1017.0	14.0	28.0	8411.0	1463.0	509.0	129.0
в 1946-1956 гг.	35021.0	6281.0	112.0	642.0	23094.0	2954.0	1581.0	357.0
в 1957-1970 гг.	72978.0	26363.0	10381.0	1242.0	29988.0	2990.0	1389.0	625.0
в 1971-1995 гг.	198953.0	39370.0	136990.0	1965.0	16200.0	2160.0	744.0	1524.0
после 1995 г.	18857.0	7992.0	7259.0	158.0	2413.0	608.0	258.0	169.0
не указавшие период постройки дома	2590.0	672.0	907.0	24.0	680.0	87.0	4.0	216.0
Проживающие в индивидуальных домах	70785.0	10436.0	854.0	1936.0	45431.0	8125.0	3263.0	740.0
в том числе построенных:								
в 1920 г. и ранее	286.0	3.0	-	-	272.0	7.0	4.0	-
в 1921-1945 гг.	4646.0	98.0	-	18.0	3286.0	1014.0	172.0	58.0
в 1946-1956 гг.	18066.0	1402.0	12.0	257.0	12371.0	2481.0	1384.0	159.0
в 1957-1970 гг.	26422.0	3311.0	40.0	971.0	18205.0	2485.0	1144.0	266.0
в 1971-1995 гг.	14940.0	2792.0	566.0	612.0	8911.0	1558.0	340.0	161.0
после 1995 г.	5842.0	2728.0	218.0	71.0	2047.0	503.0	215.0	60.0
не указавшие период постройки дома	583.0	102.0	18.0	7.0	339.0	77.0	4.0	36.0
Проживающие в отдельных квартирах	266189.0	70860.0	152279.0	1984.0	35462.0	2130.0	1222.0	2252.0
в том числе построенных:								
в 1920 г. и ранее	294.0	-	-	-	284.0	6.0	1.0	3.0
в 1921-1945 гг.	6821.0	910.0	14.0	10.0	5030.0	449.0	337.0	71.0
в 1946-1956 гг.	16767.0	4861.0	100.0	385.0	10565.0	466.0	197.0	193.0
в 1957-1970 гг.	46110.0	22915.0	10175.0	252.0	11681.0	492.0	240.0	355.0
в 1971-1995 гг.	181300.0	36346.0	134101.0	1236.0	7264.0	602.0	404.0	1347.0
после 1995 г.	12973.0	5264.0	7027.0	87.0	338.0	105.0	43.0	109.0
не указавшие период постройки дома	1924.0	564.0	862.0	14.0	300.0	10.0	-	174.0
Проживающие в коммунальных квартирах	3576.0	402.0	2530.0	139.0	449.0	20.0	5.0	31.0
в том числе построенных:								
в 1920 г. и ранее	-	-	-	-	-	-	-	-
в 1921-1945 гг.	104.0	9.0	-	-	95.0	-	-	-
в 1946-1956 гг.	188.0	18.0	-	-	158.0	7.0	-	5.0
в 1957-1970 гг.	446.0	137.0	166.0	19.0	102.0	13.0	5.0	4.0
в 1971-1995 гг.	2713.0	232.0	2323.0	117.0	25.0	-	-	16.0
после 1995 г.	42.0	-	14.0	-	28.0	-	-	-
не указавшие период постройки дома	83.0	6.0	27.0	3.0	41.0	-	-	6.0
Сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	152449.0	13236.0	8569.0	3606.0	118395.0	5608.0	1447.0	1588.0
в том числе построенных:								
в 1920 г. и ранее	3471.0	17.0	-	1.0	3376.0	30.0	4.0	43.0
в 1921-1945 гг.	8888.0	37.0	29.0	22.0	8466.0	158.0	110.0	66.0
в 1946-1956 гг.	20718.0	280.0	86.0	113.0	19294.0	535.0	246.0	164.0
в 1957-1970 гг.	51789.0	3008.0	935.0	471.0	45677.0	882.0	263.0	553.0
в 1971-1995 гг.	61490.0	8732.0	7114.0	2807.0	37955.0	3516.0	743.0	623.0
после 1995 г.	5312.0	1069.0	364.0	155.0	3100.0	466.0	78.0	80.0
не указавшие период постройки дома	781.0	93.0	41.0	37.0	527.0	21.0	3.0	59.0
Проживающие в индивидуальных домах	58539.0	1724.0	114.0	411.0	52955.0	2083.0	695.0	557.0
в том числе построенных:								
в 1920 г. и ранее	2828.0	4.0	-	1.0	2763.0	16.0	4.0	40.0
в 1921-1945 гг.	6805.0	10.0	-	4.0	6504.0	136.0	96.0	55.0
в 1946-1956 гг.	14401.0	50.0	-	66.0	13610.0	427.0	160.0	88.0
в 1957-1970 гг.	19347.0	191.0	43.0	85.0	18182.0	428.0	193.0	225.0
в 1971-1995 гг.	11036.0	716.0	54.0	209.0	9064.0	740.0	181.0	72.0
после 1995 г.	3847.0	747.0	17.0	42.0	2596.0	330.0	61.0	54.0
не указавшие период постройки дома	275.0	6.0	-	4.0	236.0	6.0	-	23.0
Проживающие в отдельных квартирах	93703.0	11501.0	8442.0	3191.0	65273.0	3518.0	752.0	1026.0
в том числе построенных:								
в 1920 г. и ранее	643.0	13.0	-	-	613.0	14.0	-	3.0
