6. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ТЕРРИТОРИИ НАХОЖДЕНИЯ РАБОТЫ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
на территории своего субъекта	128974.0	122918.0	6027.0	2516.0	3266.0	194.0	51.0	29.0
на территории другого субъекта	96.0	85.0	11.0	6.0	5.0	-	-	-
на территории других стран	17.0	14.0	3.0	1.0	1.0	1.0	-	-
Сельское население, занятое в экономике	27253.0	26356.0	892.0	359.0	479.0	41.0	13.0	5.0
в том числе:								
на территории своего субъекта	27100.0	26208.0	887.0	357.0	476.0	41.0	13.0	5.0
на территории другого субъекта	15.0	13.0	2.0	1.0	1.0	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Корякский автономный округ								
Городское и сельское население, занятое в экономике	10930.0	10711.0	217.0	92.0	102.0	22.0	1.0	2.0
в том числе:								
на территории своего субъекта	10885.0	10667.0	216.0	91.0	102.0	22.0	1.0	2.0
на территории другого субъекта	10.0	10.0	-	-	-	-	-	-
на территории других стран	1.0	-	1.0	1.0	-	-	-	-
Мужчины, занятые в экономике	5446.0	5313.0	132.0	50.0	61.0	20.0	1.0	1.0
в том числе:								
на территории своего субъекта	5414.0	5282.0	131.0	49.0	61.0	20.0	1.0	1.0
на территории другого субъекта	8.0	8.0	-	-	-	-	-	-
на территории других стран	1.0	-	1.0	1.0	-	-	-	-
Женщины, занятые в экономике	5484.0	5398.0	85.0	42.0	41.0	2.0	-	1.0
в том числе:								
на территории своего субъекта	5471.0	5385.0	85.0	42.0	41.0	2.0	-	1.0
на территории другого субъекта	2.0	2.0	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Городское население, занятое в экономике	2991.0	2932.0	58.0	29.0	23.0	5.0	1.0	1.0
в том числе:								
на территории своего субъекта	2969.0	2911.0	57.0	28.0	23.0	5.0	1.0	1.0
на территории другого субъекта	6.0	6.0	-	-	-	-	-	-
на территории других стран	1.0	-	1.0	1.0	-	-	-	-
Сельское население, занятое в экономике	7939.0	7779.0	159.0	63.0	79.0	17.0	-	1.0
в том числе:								
на территории своего субъекта	7916.0	7756.0	159.0	63.0	79.0	17.0	-	1.0
на территории другого субъекта	4.0	4.0	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Магаданская область								
Городское и сельское население, занятое в экономике	89720.0	85312.0	4388.0	1580.0	2582.0	102.0	124.0	20.0
в том числе:								
на территории своего субъекта	88613.0	84271.0	4325.0	1562.0	2545.0	99.0	119.0	17.0
на территории другого субъекта	235.0	210.0	25.0	6.0	16.0	1.0	2.0	-
на территории других стран	30.0	26.0	4.0	2.0	2.0	-	-	-
Мужчины, занятые в экономике	45727.0	42824.0	2895.0	1039.0	1715.0	68.0	73.0	8.0
в том числе:								
на территории своего субъекта	44974.0	42122.0	2847.0	1025.0	1685.0	66.0	71.0	5.0
на территории другого субъекта	203.0	181.0	22.0	5.0	15.0	1.0	1.0	-
на территории других стран	21.0	18.0	3.0	2.0	1.0	-	-	-
Женщины, занятые в экономике	43993.0	42488.0	1493.0	541.0	867.0	34.0	51.0	12.0
в том числе:								
на территории своего субъекта	43639.0	42149.0	1478.0	537.0	860.0	33.0	48.0	12.0
на территории другого субъекта	32.0	29.0	3.0	1.0	1.0	-	1.0	-
на территории других стран	9.0	8.0	1.0	-	1.0	-	-	-
Городское население, занятое в экономике	83555.0	79332.0	4204.0	1517.0	2474.0	95.0	118.0	19.0
в том числе:								
на территории своего субъекта	82486.0	78326.0	4144.0	1500.0	2439.0	92.0	113.0	16.0
на территории другого субъекта	233.0	208.0	25.0	6.0	16.0	1.0	2.0	-
на территории других стран	30.0	26.0	4.0	2.0	2.0	-	-	-
Сельское население, занятое в экономике	6165.0	5980.0	184.0	63.0	108.0	7.0	6.0	1.0
в том числе:								
на территории своего субъекта	6127.0	5945.0	181.0	62.0	106.0	7.0	6.0	1.0
на территории другого субъекта	2.0	2.0	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Сахалинская область								
Городское и сельское население, занятое в экономике	239851.0	227741.0	12028.0	4447.0	6768.0	583.0	230.0	82.0
в том числе:								
на территории своего субъекта	236894.0	225003.0	11811.0	4410.0	6618.0	559.0	224.0	80.0
на территории другого субъекта	337.0	321.0	16.0	4.0	12.0	-	-	-
на территории других стран	452.0	428.0	24.0	-	24.0	-	-	-
Мужчины, занятые в экономике	124044.0	117260.0	6746.0	2666.0	3615.0	327.0	138.0	38.0
в том числе:								
на территории своего субъекта	122129.0	115472.0	6619.0	2641.0	3532.0	314.0	132.0	38.0
на территории другого субъекта	288.0	272.0	16.0	4.0	12.0	-	-	-
на территории других стран	330.0	324.0	6.0	-	6.0	-	-	-
Женщины, занятые в экономике	115807.0	110481.0	5282.0	1781.0	3153.0	256.0	92.0	44.0
в том числе:								
на территории своего субъекта	114765.0	109531.0	5192.0	1769.0	3086.0	245.0	92.0	42.0
на территории другого субъекта	49.0	49.0	-	-	-	-	-	-
на территории других стран	122.0	104.0	18.0	-	18.0	-	-	-
Городское население, занятое в экономике	211874.0	200530.0	11266.0	4142.0	6358.0	562.0	204.0	78.0
в том числе:								
на территории своего субъекта	209222.0	198090.0	11056.0	4106.0	6213.0	539.0	198.0	76.0
на территории другого субъекта	301.0	285.0	16.0	4.0	12.0	-	-	-
на территории других стран	435.0	411.0	24.0	-	24.0	-	-	-
Сельское население, занятое в экономике	27977.0	27211.0	762.0	305.0	410.0	21.0	26.0	4.0
в том числе:								
на территории своего субъекта	27672.0	26913.0	755.0	304.0	405.0	20.0	26.0	4.0
на территории другого субъекта	36.0	36.0	-	-	-	-	-	-
на территории других стран	17.0	17.0	-	-	-	-	-	-
Еврейская автономная область								
Городское и сельское население, занятое в экономике	72245.0	69976.0	2250.0	1156.0	1018.0	21.0	55.0	19.0
в том числе:								
на территории своего субъекта	68057.0	65858.0	2181.0	1132.0	980.0	21.0	48.0	18.0
на территории другого субъекта	3491.0	3446.0	45.0	16.0	26.0	-	3.0	-
на территории других стран	10.0	10.0	-	-	-	-	-	-
Мужчины, занятые в экономике	37121.0	35841.0	1268.0	663.0	562.0	11.0	32.0	12.0
в том числе:								
на территории своего субъекта	34228.0	32993.0	1224.0	646.0	538.0	11.0	29.0	11.0
на территории другого субъекта	2463.0	2434.0	29.0	11.0	17.0	-	1.0	-
на территории других стран	5.0	5.0	-	-	-	-	-	-
Женщины, занятые в экономике	35124.0	34135.0	982.0	493.0	456.0	10.0	23.0	7.0
в том числе:								
на территории своего субъекта	33829.0	32865.0	957.0	486.0	442.0	10.0	19.0	7.0
на территории другого субъекта	1028.0	1012.0	16.0	5.0	9.0	-	2.0	-
на территории других стран	5.0	5.0	-	-	-	-	-	-
Городское население, занятое в экономике	53008.0	51203.0	1787.0	911.0	807.0	20.0	49.0	18.0
в том числе:								
на территории своего субъекта	49795.0	48056.0	1722.0	888.0	771.0	20.0	43.0	17.0
на территории другого субъекта	2597.0	2555.0	42.0	15.0	25.0	-	2.0	-
на территории других стран	10.0	10.0	-	-	-	-	-	-
Сельское население, занятое в экономике	19237.0	18773.0	463.0	245.0	211.0	1.0	6.0	1.0
в том числе:								
на территории своего субъекта	18262.0	17802.0	459.0	244.0	209.0	1.0	5.0	1.0
на территории другого субъекта	894.0	891.0	3.0	1.0	1.0	-	1.0	-
на территории других стран	-	-	-	-	-	-	-	-
Чукотский автономный округ								
Городское и сельское население, занятое в экономике	29097.0	28654.0	389.0	137.0	197.0	15.0	40.0	54.0
в том числе:								
на территории своего субъекта	27901.0	27485.0	370.0	130.0	186.0	15.0	39.0	46.0
на территории другого субъекта	26.0	24.0	2.0	1.0	1.0	-	-	-
на территории других стран	3.0	3.0	-	-	-	-	-	-
Мужчины, занятые в экономике	15745.0	15454.0	264.0	90.0	138.0	8.0	28.0	27.0
в том числе:								
на территории своего субъекта	15086.0	14815.0	249.0	84.0	130.0	8.0	27.0	22.0
на территории другого субъекта	21.0	19.0	2.0	1.0	1.0	-	-	-
