5. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ПО ВОЗРАСТНЫМ ГРУППАМ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
старше трудоспособного	59374.0	57065.0	2309.0	544.0	1533.0	167.0	65.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	619399.0	578024.0	41375.0	15079.0	23459.0	2035.0	802.0	-
в том числе в возрасте, лет:								
15 – 19	20849.0	20252.0	597.0	100.0	419.0	60.0	18.0	-
20 – 29	159336.0	150582.0	8754.0	2772.0	5340.0	459.0	183.0	-
30 – 39	145049.0	131677.0	13372.0	5510.0	7063.0	554.0	245.0	-
40 – 49	175240.0	162288.0	12952.0	4864.0	7242.0	602.0	244.0	-
50 – 59	95682.0	90885.0	4797.0	1575.0	2843.0	295.0	84.0	-
60 – 64	14710.0	14145.0	565.0	173.0	341.0	36.0	15.0	-
65 и более	8533.0	8195.0	338.0	85.0	211.0	29.0	13.0	-
Возраст не указан	3.0	3.0	-	-	-	-	-	-
Средний возраст	38.7	38.7	38.6	38.8	38.5	38.9	38.4	-
Из общей численности занятых - население в возрасте:								
трудоспособном	595828.0	555372.0	40456.0	14820.0	22893.0	1969.0	774.0	-
старше трудоспособного	23243.0	22340.0	903.0	258.0	552.0	65.0	28.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	574032.0	546891.0	27140.0	7604.0	17403.0	1502.0	631.0	1.0
в том числе в возрасте, лет:								
15 – 19	12716.0	12312.0	404.0	79.0	270.0	36.0	19.0	-
20 – 29	129323.0	124389.0	4933.0	1289.0	3225.0	284.0	135.0	1.0
30 – 39	136350.0	128502.0	7848.0	2530.0	4775.0	383.0	160.0	-
40 – 49	188950.0	179262.0	9688.0	2729.0	6225.0	517.0	217.0	-
50 – 59	90233.0	86647.0	3586.0	872.0	2410.0	222.0	82.0	-
60 – 64	10796.0	10379.0	417.0	78.0	306.0	24.0	9.0	-
65 и более	5664.0	5400.0	264.0	27.0	192.0	36.0	9.0	-
Возраст не указан	3.0	3.0	-	-	-	-	-	-
Средний возраст	39.5	39.5	39.8	39.3	40.0	40.3	39.2	25.5
Из общей численности занятых - население в возрасте:								
трудоспособном	537768.0	512041.0	25726.0	7317.0	16417.0	1398.0	594.0	1.0
старше трудоспособного	36131.0	34725.0	1406.0	286.0	981.0	102.0	37.0	-
Городское население, занятое в экономике, в возрасте 15 лет и более	944720.0	884937.0	59782.0	20747.0	35372.0	2481.0	1182.0	1.0
в том числе в возрасте, лет:								
15 – 19	26233.0	25357.0	876.0	165.0	603.0	74.0	34.0	-
20 – 29	233820.0	221552.0	12267.0	3819.0	7637.0	542.0	269.0	1.0
30 – 39	220994.0	202209.0	18785.0	7430.0	10361.0	655.0	339.0	-
40 – 49	277235.0	258011.0	19224.0	6792.0	11318.0	754.0	360.0	-
50 – 59	149543.0	142319.0	7224.0	2217.0	4507.0	358.0	142.0	-
60 – 64	23509.0	22625.0	884.0	225.0	589.0	50.0	20.0	-
65 и более	13386.0	12864.0	522.0	99.0	357.0	48.0	18.0	-
Возраст не указан	6.0	6.0	-	-	-	-	-	-
Средний возраст	39.1	39.2	38.9	38.8	39.0	39.3	38.6	25.5
Из общей численности занятых - население в возрасте:								
трудоспособном	890141.0	832440.0	57700.0	20254.0	33970.0	2347.0	1129.0	1.0
старше трудоспособного	54279.0	52214.0	2065.0	492.0	1388.0	132.0	53.0	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	248711.0	239978.0	8733.0	1936.0	5490.0	1056.0	251.0	-
в том числе в возрасте, лет:								
15 – 19	7332.0	7207.0	125.0	14.0	86.0	22.0	3.0	-
20 – 29	54839.0	53419.0	1420.0	242.0	928.0	201.0	49.0	-
30 – 39	60405.0	57970.0	2435.0	610.0	1477.0	282.0	66.0	-
40 – 49	86955.0	83539.0	3416.0	801.0	2149.0	365.0	101.0	-
50 – 59	36372.0	35213.0	1159.0	230.0	746.0	159.0	24.0	-
60 – 64	1997.0	1899.0	98.0	26.0	58.0	10.0	4.0	-
65 и более	811.0	731.0	80.0	13.0	46.0	17.0	4.0	-
Возраст не указан	-	-	-	-	-	-	-	-
Средний возраст	38.8	38.8	40.2	40.6	40.1	39.9	39.7	-
Из общей численности занятых - население в возрасте:								
трудоспособном	243455.0	234973.0	8482.0	1883.0	5340.0	1020.0	239.0	-
старше трудоспособного	5095.0	4851.0	244.0	52.0	145.0	35.0	12.0	-
Омская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	842579.0	791006.0	51572.0	15982.0	31010.0	3391.0	1189.0	1.0
в том числе в возрасте, лет:								
15 – 19	20277.0	19684.0	593.0	98.0	410.0	70.0	15.0	-
20 – 29	205378.0	195236.0	10142.0	2811.0	6390.0	682.0	259.0	-
30 – 39	210235.0	193686.0	16548.0	5693.0	9584.0	916.0	355.0	1.0
40 – 49	265300.0	247872.0	17428.0	5484.0	10414.0	1134.0	396.0	-
50 – 59	122829.0	116871.0	5958.0	1672.0	3663.0	486.0	137.0	-
60 – 64	12795.0	12203.0	592.0	159.0	353.0	58.0	22.0	-
65 и более	5765.0	5454.0	311.0	65.0	196.0	45.0	5.0	-
Возраст не указан	36.0	36.0	-	-	-	-	-	-
Средний возраст	38.7	38.7	38.9	39.0	38.8	39.6	38.8	36.5
Из общей численности занятых - население в возрасте:								
трудоспособном	812308.0	762091.0	50216.0	15662.0	30162.0	3243.0	1149.0	1.0
старше трудоспособного	30020.0	28677.0	1343.0	318.0	843.0	143.0	39.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	436558.0	406072.0	30485.0	10014.0	17876.0	1946.0	649.0	1.0
в том числе в возрасте, лет:								
15 – 19	12509.0	12189.0	320.0	51.0	224.0	40.0	5.0	-
20 – 29	112464.0	106359.0	6105.0	1746.0	3824.0	397.0	138.0	-
30 – 39	107771.0	97591.0	10179.0	3685.0	5753.0	545.0	196.0	1.0
40 – 49	128617.0	118667.0	9950.0	3320.0	5774.0	634.0	222.0	-
50 – 59	63684.0	60291.0	3393.0	1059.0	1982.0	279.0	73.0	-
60 – 64	7914.0	7554.0	360.0	104.0	210.0	33.0	13.0	-
65 и более	3599.0	3421.0	178.0	49.0	109.0	18.0	2.0	-
Возраст не указан	17.0	17.0	-	-	-	-	-	-
Средний возраст	38.4	38.4	38.7	39.0	38.5	39.4	38.9	36.5
Из общей численности занятых - население в возрасте:								
трудоспособном	424852.0	394908.0	29943.0	9861.0	17553.0	1895.0	634.0	1.0
старше трудоспособного	11513.0	10975.0	538.0	153.0	319.0	51.0	15.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	406021.0	384934.0	21087.0	5968.0	13134.0	1445.0	540.0	-
в том числе в возрасте, лет:								
15 – 19	7768.0	7495.0	273.0	47.0	186.0	30.0	10.0	-
20 – 29	92914.0	88877.0	4037.0	1065.0	2566.0	285.0	121.0	-
30 – 39	102464.0	96095.0	6369.0	2008.0	3831.0	371.0	159.0	-
40 – 49	136683.0	129205.0	7478.0	2164.0	4640.0	500.0	174.0	-
50 – 59	59145.0	56580.0	2565.0	613.0	1681.0	207.0	64.0	-
60 – 64	4881.0	4649.0	232.0	55.0	143.0	25.0	9.0	-
65 и более	2166.0	2033.0	133.0	16.0	87.0	27.0	3.0	-
Возраст не указан	19.0	19.0	-	-	-	-	-	-
Средний возраст	39.0	39.0	39.2	39.0	39.2	40.0	38.7	-
Из общей численности занятых - население в возрасте:								
трудоспособном	387456.0	367183.0	20273.0	5801.0	12609.0	1348.0	515.0	-
старше трудоспособного	18507.0	17702.0	805.0	165.0	524.0	92.0	24.0	-
Городское население, занятое в экономике, в возрасте 15 лет и более	625434.0	581601.0	43832.0	14032.0	26456.0	2387.0	957.0	1.0
в том числе в возрасте, лет:								
15 – 19	14547.0	14041.0	506.0	91.0	354.0	49.0	12.0	-
20 – 29	155439.0	146442.0	8997.0	2582.0	5673.0	525.0	217.0	-
30 – 39	153682.0	139385.0	14296.0	5106.0	8265.0	634.0	291.0	1.0
40 – 49	190776.0	176479.0	14297.0	4647.0	8597.0	749.0	304.0	-
50 – 59	94372.0	89408.0	4964.0	1416.0	3103.0	338.0	107.0	-
60 – 64	11347.0	10818.0	529.0	136.0	321.0	50.0	22.0	-
65 и более	5271.0	5028.0	243.0	54.0	143.0	42.0	4.0	-
Возраст не указан	26.0	26.0	-	-	-	-	-	-
Средний возраст	38.8	38.8	38.7	38.7	38.6	39.5	38.6	36.5
Из общей численности занятых - население в возрасте:								
трудоспособном	598823.0	556177.0	42645.0	13757.0	25714.0	2255.0	919.0	1.0
старше трудоспособного	26500.0	25325.0	1175.0	273.0	737.0	128.0	37.0	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	217145.0	209405.0	7740.0	1950.0	4554.0	1004.0	232.0	-
в том числе в возрасте, лет:								
15 – 19	5730.0	5643.0	87.0	7.0	56.0	21.0	3.0	-
20 – 29	49939.0	48794.0	1145.0	229.0	717.0	157.0	42.0	-
30 – 39	56553.0	54301.0	2252.0	587.0	1319.0	282.0	64.0	-
40 – 49	74524.0	71393.0	3131.0	837.0	1817.0	385.0	92.0	-
50 – 59	28457.0	27463.0	994.0	256.0	560.0	148.0	30.0	-
60 – 64	1448.0	1385.0	63.0	23.0	32.0	8.0	-	-
65 и более	494.0	426.0	68.0	11.0	53.0	3.0	1.0	-
Возраст не указан	10.0	10.0	-	-	-	-	-	-
Средний возраст	38.4	38.3	40.3	41.1	40.1	40.0	39.5	-
Из общей численности занятых - население в возрасте:								
трудоспособном	213485.0	205914.0	7571.0	1905.0	4448.0	988.0	230.0	-
старше трудоспособного	3520.0	3352.0	168.0	45.0	106.0	15.0	2.0	-
Томская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	440994.0	413962.0	27032.0	8850.0	15486.0	1949.0	747.0	-
в том числе в возрасте, лет:								
15 – 19	10966.0	10539.0	427.0	70.0	268.0	72.0	17.0	-
20 – 29	108798.0	103352.0	5446.0	1510.0	3305.0	458.0	173.0	-
30 – 39	105864.0	97215.0	8649.0	3259.0	4671.0	503.0	216.0	-
40 – 49	132663.0	123842.0	8821.0	2980.0	5035.0	584.0	222.0	-
50 – 59	67033.0	63902.0	3131.0	927.0	1847.0	272.0	85.0	-
60 – 64	10480.0	10132.0	348.0	76.0	219.0	32.0	21.0	-
65 и более	5190.0	4980.0	210.0	28.0	141.0	28.0	13.0	-
Возраст не указан	2.0	2.0	-	-	-	-	-	-
Средний возраст	39.0	39.0	38.8	38.8	38.7	38.7	38.8	-
Из общей численности занятых - население в возрасте:								
трудоспособном	417395.0	391252.0	26143.0	8668.0	14914.0	1862.0	699.0	-
старше трудоспособного	23468.0	22591.0	877.0	181.0	563.0	86.0	47.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	226868.0	211197.0	15671.0	5595.0	8572.0	1088.0	416.0	-
в том числе в возрасте, лет:								
15 – 19	6669.0	6397.0	272.0	42.0	180.0	40.0	10.0	-
20 – 29	59811.0	56534.0	3277.0	946.0	1956.0	273.0	102.0	-
30 – 39	54340.0	49005.0	5335.0	2179.0	2749.0	285.0	122.0	-
40 – 49	63401.0	58578.0	4823.0	1802.0	2583.0	318.0	120.0	-
50 – 59	33960.0	32305.0	1655.0	556.0	913.0	144.0	42.0	-
60 – 64	5893.0	5697.0	196.0	50.0	118.0	16.0	12.0	-
65 и более	2794.0	2681.0	113.0	20.0	73.0	12.0	8.0	-
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	38.6	38.6	38.3	38.6	38.0	38.1	38.5	-
Из общей численности занятых - население в возрасте:								
трудоспособном	218099.0	202746.0	15353.0	5525.0	8374.0	1059.0	395.0	-
старше трудоспособного	8687.0	8378.0	309.0	70.0	191.0	28.0	20.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	214126.0	202765.0	11361.0	3255.0	6914.0	861.0	331.0	-
в том числе в возрасте, лет:								
15 – 19	4297.0	4142.0	155.0	28.0	88.0	32.0	7.0	-
20 – 29	48987.0	46818.0	2169.0	564.0	1349.0	185.0	71.0	-
30 – 39	51524.0	48210.0	3314.0	1080.0	1922.0	218.0	94.0	-
40 – 49	69262.0	65264.0	3998.0	1178.0	2452.0	266.0	102.0	-
50 – 59	33073.0	31597.0	1476.0	371.0	934.0	128.0	43.0	-
60 – 64	4587.0	4435.0	152.0	26.0	101.0	16.0	9.0	-
65 и более	2396.0	2299.0	97.0	8.0	68.0	16.0	5.0	-
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	39.5	39.5	39.5	39.2	39.6	39.4	39.2	-
Из общей численности занятых - население в возрасте:								
трудоспособном	199296.0	188506.0	10790.0	3143.0	6540.0	803.0	304.0	-
старше трудоспособного	14781.0	14213.0	568.0	111.0	372.0	58.0	27.0	-
Городское население, занятое в экономике, в возрасте 15 лет и более	325645.0	303375.0	22270.0	7539.0	12654.0	1478.0	599.0	-
в том числе в возрасте, лет:								
15 – 19	8355.0	8008.0	347.0	50.0	230.0	50.0	17.0	-
20 – 29	83150.0	78510.0	4640.0	1326.0	2807.0	365.0	142.0	-
30 – 39	78235.0	70925.0	7310.0	2867.0	3875.0	389.0	179.0	-
40 – 49	91348.0	84396.0	6952.0	2449.0	3922.0	413.0	168.0	-
50 – 59	50703.0	48157.0	2546.0	759.0	1512.0	213.0	62.0	-
60 – 64	9194.0	8897.0	297.0	66.0	189.0	23.0	19.0	-
65 и более	4660.0	4482.0	178.0	22.0	119.0	25.0	12.0	-
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	39.0	39.0	38.6	38.6	38.5	38.5	38.5	-
Из общей численности занятых - население в возрасте:								
трудоспособном	305159.0	283639.0	21520.0	7389.0	12166.0	1408.0	557.0	-
старше трудоспособного	20395.0	19656.0	739.0	149.0	479.0	70.0	41.0	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	115349.0	110587.0	4762.0	1311.0	2832.0	471.0	148.0	-
в том числе в возрасте, лет:								
15 – 19	2611.0	2531.0	80.0	20.0	38.0	22.0	-	-
20 – 29	25648.0	24842.0	806.0	184.0	498.0	93.0	31.0	-
30 – 39	27629.0	26290.0	1339.0	392.0	796.0	114.0	37.0	-
40 – 49	41315.0	39446.0	1869.0	531.0	1113.0	171.0	54.0	-
50 – 59	16330.0	15745.0	585.0	168.0	335.0	59.0	23.0	-
60 – 64	1286.0	1235.0	51.0	10.0	30.0	9.0	2.0	-
65 и более	530.0	498.0	32.0	6.0	22.0	3.0	1.0	-
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	39.1	39.1	39.8	40.1	39.7	39.2	39.9	-
Из общей численности занятых - население в возрасте:								
трудоспособном	112236.0	107613.0	4623.0	1279.0	2748.0	454.0	142.0	-
старше трудоспособного	3073.0	2935.0	138.0	32.0	84.0	16.0	6.0	-
Читинская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	436477.0	414841.0	21467.0	5492.0	11582.0	2706.0	1687.0	169.0
в том числе в возрасте, лет:								
15 – 19	20528.0	20147.0	369.0	45.0	199.0	86.0	39.0	12.0
20 – 29	118294.0	113601.0	4647.0	982.0	2639.0	595.0	431.0	46.0
30 – 39	101335.0	94897.0	6401.0	1925.0	3371.0	665.0	440.0	37.0
40 – 49	126974.0	119902.0	7023.0	1881.0	3742.0	884.0	516.0	49.0
50 – 59	60181.0	57521.0	2641.0	585.0	1425.0	399.0	232.0	19.0
60 – 64	6360.0	6091.0	266.0	54.0	145.0	46.0	21.0	3.0
65 и более	2805.0	2682.0	120.0	20.0	61.0	31.0	8.0	3.0
Возраст не указан	83.0	77.0	4.0	2.0	1.0	-	1.0	2.0
Средний возраст	37.6	37.5	38.7	38.9	38.5	39.2	38.3	38.2
Из общей численности занятых - население в возрасте:								
трудоспособном	421131.0	400108.0	20863.0	5368.0	11263.0	2598.0	1634.0	160.0
старше трудоспособного	15205.0	14604.0	593.0	122.0	313.0	106.0	52.0	8.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	234504.0	222377.0	12032.0	3216.0	6199.0	1748.0	869.0	95.0
в том числе в возрасте, лет:								
15 – 19	16491.0	16270.0	213.0	26.0	101.0	61.0	25.0	8.0
20 – 29	69112.0	66399.0	2683.0	563.0	1500.0	386.0	234.0	30.0
30 – 39	52079.0	48372.0	3685.0	1172.0	1856.0	433.0	224.0	22.0
40 – 49	61232.0	57464.0	3745.0	1068.0	1863.0	564.0	250.0	23.0
50 – 59	30747.0	29237.0	1501.0	335.0	773.0	270.0	123.0	9.0
60 – 64	3367.0	3222.0	143.0	35.0	74.0	23.0	11.0	2.0
65 и более	1476.0	1413.0	62.0	17.0	32.0	11.0	2.0	1.0
Возраст не указан	50.0	48.0	2.0	1.0	-	-	1.0	-
Средний возраст	36.5	36.4	38.4	38.9	38.1	39.0	37.9	36.2
Из общей численности занятых - население в возрасте:								
трудоспособном	229561.0	217649.0	11820.0	3162.0	6090.0	1713.0	855.0	92.0
старше трудоспособного	4843.0	4635.0	205.0	52.0	106.0	34.0	13.0	3.0
Женщины, занятые в экономике, в возрасте 15 лет и более	201973.0	192464.0	9435.0	2276.0	5383.0	958.0	818.0	74.0
в том числе в возрасте, лет:								
15 – 19	4037.0	3877.0	156.0	19.0	98.0	25.0	14.0	4.0
20 – 29	49182.0	47202.0	1964.0	419.0	1139.0	209.0	197.0	16.0
30 – 39	49256.0	46525.0	2716.0	753.0	1515.0	232.0	216.0	15.0
40 – 49	65742.0	62438.0	3278.0	813.0	1879.0	320.0	266.0	26.0
50 – 59	29434.0	28284.0	1140.0	250.0	652.0	129.0	109.0	10.0
60 – 64	2993.0	2869.0	123.0	19.0	71.0	23.0	10.0	1.0
65 и более	1329.0	1269.0	58.0	3.0	29.0	20.0	6.0	2.0
Возраст не указан	33.0	29.0	2.0	1.0	1.0	-	-	2.0
Средний возраст	38.9	38.9	39.0	39.0	38.9	39.7	38.7	40.8
Из общей численности занятых - население в возрасте:								
трудоспособном	191570.0	182459.0	9043.0	2206.0	5173.0	885.0	779.0	68.0
