																			
1. НАСЕЛЕНИЕ ПО ПОЛУ, ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
																			
																			
	Все население	Всего указали источников средств к существованию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения указали			
16 – 17	121412.0	568.0	200.0	368.0	118416.0	14.0	62.0	2352.0	116949.0	3064.0	905.0	2159.0	111907.0	18.0	82.0	1878.0			
18 – 19	162001.0	3864.0	1883.0	1981.0	156817.0	24.0	124.0	1172.0	117524.0	16495.0	8472.0	8023.0	99613.0	50.0	472.0	894.0			
20 – 24	311215.0	68881.0	45305.0	23576.0	236362.0	113.0	3346.0	2513.0	273256.0	121497.0	83764.0	37733.0	139414.0	844.0	9190.0	2311.0			
25 – 29	273851.0	154487.0	116028.0	38459.0	100944.0	365.0	15604.0	2451.0	263341.0	174468.0	135655.0	38813.0	56978.0	2837.0	26883.0	2175.0			
30 – 34	248439.0	172563.0	137634.0	34929.0	46110.0	867.0	26360.0	2539.0	239085.0	169309.0	138839.0	30470.0	25516.0	5448.0	36865.0	1947.0			
35 – 39	237836.0	178227.0	148362.0	29865.0	26330.0	1687.0	29365.0	2227.0	234148.0	168547.0	144504.0	24043.0	16027.0	8844.0	39112.0	1618.0			
40 – 44	277898.0	216525.0	186556.0	29969.0	20934.0	3537.0	34707.0	2195.0	282987.0	204269.0	180166.0	24103.0	13990.0	15708.0	47224.0	1796.0			
45 – 49	262001.0	208001.0	182373.0	25628.0	15036.0	5341.0	31778.0	1845.0	286358.0	202175.0	179949.0	22226.0	12099.0	23911.0	46474.0	1699.0			
50 – 54	234204.0	187904.0	167310.0	20594.0	9628.0	7961.0	26988.0	1723.0	267341.0	177918.0	159352.0	18566.0	9934.0	34882.0	42906.0	1701.0			
55 – 59	126581.0	101619.0	91431.0	10188.0	4172.0	6756.0	13151.0	883.0	150356.0	90124.0	81108.0	9016.0	5141.0	30720.0	23300.0	1071.0			
60 – 64	136785.0	106968.0	96246.0	10722.0	3771.0	13034.0	12045.0	967.0	188365.0	96189.0	86679.0	9510.0	4983.0	60579.0	25326.0	1288.0			
65 – 69	84521.0	65097.0	59320.0	5777.0	1935.0	11526.0	5546.0	417.0	133714.0	57268.0	51728.0	5540.0	3446.0	58150.0	14111.0	739.0			
70 и более	100510.0	67707.0	62659.0	5048.0	1444.0	27471.0	3378.0	510.0	237196.0	50669.0	45728.0	4941.0	6287.0	164021.0	14900.0	1319.0			
возраст не указан	1834.0	352.0	297.0	55.0	80.0	11.0	26.0	1365.0	1697.0	356.0	299.0	57.0	48.0	26.0	27.0	1240.0			
Республика Саха (Якутия)																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	335565.0	204707.0	177905.0	26802.0	97130.0	9747.0	22576.0	1405.0	362019.0	200887.0	174400.0	26487.0	84325.0	42255.0	33252.0	1300.0			
в том числе в     возрасте, лет:																			
  до 16	8.0	5.0	1.0	4.0		1.0	2.0		17.0	14.0	4.0	10.0		-	3.0				
16 – 17	19458.0	102.0	39.0	63.0	19130.0	3.0	6.0	217.0	18614.0	427.0	174.0	253.0	18002.0	3.0	14.0	168.0			
18 – 19	16693.0	789.0	495.0	294.0	15797.0	6.0	20.0	81.0	17551.0	2537.0	1637.0	900.0	14877.0	11.0	65.0	61.0			
20 – 24	38082.0	10672.0	8103.0	2569.0	26679.0	23.0	515.0	193.0	38496.0	17530.0	13522.0	4008.0	19258.0	162.0	1421.0	125.0			
25 – 29	37573.0	22107.0	17805.0	4302.0	13019.0	68.0	2224.0	155.0	36288.0	23902.0	19636.0	4266.0	8538.0	505.0	3227.0	116.0			
30 – 34	34830.0	24595.0	20643.0	3952.0	6808.0	125.0	3155.0	147.0	34298.0	24029.0	20465.0	3564.0	5178.0	865.0	4117.0	109.0			
35 – 39	36138.0	27731.0	23996.0	3735.0	4733.0	272.0	3295.0	107.0	36238.0	25811.0	22697.0	3114.0	4399.0	1503.0	4433.0	92.0			
40 – 44	43076.0	33944.0	29977.0	3967.0	4238.0	551.0	4207.0	136.0	44333.0	31909.0	28495.0	3414.0	4191.0	2559.0	5571.0	103.0			
45 – 49	37298.0	30013.0	26933.0	3080.0	2930.0	807.0	3445.0	103.0	40279.0	28247.0	25522.0	2725.0	3456.0	3564.0	4903.0	109.0			
50 – 54	28385.0	22998.0	20833.0	2165.0	1607.0	1000.0	2698.0	82.0	31812.0	20872.0	18909.0	1963.0	2445.0	4392.0	3976.0	127.0			
55 – 59	13308.0	10576.0	9685.0	891.0	735.0	808.0	1151.0	38.0	15541.0	8913.0	8144.0	769.0	1225.0	3477.0	1870.0	56.0			
60 – 64	12472.0	9394.0	8497.0	897.0	626.0	1354.0	1059.0	39.0	16085.0	7660.0	6936.0	724.0	911.0	5680.0	1776.0	58.0			
65 – 69	8687.0	6169.0	5680.0	489.0	455.0	1527.0	516.0	20.0	12856.0	5105.0	4678.0	427.0	717.0	6008.0	977.0	49.0			
70 и более	9473.0	5585.0	5193.0	392.0	372.0	3201.0	280.0	35.0	19536.0	3907.0	3558.0	349.0	1124.0	13524.0	895.0	86.0			
возраст не указан	84.0	27.0	25.0	2.0	1.0	1.0	3.0	52.0	75.0	24.0	23.0	1.0	4.0	2.0	4.0	41.0			
Приморский край																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	812397.0	480560.0	408537.0	72023.0	232000.0	26663.0	62254.0	10920.0	887489.0	483322.0	411613.0	71709.0	147540.0	138907.0	106611.0	11109.0			
в том числе в     возрасте, лет:																			
  до 16	13.0	12.0	6.0	6.0		1.0	-		48.0	41.0	14.0	27.0		2.0	5.0				
16 – 17	36314.0	155.0	59.0	96.0	35062.0	4.0	17.0	1076.0	34234.0	856.0	232.0	624.0	32480.0	7.0	25.0	866.0			
18 – 19	52515.0	942.0	430.0	512.0	50982.0	8.0	40.0	543.0	35277.0	4793.0	2346.0	2447.0	29910.0	9.0	147.0	418.0			
20 – 24	97224.0	19075.0	12241.0	6834.0	76040.0	28.0	869.0	1212.0	82975.0	35664.0	24175.0	11489.0	43222.0	231.0	2694.0	1164.0			
25 – 29	83370.0	45142.0	33506.0	11636.0	32561.0	106.0	4391.0	1170.0	79939.0	52237.0	40593.0	11644.0	17453.0	777.0	8326.0	1146.0			
30 – 34	77668.0	53378.0	42615.0	10763.0	14643.0	280.0	8132.0	1235.0	73952.0	52301.0	43006.0	9295.0	7065.0	1582.0	11923.0	1081.0			
35 – 39	73428.0	54594.0	45635.0	8959.0	7798.0	545.0	9392.0	1099.0	72049.0	52081.0	44940.0	7141.0	3911.0	2575.0	12568.0	914.0			
40 – 44	83400.0	65106.0	56428.0	8678.0	5471.0	1066.0	10747.0	1010.0	85768.0	61854.0	54879.0	6975.0	3125.0	4494.0	15327.0	968.0			
45 – 49	77891.0	62255.0	54831.0	7424.0	3755.0	1522.0	9514.0	845.0	85857.0	60895.0	54453.0	6442.0	2605.0	6765.0	14757.0	835.0			
50 – 54	71792.0	57761.0	51547.0	6214.0	2590.0	2417.0	8196.0	828.0	83268.0	55622.0	50048.0	5574.0	2407.0	10522.0	13842.0	875.0			
55 – 59	41927.0	33911.0	30585.0	3326.0	1179.0	2173.0	4228.0	436.0	52016.0	31685.0	28686.0	2999.0	1334.0	10353.0	8066.0	578.0			
60 – 64	48676.0	38546.0	34864.0	3682.0	1065.0	4666.0	3854.0	545.0	68322.0	35443.0	32068.0	3375.0	1417.0	21718.0	9017.0	727.0			
65 – 69	30087.0	23649.0	21632.0	2017.0	472.0	3949.0	1790.0	227.0	47037.0	20831.0	18898.0	1933.0	937.0	20063.0	4817.0	389.0			
70 и более	37492.0	25915.0	24053.0	1862.0	341.0	9895.0	1074.0	267.0	86162.0	18895.0	17163.0	1732.0	1652.0	59801.0	5086.0	728.0			
возраст не указан	600.0	119.0	105.0	14.0	41.0	3.0	10.0	427.0	585.0	124.0	112.0	12.0	22.0	8.0	11.0	420.0			
Хабаровский край 																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	561406.0	323009.0	274715.0	48294.0	172383.0	17266.0	46630.0	2118.0	615045.0	324754.0	277152.0	47602.0	116201.0	93737.0	78520.0	1833.0			
в том числе в     возрасте, лет:																			
  до 16	8.0	7.0	2.0	5.0		-	1.0		35.0	34.0	8.0	26.0		1.0	-				
16 – 17	25859.0	129.0	37.0	92.0	25453.0	-	19.0	258.0	25238.0	593.0	154.0	439.0	24391.0	2.0	18.0	234.0			
18 – 19	41121.0	867.0	394.0	473.0	40077.0	3.0	31.0	143.0	26491.0	3145.0	1514.0	1631.0	23154.0	10.0	98.0	84.0			
20 – 24	73017.0	14807.0	9527.0	5280.0	57177.0	31.0	763.0	239.0	60961.0	24994.0	16980.0	8014.0	33616.0	167.0	1969.0	215.0			
25 – 29	58296.0	32428.0	24330.0	8098.0	21986.0	75.0	3634.0	173.0	57361.0	36612.0	28446.0	8166.0	13556.0	590.0	6431.0	172.0			
30 – 34	51615.0	35190.0	28122.0	7068.0	9841.0	200.0	6188.0	196.0	51654.0	35358.0	29130.0	6228.0	5786.0	1236.0	9119.0	155.0			
35 – 39	49116.0	36376.0	30418.0	5958.0	5516.0	338.0	6664.0	222.0	49632.0	34588.0	29750.0	4838.0	3386.0	1978.0	9569.0	111.0			
40 – 44	56009.0	42874.0	37057.0	5817.0	4383.0	761.0	7769.0	222.0	57945.0	40724.0	36177.0	4547.0	2744.0	3260.0	11093.0	124.0			
45 – 49	53526.0	41785.0	36804.0	4981.0	3208.0	1136.0	7231.0	166.0	60028.0	41325.0	37074.0	4251.0	2545.0	5104.0	10918.0	136.0			
50 – 54	50061.0	39807.0	35659.0	4148.0	2191.0	1693.0	6213.0	157.0	58505.0	38498.0	34837.0	3661.0	2247.0	7549.0	10082.0	129.0			
55 – 59	28122.0	22567.0	20540.0	2027.0	920.0	1457.0	3101.0	77.0	33931.0	20265.0	18491.0	1774.0	1163.0	6767.0	5660.0	76.0			
60 – 64	31436.0	24896.0	22720.0	2176.0	873.0	2772.0	2827.0	68.0	43753.0	22702.0	20837.0	1865.0	1218.0	13582.0	6167.0	84.0			
65 – 69	19384.0	15131.0	13971.0	1160.0	422.0	2475.0	1315.0	41.0	31082.0	13413.0	12325.0	1088.0	821.0	13254.0	3537.0	57.0			
70 и более	23703.0	16122.0	15113.0	1009.0	328.0	6324.0	872.0	57.0	58287.0	12476.0	11407.0	1069.0	1572.0	40234.0	3857.0	148.0			
возраст не указан	133.0	23.0	21.0	2.0	8.0	1.0	2.0	99.0	142.0	27.0	22.0	5.0	2.0	3.0	2.0	108.0			
Амурская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	342305.0	215831.0	180306.0	35525.0	91970.0	10590.0	23209.0	705.0	378503.0	217428.0	182049.0	35379.0	64340.0	58017.0	38040.0	678.0			
в том числе в     возрасте, лет:																			
  до 16	9.0	8.0	1.0	7.0		-	1.0		22.0	21.0	3.0	18.0		1.0	-				
16 – 17	16407.0	78.0	34.0	44.0	16166.0	2.0	5.0	156.0	16499.0	513.0	155.0	358.0	15845.0	2.0	14.0	125.0			
18 – 19	21024.0	561.0	263.0	298.0	20382.0	3.0	14.0	64.0	16676.0	2652.0	1404.0	1248.0	13902.0	14.0	64.0	44.0			
20 – 24	41259.0	10821.0	7234.0	3587.0	29885.0	12.0	451.0	90.0	37972.0	18834.0	13283.0	5551.0	17723.0	136.0	1194.0	85.0			
25 – 29	36830.0	23263.0	17822.0	5441.0	11491.0	47.0	1972.0	57.0	36223.0	25649.0	20190.0	5459.0	6658.0	426.0	3442.0	48.0			
30 – 34	32123.0	24002.0	19089.0	4913.0	4884.0	111.0	3084.0	42.0	31409.0	23504.0	19284.0	4220.0	2753.0	776.0	4334.0	42.0			
35 – 39	29828.0	23656.0	19580.0	4076.0	2680.0	203.0	3270.0	19.0	30224.0	22904.0	19590.0	3314.0	1538.0	1207.0	4546.0	29.0			
40 – 44	36221.0	29710.0	25399.0	4311.0	2195.0	436.0	3843.0	37.0	37514.0	28218.0	24743.0	3475.0	1363.0	2334.0	5558.0	41.0			
45 – 49	34972.0	28681.0	24773.0	3908.0	1788.0	703.0	3778.0	22.0	38333.0	28162.0	24709.0	3453.0	1220.0	3346.0	5559.0	46.0			
50 – 54	30712.0	25623.0	22388.0	3235.0	1101.0	991.0	2965.0	32.0	34286.0	23826.0	20904.0	2922.0	944.0	4703.0	4783.0	30.0			
55 – 59	15912.0	13219.0	11583.0	1636.0	510.0	764.0	1398.0	21.0	18355.0	11551.0	10041.0	1510.0	527.0	3846.0	2413.0	18.0			
60 – 64	18638.0	15087.0	13146.0	1941.0	455.0	1704.0	1377.0	15.0	25583.0	14070.0	12344.0	1726.0	523.0	8219.0	2746.0	25.0			
65 – 69	12452.0	9957.0	8855.0	1102.0	250.0	1581.0	654.0	10.0	19723.0	9177.0	8045.0	1132.0	427.0	8448.0	1657.0	14.0			
70 и более	15739.0	11121.0	10104.0	1017.0	176.0	4031.0	397.0	14.0	35531.0	8298.0	7320.0	978.0	913.0	24558.0	1728.0	34.0			
возраст не указан	179.0	44.0	35.0	9.0	7.0	2.0	-	126.0	153.0	49.0	34.0	15.0	4.0	1.0	2.0	97.0			
Камчатская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	148452.0	81696.0	69113.0	12583.0	45214.0	3540.0	13504.0	4498.0	142903.0	80420.0	68047.0	12373.0	23724.0	16390.0	18713.0	3656.0			
в том числе в     возрасте, лет:																			
  до 16	2.0	2.0	1.0	1.0		-	-		5.0	4.0	-	4.0		-	1.0				
16 – 17	6182.0	17.0	8.0	9.0	5953.0	1.0	2.0	209.0	5842.0	153.0	46.0	107.0	5516.0	-	3.0	170.0			
18 – 19	9899.0	132.0	63.0	69.0	9571.0	1.0	7.0	188.0	5733.0	870.0	434.0	436.0	4675.0	2.0	30.0	156.0			
20 – 24	18539.0	3254.0	2152.0	1102.0	14608.0	4.0	206.0	467.0	13873.0	6286.0	4306.0	1980.0	6655.0	31.0	479.0	422.0			
25 – 29	16700.0	8499.0	6337.0	2162.0	6694.0	19.0	924.0	564.0	14608.0	9847.0	7678.0	2169.0	2734.0	145.0	1465.0	417.0			
30 – 34	15908.0	10328.0	8249.0	2079.0	3250.0	43.0	1664.0	623.0	13502.0	9684.0	7940.0	1744.0	1195.0	261.0	2031.0	331.0			
35 – 39	14930.0	10465.0	8637.0	1828.0	1794.0	87.0	2079.0	505.0	12998.0	9443.0	8072.0	1371.0	665.0	417.0	2160.0	313.0			
40 – 44	16672.0	12251.0	10580.0	1671.0	1328.0	214.0	2378.0	501.0	15288.0	11109.0	9788.0	1321.0	592.0	713.0	2541.0	333.0			
45 – 49	14993.0	11341.0	9976.0	1365.0	862.0	301.0	2069.0	420.0	14917.0	10490.0	9402.0	1088.0	481.0	1159.0	2482.0	305.0			
50 – 54	13648.0	10417.0	9399.0	1018.0	551.0	458.0	1858.0	364.0	15216.0	9955.0	9005.0	950.0	416.0	1973.0	2554.0	318.0			
55 – 59	7624.0	5825.0	5313.0	512.0	249.0	436.0	933.0	181.0	8642.0	4987.0	4530.0	457.0	221.0	1642.0	1583.0	209.0			
60 – 64	7148.0	5142.0	4716.0	426.0	214.0	723.0	877.0	192.0	9368.0	4246.0	3824.0	422.0	237.0	2943.0	1689.0	253.0			
65 – 69	3403.0	2405.0	2185.0	220.0	91.0	503.0	332.0	72.0	5658.0	2063.0	1870.0	193.0	127.0	2419.0	901.0	148.0			
70 и более	2633.0	1597.0	1481.0	116.0	46.0	750.0	174.0	66.0	7116.0	1262.0	1136.0	126.0	206.0	4684.0	791.0	173.0			
возраст не указан	171.0	21.0	16.0	5.0	3.0	-	1.0	146.0	137.0	21.0	16.0	5.0	4.0	1.0	3.0	108.0			
Корякский автономный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	9724.0	5503.0	4292.0	1211.0	2918.0	345.0	873.0	85.0	9274.0	5387.0	4169.0	1218.0	1651.0	1210.0	941.0	85.0			
в том числе в     возрасте, лет:																			
  до 16	-	-	-	-		-	-		2.0	2.0	-	2.0		-	-				
16 – 17	458.0	2.0	-	2.0	446.0	-	-	10.0	390.0	18.0	5.0	13.0	364.0	-	-	8.0			
18 – 19	320.0	11.0	5.0	6.0	304.0	-	1.0	4.0	274.0	71.0	33.0	38.0	200.0	-	1.0	2.0			
20 – 24	871.0	175.0	100.0	75.0	672.0	-	12.0	12.0	768.0	375.0	217.0	158.0	352.0	6.0	30.0	5.0			
25 – 29	982.0	470.0	316.0	154.0	437.0	2.0	63.0	10.0	873.0	560.0	391.0	169.0	209.0	25.0	73.0	6.0			
30 – 34	1071.0	652.0	472.0	180.0	320.0	7.0	86.0	6.0	960.0	677.0	502.0	175.0	138.0	30.0	108.0	7.0			
35 – 39	1120.0	728.0	543.0	185.0	239.0	14.0	129.0	10.0	958.0	656.0	506.0	150.0	103.0	60.0	130.0	9.0			
40 – 44	1234.0	861.0	677.0	184.0	189.0	29.0	151.0	4.0	1135.0	805.0	651.0	154.0	92.0	88.0	140.0	10.0			
45 – 49	1163.0	868.0	712.0	156.0	118.0	37.0	132.0	8.0	1124.0	788.0	664.0	124.0	67.0	132.0	129.0	8.0			
50 – 54	1056.0	796.0	678.0	118.0	81.0	42.0	129.0	8.0	1062.0	699.0	600.0	99.0	59.0	155.0	135.0	14.0			
55 – 59	593.0	402.0	349.0	53.0	44.0	59.0	84.0	4.0	556.0	329.0	277.0	52.0	24.0	130.0	68.0	5.0			
60 – 64	452.0	301.0	251.0	50.0	33.0	62.0	52.0	4.0	515.0	232.0	186.0	46.0	22.0	191.0	66.0	4.0			
65 – 69	261.0	171.0	136.0	35.0	24.0	41.0	23.0	2.0	304.0	106.0	84.0	22.0	5.0	152.0	38.0	3.0			
70 и более	139.0	64.0	53.0	11.0	11.0	52.0	11.0	1.0	346.0	67.0	52.0	15.0	15.0	241.0	23.0	-			
возраст не указан	4.0	2.0	-	2.0	-	-	-	2.0	7.0	2.0	1.0	1.0	1.0	-	-	4.0			
Магаданская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	71907.0	42776.0	33981.0	8795.0	18352.0	1760.0	8115.0	904.0	76052.0	41951.0	33237.0	8714.0	12997.0	8602.0	11697.0	805.0			
в том числе в     возрасте, лет:																			
  до 16	1.0	1.0	-	1.0		-	-		1.0	1.0	-	1.0		-	-				
16 – 17	3180.0	13.0	4.0	9.0	3139.0	-	1.0	27.0	3024.0	107.0	28.0	79.0	2895.0	-	2.0	20.0			
18 – 19	2907.0	82.0	30.0	52.0	2789.0	2.0	5.0	29.0	2867.0	424.0	201.0	223.0	2394.0	-	15.0	34.0			
20 – 24	7441.0	1830.0	1023.0	807.0	5420.0	3.0	95.0	93.0	7589.0	3534.0	2079.0	1455.0	3667.0	15.0	307.0	66.0			
25 – 29	8057.0	4369.0	2982.0	1387.0	3085.0	10.0	487.0	106.0	7340.0	4919.0	3497.0	1422.0	1461.0	71.0	790.0	99.0			
30 – 34	7251.0	4950.0	3566.0	1384.0	1310.0	16.0	874.0	101.0	6497.0	4627.0	3488.0	1139.0	657.0	104.0	1017.0	92.0			
35 – 39	7078.0	5053.0	3839.0	1214.0	870.0	48.0	1019.0	88.0	6464.0	4592.0	3640.0	952.0	386.0	193.0	1246.0	47.0			
40 – 44	8859.0	6653.0	5366.0	1287.0	668.0	106.0	1333.0	99.0	8871.0	6300.0	5226.0	1074.0	371.0	440.0	1689.0	71.0			
45 – 49	8798.0	6762.0	5659.0	1103.0	432.0	173.0	1342.0	89.0	9623.0	6606.0	5628.0	978.0	364.0	747.0	1807.0	99.0			
50 – 54	8429.0	6509.0	5696.0	813.0	293.0	277.0	1262.0	88.0	9263.0	5852.0	5103.0	749.0	283.0	1200.0	1860.0	68.0			
55 – 59	3947.0	2951.0	2612.0	339.0	107.0	216.0	634.0	39.0	4251.0	2267.0	1973.0	294.0	143.0	847.0	954.0	40.0			
60 – 64	3339.0	2161.0	1908.0	253.0	133.0	367.0	641.0	37.0	4249.0	1609.0	1395.0	214.0	155.0	1436.0	1002.0	47.0			
65 – 69	1440.0	854.0	769.0	85.0	56.0	228.0	288.0	14.0	2265.0	666.0	594.0	72.0	70.0	1037.0	460.0	32.0			
70 и более	1082.0	569.0	513.0	56.0	47.0	314.0	130.0	22.0	3682.0	433.0	375.0	58.0	151.0	2510.0	546.0	42.0			
возраст не указан	98.0	19.0	14.0	5.0	3.0	-	4.0	72.0	66.0	14.0	10.0	4.0	-	2.0	2.0	48.0			
Сахалинская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	212900.0	128889.0	105569.0	23320.0	57550.0	6294.0	18435.0	1732.0	232295.0	129327.0	105999.0	23328.0	38503.0	34110.0	28778.0	1577.0			
в том числе в     возрасте, лет:																			
  до 16	8.0	6.0	2.0	4.0		1.0	1.0		12.0	12.0	4.0	8.0		-	-				
16 – 17	9256.0	34.0	6.0	28.0	9034.0	3.0	8.0	177.0	8982.0	257.0	71.0	186.0	8568.0	2.0	5.0	150.0			
18 – 19	11479.0	291.0	138.0	153.0	11116.0	1.0	4.0	67.0	8660.0	1324.0	568.0	756.0	7240.0	1.0	30.0	65.0			
20 – 24	24177.0	5565.0	3251.0	2314.0	18172.0	5.0	297.0	138.0	21485.0	9939.0	6234.0	3705.0	10559.0	69.0	761.0	157.0			
25 – 29	22938.0	12919.0	8998.0	3921.0	8502.0	29.0	1329.0	159.0	22050.0	14879.0	10717.0	4162.0	4630.0	215.0	2216.0	110.0			
30 – 34	20095.0	13941.0	10489.0	3452.0	3665.0	58.0	2299.0	132.0	19222.0	13735.0	10712.0	3023.0	1967.0	421.0	3016.0	83.0			
35 – 39	18830.0	14037.0	11167.0	2870.0	1998.0	125.0	2553.0	117.0	18297.0	13236.0	10914.0	2322.0	1157.0	637.0	3198.0	69.0			
40 – 44	23509.0	18211.0	15197.0	3014.0	1801.0	265.0	3105.0	127.0	23322.0	17010.0	14664.0	2346.0	1081.0	1269.0	3868.0	94.0			
45 – 49	24640.0	19418.0	16719.0	2699.0	1486.0	480.0	3131.0	125.0	26913.0	19141.0	16795.0	2346.0	1027.0	2241.0	4396.0	108.0			
50 – 54	22352.0	17780.0	15677.0	2103.0	927.0	788.0	2736.0	121.0	25556.0	17040.0	15069.0	1971.0	865.0	3286.0	4262.0	103.0			
55 – 59	11223.0	9011.0	8019.0	992.0	336.0	621.0	1202.0	53.0	12516.0	7472.0	6671.0	801.0	366.0	2661.0	1947.0	70.0			
60 – 64	10477.0	8179.0	7291.0	888.0	286.0	1002.0	965.0	45.0	14871.0	7362.0	6567.0	795.0	341.0	4970.0	2141.0	57.0			
65 – 69	6430.0	4923.0	4431.0	492.0	132.0	876.0	473.0	26.0	10805.0	4187.0	3716.0	471.0	229.0	5020.0	1333.0	36.0			
70 и более	6970.0	4484.0	4111.0	373.0	84.0	2036.0	327.0	39.0	19114.0	3654.0	3231.0	423.0	466.0	13312.0	1603.0	79.0			
возраст не указан	516.0	90.0	73.0	17.0	11.0	4.0	5.0	406.0	490.0	79.0	66.0	13.0	7.0	6.0	2.0	396.0			
Еврейская автономная область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	72278.0	42986.0	34963.0	8023.0	21404.0	2288.0	5388.0	212.0	78729.0	43405.0	35457.0	7948.0	14252.0	12265.0	8597.0	210.0			
в том числе в     возрасте, лет:																			
  до 16	1.0	1.0	1.0	-		-	-		8.0	8.0	1.0	7.0		-	-				
16 – 17	3741.0	33.0	10.0	23.0	3660.0	1.0	3.0	44.0	3600.0	130.0	37.0	93.0	3440.0	2.0	-	28.0			
18 – 19	5226.0	161.0	57.0	104.0	5047.0	-	2.0	16.0	3650.0	630.0	305.0	325.0	2987.0	2.0	18.0	13.0			
20 – 24	9182.0	2390.0	1460.0	930.0	6633.0	7.0	129.0	23.0	8112.0	3862.0	2570.0	1292.0	3923.0	22.0	277.0	28.0			
25 – 29	7790.0	4570.0	3316.0	1254.0	2707.0	7.0	491.0	15.0	7515.0	5140.0	3885.0	1255.0	1488.0	82.0	781.0	24.0			
30 – 34	6652.0	4686.0	3630.0	1056.0	1219.0	27.0	704.0	16.0	6536.0	4700.0	3699.0	1001.0	643.0	147.0	1032.0	14.0			
35 – 39	6137.0	4688.0	3751.0	937.0	623.0	36.0	779.0	11.0	6155.0	4464.0	3724.0	740.0	365.0	253.0	1065.0	8.0			
40 – 44	7150.0	5634.0	4712.0	922.0	549.0	86.0	870.0	11.0	7403.0	5399.0	4664.0	735.0	339.0	485.0	1170.0	10.0			
45 – 49	7129.0	5686.0	4835.0	851.0	420.0	156.0	853.0	14.0	7656.0	5428.0	4680.0	748.0	278.0	752.0	1186.0	12.0			
50 – 54	6374.0	5141.0	4407.0	734.0	280.0	234.0	702.0	17.0	7210.0	4856.0	4216.0	640.0	244.0	954.0	1143.0	13.0			
55 – 59	3383.0	2757.0	2359.0	398.0	110.0	195.0	313.0	8.0	4062.0	2474.0	2122.0	352.0	115.0	889.0	578.0	6.0			
60 – 64	3834.0	3103.0	2695.0	408.0	76.0	353.0	297.0	5.0	5372.0	2848.0	2498.0	350.0	147.0	1741.0	623.0	13.0			
65 – 69	2364.0	1867.0	1673.0	194.0	39.0	324.0	132.0	2.0	3960.0	1749.0	1539.0	210.0	97.0	1742.0	366.0	6.0			
70 и более	3283.0	2265.0	2054.0	211.0	38.0	862.0	112.0	6.0	7458.0	1706.0	1508.0	198.0	183.0	5191.0	357.0	21.0			
возраст не указан	32.0	4.0	3.0	1.0	3.0	-	1.0	24.0	32.0	11.0	9.0	2.0	3.0	3.0	1.0	14.0			
Чукотский автономный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	21930.0	12353.0	10530.0	1823.0	5976.0	562.0	2374.0	665.0	19435.0	10993.0	9230.0	1763.0	3501.0	1759.0	2674.0	508.0			
в том числе в     возрасте, лет:																			
  до 16	2.0	2.0	1.0	1.0		-	-		5.0	4.0	2.0	2.0		-	1.0				
16 – 17	1015.0	7.0	3.0	4.0	819.0	-	1.0	188.0	916.0	28.0	8.0	20.0	770.0	-	1.0	117.0			
18 – 19	1137.0	39.0	13.0	26.0	1056.0	-	1.0	41.0	619.0	120.0	63.0	57.0	474.0	1.0	5.0	19.0			
20 – 24	2294.0	467.0	314.0	153.0	1748.0	-	21.0	58.0	1793.0	854.0	615.0	239.0	791.0	11.0	88.0	49.0			
25 – 29	2297.0	1190.0	932.0	258.0	899.0	4.0	152.0	52.0	2017.0	1283.0	1013.0	270.0	460.0	26.0	205.0	43.0			
30 – 34	2297.0	1493.0	1231.0	262.0	490.0	7.0	260.0	47.0	2015.0	1371.0	1115.0	256.0	272.0	56.0	276.0	40.0			
35 – 39	2351.0	1627.0	1339.0	288.0	318.0	33.0	314.0	59.0	2091.0	1428.0	1177.0	251.0	220.0	81.0	327.0	35.0			
40 – 44	3002.0	2142.0	1840.0	302.0	301.0	52.0	455.0	52.0	2543.0	1746.0	1530.0	216.0	184.0	154.0	407.0	52.0			
45 – 49	2754.0	2060.0	1843.0	217.0	155.0	63.0	415.0	61.0	2752.0	1881.0	1686.0	195.0	123.0	233.0	466.0	49.0			
