11. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО УРОВНЮ ОБРАЗОВАНИЯ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ												
												
												
	Численность населения соответствующей национальности в возрасте 15 лет и более	в том числе имеют образование								Не имеют начального общего образования	из них неграмотные 	Не указавшие уровень образования
Украинцы	31062.0	55.0	4584.0	833.0	12119.0	4245.0	6191.0	2270.0	666.0	49.0	21.0	50.0
Эвенки	12487.0	15.0	1080.0	332.0	2791.0	1213.0	3766.0	2268.0	859.0	154.0	102.0	9.0
Эвены	8083.0	13.0	697.0	257.0	1742.0	719.0	2438.0	1494.0	596.0	120.0	84.0	7.0
Татары	9049.0	14.0	931.0	219.0	3122.0	1227.0	2026.0	1122.0	333.0	37.0	21.0	18.0
Буряты	5648.0	8.0	1268.0	227.0	1705.0	522.0	1241.0	539.0	106.0	23.0	16.0	9.0
Долганы	771.0	2.0	56.0	27.0	162.0	54.0	235.0	166.0	62.0	5.0	2.0	2.0
Юкагиры	741.0	5.0	85.0	31.0	170.0	41.0	207.0	141.0	53.0	7.0	7.0	1.0
Городское население	481784.0	1504.0	81633.0	17320.0	152708.0	49805.0	106282.0	52116.0	15069.0	2277.0	1464.0	3070.0
Якуты	115027.0	793.0	29915.0	6089.0	29271.0	7466.0	27833.0	9033.0	3361.0	958.0	672.0	308.0
Русские	285968.0	528.0	40148.0	8814.0	96645.0	32484.0	59872.0	35897.0	9678.0	1049.0	628.0	853.0
Украинцы	29470.0	54.0	4437.0	814.0	11534.0	3984.0	5816.0	2113.0	628.0	47.0	20.0	43.0
Эвенки	3196.0	12.0	531.0	173.0	767.0	252.0	962.0	379.0	95.0	23.0	19.0	2.0
Эвены	2712.0	10.0	419.0	147.0	682.0	212.0	752.0	333.0	121.0	34.0	26.0	2.0
Татары	8353.0	13.0	894.0	213.0	2915.0	1110.0	1865.0	1008.0	289.0	30.0	17.0	16.0
Буряты	5261.0	8.0	1190.0	208.0	1591.0	495.0	1151.0	489.0	97.0	23.0	16.0	9.0
Долганы	125.0	2.0	24.0	10.0	21.0	6.0	50.0	10.0	2.0	-	-	-
Юкагиры	313.0	4.0	65.0	17.0	79.0	18.0	83.0	30.0	13.0	3.0	3.0	1.0
Сельское население	236548.0	166.0	21517.0	5375.0	58001.0	33353.0	60983.0	34436.0	17703.0	4608.0	3018.0	406.0
Якуты	195155.0	147.0	19021.0	4723.0	47607.0	28261.0	50547.0	26324.0	14169.0	4133.0	2706.0	223.0
Русские	20599.0	10.0	1146.0	266.0	5577.0	2828.0	4465.0	4084.0	1947.0	215.0	143.0	61.0
Украинцы	1592.0	1.0	147.0	19.0	585.0	261.0	375.0	157.0	38.0	2.0	1.0	7.0
Эвенки	9291.0	3.0	549.0	159.0	2024.0	961.0	2804.0	1889.0	764.0	131.0	83.0	7.0
Эвены	5371.0	3.0	278.0	110.0	1060.0	507.0	1686.0	1161.0	475.0	86.0	58.0	5.0
Татары	696.0	1.0	37.0	6.0	207.0	117.0	161.0	114.0	44.0	7.0	4.0	2.0
Буряты	387.0	-	78.0	19.0	114.0	27.0	90.0	50.0	9.0	-	-	-
Долганы	646.0	-	32.0	17.0	141.0	48.0	185.0	156.0	60.0	5.0	2.0	2.0
Юкагиры	428.0	1.0	20.0	14.0	91.0	23.0	124.0	111.0	40.0	4.0	4.0	-
Приморский край												
Все население	1735273.0	3947.0	273926.0	52786.0	521763.0	219879.0	288837.0	240796.0	100655.0	8086.0	4649.0	24598.0
Русские	1542396.0	3523.0	248143.0	49011.0	471277.0	196864.0	259988.0	215472.0	82327.0	6174.0	3693.0	9617.0
Украинцы	90914.0	198.0	12560.0	1508.0	26178.0	12666.0	11505.0	13340.0	11852.0	931.0	457.0	176.0
Корейцы	14843.0	59.0	3206.0	689.0	3746.0	1271.0	3170.0	1728.0	676.0	269.0	76.0	29.0
Татары	13708.0	26.0	1780.0	253.0	4364.0	1936.0	2116.0	1885.0	1200.0	121.0	79.0	27.0
Белорусы	11103.0	37.0	2197.0	248.0	3505.0	1347.0	1381.0	1278.0	1005.0	81.0	41.0	24.0
Мордва	4237.0	5.0	332.0	42.0	958.0	608.0	448.0	686.0	977.0	168.0	101.0	13.0
Удэгейцы	671.0	2.0	49.0	10.0	107.0	84.0	154.0	184.0	68.0	13.0	8.0	-
Нанайцы	336.0	-	22.0	10.0	78.0	57.0	67.0	64.0	34.0	2.0	2.0	2.0
Тазы	215.0	-	25.0	3.0	61.0	25.0	38.0	27.0	27.0	8.0	8.0	1.0
Городское население	1372397.0	3570.0	242061.0	47931.0	434482.0	154095.0	231461.0	167978.0	62146.0	4474.0	2375.0	24199.0
Русские	1231214.0	3206.0	220671.0	44727.0	395297.0	139688.0	210503.0	152097.0	52300.0	3408.0	1890.0	9317.0
Украинцы	59144.0	162.0	10272.0	1245.0	19526.0	7183.0	7564.0	7241.0	5443.0	371.0	161.0	137.0
Корейцы	11628.0	57.0	2702.0	604.0	2989.0	898.0	2422.0	1238.0	468.0	221.0	49.0	29.0
Татары	11188.0	24.0	1494.0	224.0	3657.0	1507.0	1716.0	1458.0	985.0	99.0	65.0	24.0
Белорусы	8317.0	31.0	1809.0	198.0	2781.0	903.0	1067.0	865.0	599.0	43.0	20.0	21.0
Мордва	2963.0	5.0	266.0	35.0	756.0	402.0	347.0	451.0	599.0	94.0	54.0	8.0
Удэгейцы	146.0	-	25.0	6.0	28.0	16.0	39.0	26.0	4.0	2.0	1.0	-
Нанайцы	125.0	-	14.0	4.0	35.0	19.0	30.0	16.0	6.0	-	-	1.0
Тазы	79.0	-	14.0	2.0	22.0	8.0	16.0	9.0	7.0	1.0	1.0	-
Сельское население	362876.0	377.0	31865.0	4855.0	87281.0	65784.0	57376.0	72818.0	38509.0	3612.0	2274.0	399.0
Русские	311182.0	317.0	27472.0	4284.0	75980.0	57176.0	49485.0	63375.0	30027.0	2766.0	1803.0	300.0
Украинцы	31770.0	36.0	2288.0	263.0	6652.0	5483.0	3941.0	6099.0	6409.0	560.0	296.0	39.0
Корейцы	3215.0	2.0	504.0	85.0	757.0	373.0	748.0	490.0	208.0	48.0	27.0	-
Татары	2520.0	2.0	286.0	29.0	707.0	429.0	400.0	427.0	215.0	22.0	14.0	3.0
Белорусы	2786.0	6.0	388.0	50.0	724.0	444.0	314.0	413.0	406.0	38.0	21.0	3.0
Мордва	1274.0	-	66.0	7.0	202.0	206.0	101.0	235.0	378.0	74.0	47.0	5.0
Удэгейцы	525.0	2.0	24.0	4.0	79.0	68.0	115.0	158.0	64.0	11.0	7.0	-
Нанайцы	211.0	-	8.0	6.0	43.0	38.0	37.0	48.0	28.0	2.0	2.0	1.0
Тазы	136.0	-	11.0	1.0	39.0	17.0	22.0	18.0	20.0	7.0	7.0	1.0
Хабаровский край												
Все население	1202275.0	3231.0	208890.0	38483.0	350757.0	155414.0	199135.0	174171.0	61826.0	5943.0	3481.0	4425.0
Русские	1071872.0	2898.0	188889.0	35213.0	316673.0	138562.0	176745.0	154425.0	52022.0	4577.0	2700.0	1868.0
Украинцы	46417.0	135.0	8668.0	1071.0	14473.0	6103.0	5988.0	5450.0	4081.0	424.0	210.0	24.0
Нанайцы	8282.0	10.0	557.0	147.0	1553.0	1530.0	1390.0	2385.0	640.0	56.0	40.0	14.0
Татары	10361.0	19.0	1405.0	206.0	3042.0	1489.0	1675.0	1536.0	876.0	111.0	63.0	2.0
Корейцы	8280.0	39.0	1962.0	536.0	2093.0	596.0	1591.0	844.0	318.0	114.0	75.0	187.0
Белорусы	8496.0	19.0	1768.0	184.0	2594.0	1124.0	1034.0	972.0	710.0	89.0	43.0	2.0
Эвенки	3194.0	-	158.0	31.0	577.0	307.0	600.0	1191.0	302.0	28.0	23.0	-
Китайцы	3733.0	5.0	217.0	172.0	306.0	519.0	1706.0	685.0	60.0	31.0	13.0	32.0
Ульчи	1984.0	-	158.0	31.0	435.0	256.0	374.0	570.0	146.0	14.0	12.0	-
Нивхи	1780.0	1.0	72.0	15.0	340.0	273.0	279.0	641.0	141.0	13.0	7.0	5.0
Эвены	914.0	-	31.0	12.0	142.0	124.0	134.0	323.0	126.0	21.0	15.0	1.0
Удэгейцы	461.0	-	29.0	16.0	115.0	55.0	91.0	130.0	22.0	3.0	3.0	-
Негидальцы	367.0	-	12.0	1.0	77.0	40.0	55.0	140.0	40.0	2.0	-	-
Орочи	309.0	-	18.0	6.0	36.0	55.0	57.0	116.0	18.0	3.0	1.0	-
Городское население	978015.0	3030.0	188647.0	34955.0	293077.0	116823.0	161953.0	126238.0	44680.0	4583.0	2654.0	4029.0
Русские	885340.0	2740.0	171827.0	32348.0	267743.0	106080.0	145790.0	115025.0	38453.0	3601.0	2105.0	1733.0
Украинцы	34768.0	125.0	7425.0	875.0	11231.0	4073.0	4397.0	3679.0	2673.0	279.0	131.0	11.0
Нанайцы	2454.0	4.0	241.0	56.0	611.0	422.0	452.0	515.0	127.0	22.0	18.0	4.0
Татары	8222.0	19.0	1210.0	174.0	2475.0	1102.0	1327.0	1132.0	695.0	86.0	47.0	2.0
Корейцы	6738.0	27.0	1797.0	408.0	1717.0	456.0	1357.0	624.0	246.0	99.0	66.0	7.0
Белорусы	6578.0	16.0	1465.0	159.0	2050.0	821.0	792.0	686.0	524.0	63.0	29.0	2.0
Эвенки	568.0	-	63.0	19.0	137.0	65.0	145.0	105.0	23.0	11.0	10.0	-
Китайцы	3564.0	5.0	205.0	171.0	268.0	499.0	1689.0	651.0	46.0	26.0	9.0	4.0
Ульчи	352.0	-	44.0	11.0	96.0	44.0	69.0	69.0	16.0	3.0	3.0	-
Нивхи	742.0	1.0	41.0	12.0	144.0	129.0	125.0	242.0	41.0	7.0	5.0	-
Эвены	212.0	-	17.0	8.0	53.0	31.0	38.0	56.0	9.0	-	-	-
Удэгейцы	130.0	-	16.0	4.0	23.0	25.0	33.0	24.0	5.0	-	-	-
Негидальцы	93.0	-	4.0	1.0	23.0	15.0	20.0	21.0	9.0	-	-	-
Орочи	106.0	-	9.0	3.0	18.0	18.0	24.0	31.0	2.0	1.0	-	-
Сельское население	224260.0	201.0	20243.0	3528.0	57680.0	38591.0	37182.0	47933.0	17146.0	1360.0	827.0	396.0
Русские	186532.0	158.0	17062.0	2865.0	48930.0	32482.0	30955.0	39400.0	13569.0	976.0	595.0	135.0
Украинцы	11649.0	10.0	1243.0	196.0	3242.0	2030.0	1591.0	1771.0	1408.0	145.0	79.0	13.0
Нанайцы	5828.0	6.0	316.0	91.0	942.0	1108.0	938.0	1870.0	513.0	34.0	22.0	10.0
Татары	2139.0	-	195.0	32.0	567.0	387.0	348.0	404.0	181.0	25.0	16.0	-
Корейцы	1542.0	12.0	165.0	128.0	376.0	140.0	234.0	220.0	72.0	15.0	9.0	180.0
Белорусы	1918.0	3.0	303.0	25.0	544.0	303.0	242.0	286.0	186.0	26.0	14.0	-
Эвенки	2626.0	-	95.0	12.0	440.0	242.0	455.0	1086.0	279.0	17.0	13.0	-
Китайцы	169.0	-	12.0	1.0	38.0	20.0	17.0	34.0	14.0	5.0	4.0	28.0
Ульчи	1632.0	-	114.0	20.0	339.0	212.0	305.0	501.0	130.0	11.0	9.0	-
Нивхи	1038.0	-	31.0	3.0	196.0	144.0	154.0	399.0	100.0	6.0	2.0	5.0
Эвены	702.0	-	14.0	4.0	89.0	93.0	96.0	267.0	117.0	21.0	15.0	1.0
Удэгейцы	331.0	-	13.0	12.0	92.0	30.0	58.0	106.0	17.0	3.0	3.0	-
Негидальцы	274.0	-	8.0	-	54.0	25.0	35.0	119.0	31.0	2.0	-	-
Орочи	203.0	-	9.0	3.0	18.0	37.0	33.0	85.0	16.0	2.0	1.0	-
Амурская область												
Все население	737798.0	983.0	96381.0	17549.0	214325.0	105220.0	120361.0	118570.0	57978.0	5076.0	3035.0	1355.0
Русские	672495.0	893.0	88738.0	16383.0	196970.0	95667.0	109043.0	108620.0	51387.0	4223.0	2583.0	571.0
Украинцы	30020.0	43.0	3718.0	499.0	8596.0	4626.0	4176.0	4297.0	3631.0	419.0	199.0	15.0
Белорусы	7531.0	7.0	815.0	98.0	1993.0	1218.0	1091.0	1237.0	948.0	121.0	65.0	3.0
Татары	4571.0	8.0	586.0	67.0	1337.0	741.0	737.0	625.0	420.0	44.0	24.0	6.0
Эвенки	1083.0	-	60.0	24.0	132.0	101.0	297.0	357.0	92.0	18.0	9.0	2.0
Китайцы	823.0	-	69.0	18.0	59.0	17.0	231.0	387.0	36.0	6.0	4.0	-
Городское население	492112.0	892.0	78563.0	14960.0	158816.0	61170.0	83006.0	65534.0	25972.0	1989.0	1058.0	1210.0
Русские	454545.0	816.0	72628.0	14041.0	147311.0	56643.0	76423.0	61116.0	23463.0	1662.0	892.0	442.0
Украинцы	16631.0	35.0	2913.0	398.0	5622.0	2100.0	2317.0	1757.0	1347.0	131.0	55.0	11.0
Белорусы	3638.0	7.0	618.0	72.0	1192.0	465.0	511.0	392.0	338.0	41.0	18.0	2.0
Татары	2893.0	7.0	448.0	51.0	1003.0	410.0	442.0	320.0	188.0	20.0	8.0	4.0
Эвенки	155.0	-	21.0	7.0	32.0	17.0	47.0	26.0	5.0	-	-	-
Китайцы	755.0	-	65.0	16.0	49.0	13.0	217.0	376.0	18.0	1.0	1.0	-
Сельское население	245686.0	91.0	17818.0	2589.0	55509.0	44050.0	37355.0	53036.0	32006.0	3087.0	1977.0	145.0
Русские	217950.0	77.0	16110.0	2342.0	49659.0	39024.0	32620.0	47504.0	27924.0	2561.0	1691.0	129.0
Украинцы	13389.0	8.0	805.0	101.0	2974.0	2526.0	1859.0	2540.0	2284.0	288.0	144.0	4.0
Белорусы	3893.0	-	197.0	26.0	801.0	753.0	580.0	845.0	610.0	80.0	47.0	1.0
Татары	1678.0	1.0	138.0	16.0	334.0	331.0	295.0	305.0	232.0	24.0	16.0	2.0
Эвенки	928.0	-	39.0	17.0	100.0	84.0	250.0	331.0	87.0	18.0	9.0	2.0
Китайцы	68.0	-	4.0	2.0	10.0	4.0	14.0	11.0	18.0	5.0	3.0	-
Камчатская область												
Все население	297297.0	548.0	47973.0	8763.0	97713.0	34504.0	49318.0	35732.0	10270.0	962.0	556.0	11514.0
Русские	237931.0	438.0	39882.0	7551.0	80848.0	28607.0	40622.0	29675.0	7925.0	609.0	337.0	1774.0
Украинцы	19521.0	61.0	4225.0	535.0	7946.0	2270.0	2634.0	1251.0	514.0	44.0	14.0	41.0
Коряки	5175.0	2.0	200.0	66.0	1142.0	470.0	1124.0	1574.0	525.0	65.0	52.0	7.0
Ительмены	1771.0	4.0	136.0	33.0	470.0	230.0	399.0	391.0	99.0	9.0	5.0	-
Камчадалы	1447.0	-	101.0	23.0	337.0	324.0	256.0	282.0	112.0	12.0	10.0	-
Эвены	1227.0	1.0	69.0	20.0	244.0	116.0	300.0	338.0	124.0	13.0	8.0	2.0
Алеуты	348.0	-	25.0	9.0	47.0	63.0	68.0	113.0	21.0	1.0	-	1.0
Городское население	242561.0	478.0	42542.0	7783.0	80512.0	27150.0	38691.0	26239.0	7008.0	664.0	352.0	11494.0
Русские	197498.0	388.0	35680.0	6795.0	67491.0	22950.0	33000.0	23171.0	5803.0	462.0	240.0	1758.0
Украинцы	16252.0	48.0	3697.0	463.0	6671.0	1812.0	2142.0	950.0	398.0	30.0	10.0	41.0
Коряки	1420.0	2.0	110.0	31.0	394.0	124.0	265.0	376.0	98.0	13.0	6.0	7.0
Ительмены	489.0	3.0	76.0	15.0	145.0	53.0	88.0	89.0	16.0	4.0	1.0	-
Камчадалы	788.0	-	70.0	13.0	193.0	179.0	139.0	136.0	47.0	11.0	9.0	-
Эвены	221.0	1.0	22.0	4.0	67.0	28.0	48.0	41.0	9.0	1.0	1.0	-
Алеуты	83.0	-	11.0	3.0	18.0	15.0	15.0	19.0	2.0	-	-	-
Сельское население	54736.0	70.0	5431.0	980.0	17201.0	7354.0	10627.0	9493.0	3262.0	298.0	204.0	20.0
Русские	40433.0	50.0	4202.0	756.0	13357.0	5657.0	7622.0	6504.0	2122.0	147.0	97.0	16.0
Украинцы	3269.0	13.0	528.0	72.0	1275.0	458.0	492.0	301.0	116.0	14.0	4.0	-
Коряки	3755.0	-	90.0	35.0	748.0	346.0	859.0	1198.0	427.0	52.0	46.0	-
Ительмены	1282.0	1.0	60.0	18.0	325.0	177.0	311.0	302.0	83.0	5.0	4.0	-
Камчадалы	659.0	-	31.0	10.0	144.0	145.0	117.0	146.0	65.0	1.0	1.0	-
Эвены	1006.0	-	47.0	16.0	177.0	88.0	252.0	297.0	115.0	12.0	7.0	2.0
Алеуты	265.0	-	14.0	6.0	29.0	48.0	53.0	94.0	19.0	1.0	-	1.0
Корякский автономный округ												
Все население	19541.0	24.0	1919.0	333.0	6301.0	1650.0	4196.0	3655.0	1126.0	142.0	95.0	195.0
Коряки	4660.0	2.0	166.0	58.0	1022.0	402.0	1024.0	1442.0	480.0	57.0	44.0	7.0
Русские	10389.0	12.0	1303.0	198.0	4000.0	885.0	2118.0	1380.0	411.0	33.0	15.0	49.0
Чукчи	1002.0	1.0	39.0	11.0	155.0	46.0	328.0	312.0	77.0	33.0	27.0	-
Ительмены	849.0	2.0	54.0	9.0	225.0	88.0	222.0	205.0	40.0	4.0	3.0	-
Украинцы	949.0	4.0	179.0	22.0	420.0	85.0	163.0	54.0	19.0	3.0	-	-
Эвены	526.0	1.0	28.0	9.0	111.0	33.0	141.0	149.0	47.0	7.0	4.0	-
Камчадалы	106.0	-	18.0	7.0	39.0	12.0	16.0	11.0	3.0	-	-	-
Городское население	5114.0	17.0	769.0	128.0	1771.0	354.0	878.0	770.0	201.0	32.0	9.0	194.0
Коряки	1085.0	2.0	82.0	24.0	315.0	75.0	197.0	296.0	77.0	10.0	3.0	7.0
Русские	3060.0	9.0	526.0	88.0	1146.0	219.0	552.0	367.0	90.0	15.0	4.0	48.0
Чукчи	49.0	-	7.0	1.0	10.0	3.0	10.0	16.0	2.0	-	-	-
Ительмены	111.0	2.0	22.0	1.0	30.0	8.0	22.0	22.0	2.0	2.0	1.0	-
Украинцы	241.0	2.0	56.0	7.0	104.0	17.0	37.0	9.0	8.0	1.0	-	-
Эвены	87.0	1.0	8.0	1.0	37.0	4.0	12.0	17.0	7.0	-	-	-
Камчадалы	62.0	-	15.0	3.0	28.0	3.0	8.0	4.0	1.0	-	-	-
Сельское население	14427.0	7.0	1150.0	205.0	4530.0	1296.0	3318.0	2885.0	925.0	110.0	86.0	1.0
Коряки	3575.0	-	84.0	34.0	707.0	327.0	827.0	1146.0	403.0	47.0	41.0	-
Русские	7329.0	3.0	777.0	110.0	2854.0	666.0	1566.0	1013.0	321.0	18.0	11.0	1.0
Чукчи	953.0	1.0	32.0	10.0	145.0	43.0	318.0	296.0	75.0	33.0	27.0	-
Ительмены	738.0	-	32.0	8.0	195.0	80.0	200.0	183.0	38.0	2.0	2.0	-
Украинцы	708.0	2.0	123.0	15.0	316.0	68.0	126.0	45.0	11.0	2.0	-	-
Эвены	439.0	-	20.0	8.0	74.0	29.0	129.0	132.0	40.0	7.0	4.0	-
Камчадалы	44.0	-	3.0	4.0	11.0	9.0	8.0	7.0	2.0	-	-	-
Магаданская область												
Все население	151240.0	340.0	22955.0	5314.0	44219.0	18946.0	33015.0	18977.0	4955.0	665.0	413.0	1854.0
Русские	119079.0	277.0	18265.0	4381.0	34722.0	14535.0	26284.0	15295.0	3614.0	447.0	278.0	1259.0
Украинцы	16922.0	38.0	2719.0	512.0	5668.0	2487.0	3493.0	1335.0	479.0	53.0	23.0	138.0
Эвены	1809.0	3.0	103.0	39.0	349.0	178.0	335.0	548.0	212.0	39.0	31.0	3.0
Белорусы	2074.0	4.0	360.0	61.0	626.0	300.0	395.0	203.0	92.0	16.0	9.0	17.0
Татары	1832.0	2.0	263.0	54.0	557.0	271.0	377.0	204.0	89.0	6.0	2.0	9.0
Коряки	622.0	-	7.0	3.0	69.0	27.0	149.0	256.0	83.0	27.0	21.0	1.0
Ительмены	463.0	-	39.0	10.0	114.0	53.0	93.0	118.0	31.0	3.0	1.0	2.0
Чукчи	200.0	1.0	20.0	6.0	39.0	26.0	36.0	43.0	16.0	11.0	9.0	2.0
Юкагиры	52.0	-	7.0	-	9.0	7.0	15.0	13.0	1.0	-	-	-
Чуванцы	33.0	-	7.0	-	5.0	5.0	8.0	8.0	-	-	-	-
Городское население	139685.0	335.0	22290.0	5170.0	41433.0	17270.0	29995.0	16523.0	4234.0	590.0	366.0	1845.0
Русские	111239.0	273.0	17790.0	4282.0	32768.0	13340.0	24143.0	13724.0	3241.0	425.0	265.0	1253.0
Украинцы	15554.0	38.0	2606.0	492.0	5263.0	2257.0	3107.0	1166.0	439.0	48.0	21.0	138.0
Эвены	1011.0	2.0	81.0	30.0	214.0	112.0	206.0	259.0	81.0	24.0	22.0	2.0
Белорусы	1927.0	4.0	349.0	60.0	584.0	272.0	366.0	179.0	83.0	13.0	6.0	17.0
Татары	1713.0	2.0	258.0	53.0	527.0	250.0	344.0	190.0	76.0	4.0	2.0	9.0
Коряки	238.0	-	7.0	3.0	36.0	17.0	59.0	85.0	18.0	12.0	9.0	1.0
Ительмены	307.0	-	35.0	9.0	91.0	32.0	62.0	59.0	16.0	1.0	-	2.0
Чукчи	186.0	1.0	20.0	6.0	36.0	26.0	32.0	37.0	15.0	11.0	9.0	2.0
Юкагиры	44.0	-	7.0	-	9.0	6.0	12.0	10.0	-	-	-	-
Чуванцы	30.0	-	7.0	-	5.0	4.0	6.0	8.0	-	-	-	-
Сельское население	11555.0	5.0	665.0	144.0	2786.0	1676.0	3020.0	2454.0	721.0	75.0	47.0	9.0
Русские	7840.0	4.0	475.0	99.0	1954.0	1195.0	2141.0	1571.0	373.0	22.0	13.0	6.0
Украинцы	1368.0	-	113.0	20.0	405.0	230.0	386.0	169.0	40.0	5.0	2.0	-
Эвены	798.0	1.0	22.0	9.0	135.0	66.0	129.0	289.0	131.0	15.0	9.0	1.0
Белорусы	147.0	-	11.0	1.0	42.0	28.0	29.0	24.0	9.0	3.0	3.0	-
Татары	119.0	-	5.0	1.0	30.0	21.0	33.0	14.0	13.0	2.0	-	-
Коряки	384.0	-	-	-	33.0	10.0	90.0	171.0	65.0	15.0	12.0	-
Ительмены	156.0	-	4.0	1.0	23.0	21.0	31.0	59.0	15.0	2.0	1.0	-
Чукчи	14.0	-	-	-	3.0	-	4.0	6.0	1.0	-	-	-
Юкагиры	8.0	-	-	-	-	1.0	3.0	3.0	1.0	-	-	-
Чуванцы	3.0	-	-	-	-	1.0	2.0	-	-	-	-	-
Сахалинская область												
Все население	454409.0	774.0	59918.0	10334.0	136779.0	66285.0	87140.0	64968.0	22600.0	2743.0	1552.0	2868.0
Русские	378356.0	640.0	49235.0	8629.0	115296.0	56371.0	71855.0	55937.0	17793.0	1802.0	970.0	798.0
Корейцы	25032.0	33.0	3763.0	777.0	6565.0	2778.0	6946.0	2829.0	891.0	397.0	283.0	53.0
Украинцы	20751.0	49.0	3472.0	434.0	7037.0	2913.0	3044.0	2206.0	1419.0	152.0	73.0	25.0
Татары	6390.0	11.0	648.0	98.0	1968.0	997.0	1136.0	912.0	539.0	73.0	48.0	8.0
Белорусы	5282.0	10.0	730.0	103.0	1607.0	798.0	777.0	625.0	580.0	51.0	25.0	1.0
Нивхи	1747.0	1.0	73.0	23.0	290.0	340.0	334.0	482.0	164.0	35.0	15.0	5.0
Ульта (ороки)	225.0	-	7.0	3.0	28.0	29.0	59.0	65.0	28.0	5.0	2.0	1.0
Эвенки	181.0	-	20.0	4.0	34.0	27.0	33.0	56.0	7.0	-	-	-
Нанайцы	120.0	-	15.0	4.0	21.0	19.0	29.0	25.0	6.0	1.0	1.0	-
Орочи	25.0	-	1.0	1.0	5.0	6.0	4.0	7.0	-	1.0	1.0	-
Городское население	394429.0	685.0	55360.0	9698.0	122647.0	54195.0	75945.0	53621.0	17589.0	1946.0	1090.0	2743.0
Русские	328258.0	568.0	45517.0	8097.0	103472.0	46039.0	62483.0	46262.0	13823.0	1217.0	655.0	780.0
Корейцы	24180.0	32.0	3679.0	767.0	6383.0	2638.0	6741.0	2707.0	825.0	357.0	243.0	51.0
Украинцы	17617.0	37.0	3096.0	388.0	6132.0	2342.0	2570.0	1790.0	1131.0	108.0	48.0	23.0
Татары	5373.0	11.0	587.0	91.0	1711.0	794.0	975.0	739.0	403.0	54.0	35.0	8.0
Белорусы	4520.0	9.0	665.0	96.0	1429.0	656.0	640.0	518.0	472.0	34.0	17.0	1.0
Нивхи	996.0	1.0	51.0	18.0	215.0	182.0	190.0	239.0	82.0	16.0	3.0	2.0
Ульта (ороки)	130.0	-	6.0	2.0	20.0	15.0	33.0	38.0	11.0	4.0	2.0	1.0
Эвенки	69.0	-	16.0	2.0	14.0	11.0	13.0	12.0	1.0	-	-	-
Нанайцы	103.0	-	13.0	4.0	19.0	13.0	27.0	23.0	4.0	-	-	-
Орочи	22.0	-	1.0	-	5.0	6.0	4.0	5.0	-	1.0	1.0	-
Сельское население	59980.0	89.0	4558.0	636.0	14132.0	12090.0	11195.0	11347.0	5011.0	797.0	462.0	125.0
Русские	50098.0	72.0	3718.0	532.0	11824.0	10332.0	9372.0	9675.0	3970.0	585.0	315.0	18.0
Корейцы	852.0	1.0	84.0	10.0	182.0	140.0	205.0	122.0	66.0	40.0	40.0	2.0
Украинцы	3134.0	12.0	376.0	46.0	905.0	571.0	474.0	416.0	288.0	44.0	25.0	2.0
Татары	1017.0	-	61.0	7.0	257.0	203.0	161.0	173.0	136.0	19.0	13.0	-
Белорусы	762.0	1.0	65.0	7.0	178.0	142.0	137.0	107.0	108.0	17.0	8.0	-
Нивхи	751.0	-	22.0	5.0	75.0	158.0	144.0	243.0	82.0	19.0	12.0	3.0
Ульта (ороки)	95.0	-	1.0	1.0	8.0	14.0	26.0	27.0	17.0	1.0	-	-
Эвенки	112.0	-	4.0	2.0	20.0	16.0	20.0	44.0	6.0	-	-	-
Нанайцы	17.0	-	2.0	-	2.0	6.0	2.0	2.0	2.0	1.0	1.0	-
Орочи	3.0	-	-	1.0	-	-	-	2.0	-	-	-	-
Еврейская автономная область												
Все население	154919.0	167.0	14815.0	2374.0	41863.0	21392.0	26636.0	32346.0	13486.0	1431.0	862.0	409.0
Евреи	2107.0	7.0	449.0	41.0	593.0	133.0	308.0	365.0	185.0	24.0	18.0	2.0
Русские	137442.0	143.0	12904.0	2108.0	37397.0	19126.0	23768.0	29142.0	11474.0	1143.0	686.0	237.0
Украинцы	8020.0	7.0	761.0	112.0	2087.0	1156.0	1116.0	1539.0	1110.0	115.0	59.0	17.0
Городское население	105693.0	150.0	12020.0	1935.0	31019.0	12376.0	19602.0	19627.0	7719.0	849.0	504.0	396.0
Евреи	1915.0	7.0	433.0	38.0	539.0	117.0	281.0	316.0	163.0	19.0	13.0	2.0
Русские	94650.0	129.0	10487.0	1733.0	27961.0	11276.0	17734.0	17885.0	6545.0	671.0	391.0	229.0
Украинцы	4526.0	7.0	587.0	80.0	1346.0	512.0	665.0	712.0	550.0	50.0	23.0	17.0
Сельское население	49226.0	17.0	2795.0	439.0	10844.0	9016.0	7034.0	12719.0	5767.0	582.0	358.0	13.0
Евреи	192.0	-	16.0	3.0	54.0	16.0	27.0	49.0	22.0	5.0	5.0	-
Русские	42792.0	14.0	2417.0	375.0	9436.0	7850.0	6034.0	11257.0	4929.0	472.0	295.0	8.0
Украинцы	3494.0	-	174.0	32.0	741.0	644.0	451.0	827.0	560.0	65.0	36.0	-
Чукотский автономный округ												
Все население	42463.0	54.0	6145.0	877.0	12284.0	5456.0	8696.0	6218.0	1393.0	267.0	181.0	1073.0
