1. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ ПО ВОЗРАСТНЫМ ГРУППАМ И ЭКОНОМИЧЕСКОЙ АКТИВНОСТИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
													
	Всего	в том числе											
в том числе в возрасте, лет:													
15 – 19	57219.0	10331.0	5458.0	101.0	4873.0	184.0	46888.0	15847.0	1906.0	5463.0	1525.0	22147.0	-
20 – 29	86235.0	67473.0	57587.0	230.0	9886.0	173.0	18762.0	5840.0	1146.0	117.0	1554.0	10105.0	-
30 – 39	65428.0	59536.0	53595.0	441.0	5941.0	177.0	5892.0	14.0	1366.0	121.0	1598.0	2793.0	-
40 – 49	81102.0	70469.0	62963.0	1912.0	7506.0	499.0	10633.0	3.0	4099.0	125.0	2870.0	3536.0	-
50 – 59	49564.0	37596.0	33827.0	5072.0	3769.0	787.0	11968.0	-	8665.0	43.0	1340.0	1920.0	-
60 – 64	20287.0	6391.0	5886.0	5173.0	505.0	493.0	13896.0	-	13807.0	8.0	35.0	46.0	-
Из общей численности -													
население в трудоспособном возрасте	330101.0	245090.0	213348.0	7750.0	31742.0	1803.0	85011.0	20795.0	16525.0	2617.0	8668.0	36406.0	-
учащиеся	71826.0	17161.0	12477.0	155.0	4684.0	159.0	54665.0	21704.0	1548.0	5278.0	1048.0	25087.0	-
Женщины в возрасте  15-64 лет	394752.0	243845.0	211507.0	18086.0	32338.0	2565.0	150907.0	24642.0	49164.0	14850.0	9698.0	52553.0	-
в том числе в возрасте, лет:													
15 – 19	58525.0	8917.0	4203.0	53.0	4714.0	185.0	49608.0	16477.0	1877.0	7289.0	1180.0	22785.0	-
20 – 29	91791.0	59264.0	48943.0	184.0	10321.0	145.0	32527.0	8126.0	1221.0	5313.0	2021.0	15846.0	-
30 – 39	68806.0	57485.0	51491.0	346.0	5994.0	189.0	11321.0	39.0	1382.0	1742.0	2116.0	6042.0	-
40 – 49	90149.0	77003.0	69222.0	1887.0	7781.0	442.0	13146.0	-	3460.0	420.0	3436.0	5830.0	-
50 – 59	58409.0	36123.0	33062.0	11392.0	3061.0	1138.0	22286.0	-	19258.0	71.0	930.0	2027.0	-
60 – 64	27072.0	5053.0	4586.0	4224.0	467.0	466.0	22019.0	-	21966.0	15.0	15.0	23.0	-
Из общей численности -													
население в трудоспособном возрасте	339510.0	230190.0	199080.0	7790.0	31110.0	1580.0	109320.0	24227.0	15874.0	11305.0	9488.0	48426.0	-
учащиеся	82525.0	20379.0	14885.0	126.0	5494.0	152.0	62146.0	24642.0	1707.0	7282.0	1057.0	27458.0	-
Городское население  в возрасте 15-64 лет	524941.0	350969.0	316193.0	23886.0	34776.0	3042.0	173972.0	40656.0	46015.0	9619.0	3362.0	74320.0	-
в том числе в возрасте, лет:													
15 – 19	86315.0	13689.0	7058.0	108.0	6631.0	242.0	72626.0	27518.0	1800.0	4963.0	688.0	37657.0	-
20 – 29	132170.0	92861.0	80930.0	299.0	11931.0	187.0	39309.0	13093.0	1328.0	3208.0	481.0	21199.0	-
30 – 39	92919.0	83065.0	77493.0	564.0	5572.0	182.0	9854.0	42.0	1502.0	1144.0	636.0	6530.0	-
40 – 49	109224.0	97407.0	90932.0	2468.0	6475.0	511.0	11817.0	3.0	4245.0	227.0	1134.0	6208.0	-
50 – 59	72718.0	54061.0	50589.0	12237.0	3472.0	1231.0	18657.0	-	15504.0	57.0	408.0	2688.0	-
60 – 64	31595.0	9886.0	9191.0	8210.0	695.0	689.0	21709.0	-	21636.0	20.0	15.0	38.0	-
Из общей численности -													
население в трудоспособном возрасте	468299.0	333784.0	300374.0	10614.0	33410.0	1978.0	134515.0	39879.0	17062.0	6969.0	3215.0	67390.0	-
учащиеся	127630.0	32493.0	23416.0	241.0	9077.0	272.0	95137.0	40656.0	1874.0	5254.0	754.0	46599.0	-
Сельское население  в возрасте  15-64 лет	229646.0	144672.0	114630.0	7129.0	30042.0	1836.0	84974.0	5690.0	34138.0	11108.0	15258.0	18780.0	-
в том числе в возрасте, лет:													
15 – 19	29429.0	5559.0	2603.0	46.0	2956.0	127.0	23870.0	4806.0	1983.0	7789.0	2017.0	7275.0	-
20 – 29	45856.0	33876.0	25600.0	115.0	8276.0	131.0	11980.0	873.0	1039.0	2222.0	3094.0	4752.0	-
30 – 39	41315.0	33956.0	27593.0	223.0	6363.0	184.0	7359.0	11.0	1246.0	719.0	3078.0	2305.0	-
40 – 49	62027.0	50065.0	41253.0	1331.0	8812.0	430.0	11962.0	-	3314.0	318.0	5172.0	3158.0	-
50 – 59	35255.0	19658.0	16300.0	4227.0	3358.0	694.0	15597.0	-	12419.0	57.0	1862.0	1259.0	-
60 – 64	15764.0	1558.0	1281.0	1187.0	277.0	270.0	14206.0	-	14137.0	3.0	35.0	31.0	-
Из общей численности -													
население в трудоспособном возрасте	201312.0	141496.0	112054.0	4926.0	29442.0	1405.0	59816.0	5143.0	15337.0	6953.0	14941.0	17442.0	-
учащиеся	26721.0	5047.0	3946.0	40.0	1101.0	39.0	21674.0	5690.0	1381.0	7306.0	1351.0	5946.0	-
Читинская область													
Городское и сельское  население  в возрасте 15-64 лет	772390.0	498231.0	410344.0	22214.0	87887.0	6840.0	265563.0	19292.0	92121.0	28536.0	38866.0	86748.0	8596.0
в том числе в возрасте, лет:													
15 – 19	103984.0	19041.0	8541.0	152.0	10500.0	463.0	81405.0	15090.0	6284.0	21223.0	4826.0	33982.0	3538.0
20 – 29	183778.0	135691.0	108311.0	462.0	27380.0	631.0	47026.0	4178.0	3746.0	4816.0	9974.0	24312.0	1061.0
30 – 39	145464.0	118896.0	100549.0	986.0	18347.0	841.0	25910.0	24.0	4607.0	1643.0	8246.0	11390.0	658.0
40 – 49	183940.0	147806.0	126526.0	3981.0	21280.0	1515.0	35379.0	-	11203.0	651.0	11382.0	12143.0	755.0
50 – 59	106672.0	69141.0	60067.0	11126.0	9074.0	2093.0	36530.0	-	27098.0	183.0	4402.0	4847.0	1001.0
60 – 64	48552.0	7656.0	6350.0	5507.0	1306.0	1297.0	39313.0	-	39183.0	20.0	36.0	74.0	1583.0
Из общей численности -													
население в трудоспособном возрасте	682004.0	483188.0	397820.0	12340.0	85368.0	4886.0	193784.0	17939.0	40047.0	17424.0	38379.0	79995.0	5032.0
учащиеся	106099.0	27786.0	22124.0	248.0	5662.0	258.0	75200.0	19292.0	4421.0	19960.0	2543.0	28984.0	3113.0
Мужчины  в возрасте 15-64 лет	366748.0	253250.0	209821.0	8969.0	43429.0	3318.0	109957.0	7598.0	37419.0	10152.0	18392.0	36396.0	3541.0
в том числе в возрасте, лет:													
15 – 19	49504.0	9882.0	4525.0	84.0	5357.0	257.0	37932.0	6269.0	3302.0	9689.0	2508.0	16164.0	1690.0
20 – 29	88912.0	72382.0	59176.0	242.0	13206.0	305.0	16161.0	1320.0	2022.0	153.0	4138.0	8528.0	369.0
30 – 39	71332.0	60266.0	51311.0	527.0	8955.0	399.0	10846.0	9.0	2382.0	86.0	3943.0	4426.0	220.0
40 – 49	87642.0	71186.0	60805.0	1890.0	10381.0	870.0	16085.0	-	5755.0	141.0	5254.0	4935.0	371.0
50 – 59	49474.0	35518.0	30645.0	3411.0	4873.0	839.0	13626.0	-	8713.0	75.0	2530.0	2308.0	330.0
60 – 64	19884.0	4016.0	3359.0	2815.0	657.0	648.0	15307.0	-	15245.0	8.0	19.0	35.0	561.0
Из общей численности -													
население в трудоспособном возрасте	334847.0	248767.0	206363.0	6146.0	42404.0	2643.0	83950.0	6893.0	21132.0	4727.0	18165.0	33033.0	2130.0
учащиеся	45299.0	11235.0	8900.0	102.0	2335.0	121.0	32621.0	7598.0	2145.0	8972.0	1187.0	12719.0	1443.0
Женщины в возрасте  15-64 лет	405642.0	244981.0	200523.0	13245.0	44458.0	3522.0	155606.0	11694.0	54702.0	18384.0	20474.0	50352.0	5055.0
в том числе в возрасте, лет:													
15 – 19	54480.0	9159.0	4016.0	68.0	5143.0	206.0	43473.0	8821.0	2982.0	11534.0	2318.0	17818.0	1848.0
20 – 29	94866.0	63309.0	49135.0	220.0	14174.0	326.0	30865.0	2858.0	1724.0	4663.0	5836.0	15784.0	692.0
30 – 39	74132.0	58630.0	49238.0	459.0	9392.0	442.0	15064.0	15.0	2225.0	1557.0	4303.0	6964.0	438.0
40 – 49	96298.0	76620.0	65721.0	2091.0	10899.0	645.0	19294.0	-	5448.0	510.0	6128.0	7208.0	384.0
50 – 59	57198.0	33623.0	29422.0	7715.0	4201.0	1254.0	22904.0	-	18385.0	108.0	1872.0	2539.0	671.0
60 – 64	28668.0	3640.0	2991.0	2692.0	649.0	649.0	24006.0	-	23938.0	12.0	17.0	39.0	1022.0
Из общей численности -													
население в трудоспособном возрасте	347157.0	234421.0	191457.0	6194.0	42964.0	2243.0	109834.0	11046.0	18915.0	12697.0	20214.0	46962.0	2902.0
учащиеся	60800.0	16551.0	13224.0	146.0	3327.0	137.0	42579.0	11694.0	2276.0	10988.0	1356.0	16265.0	1670.0
Городское население  в возрасте 15-64 лет	503947.0	338858.0	291177.0	16533.0	47681.0	4561.0	159993.0	17409.0	56188.0	14632.0	8980.0	62784.0	5096.0
в том числе в возрасте, лет:													
15 – 19	68768.0	11970.0	5975.0	92.0	5995.0	248.0	54689.0	13480.0	3059.0	9798.0	1707.0	26645.0	2109.0
20 – 29	123070.0	94824.0	79600.0	306.0	15224.0	387.0	27558.0	3906.0	1884.0	3307.0	1977.0	16484.0	688.0
30 – 39	93835.0	80239.0	70831.0	698.0	9408.0	554.0	13221.0	23.0	2455.0	1023.0	1804.0	7916.0	375.0
40 – 49	115261.0	97005.0	85932.0	2659.0	11073.0	1050.0	17830.0	-	6775.0	379.0	2436.0	8240.0	426.0
50 – 59	71902.0	48623.0	43564.0	8208.0	5059.0	1409.0	22648.0	-	18051.0	106.0	1043.0	3448.0	631.0
60 – 64	31111.0	6197.0	5275.0	4570.0	922.0	913.0	24047.0	-	23964.0	19.0	13.0	51.0	867.0
Из общей численности -													
население в трудоспособном возрасте	445867.0	327075.0	281035.0	8576.0	46040.0	3229.0	115701.0	16214.0	24129.0	9535.0	8747.0	57076.0	3091.0
учащиеся	81117.0	22812.0	18255.0	206.0	4557.0	194.0	56483.0	17409.0	2508.0	9461.0	1369.0	25736.0	1822.0
Сельское население  в возрасте  15-64 лет	268443.0	159373.0	119167.0	5681.0	40206.0	2279.0	105570.0	1883.0	35933.0	13904.0	29886.0	23964.0	3500.0
в том числе в возрасте, лет:													
15 – 19	35216.0	7071.0	2566.0	60.0	4505.0	215.0	26716.0	1610.0	3225.0	11425.0	3119.0	7337.0	1429.0
20 – 29	60708.0	40867.0	28711.0	156.0	12156.0	244.0	19468.0	272.0	1862.0	1509.0	7997.0	7828.0	373.0
30 – 39	51629.0	38657.0	29718.0	288.0	8939.0	287.0	12689.0	1.0	2152.0	620.0	6442.0	3474.0	283.0
40 – 49	68679.0	50801.0	40594.0	1322.0	10207.0	465.0	17549.0	-	4428.0	272.0	8946.0	3903.0	329.0
50 – 59	34770.0	20518.0	16503.0	2918.0	4015.0	684.0	13882.0	-	9047.0	77.0	3359.0	1399.0	370.0
60 – 64	17441.0	1459.0	1075.0	937.0	384.0	384.0	15266.0	-	15219.0	1.0	23.0	23.0	716.0
Из общей численности -													
население в трудоспособном возрасте	236137.0	156113.0	116785.0	3764.0	39328.0	1657.0	78083.0	1725.0	15918.0	7889.0	29632.0	22919.0	1941.0
учащиеся	24982.0	4974.0	3869.0	42.0	1105.0	64.0	18717.0	1883.0	1913.0	10499.0	1174.0	3248.0	1291.0
Агинский Бурятский автономный округ													
Городское и сельское  население  в возрасте 15-64 лет	46342.0	27501.0	20965.0	1303.0	6536.0	333.0	18731.0	644.0	5732.0	3326.0	8130.0	899.0	110.0
в том числе в возрасте, лет:													
15 – 19	6788.0	856.0	299.0	9.0	557.0	25.0	5881.0	533.0	672.0	3052.0	1359.0	265.0	51.0
20 – 29	10647.0	7119.0	4922.0	36.0	2197.0	45.0	3510.0	110.0	370.0	175.0	2524.0	331.0	18.0
30 – 39	9994.0	7605.0	5924.0	75.0	1681.0	63.0	2383.0	1.0	398.0	61.0	1792.0	131.0	6.0
40 – 49	11200.0	8485.0	6939.0	335.0	1546.0	86.0	2704.0	-	694.0	31.0	1857.0	122.0	11.0
50 – 59	5351.0	3152.0	2641.0	631.0	511.0	72.0	2192.0	-	1547.0	7.0	588.0	50.0	7.0
60 – 64	2362.0	284.0	240.0	217.0	44.0	42.0	2061.0	-	2051.0	-	10.0	-	17.0
Из общей численности -													
население в трудоспособном возрасте	41092.0	26929.0	20467.0	885.0	6462.0	275.0	14095.0	565.0	2791.0	1804.0	8054.0	881.0	68.0
учащиеся	7101.0	1774.0	1408.0	22.0	366.0	14.0	5283.0	644.0	521.0	2958.0	952.0	208.0	44.0
Мужчины  в возрасте 15-64 лет	22554.0	13849.0	10167.0	447.0	3682.0	170.0	8656.0	233.0	2245.0	1536.0	4263.0	379.0	49.0
в том числе в возрасте, лет:													
15 – 19	3378.0	430.0	148.0	5.0	282.0	16.0	2927.0	202.0	355.0	1515.0	737.0	118.0	21.0
20 – 29	5238.0	3695.0	2482.0	23.0	1213.0	24.0	1534.0	30.0	210.0	6.0	1178.0	110.0	9.0
30 – 39	4905.0	3700.0	2765.0	34.0	935.0	28.0	1201.0	1.0	200.0	5.0	942.0	53.0	4.0
40 – 49	5495.0	4108.0	3225.0	119.0	883.0	44.0	1381.0	-	349.0	6.0	964.0	62.0	6.0
50 – 59	2543.0	1739.0	1400.0	135.0	339.0	30.0	801.0	-	328.0	4.0	433.0	36.0	3.0
60 – 64	995.0	177.0	147.0	131.0	30.0	28.0	812.0	-	803.0	-	9.0	-	6.0
Из общей численности -													
население в трудоспособном возрасте	20560.0	13659.0	10017.0	316.0	3642.0	139.0	6866.0	196.0	1316.0	763.0	4221.0	370.0	35.0
учащиеся	3163.0	675.0	522.0	8.0	153.0	5.0	2471.0	233.0	263.0	1459.0	434.0	82.0	17.0
Женщины в возрасте  15-64 лет	23788.0	13652.0	10798.0	856.0	2854.0	163.0	10075.0	411.0	3487.0	1790.0	3867.0	520.0	61.0
в том числе в возрасте, лет:													
15 – 19	3410.0	426.0	151.0	4.0	275.0	9.0	2954.0	331.0	317.0	1537.0	622.0	147.0	30.0
20 – 29	5409.0	3424.0	2440.0	13.0	984.0	21.0	1976.0	80.0	160.0	169.0	1346.0	221.0	9.0
30 – 39	5089.0	3905.0	3159.0	41.0	746.0	35.0	1182.0	-	198.0	56.0	850.0	78.0	2.0
40 – 49	5705.0	4377.0	3714.0	216.0	663.0	42.0	1323.0	-	345.0	25.0	893.0	60.0	5.0
50 – 59	2808.0	1413.0	1241.0	496.0	172.0	42.0	1391.0	-	1219.0	3.0	155.0	14.0	4.0
60 – 64	1367.0	107.0	93.0	86.0	14.0	14.0	1249.0	-	1248.0	-	1.0	-	11.0
Из общей численности -													
население в трудоспособном возрасте	20532.0	13270.0	10450.0	569.0	2820.0	136.0	7229.0	369.0	1475.0	1041.0	3833.0	511.0	33.0
учащиеся	3938.0	1099.0	886.0	14.0	213.0	9.0	2812.0	411.0	258.0	1499.0	518.0	126.0	27.0
Городское население  в возрасте 15-64 лет	16956.0	10816.0	8645.0	509.0	2171.0	124.0	6097.0	571.0	1789.0	1133.0	2190.0	414.0	43.0
в том числе в возрасте, лет:													
15 – 19	2768.0	287.0	116.0	4.0	171.0	7.0	2464.0	490.0	216.0	1048.0	556.0	154.0	17.0
20 – 29	3990.0	2973.0	2266.0	16.0	707.0	14.0	1011.0	81.0	101.0	56.0	643.0	130.0	6.0
30 – 39	3685.0	3071.0	2489.0	35.0	582.0	24.0	611.0	-	121.0	18.0	414.0	58.0	3.0
40 – 49	3855.0	3125.0	2617.0	116.0	508.0	38.0	727.0	-	230.0	8.0	438.0	51.0	3.0
50 – 59	1897.0	1217.0	1033.0	225.0	184.0	23.0	679.0	-	521.0	3.0	134.0	21.0	1.0
60 – 64	761.0	143.0	124.0	113.0	19.0	18.0	605.0	-	600.0	-	5.0	-	13.0
Из общей численности -													
население в трудоспособном возрасте	15114.0	10541.0	8404.0	311.0	2137.0	98.0	4551.0	494.0	900.0	609.0	2143.0	405.0	22.0
учащиеся	3452.0	910.0	737.0	13.0	173.0	9.0	2524.0	571.0	198.0	1034.0	569.0	152.0	18.0
Сельское население  в возрасте  15-64 лет	29386.0	16685.0	12320.0	794.0	4365.0	209.0	12634.0	73.0	3943.0	2193.0	5940.0	485.0	67.0
в том числе в возрасте, лет:													
15 – 19	4020.0	569.0	183.0	5.0	386.0	18.0	3417.0	43.0	456.0	2004.0	803.0	111.0	34.0
20 – 29	6657.0	4146.0	2656.0	20.0	1490.0	31.0	2499.0	29.0	269.0	119.0	1881.0	201.0	12.0
30 – 39	6309.0	4534.0	3435.0	40.0	1099.0	39.0	1772.0	1.0	277.0	43.0	1378.0	73.0	3.0
40 – 49	7345.0	5360.0	4322.0	219.0	1038.0	48.0	1977.0	-	464.0	23.0	1419.0	71.0	8.0
50 – 59	3454.0	1935.0	1608.0	406.0	327.0	49.0	1513.0	-	1026.0	4.0	454.0	29.0	6.0
60 – 64	1601.0	141.0	116.0	104.0	25.0	24.0	1456.0	-	1451.0	-	5.0	-	4.0
Из общей численности -													
население в трудоспособном возрасте	25978.0	16388.0	12063.0	574.0	4325.0	177.0	9544.0	71.0	1891.0	1195.0	5911.0	476.0	46.0
учащиеся	3649.0	864.0	671.0	9.0	193.0	5.0	2759.0	73.0	323.0	1924.0	383.0	56.0	26.0
Дальневосточный федеральный округ													
Городское и сельское  население  в возрасте 15-64 лет	4757757.0	3267438.0	2869370.0	275218.0	398068.0	44743.0	1415705.0	128721.0	539525.0	138778.0	77623.0	531058.0	74614.0
в том числе в возрасте, лет:													
15 – 19	574981.0	99202.0	52939.0	642.0	46263.0	1476.0	454326.0	96111.0	21806.0	97693.0	6821.0	231895.0	21453.0
20 – 29	1048373.0	806842.0	686102.0	3120.0	120740.0	2288.0	229119.0	32107.0	15481.0	26410.0	16213.0	138908.0	12412.0
30 – 39	941244.0	812586.0	728031.0	7754.0	84555.0	3605.0	118863.0	480.0	20517.0	10080.0	17804.0	69982.0	9795.0
40 – 49	1097499.0	941150.0	850707.0	31108.0	90443.0	8189.0	146211.0	23.0	51367.0	3628.0	25123.0	66070.0	10138.0
50 – 59	772899.0	522000.0	474432.0	163996.0	47568.0	20853.0	240266.0	-	204325.0	849.0	11501.0	23591.0	10633.0
60 – 64	322761.0	85658.0	77159.0	68598.0	8499.0	8332.0	226920.0	-	226029.0	118.0	161.0	612.0	10183.0
Из общей численности -													
население в трудоспособном возрасте	4161283.0	3112018.0	2730109.0	158007.0	381909.0	30846.0	995725.0	122033.0	227789.0	88428.0	76628.0	480847.0	53540.0
учащиеся	685458.0	183587.0	144182.0	1710.0	39405.0	1157.0	483535.0	128687.0	17485.0	95574.0	4955.0	236834.0	18336.0
Мужчины  в возрасте 15-64 лет	2287622.0	1675942.0	1479476.0	111833.0	196466.0	22207.0	576749.0	59515.0	211201.0	48234.0	36377.0	221422.0	34931.0
в том числе в возрасте, лет:													
15 – 19	281246.0	49643.0	27402.0	371.0	22241.0	774.0	220424.0	46547.0	11270.0	45627.0	3693.0	113287.0	11179.0
20 – 29	514565.0	431351.0	373467.0	1696.0	57884.0	1335.0	77876.0	12828.0	8682.0	1090.0	6528.0	48748.0	5338.0
30 – 39	470036.0	420914.0	378663.0	4434.0	42251.0	2139.0	44173.0	136.0	11709.0	545.0	8235.0	23548.0	4949.0
40 – 49	530157.0	461514.0	417105.0	16492.0	44409.0	4980.0	63463.0	4.0	27781.0	627.0	11124.0	23927.0	5180.0
50 – 59	356502.0	267517.0	242376.0	53881.0	25141.0	8555.0	84658.0	-	66093.0	313.0	6701.0	11551.0	4327.0
60 – 64	135116.0	45003.0	40463.0	34959.0	4540.0	4424.0	86155.0	-	85666.0	32.0	96.0	361.0	3958.0
Из общей численности -													
население в трудоспособном возрасте	2089422.0	1629351.0	1438518.0	76859.0	190833.0	17703.0	433117.0	55276.0	122004.0	23573.0	35927.0	196337.0	26954.0
учащиеся	313382.0	79261.0	62377.0	748.0	16884.0	517.0	225004.0	59513.0	8530.0	44414.0	2359.0	110188.0	9117.0
Женщины в возрасте  15-64 лет	2470135.0	1591496.0	1389894.0	163385.0	201602.0	22536.0	838956.0	69206.0	328324.0	90544.0	41246.0	309636.0	39683.0
в том числе в возрасте, лет:													
15 – 19	293735.0	49559.0	25537.0	271.0	24022.0	702.0	233902.0	49564.0	10536.0	52066.0	3128.0	118608.0	10274.0
20 – 29	533808.0	375491.0	312635.0	1424.0	62856.0	953.0	151243.0	19279.0	6799.0	25320.0	9685.0	90160.0	7074.0
30 – 39	471208.0	391672.0	349368.0	3320.0	42304.0	1466.0	74690.0	344.0	8808.0	9535.0	9569.0	46434.0	4846.0
40 – 49	567342.0	479636.0	433602.0	14616.0	46034.0	3209.0	82748.0	19.0	23586.0	3001.0	13999.0	42143.0	4958.0
50 – 59	416397.0	254483.0	232056.0	110115.0	22427.0	12298.0	155608.0	-	138232.0	536.0	4800.0	12040.0	6306.0
60 – 64	187645.0	40655.0	36696.0	33639.0	3959.0	3908.0	140765.0	-	140363.0	86.0	65.0	251.0	6225.0
Из общей численности -													
население в трудоспособном возрасте	2071861.0	1482667.0	1291591.0	81148.0	191076.0	13143.0	562608.0	66757.0	105785.0	64855.0	40701.0	284510.0	26586.0
учащиеся	372076.0	104326.0	81805.0	962.0	22521.0	640.0	258531.0	69174.0	8955.0	51160.0	2596.0	126646.0	9219.0
Городское население  в возрасте 15-64 лет	3685777.0	2574761.0	2302843.0	228872.0	271918.0	34618.0	1046350.0	111839.0	394912.0	84097.0	24243.0	431259.0	64666.0
в том числе в возрасте, лет:													
15 – 19	442758.0	75557.0	41705.0	462.0	33852.0	1032.0	350460.0	82822.0	13098.0	54801.0	2548.0	197191.0	16741.0
20 – 29	821092.0	636972.0	553357.0	2345.0	83615.0	1534.0	172750.0	28569.0	9990.0	19121.0	4440.0	110630.0	11370.0
30 – 39	728404.0	638040.0	582004.0	6100.0	56036.0	2657.0	81163.0	425.0	13803.0	7265.0	5031.0	54639.0	9201.0
