1. ПРОДОЛЖИТЕЛЬНОСТЬ ПРОЖИВАНИЯ НАСЕЛЕНИЯ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В МЕСТЕ								
ПОСТОЯННОГО ЖИТЕЛЬСТВА ПО ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ								
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего	в том числе население в возрасте			Возраст не указан	Из общей численности – население в возрасте, в процентах		
не указавшие непрерывность проживания в месте постоянного жительства	124.0	28.0	70.0	25.0	1.0	22.5806451613	56.4516129032	20.1612903226
Мужчины, проживающие непрерывно в месте постоянного жительства	1204800.0	234103.0	799907.0	170782.0	8.0	19.4308598938	66.3933432935	14.1751328021
с рождения	699246.0	198226.0	445259.0	55756.0	5.0	28.3485354224	63.6770178163	7.97373170529
не с рождения	505512.0	35860.0	354627.0	115022.0	3.0	7.09379797117	70.1520438684	22.7535647027
в том числе:								
с 1992-2002 года	169731.0	29933.0	127810.0	11987.0	1.0	17.6355527276	75.3015065015	7.06235160342
с 1989-1991 года	31974.0	3914.0	25585.0	2475.0	-	12.2411959717	80.0181397385	7.74066428974
с 1988 года и ранее	303606.0	1908.0	201145.0	100551.0	2.0	0.628446078141	66.2519844799	33.1189106935
год не указан	201.0	105.0	87.0	9.0	-	52.2388059701	43.2835820896	4.4776119403
не указавшие непрерывность проживания в месте постоянного жительства	42.0	17.0	21.0	4.0	-	40.4761904762	50.0	9.52380952381
Женщины, проживающие непрерывно в месте постоянного жительства	1436310.0	223694.0	836614.0	375995.0	7.0	15.5742144802	58.2474535442	26.1778446157
с рождения	757023.0	188348.0	443322.0	125349.0	4.0	24.8800895085	58.5612326178	16.5581494882
не с рождения	679205.0	35335.0	393243.0	250625.0	2.0	5.20240575379	57.8975419792	36.8997578051
в том числе:								
с 1992-2002 года	201393.0	29691.0	140864.0	30838.0	-	14.7428162846	69.9448342296	15.3123494858
с 1989-1991 года	38632.0	3819.0	29134.0	5679.0	-	9.88558707807	75.4141644233	14.7002484987
с 1988 года и ранее	438980.0	1762.0	223148.0	214068.0	2.0	0.401385028931	50.8332953665	48.7648640029
год не указан	200.0	63.0	97.0	40.0	-	31.5	48.5	20.0
не указавшие непрерывность проживания в месте постоянного жительства	82.0	11.0	49.0	21.0	1.0	13.4146341463	59.756097561	25.6097560976
Городское население								
Мужчины и женщины, проживающие непрерывно в месте постоянного жительства	1976897.0	316667.0	1257217.0	402998.0	15.0	16.0183863904	63.5954731076	20.3853817371
с рождения	1079527.0	270673.0	693161.0	115684.0	9.0	25.0732959898	64.2096955426	10.7161747691
не с рождения	897264.0	45969.0	564000.0	287290.0	5.0	5.12324132028	62.8577542396	32.0184471906
в том числе:								
с 1992-2002 года	262144.0	38662.0	196395.0	27086.0	1.0	14.7483825684	74.9187469482	10.3324890137
с 1989-1991 года	46692.0	4708.0	36871.0	5113.0	-	10.0830977469	78.9664182301	10.950484023
с 1988 года и ранее	588095.0	2490.0	330558.0	255043.0	4.0	0.423400981134	56.2082656714	43.3676531853
год не указан	333.0	109.0	176.0	48.0	-	32.7327327327	52.8528528529	14.4144144144
не указавшие непрерывность проживания в месте постоянного жительства	106.0	25.0	56.0	24.0	1.0	23.5849056604	52.8301886792	22.641509434
Мужчины, проживающие непрерывно в месте постоянного жительства	888835.0	161793.0	604529.0	122505.0	8.0	18.2028160457	68.0136358267	13.782648073
с рождения	512158.0	138595.0	339777.0	33781.0	5.0	27.0609850866	66.3422225173	6.59581613486
не с рождения	376645.0	23182.0	264740.0	88720.0	3.0	6.15486731538	70.2889989247	23.5553372539
в том числе:								
с 1992-2002 года	118223.0	19323.0	91852.0	7047.0	1.0	16.3445353273	77.6938497585	5.96076905509
с 1989-1991 года	21119.0	2474.0	17246.0	1399.0	-	11.7145698186	81.6610634973	6.62436668403
с 1988 года и ранее	237144.0	1313.0	155563.0	80266.0	2.0	0.553672030496	65.5985392841	33.8469453159
год не указан	159.0	72.0	79.0	8.0	-	45.2830188679	49.6855345912	5.03144654088
не указавшие непрерывность проживания в месте постоянного жительства	32.0	16.0	12.0	4.0	-	50.0	37.5	12.5
Женщины, проживающие непрерывно в месте постоянного жительства	1088062.0	154874.0	652688.0	280493.0	7.0	14.2339315223	59.9862875461	25.7791375859
с рождения	567369.0	132078.0	353384.0	81903.0	4.0	23.2790300492	62.2846859804	14.4355789618
не с рождения	520619.0	22787.0	299260.0	198570.0	2.0	4.37690518402	57.4815748177	38.1411358402
в том числе:								
с 1992-2002 года	143921.0	19339.0	104543.0	20039.0	-	13.4372329264	72.6391562038	13.9236108699
с 1989-1991 года	25573.0	2234.0	19625.0	3714.0	-	8.73577601376	76.7410941227	14.5231298635
с 1988 года и ранее	350951.0	1177.0	174995.0	174777.0	2.0	0.335374453984	49.8630862998	49.8009693661
год не указан	174.0	37.0	97.0	40.0	-	21.2643678161	55.7471264368	22.9885057471
не указавшие непрерывность проживания в месте постоянного жительства	74.0	9.0	44.0	20.0	1.0	12.1621621622	59.4594594595	27.027027027
Сельское население								
Мужчины и женщины, проживающие непрерывно в месте постоянного жительства	664213.0	141130.0	379304.0	143779.0	-	21.2477021678	57.1057778152	21.6465200169
с рождения	376742.0	115901.0	195420.0	65421.0	-	30.7640241863	51.8710417209	17.3649340928
не с рождения	287453.0	25226.0	183870.0	78357.0	-	8.775695505	63.9652395348	27.2590649602
в том числе:								
с 1992-2002 года	108980.0	20962.0	72279.0	15739.0	-	19.2347219673	66.3231785649	14.4420994678
с 1989-1991 года	23914.0	3025.0	17848.0	3041.0	-	12.6494940202	74.6341055449	12.7164004349
с 1988 года и ранее	154491.0	1180.0	93735.0	59576.0	-	0.763798538426	60.6734372876	38.562764174
год не указан	68.0	59.0	8.0	1.0	-	86.7647058824	11.7647058824	1.47058823529
не указавшие непрерывность проживания в месте постоянного жительства	18.0	3.0	14.0	1.0	-	16.6666666667	77.7777777778	5.55555555556
Мужчины, проживающие непрерывно в месте постоянного жительства	315965.0	72310.0	195378.0	48277.0	-	22.8854461728	61.8353298625	15.2792239647
с рождения	187088.0	59631.0	105482.0	21975.0	-	31.8732361242	56.3809544172	11.7458094587
не с рождения	128867.0	12678.0	89887.0	26302.0	-	9.83805008264	69.7517595661	20.4101903513
в том числе:								
с 1992-2002 года	51508.0	10610.0	35958.0	4940.0	-	20.598741943	69.8105148715	9.59074318552
с 1989-1991 года	10855.0	1440.0	8339.0	1076.0	-	13.26577614	76.8217411331	9.91248272685
с 1988 года и ранее	66462.0	595.0	45582.0	20285.0	-	0.895248412627	68.5835515031	30.5212000843
год не указан	42.0	33.0	8.0	1.0	-	78.5714285714	19.0476190476	2.38095238095
не указавшие непрерывность проживания в месте постоянного жительства	10.0	1.0	9.0	-	-	10.0	90.0	-
Женщины, проживающие непрерывно в месте постоянного жительства	348248.0	68820.0	183926.0	95502.0	-	19.7617789621	52.8146608164	27.4235602215
с рождения	189654.0	56270.0	89938.0	43446.0	-	29.6698197771	47.4221477005	22.9080325224
не с рождения	158586.0	12548.0	93983.0	52055.0	-	7.91242606535	59.263112759	32.8244611756
в том числе:								
с 1992-2002 года	57472.0	10352.0	36321.0	10799.0	-	18.0122494432	63.197731069	18.7900194878
с 1989-1991 года	13059.0	1585.0	9509.0	1965.0	-	12.1372233709	72.815682671	15.0470939582
с 1988 года и ранее	88029.0	585.0	48153.0	39291.0	-	0.664553726613	54.7012916198	44.6341546536
год не указан	26.0	26.0	-	-	-	100.0	-	-
не указавшие непрерывность проживания в месте постоянного жительства	8.0	2.0	5.0	1.0	-	25.0	62.5	12.5
Омская область								
Городское и сельское население								
Мужчины и женщины, проживающие непрерывно в месте постоянного жительства	2046292.0	389236.0	1263425.0	393096.0	535.0	19.0215277194	61.7421658297	19.2101615996
с рождения	1136253.0	325365.0	676403.0	134405.0	80.0	28.6349078946	59.5292597687	11.8287916512
не с рождения	908506.0	63690.0	586284.0	258517.0	15.0	7.01041049811	64.532760378	28.4551780616
в том числе:								
с 1992-2002 года	319007.0	54763.0	223072.0	41167.0	5.0	17.1667079406	69.9269921977	12.904732498
с 1989-1991 года	56038.0	5991.0	43713.0	6334.0	-	10.6909597059	78.0059959313	11.3030443628
с 1988 года и ранее	533065.0	2784.0	319332.0	210939.0	10.0	0.522262763453	59.9048896476	39.5709716451
год не указан	396.0	152.0	167.0	77.0	-	38.3838383838	42.1717171717	19.4444444444
не указавшие непрерывность проживания в месте постоянного жительства	1533.0	181.0	738.0	174.0	440.0	11.8069145466	48.1409001957	11.3502935421
Мужчины, проживающие непрерывно в месте постоянного жительства	937289.0	199025.0	614804.0	123198.0	262.0	21.2341124242	65.5938563239	13.1440782939
с рождения	545480.0	166211.0	337770.0	41468.0	31.0	30.4705947056	61.9216103249	7.60211190144
не с рождения	391086.0	32719.0	276689.0	81671.0	7.0	8.36619055655	70.7488889912	20.8831305646
в том числе:								
с 1992-2002 года	146844.0	28093.0	106468.0	12279.0	4.0	19.1311868377	72.5041540683	8.36193511482
с 1989-1991 года	25540.0	3108.0	20366.0	2066.0	-	12.169146437	79.7415818324	8.08927173062
с 1988 года и ранее	218529.0	1436.0	149776.0	67314.0	3.0	0.657121022839	68.5382718083	30.8032343533
год не указан	173.0	82.0	79.0	12.0	-	47.3988439306	45.6647398844	6.93641618497
не указавшие непрерывность проживания в месте постоянного жительства	723.0	95.0	345.0	59.0	224.0	13.1396957123	47.7178423237	8.16044260028
Женщины, проживающие непрерывно в месте постоянного жительства	1109003.0	190211.0	648621.0	269898.0	273.0	17.1515316009	58.486857114	24.3369945798
с рождения	590773.0	159154.0	338633.0	92937.0	49.0	26.9399583258	57.3203243886	15.7314230677
не с рождения	517420.0	30971.0	309595.0	176846.0	8.0	5.98565961888	59.8343705307	34.1784237177
в том числе:								
с 1992-2002 года	172163.0	26670.0	116604.0	28888.0	1.0	15.4911334026	67.7288383683	16.7794473842
с 1989-1991 года	30498.0	2883.0	23347.0	4268.0	-	9.45307889042	76.5525608237	13.9943602859
с 1988 года и ранее	314536.0	1348.0	169556.0	143625.0	7.0	0.428567795101	53.9067070224	45.6624996821
год не указан	223.0	70.0	88.0	65.0	-	31.3901345291	39.4618834081	29.1479820628
не указавшие непрерывность проживания в месте постоянного жительства	810.0	86.0	393.0	115.0	216.0	10.6172839506	48.5185185185	14.1975308642
Городское население								
Мужчины и женщины, проживающие непрерывно в месте постоянного жительства	1398571.0	239428.0	891160.0	267467.0	516.0	17.1194740918	63.7193249395	19.1243061668
с рождения	789835.0	207801.0	501331.0	80632.0	71.0	26.3094190559	63.4728772465	10.2087144783
не с рождения	607258.0	31472.0	389115.0	186666.0	5.0	5.18264065685	64.0773773256	30.7391586443
в том числе:								
с 1992-2002 года	175898.0	26420.0	129356.0	20122.0	-	15.0200684488	73.5403472467	11.4395843045
с 1989-1991 года	32428.0	3162.0	25853.0	3413.0	-	9.75083261379	79.7243123227	10.5248550635
с 1988 года и ранее	398725.0	1835.0	233811.0	163074.0	5.0	0.460216941501	58.6396639288	40.8988651326
год не указан	207.0	55.0	95.0	57.0	-	26.5700483092	45.8937198068	27.5362318841
не указавшие непрерывность проживания в месте постоянного жительства	1478.0	155.0	714.0	169.0	440.0	10.4871447903	48.3085250338	11.4343707713
Мужчины, проживающие непрерывно в месте постоянного жительства	627721.0	122284.0	424048.0	81137.0	252.0	19.480629133	67.5535787396	12.9256469036
с рождения	372500.0	106060.0	242863.0	23550.0	27.0	28.4724832215	65.1981208054	6.32214765101
не с рождения	254516.0	16138.0	180846.0	57531.0	1.0	6.34066227663	71.0548649201	22.6040799007
в том числе:								
с 1992-2002 года	79097.0	13611.0	60000.0	5486.0	-	17.2079851322	75.8562271641	6.93578770371
с 1989-1991 года	14501.0	1577.0	11891.0	1033.0	-	10.8751120612	82.0012412937	7.12364664506
с 1988 года и ранее	160837.0	916.0	108916.0	51004.0	1.0	0.569520694865	67.7182489104	31.7116086473
